osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes,bridge
35167214,True,42,Rynek,primary,False,54.778999999999996,"LINESTRING (18.0500934 51.0190741, 18.0495705 51.0193553, 18.0494995 51.0193952)",,,
35167827,False,,Byczyńska,tertiary,False,81.303,"LINESTRING (18.0500934 51.0190741, 18.050194 51.0191641, 18.0502056 51.0191746, 18.050516 51.0194556, 18.0505967 51.0195401, 18.0506702 51.0196291, 18.0507083 51.019692)",50,,
35166317,True,,Dworcowa,unclassified,False,59.253,"LINESTRING (18.050011 51.0185019, 18.0498825 51.0184085, 18.0494546 51.0181001)",,,
35167087,True,42,Powstańców,primary,False,46.697,"LINESTRING (18.050011 51.0185019, 18.0503935 51.0183115, 18.0505345 51.0182413)",,,
35166321,False,,Plac Wolności,residential,True,57.302,"LINESTRING (18.0505617 51.0182292, 18.0500646 51.0178196)",,,
35167087,True,42,Powstańców,primary,False,108.506,"LINESTRING (18.0505617 51.0182292, 18.0506655 51.0181824, 18.0514498 51.0178217, 18.0516669 51.0177361, 18.051852 51.0176961)",,,
173666631,False,42,Kluczborska,primary,True,21.491,"LINESTRING (18.0531536 51.0165329, 18.0529778 51.0166914)",,2,
35167089,False,,Opolska,tertiary,False,160.237,"LINESTRING (18.0531536 51.0165329, 18.052962 51.0164251, 18.0528104 51.0163085, 18.0526332 51.0161251, 18.052101 51.0156281, 18.0518207 51.0153673)",,,
173666631,False,42,Kluczborska,primary,False,126.886,"LINESTRING (18.0531536 51.0165329, 18.0534459 51.016285, 18.054237 51.0156177)",,2,
35166316,True,,Rynek,residential,False,53.125,"LINESTRING (18.0496311 51.0186953, 18.0496922 51.018746, 18.0499005 51.0189059, 18.0500934 51.0190741)",50,,
35167087,True,42,Powstańców,primary,False,34.188,"LINESTRING (18.0496311 51.0186953, 18.049716 51.0186509, 18.0497908 51.0186122, 18.0498769 51.0185688, 18.0499019 51.0185563, 18.050011 51.0185019)",,,
35166492,False,,Rzeczna,residential,False,68.762,"LINESTRING (18.0486509 51.0174878, 18.0487251 51.0174579, 18.0494787 51.0171543)",,,
35166918,False,,Dworcowa,unclassified,False,148.176,"LINESTRING (18.0486509 51.0174878, 18.0483048 51.0170045, 18.0482414 51.016916, 18.0477964 51.0162685)",,,
35166918,False,,Dworcowa,unclassified,True,88.43199999999999,"LINESTRING (18.0486509 51.0174878, 18.0487345 51.0175729, 18.0488577 51.0176712, 18.0490459 51.0178101, 18.0492725 51.0179699, 18.0493365 51.0180171, 18.0494546 51.0181001)",,,
468504008,False,,Rzeczna,residential,True,99.332,"LINESTRING (18.0486509 51.0174878, 18.0485893 51.0175147, 18.0484033 51.0175961, 18.0475764 51.0179566, 18.0475599 51.0179925, 18.0475462 51.0180247)",,,
35166491,False,,,residential,False,184.963,"LINESTRING (18.0477964 51.0162685, 18.0483541 51.0161851, 18.0485981 51.0161792, 18.0497149 51.0162717, 18.0497381 51.0162737, 18.0502749 51.0163209, 18.0504065 51.0163393)",,,
35166918,False,,Dworcowa,unclassified,False,154.19899999999998,"LINESTRING (18.0477964 51.0162685, 18.0470392 51.0152029, 18.0468968 51.0150025)",,,
35166918,False,,Dworcowa,unclassified,True,148.176,"LINESTRING (18.0477964 51.0162685, 18.0482414 51.016916, 18.0483048 51.0170045, 18.0486509 51.0174878)",,,
35166918,False,,Dworcowa,unclassified,False,18.181,"LINESTRING (18.0468968 51.0150025, 18.0467979 51.0148513)",,,
35166318,False,,Adama Mickiewicza,unclassified,False,70.338,"LINESTRING (18.0468968 51.0150025, 18.0467682 51.0150383, 18.0459772 51.0152583)",,,
35166918,False,,Dworcowa,unclassified,True,154.19899999999998,"LINESTRING (18.0468968 51.0150025, 18.0470392 51.0152029, 18.0477964 51.0162685)",,,
35166318,False,,Adama Mickiewicza,unclassified,False,96.858,"LINESTRING (18.0459772 51.0152583, 18.0447109 51.0156106)",,,
35166318,False,,Adama Mickiewicza,unclassified,True,70.338,"LINESTRING (18.0459772 51.0152583, 18.0467682 51.0150383, 18.0468968 51.0150025)",,,
35166913,False,,Juliusza Słowackiego,residential,False,267.44100000000003,"LINESTRING (18.0459772 51.0152583, 18.0463623 51.0158853, 18.0465169 51.0163406, 18.0465832 51.0166408, 18.0466343 51.0174612, 18.0466503 51.0175302, 18.0466574 51.0175609, 18.0466671 51.017603)",,,
35166913,False,,Juliusza Słowackiego,residential,True,267.44100000000003,"LINESTRING (18.0466671 51.017603, 18.0466574 51.0175609, 18.0466503 51.0175302, 18.0466343 51.0174612, 18.0465832 51.0166408, 18.0465169 51.0163406, 18.0463623 51.0158853, 18.0459772 51.0152583)",,,
35166914,False,,Henryka Sienkiewicza,unclassified,False,77.33099999999999,"LINESTRING (18.0466671 51.017603, 18.0474005 51.0179548, 18.0475462 51.0180247)",,,
35166914,False,,Henryka Sienkiewicza,unclassified,True,117.808,"LINESTRING (18.0466671 51.017603, 18.0465447 51.0176044, 18.0462722 51.0176074, 18.0459079 51.0175908, 18.0455864 51.0175401, 18.0451511 51.0173536, 18.0450967 51.0173303)",,,
35166319,False,,Rzeczna,residential,False,339.1160000000001,"LINESTRING (18.0475462 51.0180247, 18.0470093 51.0184982, 18.0466883 51.0187813, 18.046545 51.0188525, 18.046223 51.0189556, 18.0456808 51.0192363, 18.0456212 51.0192761, 18.0455339 51.0193393, 18.0455 51.0194886, 18.045581 51.0198549, 18.045617 51.0201392, 18.0455761 51.02029, 18.0455787 51.0204068, 18.0455905 51.0204934, 18.0455954 51.0205288)",,2,
35166914,False,,Henryka Sienkiewicza,unclassified,True,77.33099999999999,"LINESTRING (18.0475462 51.0180247, 18.0474005 51.0179548, 18.0466671 51.017603)",,,
370676959,False,,Plac Partyzantów,unclassified,False,150.78099999999998,"LINESTRING (18.0475462 51.0180247, 18.0477253 51.0181176, 18.0480603 51.0182875, 18.0481846 51.0184074, 18.0482978 51.0186261, 18.0483793 51.0187608, 18.0485055 51.0188896, 18.0487428 51.0190771, 18.0487735 51.0191014)",,,
468504008,False,,Rzeczna,residential,False,99.332,"LINESTRING (18.0475462 51.0180247, 18.0475599 51.0179925, 18.0475764 51.0179566, 18.0484033 51.0175961, 18.0485893 51.0175147, 18.0486509 51.0174878)",,,
35166322,True,,Kościelna,tertiary,False,93.12199999999999,"LINESTRING (18.0487735 51.0191014, 18.0487014 51.0191395, 18.0483845 51.0193071, 18.0480128 51.0195064, 18.0477581 51.019643)",,,
35166917,False,,,tertiary,False,11.706,"LINESTRING (18.0487735 51.0191014, 18.0488109 51.0191012, 18.0488518 51.0190986, 18.0489402 51.019093)",,,
370676959,False,,Plac Partyzantów,unclassified,True,150.781,"LINESTRING (18.0487735 51.0191014, 18.0487428 51.0190771, 18.0485055 51.0188896, 18.0483793 51.0187608, 18.0482978 51.0186261, 18.0481846 51.0184074, 18.0480603 51.0182875, 18.0477253 51.0181176, 18.0475462 51.0180247)",,,
35166917,False,,,tertiary,True,11.706,"LINESTRING (18.0489402 51.019093, 18.0488518 51.0190986, 18.0488109 51.0191012, 18.0487735 51.0191014)",,,
172801311,True,42,Rynek,primary,False,66.51,"LINESTRING (18.0489402 51.019093, 18.048962 51.0190429, 18.0489917 51.0190282, 18.0493645 51.0188442, 18.0493882 51.0188325, 18.0494116 51.0188177, 18.0496311 51.0186953)",,,
35166319,False,,Rzeczna,residential,True,339.116,"LINESTRING (18.0455954 51.0205288, 18.0455905 51.0204934, 18.0455787 51.0204068, 18.0455761 51.02029, 18.045617 51.0201392, 18.045581 51.0198549, 18.0455 51.0194886, 18.0455339 51.0193393, 18.0456212 51.0192761, 18.0456808 51.0192363, 18.046223 51.0189556, 18.046545 51.0188525, 18.0466883 51.0187813, 18.0470093 51.0184982, 18.0475462 51.0180247)",,2,
