osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,width,junction
129748342,True,1,342,Dworcowa,secondary,50,False,25.511,"LINESTRING (16.9141505 51.3007893, 16.9143227 51.3008631, 16.9144029 51.3008958, 16.9144624 51.3009076)",,,
437137006,False,2,342,Dworcowa,secondary,40,False,90.04100000000001,"LINESTRING (16.9141505 51.3007893, 16.9137255 51.3005212, 16.9135926 51.3004533, 16.9134737 51.3004012, 16.9133474 51.30036, 16.9132983 51.300349, 16.9131289 51.300311)",,,
1003502546,True,1,342,Dworcowa,secondary,50,False,3.702,"LINESTRING (16.9122048 51.3000828, 16.9122405 51.3001075)",,,
174093164,True,,,Władysława Orkana,residential,,False,177.91,"LINESTRING (16.916682 51.300352, 16.9166961 51.3004229, 16.9167307 51.3007904, 16.9167419 51.3009091, 16.9167518 51.3010142, 16.9167693 51.3012066, 16.9167957 51.3014973, 16.9167981 51.3015243, 16.9168367 51.3019489)",,,
361845485,False,,,Ignacego Paderewskiego,residential,,True,130.558,"LINESTRING (16.916682 51.300352, 16.916654 51.3002658, 16.9164907 51.3000165, 16.9164546 51.2999368, 16.9164393 51.299893, 16.9164195 51.2998367, 16.9162667 51.2993689, 16.9162399 51.299287, 16.916209 51.2992193)",,,
414248472,False,2,340,Marii Skłodowskiej-Curie,secondary,50,False,131.77,"LINESTRING (16.916682 51.300352, 16.9165084 51.3003693, 16.9161795 51.3004157, 16.9159973 51.3004471, 16.9158154 51.3004871, 16.9156762 51.3005311, 16.9155469 51.3005887, 16.9154418 51.3006477, 16.9153654 51.3007023, 16.9152647 51.300771, 16.9151605 51.3008422, 16.915076 51.3008999)",,,
414248472,False,2,340,Marii Skłodowskiej-Curie,secondary,50,True,134.33399999999997,"LINESTRING (16.916682 51.300352, 16.9167773 51.3003535, 16.9168595 51.3003641, 16.9169379 51.3003822, 16.9173207 51.3005191, 16.9174986 51.3005805, 16.9178826 51.3007129, 16.9179896 51.3007425, 16.9181025 51.3007634, 16.9181963 51.3007718, 16.918294 51.3007702, 16.9183714 51.300758, 16.9184428 51.300736)",,,
"[189023833, 990271173]",False,2,,Trzebnicka,tertiary,50,False,282.038,"LINESTRING (16.916209 51.2992193, 16.9160186 51.299235, 16.9156207 51.2992677, 16.9152641 51.2993251, 16.9140557 51.2995543, 16.913438 51.2996745, 16.9131571 51.2997282, 16.9126768 51.2998263, 16.9125158 51.2998592, 16.9123671 51.2998881, 16.9123093 51.2999008)",,,
361845485,False,,,Ignacego Paderewskiego,residential,,False,130.558,"LINESTRING (16.916209 51.2992193, 16.9162399 51.299287, 16.9162667 51.2993689, 16.9164195 51.2998367, 16.9164393 51.299893, 16.9164546 51.2999368, 16.9164907 51.3000165, 16.916654 51.3002658, 16.916682 51.300352)",,,
361845485,False,,,Ignacego Paderewskiego,residential,,True,145.424,"LINESTRING (16.916209 51.2992193, 16.9161929 51.2991714, 16.9161714 51.2991172, 16.9158189 51.2979868, 16.9158032 51.2979364)",,,
"[1116552704, 192293130, 1116552703]",False,2,,Trzebnicka,tertiary,"['40', '30']",True,212.58499999999998,"LINESTRING (16.916209 51.2992193, 16.9163614 51.299205, 16.9177599 51.2990763, 16.91817 51.2990386, 16.9182665 51.2990297, 16.9186814 51.2989913, 16.9191051 51.2989457, 16.9192318 51.298932)",,,
188981108,False,,,Henryka Brodatego,residential,,False,90.245,"LINESTRING (16.9197246 51.2975278, 16.9194872 51.2967299)",,,
37009959,False,,,Bolesława Chrobrego,residential,,True,97.54,"LINESTRING (16.9197246 51.2975278, 16.9195883 51.2975417, 16.91834 51.297669)",,,
128284686,False,,,Bolesława Chrobrego,residential,,True,77.775,"LINESTRING (16.9197246 51.2975278, 16.9197997 51.2975237, 16.919851 51.29753, 16.919917 51.2975435, 16.9199746 51.297566, 16.9204569 51.297813, 16.9205002 51.2978352, 16.9206369 51.2979027)",,,
361845485,False,,,Ignacego Paderewskiego,residential,,True,27.02,"LINESTRING (16.9158032 51.2979364, 16.9157296 51.2976978)",,,
37009959,False,,,Bolesława Chrobrego,residential,,False,178.86599999999999,"LINESTRING (16.9158032 51.2979364, 16.9168614 51.2978249, 16.9175584 51.2977514, 16.91834 51.297669)",,,
361845485,False,,,Ignacego Paderewskiego,residential,,False,145.42400000000004,"LINESTRING (16.9158032 51.2979364, 16.9158189 51.2979868, 16.9161714 51.2991172, 16.9161929 51.2991714, 16.916209 51.2992193)",,,
"[991513974, 103022711]",True,1,,Władysława Łokietka,unclassified,"['30', '50']",False,274.5300000000001,"LINESTRING (16.9085963 51.2980155, 16.9087716 51.2981084, 16.908847 51.2981497, 16.9089248 51.2981924, 16.9094397 51.2984746, 16.9095424 51.2985309, 16.9106606 51.2991438, 16.9112529 51.2994615, 16.9113126 51.2994856, 16.9113632 51.2995007, 16.9114197 51.2995088, 16.9114744 51.2995107, 16.9115221 51.2995084, 16.9116094 51.2994953, 16.9116563 51.2994867)",,,
174093168,False,2,,Władysława Łokietka,unclassified,50,False,97.32,"LINESTRING (16.9085963 51.2980155, 16.9083881 51.2978994, 16.9079246 51.297641, 16.9077941 51.29757, 16.9075445 51.2974381)",,,
188805296,False,2,,Dworcowa,unclassified,30,True,90.247,"LINESTRING (16.9085963 51.2980155, 16.9085544 51.2980656, 16.9084715 51.2981793, 16.9082028 51.2987866)",,,
103022677,False,,,Władysława Stanisława Reymonta,living_street,,True,95.95500000000001,"LINESTRING (16.9187636 51.3018594, 16.9187182 51.3014501, 16.918598 51.3010747, 16.9185549 51.3010103)",,,
103022677,False,,,Władysława Stanisława Reymonta,living_street,,False,95.955,"LINESTRING (16.9185549 51.3010103, 16.918598 51.3010747, 16.9187182 51.3014501, 16.9187636 51.3018594)",,,
414426446,False,,,Adama Mickiewicza,residential,,False,31.709000000000003,"LINESTRING (16.9185549 51.3010103, 16.9185538 51.3009738, 16.9185454 51.3009278, 16.9185157 51.3008667, 16.9185004 51.3008352, 16.9184769 51.3007904, 16.9184428 51.300736)",,,
414248472,False,2,340,Marii Skłodowskiej-Curie,secondary,50,False,134.334,"LINESTRING (16.9184428 51.300736, 16.9183714 51.300758, 16.918294 51.3007702, 16.9181963 51.3007718, 16.9181025 51.3007634, 16.9179896 51.3007425, 16.9178826 51.3007129, 16.9174986 51.3005805, 16.9173207 51.3005191, 16.9169379 51.3003822, 16.9168595 51.3003641, 16.9167773 51.3003535, 16.916682 51.300352)",,,
414248472,False,2,340,Marii Skłodowskiej-Curie,secondary,50,True,91.875,"LINESTRING (16.9184428 51.300736, 16.9186914 51.3006142, 16.9188882 51.300534, 16.9190084 51.3004995, 16.9190901 51.3004846, 16.9191298 51.3004774, 16.9192631 51.3004676, 16.9196409 51.3004648)",,,
414426446,False,,,Adama Mickiewicza,residential,,True,31.709,"LINESTRING (16.9184428 51.300736, 16.9184769 51.3007904, 16.9185004 51.3008352, 16.9185157 51.3008667, 16.9185454 51.3009278, 16.9185538 51.3009738, 16.9185549 51.3010103)",,,
103022697,False,,,Jarosława Dąbrowskiego,residential,,False,150.183,"LINESTRING (16.9136393 51.2980383, 16.9157296 51.2976978)",,,
103022697,False,,,Jarosława Dąbrowskiego,residential,,True,54.618,"LINESTRING (16.9136393 51.2980383, 16.9128786 51.2981609)",,,
103022712,False,,,Ptasia,residential,,False,120.17500000000001,"LINESTRING (16.9136393 51.2980383, 16.9134665 51.2977338, 16.9133774 51.2974971, 16.9133016 51.2969848)",,,
103022697,False,,,Jarosława Dąbrowskiego,residential,,True,150.183,"LINESTRING (16.9157296 51.2976978, 16.9136393 51.2980383)",,,
361845485,False,,,Ignacego Paderewskiego,residential,,False,27.02,"LINESTRING (16.9157296 51.2976978, 16.9158032 51.2979364)",,,
361845485,False,,,Ignacego Paderewskiego,residential,,True,61.925,"LINESTRING (16.9157296 51.2976978, 16.9155607 51.297151)",,,
103022683,False,,,Ofiar Katynia,residential,,False,143.12199999999999,"LINESTRING (16.9153026 51.3018736, 16.9152425 51.3019093, 16.9151012 51.3019702, 16.9150024 51.3020091, 16.9147393 51.3020785, 16.9140963 51.3022122, 16.9137508 51.3022936, 16.913438 51.3023986)",,,
172623130,False,2,,Dworcowa,tertiary,50,True,70.13600000000001,"LINESTRING (16.9153026 51.3018736, 16.9151724 51.3017989, 16.9150656 51.3017323, 16.9149753 51.3016776, 16.914897 51.3016175, 16.9148368 51.3015598, 16.9147598 51.3014575, 16.9147101 51.3013753)",,,
