osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,lanes,maxspeed,access
"[712647234, 298203615]",Ratuszowa,residential,False,False,207.216,"LINESTRING (15.2414421 52.5123547, 15.2409694 52.5128394, 15.2407791 52.5128611, 15.240619 52.5128396, 15.2404543 52.5128031, 15.2403923 52.512767, 15.2403401 52.5127033, 15.2403343 52.5126944, 15.2403194 52.5126714, 15.2402772 52.5126468, 15.2397404 52.5126676, 15.2397217 52.5126741, 15.2396989 52.5126888, 15.2396171 52.5128202, 15.2396178 52.5128233, 15.2396227 52.5128471, 15.2396278 52.5128716, 15.2396653 52.5129035, 15.2397243 52.5129214, 15.2397699 52.512932, 15.2397804 52.5129339, 15.2398297 52.5129431, 15.239959 52.5129671)",,,,,destination
"[182623223, 712501655]",Osadników Wojskowych,residential,False,True,162.107,"LINESTRING (15.2414421 52.5123547, 15.2415593 52.5123959, 15.2416894 52.5124451, 15.2418797 52.512517, 15.2420943 52.5125981, 15.2423718 52.5126933, 15.2435146 52.5130853)",,,,,
230421367,Jana Pawła II,secondary,True,False,21.699,"LINESTRING (15.2445876 52.5124732, 15.2447563 52.5125675, 15.2447968 52.5125902, 15.2448236 52.5126053)",136,,,,
232182123,Jana Pawła II,secondary,False,True,40.468999999999994,"LINESTRING (15.2445876 52.5124732, 15.2445675 52.5124582, 15.2444124 52.512343, 15.2443919 52.5123283, 15.2442152 52.5121885)",136,,2,50,
"[1200630224, 182623251, 182623255]",Strzelecka,residential,False,False,409.25699999999995,"LINESTRING (15.2451592 52.5128293, 15.2456859 52.5124253, 15.2457961 52.5123204, 15.2458333 52.5122524, 15.2458572 52.5122087, 15.2458772 52.5120931, 15.2459416 52.511777, 15.2459498 52.5117367, 15.2459832 52.5115655, 15.2459925 52.5115177, 15.2461088 52.5111887, 15.2463659 52.5105797, 15.2464509 52.5102469, 15.2464998 52.509943, 15.24675 52.5096, 15.2469369 52.5093842)",,,,,
230421367,Jana Pawła II,secondary,True,False,78.17699999999999,"LINESTRING (15.2451592 52.5128293, 15.2455746 52.5131009, 15.2459334 52.513351)",136,,,,
298203614,Osadników Wojskowych,residential,False,False,53.281,"LINESTRING (15.2435146 52.5130853, 15.244181 52.5133405)",,,,,
"[712501655, 182623223]",Osadników Wojskowych,residential,False,False,162.107,"LINESTRING (15.2435146 52.5130853, 15.2423718 52.5126933, 15.2420943 52.5125981, 15.2418797 52.512517, 15.2416894 52.5124451, 15.2415593 52.5123959, 15.2414421 52.5123547)",,,,,
182623247,Harcerska,residential,False,True,116.82199999999997,"LINESTRING (15.2435146 52.5130853, 15.2435659 52.5127739, 15.2436149 52.5125897, 15.2436604 52.5125083, 15.2438245 52.5124137, 15.2441452 52.5122288, 15.2442152 52.5121885)",,,,,
182623239,Krótka,residential,False,False,68.582,"LINESTRING (15.2459334 52.513351, 15.2457458 52.5135268, 15.2455937 52.5136694, 15.2455724 52.5136894, 15.2453815 52.5138683)",,,,,
230421367,Jana Pawła II,secondary,True,False,248.03199999999998,"LINESTRING (15.2459334 52.513351, 15.2460956 52.5134352, 15.246285 52.5135333, 15.2464433 52.513617, 15.2467409 52.513768, 15.2470517 52.5139256, 15.2472012 52.5139969, 15.2473756 52.5140805, 15.2483433 52.5145165, 15.2484572 52.5145688, 15.2486789 52.5146764, 15.2487799 52.5147515)",136,,,,
232152145,Plac Kasztanowy,secondary,True,False,35.971000000000004,"LINESTRING (15.2446046 52.5134827, 15.2445381 52.5133729, 15.2444965 52.5132741, 15.24448 52.5131701)",136,,,,
712673913,Osadników Wojskowych,residential,True,False,32.813,"LINESTRING (15.2446046 52.5134827, 15.2444553 52.5134434, 15.244181 52.5133405)",,,,,
182623245,Słoneczna,residential,False,True,133.375,"LINESTRING (15.249994 52.5138068, 15.2495389 52.5141591, 15.2489816 52.5146044, 15.2489694 52.5146141, 15.2488295 52.5147155, 15.2487799 52.5147515)",,,,,destination
182623239,Krótka,residential,False,True,68.582,"LINESTRING (15.2453815 52.5138683, 15.2455724 52.5136894, 15.2455937 52.5136694, 15.2457458 52.5135268, 15.2459334 52.513351)",,,,,
680684058,Osadników Wojskowych,secondary,True,False,67.848,"LINESTRING (15.2453815 52.5138683, 15.2452235 52.5137917, 15.2450221 52.513694, 15.2449802 52.5136723, 15.2447941 52.5135761, 15.2447165 52.5135393, 15.2447056 52.5135338, 15.2446046 52.5134827)",136,,,,
182623248,,residential,False,True,197.007,"LINESTRING (15.2512542 52.514235, 15.2507432 52.5146315, 15.2500074 52.5151598, 15.2496726 52.5154359, 15.2495073 52.5155925, 15.2494671 52.5156315)",,,,,
182623245,Słoneczna,residential,False,False,133.375,"LINESTRING (15.2487799 52.5147515, 15.2488295 52.5147155, 15.2489694 52.5146141, 15.2489816 52.5146044, 15.2495389 52.5141591, 15.249994 52.5138068)",,,,,destination
230421367,Jana Pawła II,secondary,True,False,70.134,"LINESTRING (15.2487799 52.5147515, 15.248815 52.5148041, 15.2488346 52.5148335, 15.2488605 52.5149062, 15.2489719 52.515222, 15.2490235 52.5153634)",136,,,,
182623248,,residential,False,False,197.007,"LINESTRING (15.2494671 52.5156315, 15.2495073 52.5155925, 15.2496726 52.5154359, 15.2500074 52.5151598, 15.2507432 52.5146315, 15.2512542 52.514235)",,,,,
230421364,Jana Pawła II,secondary,False,True,19.804000000000002,"LINESTRING (15.2494671 52.5156315, 15.2493761 52.5156017, 15.2492111 52.5155452)",136,,,,
239929869,Jana Pawła II,secondary,True,False,57.708000000000006,"LINESTRING (15.2494671 52.5156315, 15.2497065 52.5156817, 15.2500017 52.5157476, 15.2500894 52.5157652, 15.2501724 52.5157972, 15.2502195 52.5158471)",136,,,,
232152143,Spacerowa,tertiary,True,False,50.11800000000001,"LINESTRING (15.2393506 52.5091631, 15.2396944 52.5089853, 15.2397138 52.5089732, 15.2397558 52.5089416, 15.2398482 52.5088594, 15.2398657 52.5088437)",,,,,
232152145,Plac Kasztanowy,secondary,True,False,59.157,"LINESTRING (15.24448 52.5131701, 15.2444863 52.5130693, 15.2444888 52.5130627, 15.2445193 52.5129823, 15.2445703 52.5128476, 15.2445938 52.5127693, 15.2446305 52.5126473)",136,,,,
298203614,Osadników Wojskowych,residential,False,True,53.281,"LINESTRING (15.244181 52.5133405, 15.2435146 52.5130853)",,,,,
231771382,,residential,True,False,28.326,"LINESTRING (15.244181 52.5133405, 15.2442778 52.5133084, 15.2443259 52.5132915, 15.244373 52.5132629, 15.24448 52.5131701)",,,,,
239929868,Jana Pawła II,secondary,True,False,11.887,"LINESTRING (15.2501767 52.5159737, 15.2501315 52.5158704)",136,,,,
"[230421368, 232148214]",Sulęcińska,secondary,False,True,150.088,"LINESTRING (15.2398657 52.5088437, 15.2397478 52.5087902, 15.2396534 52.5087448, 15.2392926 52.5085852, 15.2391506 52.5085219, 15.2390016 52.5084731, 15.2388114 52.5084109, 15.2385171 52.5083291, 15.2383451 52.5082882, 15.2379332 52.5082032)",136,,,,
"[232152142, 477198263]",Jana Pawła II,secondary,False,False,14.407,"LINESTRING (15.2398657 52.5088437, 15.2399398 52.5088789, 15.2400334 52.5089235)",136,,,,
"[232182123, 104244486]",Jana Pawła II,secondary,False,False,461.84000000000003,"LINESTRING (15.2400334 52.5089235, 15.2402403 52.5090146, 15.2404047 52.5090951, 15.2404311 52.5091119, 15.2405055 52.5091593, 15.2406013 52.5092324, 15.2407172 52.5093318, 15.2409724 52.5095647, 15.2410619 52.5096455, 15.2413383 52.509895, 15.2415043 52.5100479, 15.2416193 52.5101539, 15.2416601 52.5101915, 15.2417941 52.5103087, 15.2420332 52.5105178, 15.2425081 52.5108887, 15.2426442 52.5109919, 15.2428193 52.5111247, 15.2429851 52.5112505, 15.2432629 52.5114612, 15.2432892 52.5114811, 15.2433189 52.5115037, 15.2435226 52.5116588, 15.2437962 52.511867, 15.2440912 52.5120924, 15.2442152 52.5121885)",136,,2,50,
232152144,Spacerowa,tertiary,True,False,53.922,"LINESTRING (15.2400334 52.5089235, 15.2398819 52.5090029, 15.2397566 52.5090604, 15.2395718 52.5091118, 15.2393506 52.5091631)",,,,,
"[232152142, 477198263]",Jana Pawła II,secondary,False,True,14.407,"LINESTRING (15.2400334 52.5089235, 15.2399398 52.5088789, 15.2398657 52.5088437)",136,,,,
"[712647234, 298203615]",Ratuszowa,residential,False,True,207.216,"LINESTRING (15.239959 52.5129671, 15.2398297 52.5129431, 15.2397804 52.5129339, 15.2397699 52.512932, 15.2397243 52.5129214, 15.2396653 52.5129035, 15.2396278 52.5128716, 15.2396227 52.5128471, 15.2396178 52.5128233, 15.2396171 52.5128202, 15.2396989 52.5126888, 15.2397217 52.5126741, 15.2397404 52.5126676, 15.2402772 52.5126468, 15.2403194 52.5126714, 15.2403343 52.5126944, 15.2403401 52.5127033, 15.2403923 52.512767, 15.2404543 52.5128031, 15.240619 52.5128396, 15.2407791 52.5128611, 15.2409694 52.5128394, 15.2414421 52.5123547)",,,,,destination
"[680684057, 230421367]",Jana Pawła II,secondary,True,False,23.957,"LINESTRING (15.2490235 52.5153634, 15.249044 52.5153892, 15.2491314 52.515484, 15.2492111 52.5155452)",136,yes,,,
232154577,,secondary_link,True,False,18.205,"LINESTRING (15.2490235 52.5153634, 15.2490044 52.5153933, 15.2489646 52.5154175, 15.248912 52.5154278, 15.2488075 52.5154327)",,,,,
680684058,Osadników Wojskowych,secondary,True,False,290.302,"LINESTRING (15.2488075 52.5154327, 15.2487711 52.515423, 15.2486824 52.5153992, 15.2484048 52.5153018, 15.2478537 52.5150432, 15.2471444 52.5147023, 15.2465344 52.5144261, 15.2463944 52.5143586, 15.2454709 52.5139105, 15.2453815 52.5138683)",136,,,,
1200630223,Strzelecka,residential,False,False,13.243,"LINESTRING (15.2467543 52.5093414, 15.2469369 52.5093842)",,,,,
"[1200630225, 182623250]",Harcerska,tertiary,False,False,361.1329999999999,"LINESTRING (15.2467543 52.5093414, 15.2467213 52.5094266, 15.2466428 52.5095768, 15.2464587 52.5097895, 15.2462303 52.5100255, 15.2461167 52.5101379, 15.246046 52.5102197, 15.245966 52.5103026, 15.2451632 52.511134, 15.2448117 52.5115337, 15.2447804 52.5115693, 15.2446946 52.5116668, 15.2445137 52.5118747, 15.2444406 52.511959, 15.2443927 52.5120198, 15.2443759 52.5120385, 15.2442933 52.51213, 15.2442152 52.5121885)",,,,,
1200630223,Strzelecka,residential,False,True,13.243,"LINESTRING (15.2469369 52.5093842, 15.2467543 52.5093414)",,,,,
260612451,Strzelecka,residential,False,False,154.078,"LINESTRING (15.2469369 52.5093842, 15.2473777 52.5090676, 15.248632 52.5084681)",,,,,
"[1200630224, 182623251, 182623255]",Strzelecka,residential,False,True,409.25699999999995,"LINESTRING (15.2469369 52.5093842, 15.24675 52.5096, 15.2464998 52.509943, 15.2464509 52.5102469, 15.2463659 52.5105797, 15.2461088 52.5111887, 15.2459925 52.5115177, 15.2459832 52.5115655, 15.2459498 52.5117367, 15.2459416 52.511777, 15.2458772 52.5120931, 15.2458572 52.5122087, 15.2458333 52.5122524, 15.2457961 52.5123204, 15.2456859 52.5124253, 15.2451592 52.5128293)",,,,,
104244478,,tertiary,False,True,6.494,"LINESTRING (15.2502195 52.5158471, 15.2501315 52.5158704)",,,,,
260613882,Jana Pawła II,secondary,True,False,14.585,"LINESTRING (15.2502195 52.5158471, 15.2502248 52.5158786, 15.2501767 52.5159737)",136,,,,
104244478,,tertiary,False,False,6.494,"LINESTRING (15.2501315 52.5158704, 15.2502195 52.5158471)",,,,,
260613883,Jana Pawła II,secondary,True,False,52.696,"LINESTRING (15.2501315 52.5158704, 15.250077 52.5158388, 15.2498929 52.5157951, 15.2496594 52.5157227, 15.2494671 52.5156315)",136,,,,
230421367,Jana Pawła II,secondary,True,False,33.735,"LINESTRING (15.2448236 52.5126053, 15.2448739 52.5126336, 15.2450769 52.5127771, 15.2451592 52.5128293)",136,,,,
232152145,Plac Kasztanowy,secondary,True,False,20.096,"LINESTRING (15.2446305 52.5126473, 15.2446383 52.5126214, 15.2446354 52.5125386, 15.2445876 52.5124732)",136,,,,
445297898,Jana Pawła II,secondary,True,False,13.893999999999998,"LINESTRING (15.2446305 52.5126473, 15.2447185 52.5126248, 15.2448236 52.5126053)",136,,,,
260612451,Strzelecka,residential,False,False,12.279,"LINESTRING (15.248632 52.5084681, 15.2487747 52.5083999)",,,,,
260612451,Strzelecka,residential,False,True,154.078,"LINESTRING (15.248632 52.5084681, 15.2473777 52.5090676, 15.2469369 52.5093842)",,,,,
712501655,Osadników Wojskowych,residential,False,True,37.533,"LINESTRING (15.240962 52.5121857, 15.2414421 52.5123547)",,,,,
