osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,access
960201738,1,925,Rondo Powstańców Śląskich,secondary,50,roundabout,True,False,17.514,"LINESTRING (18.7757726 50.1443809, 18.7757545 50.1443433, 18.7757559 50.1443039, 18.7757767 50.1442669, 18.7758149 50.144236)",
172544228,1,,Świętego Wawrzyńca,tertiary,50,,True,False,27.924,"LINESTRING (18.7761312 50.1443411, 18.7762204 50.1444473, 18.7763037 50.1445664)",
405710150,1,925,Rondo Powstańców Śląskich,secondary,50,roundabout,True,False,14.942,"LINESTRING (18.7761312 50.1443411, 18.7761178 50.1443736, 18.7760911 50.1444026, 18.7760531 50.1444257, 18.7760068 50.1444413)",
960201736,1,,Rondo Górnośląskie,secondary,50,roundabout,True,False,24.21,"LINESTRING (18.775466 50.1434841, 18.7753997 50.1434749, 18.7753407 50.1434534, 18.7752944 50.1434215, 18.7752651 50.1433822, 18.7752555 50.143339)",
24229025,1,,Rondo Górnośląskie,secondary,50,roundabout,True,False,25.534,"LINESTRING (18.7753338 50.1432309, 18.7753949 50.1432069, 18.7754647 50.1431965, 18.775536 50.1432008, 18.7756015 50.1432193, 18.7756547 50.1432502)",
24229025,1,,Rondo Górnośląskie,secondary,50,roundabout,True,False,9.536999999999999,"LINESTRING (18.7756547 50.1432502, 18.7756882 50.1432873, 18.7757033 50.1433291)",
24229027,1,926,Mikołowska,secondary,50,,True,False,41.113,"LINESTRING (18.7756547 50.1432502, 18.7757533 50.1432263, 18.7759253 50.1431744, 18.7761799 50.1430976)",
24229025,1,,Rondo Górnośląskie,secondary,50,roundabout,True,False,16.097,"LINESTRING (18.7757033 50.1433291, 18.7756965 50.1433772, 18.7756653 50.1434212, 18.7756134 50.143456)",
24229028,1,926,Mikołowska,secondary,50,,True,False,42.647999999999996,"LINESTRING (18.7761799 50.1430976, 18.7757894 50.1432799, 18.7757033 50.1433291)",
1074046006,2,926,Mikołowska,secondary,50,,False,False,68.494,"LINESTRING (18.7761799 50.1430976, 18.7765242 50.1428751, 18.7767244 50.1427459, 18.776745 50.1427327, 18.7768576 50.1426608)",
146748307,,,Mikołowska,residential,,,False,False,117.66799999999999,"LINESTRING (18.7768576 50.1426608, 18.776928 50.1427142, 18.776944 50.1427264, 18.7776194 50.1432391, 18.7777236 50.1433342, 18.7779049 50.1434784)",
1074046006,2,926,Mikołowska,secondary,50,,False,False,342.277,"LINESTRING (18.7768576 50.1426608, 18.7773469 50.1423406, 18.7773653 50.1423286, 18.7777626 50.1420701, 18.7779854 50.1419251, 18.7784836 50.1416009, 18.7785658 50.1415477, 18.7790698 50.1412215, 18.7802291 50.1404685)",
1074046006,2,926,Mikołowska,secondary,50,,False,True,68.494,"LINESTRING (18.7768576 50.1426608, 18.776745 50.1427327, 18.7767244 50.1427459, 18.7765242 50.1428751, 18.7761799 50.1430976)",
960201734,2,925,Rybnicka,secondary,50,,False,False,42.303,"LINESTRING (18.7719331 50.1409209, 18.7723293 50.1412042)",
960201734,2,925,Rybnicka,secondary,50,,False,True,34.872,"LINESTRING (18.7719331 50.1409209, 18.7715919 50.1406961)",
172544218,1,925,Rybnicka,secondary,50,,True,False,51.065,"LINESTRING (18.7747328 50.1429842, 18.7748383 50.1430412, 18.7750366 50.143132, 18.7753338 50.1432309)",
960201734,2,925,Rybnicka,secondary,50,,False,True,134.097,"LINESTRING (18.7747328 50.1429842, 18.7745551 50.1428465, 18.7742251 50.1426056, 18.7735796 50.1421342, 18.7735002 50.1420731)",
187114774,2,,Bukowina,tertiary,,,False,True,200.716,"LINESTRING (18.7782477 50.1462775, 18.7783134 50.1464208, 18.7783753 50.146556, 18.7784223 50.1466675, 18.778454 50.1467402, 18.7785543 50.147002, 18.77867 50.1473008, 18.7789068 50.1478114, 18.7789656 50.1479488, 18.7789934 50.1480178)",
426531644,,,Mikołaja Kopernika,residential,,,False,True,120.46499999999999,"LINESTRING (18.7782477 50.1462775, 18.7781928 50.1462977, 18.7767821 50.1468175)",
1159120197,2,,Bukowina,tertiary,,,False,False,19.851999999999997,"LINESTRING (18.7782477 50.1462775, 18.7782062 50.1461779, 18.7781777 50.1461047)",
146748280,,,Jasna,residential,,,False,True,178.892,"LINESTRING (18.7767821 50.1468175, 18.7765621 50.1465105, 18.7765047 50.1464305, 18.7764572 50.1464475, 18.7764162 50.1464745, 18.7756106 50.1474576)",
277434130,,,Mikołaja Kopernika,residential,,,False,True,89.537,"LINESTRING (18.7767821 50.1468175, 18.7768983 50.1469761, 18.7772142 50.1475727)",
426531644,,,Mikołaja Kopernika,residential,,,False,False,120.46499999999999,"LINESTRING (18.7767821 50.1468175, 18.7781928 50.1462977, 18.7782477 50.1462775)",
120510618,2,,Romualda Traugutta,residential,,,False,False,421.42999999999995,"LINESTRING (18.7696007 50.1476562, 18.7696072 50.1476234, 18.7696309 50.1475701, 18.769714 50.1474063, 18.7697587 50.1472943, 18.7698516 50.1470596, 18.7700387 50.1466516, 18.7700813 50.1465817, 18.7701231 50.1465256, 18.7701668 50.1464772, 18.770238 50.146417, 18.7703846 50.1463429, 18.7705632 50.1462745, 18.7708049 50.1461947, 18.7713667 50.1459958, 18.773056 50.1455225, 18.7736526 50.1453563, 18.77371 50.1453389)",
577726583,,,Jaśkowicka,tertiary,50,,False,False,61.357,"LINESTRING (18.7696007 50.1476562, 18.769413 50.147568, 18.7689019 50.1473338)",
960201734,2,925,Rybnicka,secondary,50,,False,False,103.99000000000001,"LINESTRING (18.7694954 50.1394271, 18.7696495 50.1395141, 18.7703478 50.1399363, 18.7705623 50.140065)",
960201734,2,925,Rybnicka,secondary,50,,False,False,54.089,"LINESTRING (18.7705623 50.140065, 18.7711129 50.1403998)",
960201734,2,925,Rybnicka,secondary,50,,False,True,103.99000000000001,"LINESTRING (18.7705623 50.140065, 18.7703478 50.1399363, 18.7696495 50.1395141, 18.7694954 50.1394271)",
146748291,,,Juliusza Ligonia,residential,,,False,True,162.853,"LINESTRING (18.7761243 50.1401063, 18.7749002 50.1408512, 18.775309 50.1411302)",
960201734,2,925,Rybnicka,secondary,50,,False,False,47.443,"LINESTRING (18.7711129 50.1403998, 18.7715919 50.1406961)",
960201734,2,925,Rybnicka,secondary,50,,False,True,54.089,"LINESTRING (18.7711129 50.1403998, 18.7705623 50.140065)",
146748300,,,Kwiatowa,residential,,,False,False,149.59,"LINESTRING (18.7802291 50.1404685, 18.7802909 50.1405177, 18.7810769 50.1411488, 18.7813013 50.1414091, 18.7814705 50.1415493)",
1074046006,2,926,Mikołowska,secondary,50,,False,True,342.27699999999993,"LINESTRING (18.7802291 50.1404685, 18.7790698 50.1412215, 18.7785658 50.1415477, 18.7784836 50.1416009, 18.7779854 50.1419251, 18.7777626 50.1420701, 18.7773653 50.1423286, 18.7773469 50.1423406, 18.7768576 50.1426608)",
146748287,,,Juliusza Ligonia,residential,,,False,True,92.5,"LINESTRING (18.7762361 50.140548, 18.775309 50.1411302)",
960201734,2,925,Rybnicka,secondary,50,,False,False,34.872,"LINESTRING (18.7715919 50.1406961, 18.7719331 50.1409209)",
960201734,2,925,Rybnicka,secondary,50,,False,True,47.443,"LINESTRING (18.7715919 50.1406961, 18.7711129 50.1403998)",
146748303,,,Trójkątna,residential,,,False,True,148.467,"LINESTRING (18.7764753 50.1407445, 18.774946 50.1416512)",
146748287,,,Juliusza Ligonia,residential,,,False,False,92.5,"LINESTRING (18.775309 50.1411302, 18.7762361 50.140548)",
146748287,,,Juliusza Ligonia,residential,,,False,True,130.919,"LINESTRING (18.775309 50.1411302, 18.77397 50.1419363)",
146748291,,,Juliusza Ligonia,residential,,,False,False,162.853,"LINESTRING (18.775309 50.1411302, 18.7749002 50.1408512, 18.7761243 50.1401063)",
146748305,,,Mała,residential,,,False,False,119.717,"LINESTRING (18.776463 50.1411887, 18.774946 50.1416512)",
960201734,2,925,Rybnicka,secondary,50,,False,True,42.303,"LINESTRING (18.7723293 50.1412042, 18.7719331 50.1409209)",
