osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,access
25885969,Towarowa,residential,50,False,True,221.013,"LINESTRING (16.4334401 50.9140393, 16.4341165 50.9142042, 16.4348726 50.9143886, 16.4353927 50.9145499, 16.4357413 50.9146903, 16.4361173 50.9148411, 16.4362769 50.9148904)",,,
374397372,,residential,,False,False,132.398,"LINESTRING (16.4334401 50.9140393, 16.4335488 50.9138602, 16.4336127 50.9137938, 16.4337288 50.9137707, 16.4339059 50.9137526, 16.4340897 50.9137317, 16.4343118 50.9136812, 16.4343968 50.9136408, 16.4344636 50.9135738, 16.4345335 50.9135016, 16.4346213 50.9134791, 16.4347077 50.9134834, 16.434867 50.9135482)",,,
979354842,Towarowa,residential,50,False,False,63.974999999999994,"LINESTRING (16.4334401 50.9140393, 16.4326474 50.9138823, 16.4325695 50.9138669)",,,
44180541,Wolności,tertiary,50,False,False,105.568,"LINESTRING (16.4325695 50.9138669, 16.4326958 50.9137277, 16.4327386 50.9136406, 16.4327459 50.9135703, 16.4327388 50.9135078, 16.4327182 50.9134216, 16.4326632 50.9133403, 16.4325452 50.9132172, 16.4324122 50.9130772, 16.4323453 50.9130067)",2,,
"[364307571, 25885972, 184790967]",Wolności,tertiary,50,False,True,117.835,"LINESTRING (16.4325695 50.9138669, 16.4324379 50.9139764, 16.4320995 50.9142088, 16.4319827 50.9142849, 16.4318619 50.9143289, 16.4313554 50.9144608, 16.4312485 50.9144575)",2,yes,
979354842,Towarowa,residential,50,False,True,63.974999999999994,"LINESTRING (16.4325695 50.9138669, 16.4326474 50.9138823, 16.4334401 50.9140393)",,,
705814580,1 Maja,unclassified,,False,False,29.282,"LINESTRING (16.4319949 50.9129823, 16.4321581 50.9127399)",,,
44180537,1 Maja,tertiary,50,False,False,323.163,"LINESTRING (16.4319949 50.9129823, 16.4317273 50.9130367, 16.4314997 50.9130732, 16.4313938 50.9130778, 16.4312954 50.9130766, 16.4311783 50.9130621, 16.4310399 50.9130248, 16.4308813 50.9129395, 16.4308233 50.9129083, 16.4304079 50.9126661, 16.4301007 50.912487, 16.4300262 50.912446, 16.4294406 50.9121011, 16.4294236 50.9120911, 16.4293474 50.9120464, 16.429288 50.9120161, 16.429109 50.9119692, 16.4288328 50.9119111, 16.428597 50.9118652, 16.4283528 50.9117881, 16.4281532 50.9117027)",2,,
44180541,Wolności,tertiary,50,False,True,18.918,"LINESTRING (16.4319949 50.9129823, 16.4321371 50.9129583, 16.4322591 50.9129662)",2,,
"[364307571, 25885972, 184790967]",Wolności,tertiary,50,False,False,117.835,"LINESTRING (16.4312485 50.9144575, 16.4313554 50.9144608, 16.4318619 50.9143289, 16.4319827 50.9142849, 16.4320995 50.9142088, 16.4324379 50.9139764, 16.4325695 50.9138669)",2,yes,
32460914,Westerplatte,tertiary,50,False,False,117.898,"LINESTRING (16.4312485 50.9144575, 16.4312204 50.9145146, 16.4312218 50.9145581, 16.431234 50.9145776, 16.4317781 50.9154485)",2,,
45337809,Wolności,unclassified,50,False,True,47.071999999999996,"LINESTRING (16.4312485 50.9144575, 16.4308624 50.9142744, 16.4306847 50.9142351)",2,,
44180537,1 Maja,tertiary,50,False,True,211.464,"LINESTRING (16.4258291 50.9104906, 16.4281532 50.9117027)",2,,
32460914,Westerplatte,tertiary,50,False,True,144.357,"LINESTRING (16.4336607 50.9171357, 16.433587 50.9170773, 16.4324184 50.9163119, 16.4322355 50.9161992)",2,,
45337808,,residential,,False,False,108.895,"LINESTRING (16.4336607 50.9171357, 16.4336872 50.9170763, 16.4336649 50.9170043, 16.4336171 50.9169275, 16.4334056 50.9165878, 16.4332384 50.9163191, 16.4331757 50.9162184)",,,
41219413,Świdnicka,unclassified,,False,False,311.827,"LINESTRING (16.4323423 50.9123951, 16.4324307 50.9122505, 16.4329133 50.911967, 16.4345456 50.9109082, 16.4354469 50.9104083)",,,
41219413,Świdnicka,unclassified,,False,True,40.462999999999994,"LINESTRING (16.4323423 50.9123951, 16.4323091 50.9124625, 16.432273 50.9125344, 16.4321581 50.9127399)",,,
44180532,Tadeusza Kościuszki,residential,,False,False,192.213,"LINESTRING (16.4323423 50.9123951, 16.4321026 50.9123453, 16.4302253 50.911452, 16.430112 50.9114031)",,,
44180535,Ignacego Prądzyńskiego,residential,,False,True,163.441,"LINESTRING (16.4281449 50.9100939, 16.4287372 50.9104061, 16.4297502 50.9110057, 16.4298361 50.911098)",,,
44180528,Jana Pawła II,residential,,False,False,40.972,"LINESTRING (16.4315279 50.9106663, 16.4309808 50.9107958)",,,
44180537,1 Maja,tertiary,50,False,False,211.464,"LINESTRING (16.4281532 50.9117027, 16.4258291 50.9104906)",2,,
44180528,Jana Pawła II,residential,,False,True,118.905,"LINESTRING (16.4281532 50.9117027, 16.4283096 50.9116246, 16.4289964 50.9112818, 16.4294421 50.9111841, 16.4295849 50.9111581)",,,
44180537,1 Maja,tertiary,50,False,True,323.163,"LINESTRING (16.4281532 50.9117027, 16.4283528 50.9117881, 16.428597 50.9118652, 16.4288328 50.9119111, 16.429109 50.9119692, 16.429288 50.9120161, 16.4293474 50.9120464, 16.4294236 50.9120911, 16.4294406 50.9121011, 16.4300262 50.912446, 16.4301007 50.912487, 16.4304079 50.9126661, 16.4308233 50.9129083, 16.4308813 50.9129395, 16.4310399 50.9130248, 16.4311783 50.9130621, 16.4312954 50.9130766, 16.4313938 50.9130778, 16.4314997 50.9130732, 16.4317273 50.9130367, 16.4319949 50.9129823)",2,,
44180528,Jana Pawła II,residential,,False,False,5.912,"LINESTRING (16.4299141 50.9110778, 16.4298361 50.911098)",,,
44180528,Jana Pawła II,residential,,False,True,81.096,"LINESTRING (16.4299141 50.9110778, 16.4300516 50.9110409, 16.4309808 50.9107958)",,,
44180533,Tadeusza Kościuszki,residential,,False,True,38.842999999999996,"LINESTRING (16.4299141 50.9110778, 16.4300878 50.9113353, 16.430112 50.9114031)",,,
44180528,Jana Pawła II,residential,,False,True,18.837,"LINESTRING (16.4295849 50.9111581, 16.4298361 50.911098)",,,
