osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,junction,bridge
105351637,True,593,Warszawska,secondary,False,29.095,"LINESTRING (20.0726537 54.0100861, 20.0725307 54.0101852, 20.0723944 54.0102988)",,,,
387704596,False,593,Warszawska,secondary,False,44.015,"LINESTRING (20.0726537 54.0100861, 20.0731178 54.0099175, 20.0732253 54.0098767)",,,,
105351700,True,528,Olsztyńska,secondary,False,19.581,"LINESTRING (20.0723273 54.0105718, 20.0721487 54.0104304)",1,50,,
387704581,False,528,Olsztyńska,secondary,False,144.40599999999998,"LINESTRING (20.0723273 54.0105718, 20.0723715 54.0106375, 20.0724968 54.0107603, 20.0726786 54.010922, 20.0729522 54.0111521, 20.0735184 54.0115807, 20.0735871 54.0116351)",2,50,,
387704587,False,,Kościelna,residential,False,99.894,"LINESTRING (20.0723273 54.0105718, 20.0725799 54.0104764, 20.072727 54.0105425, 20.0730168 54.0104988, 20.0737353 54.010385)",,,,
176870348,True,528,Rondo Kardynała Stefana Wyszyńskiego,secondary,False,9.981,"LINESTRING (20.0720985 54.0102304, 20.0721439 54.0102169, 20.0721938 54.0102108, 20.0722446 54.0102127)",1,50,roundabout,
105351657,True,593,Warszawska,secondary,False,30.22,"LINESTRING (20.0722446 54.0102127, 20.0724689 54.0101398, 20.0726537 54.0100861)",,,,
176870348,True,528,Rondo Kardynała Stefana Wyszyńskiego,secondary,False,14.44,"LINESTRING (20.0722446 54.0102127, 20.0722967 54.0102235, 20.0723413 54.0102426, 20.0723748 54.0102684, 20.0723944 54.0102988)",1,50,roundabout,
105351669,False,528,Olsztyńska,secondary,True,6.793,"LINESTRING (20.0716432 54.01009, 20.071561 54.0100526)",2,50,,
105351667,True,528,Olsztyńska,secondary,False,33.602000000000004,"LINESTRING (20.0716432 54.01009, 20.0718961 54.0101663, 20.0720292 54.0102096, 20.0720985 54.0102304)",1,50,,
155310665,False,528,Ojca Władysława Włodyki,secondary,True,76.009,"LINESTRING (20.0663938 54.0072918, 20.0660961 54.006631)",,,,
275292130,False,528,Ojca Władysława Włodyki,secondary,False,174.184,"LINESTRING (20.0663938 54.0072918, 20.0666006 54.0074594, 20.0667621 54.0075768, 20.0669358 54.0076605, 20.0671182 54.0077409, 20.0675362 54.0078672, 20.0686087 54.0080832)",2,50,,
105351647,True,528,Olsztyńska,secondary,False,35.749,"LINESTRING (20.0720156 54.0103255, 20.0718367 54.0102152, 20.0716432 54.01009)",1,50,,
176870348,True,528,Rondo Kardynała Stefana Wyszyńskiego,secondary,False,12.322,"LINESTRING (20.0720156 54.0103255, 20.0720246 54.010289, 20.0720533 54.0102561, 20.0720985 54.0102304)",1,50,roundabout,
105351798,False,593,Mikołaja Kopernika,secondary,False,6.713,"LINESTRING (20.0765511 54.0093729, 20.0766467 54.0093508)",,,,
105351798,False,593,Mikołaja Kopernika,secondary,True,115.13600000000001,"LINESTRING (20.0765511 54.0093729, 20.0760499 54.0094595, 20.0753722 54.0095359, 20.0748235 54.0095535)",,,,
155315160,False,,Osiedle Kolorowe,residential,False,250.977,"LINESTRING (20.0765511 54.0093729, 20.0765207 54.0093195, 20.0763482 54.009016, 20.0763349 54.0089899, 20.0762438 54.0088111, 20.0761361 54.0085998, 20.0758509 54.0080039, 20.0756176 54.0075038, 20.0755224 54.0072997, 20.0755396 54.0072031)",,,,
105351617,True,528,Olsztyńska,secondary,False,18.445999999999998,"LINESTRING (20.0723368 54.0104062, 20.0723251 54.0104896, 20.0723273 54.0105718)",1,50,,
176870348,True,528,Rondo Kardynała Stefana Wyszyńskiego,secondary,False,13.114,"LINESTRING (20.0723368 54.0104062, 20.0722803 54.0104273, 20.072215 54.0104357, 20.0721487 54.0104304)",1,50,roundabout,
387704596,False,593,Warszawska,secondary,True,27.003,"LINESTRING (20.0748235 54.0095535, 20.0744103 54.0095497)",,,,
105351798,False,593,Mikołaja Kopernika,secondary,False,115.136,"LINESTRING (20.0748235 54.0095535, 20.0753722 54.0095359, 20.0760499 54.0094595, 20.0765511 54.0093729)",,,,
155310359,False,,Okrężna,residential,False,213.492,"LINESTRING (20.0748235 54.0095535, 20.0751028 54.0102029, 20.0751523 54.0105949, 20.0751312 54.0107183, 20.0750267 54.0108577, 20.0748767 54.0109655, 20.0743224 54.0112635)",,,,
176870348,True,528,Rondo Kardynała Stefana Wyszyńskiego,secondary,False,15.465,"LINESTRING (20.0721487 54.0104304, 20.0720958 54.0104148, 20.0720535 54.0103905, 20.0720259 54.0103597, 20.0720156 54.0103255)",1,50,roundabout,
105351669,False,528,Olsztyńska,secondary,False,5.84,"LINESTRING (20.0710043 54.0094215, 20.0710435 54.0094687)",2,50,,
105351669,False,528,Olsztyńska,secondary,True,122.528,"LINESTRING (20.0710043 54.0094215, 20.0708576 54.0092077, 20.0707995 54.0091229, 20.0706752 54.0089634, 20.0703678 54.0087347, 20.070023 54.008496)",2,50,,
387714451,False,,Morąska,residential,False,92.55000000000001,"LINESTRING (20.0710043 54.0094215, 20.0714991 54.009272, 20.0722911 54.0090751)",,,,
176870348,True,528,Rondo Kardynała Stefana Wyszyńskiego,secondary,False,13.046,"LINESTRING (20.0723944 54.0102988, 20.0723973 54.0103378, 20.0723773 54.0103752, 20.0723368 54.0104062)",1,50,roundabout,
387704596,False,593,Warszawska,secondary,False,27.003,"LINESTRING (20.0744103 54.0095497, 20.0748235 54.0095535)",,,,
275301998,False,,Marii Konopnickiej,residential,True,116.659,"LINESTRING (20.0744103 54.0095497, 20.074331 54.009433, 20.0741385 54.0092285, 20.07379 54.0088746, 20.0735389 54.0086356)",,,,
387704596,False,593,Warszawska,secondary,True,49.433,"LINESTRING (20.0744103 54.0095497, 20.0740586 54.0095836, 20.0737083 54.0096972)",,,,
155318017,False,,,residential,False,99.02199999999999,"LINESTRING (20.0754507 54.0131121, 20.0755244 54.0130844, 20.0755902 54.0130686, 20.0757057 54.0130416, 20.0759093 54.0129961, 20.0760287 54.0129772, 20.0767045 54.0129175, 20.0768025 54.012896, 20.0768806 54.0128564)",,,,
387704581,False,528,Olsztyńska,secondary,True,17.064,"LINESTRING (20.0754507 54.0131121, 20.0753325 54.0130307, 20.0752821 54.0129949)",2,50,,
387704596,False,593,Warszawska,secondary,False,5.134,"LINESTRING (20.0736395 54.0097195, 20.0737083 54.0096972)",,,,
387704596,False,593,Warszawska,secondary,True,32.219,"LINESTRING (20.0736395 54.0097195, 20.0732253 54.0098767)",,,,
387704586,False,,Katowicka,residential,True,109.48599999999999,"LINESTRING (20.0736395 54.0097195, 20.0741524 54.0101891, 20.0741956 54.0102847, 20.0741257 54.010355, 20.0740046 54.0103972, 20.0738381 54.010409, 20.0737353 54.010385)",,,,
105351669,False,528,Olsztyńska,secondary,False,122.528,"LINESTRING (20.070023 54.008496, 20.0703678 54.0087347, 20.0706752 54.0089634, 20.0707995 54.0091229, 20.0708576 54.0092077, 20.0710043 54.0094215)",2,50,,
155310350,False,,Ojca Władysława Włodyki,residential,False,234.714,"LINESTRING (20.070023 54.008496, 20.070596 54.0085656, 20.0711597 54.0086334, 20.071347 54.0086403, 20.0717928 54.008602, 20.0721938 54.0085424, 20.0725951 54.0085193, 20.0729879 54.008529, 20.0733096 54.0085728, 20.0735389 54.0086356)",,,,
275292129,False,528,Ojca Władysława Włodyki,secondary,True,42.61,"LINESTRING (20.070023 54.008496, 20.0698185 54.0083887, 20.0696572 54.0083282, 20.0694897 54.0082799)",2,50,,
"[155310664, 155310666, 275292132]",False,,Ignacego Daszyńskiego,tertiary,True,140.33900000000003,"LINESTRING (20.0694897 54.0082799, 20.0692324 54.0085425, 20.0691351 54.0086401, 20.0690354 54.0087654, 20.0688725 54.0090884, 20.0687922 54.009349, 20.0687161 54.009445)",,,,yes
275292129,False,528,Ojca Władysława Włodyki,secondary,False,42.61,"LINESTRING (20.0694897 54.0082799, 20.0696572 54.0083282, 20.0698185 54.0083887, 20.070023 54.008496)",2,50,,
275292130,False,528,Ojca Władysława Włodyki,secondary,True,61.664,"LINESTRING (20.0694897 54.0082799, 20.0692935 54.0082234, 20.0686087 54.0080832)",2,50,,
275292132,False,,Ignacego Daszyńskiego,tertiary,False,223.788,"LINESTRING (20.0640538 54.0118709, 20.0651987 54.0111265, 20.0664561 54.0104391)",,,,
105351798,False,593,Mikołaja Kopernika,secondary,True,6.713,"LINESTRING (20.0766467 54.0093508, 20.0765511 54.0093729)",,,,
387704594,False,,Szkolna,residential,False,113.894,"LINESTRING (20.0766467 54.0093508, 20.0772489 54.0095764, 20.0775859 54.0097485, 20.0778324 54.0098971, 20.0779478 54.0100135)",,,,
155310350,False,,Ojca Władysława Włodyki,residential,True,234.714,"LINESTRING (20.0735389 54.0086356, 20.0733096 54.0085728, 20.0729879 54.008529, 20.0725951 54.0085193, 20.0721938 54.0085424, 20.0717928 54.008602, 20.071347 54.0086403, 20.0711597 54.0086334, 20.070596 54.0085656, 20.070023 54.008496)",,,,
275301998,False,,Marii Konopnickiej,residential,False,116.65899999999999,"LINESTRING (20.0735389 54.0086356, 20.07379 54.0088746, 20.0741385 54.0092285, 20.074331 54.009433, 20.0744103 54.0095497)",,,,
155310348,False,,,residential,True,117.595,"LINESTRING (20.0686087 54.0080832, 20.0687643 54.0078924, 20.0687857 54.0077385, 20.0687757 54.0074304, 20.0686515 54.007054)",,,,
275292130,False,528,Ojca Władysława Włodyki,secondary,False,61.664,"LINESTRING (20.0686087 54.0080832, 20.0692935 54.0082234, 20.0694897 54.0082799)",2,50,,
275292130,False,528,Ojca Władysława Włodyki,secondary,True,174.184,"LINESTRING (20.0686087 54.0080832, 20.0675362 54.0078672, 20.0671182 54.0077409, 20.0669358 54.0076605, 20.0667621 54.0075768, 20.0666006 54.0074594, 20.0663938 54.0072918)",2,50,,
155310665,False,528,Ojca Władysława Włodyki,secondary,False,76.009,"LINESTRING (20.0660961 54.006631, 20.0663938 54.0072918)",,,,
387704589,False,,Lipowa,residential,True,173.641,"LINESTRING (20.0660961 54.006631, 20.0665415 54.0066792, 20.0686515 54.007054)",,,,
155310359,False,,Okrężna,residential,True,63.369,"LINESTRING (20.0735871 54.0116351, 20.0743224 54.0112635)",,,,
387704581,False,528,Olsztyńska,secondary,False,187.523,"LINESTRING (20.0735871 54.0116351, 20.0736363 54.0116761, 20.0746658 54.0125339, 20.0748532 54.01269, 20.0752821 54.0129949)",2,50,,
387704581,False,528,Olsztyńska,secondary,True,144.406,"LINESTRING (20.0735871 54.0116351, 20.0735184 54.0115807, 20.0729522 54.0111521, 20.0726786 54.010922, 20.0724968 54.0107603, 20.0723715 54.0106375, 20.0723273 54.0105718)",2,50,,
387704594,False,,Szkolna,residential,True,113.894,"LINESTRING (20.0779478 54.0100135, 20.0778324 54.0098971, 20.0775859 54.0097485, 20.0772489 54.0095764, 20.0766467 54.0093508)",,,,
155310363,False,,Młyńska,residential,False,88.045,"LINESTRING (20.0676492 54.0109454, 20.0683527 54.0112282, 20.0687486 54.0114029)",,,,
155310363,False,,Młyńska,residential,True,96.162,"LINESTRING (20.0676492 54.0109454, 20.0665718 54.0104882, 20.0664561 54.0104391)",,,,
387704591,False,,Michała Kajki,residential,False,45.677,"LINESTRING (20.0676492 54.0109454, 20.0673849 54.0111659, 20.0672376 54.0112773)",,,,
155310348,False,,,residential,False,117.595,"LINESTRING (20.0686515 54.007054, 20.0687757 54.0074304, 20.0687857 54.0077385, 20.0687643 54.0078924, 20.0686087 54.0080832)",,,,
387704589,False,,Lipowa,residential,False,173.641,"LINESTRING (20.0686515 54.007054, 20.0665415 54.0066792, 20.0660961 54.006631)",,,,
155310353,False,,Mazowiecka,residential,False,20.869,"LINESTRING (20.0687161 54.009445, 20.0688088 54.0096246)",,,,
"[155310664, 155310666, 275292132]",False,,Ignacego Daszyńskiego,tertiary,False,140.339,"LINESTRING (20.0687161 54.009445, 20.0687922 54.009349, 20.0688725 54.0090884, 20.0690354 54.0087654, 20.0691351 54.0086401, 20.0692324 54.0085425, 20.0694897 54.0082799)",,,,yes
275292132,False,,Ignacego Daszyńskiego,tertiary,True,184.62599999999998,"LINESTRING (20.0687161 54.009445, 20.0685364 54.0095218, 20.068458 54.0095553, 20.0671551 54.0100913, 20.0664561 54.0104391)",,,,
155310363,False,,Młyńska,residential,False,96.162,"LINESTRING (20.0664561 54.0104391, 20.0665718 54.0104882, 20.0676492 54.0109454)",,,,
275292132,False,,Ignacego Daszyńskiego,tertiary,False,184.626,"LINESTRING (20.0664561 54.0104391, 20.0671551 54.0100913, 20.068458 54.0095553, 20.0685364 54.0095218, 20.0687161 54.009445)",,,,
275292132,False,,Ignacego Daszyńskiego,tertiary,True,223.788,"LINESTRING (20.0664561 54.0104391, 20.0651987 54.0111265, 20.0640538 54.0118709)",,,,
155310353,False,,Mazowiecka,residential,True,159.149,"LINESTRING (20.0687486 54.0114029, 20.0687944 54.0113043, 20.0689849 54.0106963, 20.0689726 54.0103372, 20.0688876 54.0099891)",,,,
155310363,False,,Młyńska,residential,True,88.045,"LINESTRING (20.0687486 54.0114029, 20.0683527 54.0112282, 20.0676492 54.0109454)",,,,
155315160,False,,Osiedle Kolorowe,residential,True,250.97699999999995,"LINESTRING (20.0755396 54.0072031, 20.0755224 54.0072997, 20.0756176 54.0075038, 20.0758509 54.0080039, 20.0761361 54.0085998, 20.0762438 54.0088111, 20.0763349 54.0089899, 20.0763482 54.009016, 20.0765207 54.0093195, 20.0765511 54.0093729)",,,,
155317991,False,,,residential,False,138.46699999999998,"LINESTRING (20.0768806 54.0128564, 20.0769018 54.0128992, 20.0769125 54.0129504, 20.0769152 54.0132136, 20.0770342 54.0133016, 20.0771829 54.0133454, 20.0773944 54.0133427, 20.0776327 54.0133507, 20.0783325 54.013348)",,,,
155318017,False,,,residential,False,105.436,"LINESTRING (20.0768806 54.0128564, 20.0771318 54.0121663, 20.0767292 54.012113)",,,,
155318017,False,,,residential,True,99.022,"LINESTRING (20.0768806 54.0128564, 20.0768025 54.012896, 20.0767045 54.0129175, 20.0760287 54.0129772, 20.0759093 54.0129961, 20.0757057 54.0130416, 20.0755902 54.0130686, 20.0755244 54.0130844, 20.0754507 54.0131121)",,,,
155318017,False,,,residential,True,105.436,"LINESTRING (20.0767292 54.012113, 20.0771318 54.0121663, 20.0768806 54.0128564)",,,,
155310359,False,,Okrężna,residential,False,63.369,"LINESTRING (20.0743224 54.0112635, 20.0735871 54.0116351)",,,,
155310359,False,,Okrężna,residential,True,213.492,"LINESTRING (20.0743224 54.0112635, 20.0748767 54.0109655, 20.0750267 54.0108577, 20.0751312 54.0107183, 20.0751523 54.0105949, 20.0751028 54.0102029, 20.0748235 54.0095535)",,,,
155318016,False,,Elizy Orzeszkowej,residential,False,233.65599999999995,"LINESTRING (20.0743224 54.0112635, 20.0749314 54.0116893, 20.0753839 54.0120233, 20.0756184 54.0122556, 20.0757297 54.0124306, 20.0757272 54.0125584, 20.0756302 54.0127878, 20.0755593 54.0128645, 20.0754619 54.012924, 20.0752821 54.0129949)",,,,
155317991,False,,,residential,True,138.46699999999998,"LINESTRING (20.0783325 54.013348, 20.0776327 54.0133507, 20.0773944 54.0133427, 20.0771829 54.0133454, 20.0770342 54.0133016, 20.0769152 54.0132136, 20.0769125 54.0129504, 20.0769018 54.0128992, 20.0768806 54.0128564)",,,,
105351669,False,528,Olsztyńska,secondary,True,5.84,"LINESTRING (20.0710435 54.0094687, 20.0710043 54.0094215)",2,50,,
105351669,False,528,Olsztyńska,secondary,False,73.395,"LINESTRING (20.0710435 54.0094687, 20.0714767 54.0099908, 20.071561 54.0100526)",2,50,,
387704597,False,,Władysława Jagiełły,residential,True,139.636,"LINESTRING (20.0710435 54.0094687, 20.070596 54.0096004, 20.0705679 54.0096383, 20.0709231 54.0101035, 20.0709941 54.0101497, 20.0711103 54.0101418, 20.071561 54.0100526)",,,,
155310353,False,,Mazowiecka,residential,True,20.869,"LINESTRING (20.0688088 54.0096246, 20.0687161 54.009445)",,,,
155310353,False,,Mazowiecka,residential,False,40.86,"LINESTRING (20.0688088 54.0096246, 20.0688518 54.0098425, 20.0688876 54.0099891)",,,,
387704583,False,,Generała Józefa Bema,residential,False,110.64999999999999,"LINESTRING (20.0688088 54.0096246, 20.0689745 54.0096813, 20.0693075 54.0100074, 20.0694175 54.0101572, 20.0696253 54.0104734)",,,,
