osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access
"[320565259, 1089926003]",False,3,94;426,Krakowska,primary,50,False,157.65499999999997,"LINESTRING (18.3066964 50.5086298, 18.3059967 50.5088405, 18.3052788 50.5090636, 18.3050737 50.5091266, 18.3048916 50.5091813, 18.3048591 50.509191, 18.3048399 50.5091963, 18.3047581 50.5092189, 18.3046834 50.5092389)",
176523404,False,3,94;426,,primary,50,False,42.914,"LINESTRING (18.3046834 50.5092389, 18.3044141 50.5092992, 18.3043391 50.509316, 18.304111 50.5093671)",
"[320565259, 1089926003]",False,3,94;426,Krakowska,primary,50,True,157.655,"LINESTRING (18.3046834 50.5092389, 18.3047581 50.5092189, 18.3048399 50.5091963, 18.3048591 50.509191, 18.3048916 50.5091813, 18.3050737 50.5091266, 18.3052788 50.5090636, 18.3059967 50.5088405, 18.3066964 50.5086298)",
519433477,False,3,,Marka Prawego,tertiary,50,False,26.326000000000004,"LINESTRING (18.3046834 50.5092389, 18.3047107 50.509289, 18.3047512 50.5093625, 18.3047612 50.5093807, 18.3047765 50.5094084, 18.3048062 50.5094624)",
"[172093409, 172093262]",False,,,Strażacka,residential,30,True,273.74,"LINESTRING (18.3048062 50.5094624, 18.3046813 50.5094882, 18.3045322 50.5095249, 18.3044144 50.5095623, 18.3043282 50.509598, 18.3041875 50.5096476, 18.3040549 50.5096898, 18.3039822 50.5097153, 18.3040581 50.5097979, 18.3041674 50.5097638, 18.3041999 50.5097756, 18.3046342 50.510197, 18.3040301 50.5104147, 18.3029356 50.5106532)",
"[1268389249, 519433476]",False,"['2', '3']",,Marka Prawego,tertiary,50,False,119.79100000000001,"LINESTRING (18.3048062 50.5094624, 18.3049053 50.5096311, 18.3049919 50.509799, 18.3051553 50.5101092, 18.3052747 50.5103474, 18.3053431 50.510484)",
519433477,False,3,,Marka Prawego,tertiary,50,True,26.326,"LINESTRING (18.3048062 50.5094624, 18.3047765 50.5094084, 18.3047612 50.5093807, 18.3047512 50.5093625, 18.3047107 50.509289, 18.3046834 50.5092389)",
320565258,False,3,94,Krakowska,primary,50,False,14.841,"LINESTRING (18.3026317 50.5098613, 18.3024512 50.5099294)",
320565258,False,3,94,Krakowska,primary,50,True,10.709,"LINESTRING (18.3026317 50.5098613, 18.3027617 50.5098119)",
172093248,True,,,Wałowa,residential,30,False,90.753,"LINESTRING (18.3026317 50.5098613, 18.3026748 50.5099256, 18.3029356 50.5106532)",
172093229,True,,,,residential,30,False,44.339,"LINESTRING (18.3053431 50.510484, 18.3051531 50.510864)",
1268389249,False,2,,Marka Prawego,tertiary,50,False,14.61,"LINESTRING (18.3053431 50.510484, 18.3054082 50.5106087)",
"[1268389249, 519433476]",False,"['2', '3']",,Marka Prawego,tertiary,50,True,119.791,"LINESTRING (18.3053431 50.510484, 18.3052747 50.5103474, 18.3051553 50.5101092, 18.3049919 50.509799, 18.3049053 50.5096311, 18.3048062 50.5094624)",
1064288888,False,2,94,Rynek,primary,50,False,3.952,"LINESTRING (18.3009345 50.510502, 18.3008864 50.5105201)",
1064288888,False,2,94,Rynek,primary,50,True,62.83,"LINESTRING (18.3009345 50.510502, 18.3016994 50.5102145)",
876213536,False,2,,Wojska Polskiego,residential,50,True,53.012,"LINESTRING (18.3009345 50.510502, 18.3009888 50.5105455, 18.3010551 50.5105979, 18.3012351 50.5107154, 18.3014367 50.5108555)",
172093248,True,,,Wałowa,residential,30,False,27.637999999999998,"LINESTRING (18.3029356 50.5106532, 18.3029916 50.5108252, 18.3030021 50.5108978)",
"[172093409, 172093262]",False,,,Strażacka,residential,30,False,273.74,"LINESTRING (18.3029356 50.5106532, 18.3040301 50.5104147, 18.3046342 50.510197, 18.3041999 50.5097756, 18.3041674 50.5097638, 18.3040581 50.5097979, 18.3039822 50.5097153, 18.3040549 50.5096898, 18.3041875 50.5096476, 18.3043282 50.509598, 18.3044144 50.5095623, 18.3045322 50.5095249, 18.3046813 50.5094882, 18.3048062 50.5094624)",
1268389251,False,,,Fryderyka Chopina,residential,30,False,27.191000000000003,"LINESTRING (18.3055369 50.510849, 18.305397 50.5108548, 18.3051531 50.510864)",
172281248,True,,,Rynek,residential,50,False,94.983,"LINESTRING (18.3014367 50.5108555, 18.3015406 50.5108127, 18.3016013 50.51079, 18.3019788 50.5105943, 18.3018193 50.5103357, 18.3016994 50.5102145)",
206240253,True,,,Rynek,residential,50,False,88.14599999999999,"LINESTRING (18.3014367 50.5108555, 18.3013031 50.5109274, 18.300941 50.5111177, 18.3009092 50.5111337, 18.3004778 50.511362)",
876213536,False,2,,Wojska Polskiego,residential,50,False,53.012,"LINESTRING (18.3014367 50.5108555, 18.3012351 50.5107154, 18.3010551 50.5105979, 18.3009888 50.5105455, 18.3009345 50.510502)",
172093401,True,,,Fryderyka Chopina,residential,30,False,61.049,"LINESTRING (18.3051531 50.510864, 18.3047331 50.5108924, 18.3044825 50.5109019, 18.3042926 50.5109037)",
519433486,False,,,,residential,,False,37.795,"LINESTRING (18.3051531 50.510864, 18.3051716 50.5110395, 18.3051295 50.5112013)",destination
1268389251,False,,,Fryderyka Chopina,residential,30,True,27.191000000000003,"LINESTRING (18.3051531 50.510864, 18.305397 50.5108548, 18.3055369 50.510849)",
184184260,True,,,Plac Stefana Żeromskiego,residential,30,False,48.539,"LINESTRING (18.3030021 50.5108978, 18.3029849 50.511235, 18.302974 50.5113339)",
1064288888,False,2,94,Rynek,primary,50,False,10.686,"LINESTRING (18.2998579 50.5109067, 18.2997278 50.5109556)",
172093357,False,,,Plac Franciszka Myśliwca,residential,50,False,66.987,"LINESTRING (18.2998579 50.5109067, 18.2999148 50.5109483, 18.2999771 50.5109937, 18.3000165 50.5110224, 18.3001854 50.5111454, 18.3003676 50.5112877, 18.3004778 50.511362)",
1064288888,False,2,94,Rynek,primary,50,True,84.483,"LINESTRING (18.2998579 50.5109067, 18.3007263 50.5105803, 18.3008864 50.5105201)",
172093355,True,,,Plac Stefana Żeromskiego,residential,30,False,91.26,"LINESTRING (18.3042926 50.5109037, 18.3040261 50.510904, 18.3039185 50.5109041, 18.3032653 50.5109011, 18.303244 50.5109008, 18.3031181 50.5108992, 18.3030836 50.5108988, 18.3030021 50.5108978)",
206240251,False,2,94,Opolska,primary,50,False,142.46699999999998,"LINESTRING (18.2990962 50.5111945, 18.2989607 50.5112449, 18.2987631 50.5113151, 18.2985724 50.5113737, 18.2983284 50.5114322, 18.2980623 50.5114755, 18.2977328 50.5115115, 18.2973846 50.5115405, 18.2971872 50.5115549)",
206240251,False,2,94,Opolska,primary,50,True,51.965999999999994,"LINESTRING (18.2990962 50.5111945, 18.2995014 50.5110424, 18.2997278 50.5109556)",
519433486,False,,,,residential,,True,37.795,"LINESTRING (18.3051295 50.5112013, 18.3051716 50.5110395, 18.3051531 50.510864)",destination
206240252,True,,,Wojska Polskiego,residential,50,False,56.940000000000005,"LINESTRING (18.3019973 50.511223, 18.3019338 50.5111817, 18.3016546 50.5110001, 18.3015408 50.510928, 18.3014367 50.5108555)",
172093256,False,,,,residential,,False,117.465,"LINESTRING (18.3074851 50.5113212, 18.3073466 50.5114804, 18.3072632 50.5115784, 18.3071753 50.5116351, 18.3070368 50.5116836, 18.30653 50.5118572, 18.3062084 50.5119291)",
206263430,True,,,Tadeusza Kościuszki,residential,30,False,227.558,"LINESTRING (18.302888 50.5113305, 18.3028702 50.5113724, 18.3026119 50.5119207, 18.3026046 50.5119369, 18.3024228 50.512322, 18.3023905 50.512375, 18.3023444 50.5124195, 18.3022845 50.5124561, 18.301865 50.5126489, 18.301733 50.5127095, 18.3016461 50.5127499, 18.3015427 50.512798, 18.3012047 50.5129551)",
206263432,True,,,Ludowa,residential,30,False,64.55,"LINESTRING (18.302888 50.5113305, 18.3027521 50.5113174, 18.3020704 50.5112517, 18.3019973 50.511223)",
206240253,True,,,Rynek,residential,50,False,7.465,"LINESTRING (18.3004778 50.511362, 18.3004203 50.5114183)",
172093357,False,,,Plac Franciszka Myśliwca,residential,50,True,66.987,"LINESTRING (18.3004778 50.511362, 18.3003676 50.5112877, 18.3001854 50.5111454, 18.3000165 50.5110224, 18.2999771 50.5109937, 18.2999148 50.5109483, 18.2998579 50.5109067)",
1268389252,False,2,,Marka Prawego,tertiary,50,True,1.364,"LINESTRING (18.3059694 50.5113634, 18.3059612 50.5113523)",no
1268389252,False,2,,Marka Prawego,tertiary,50,False,65.28999999999999,"LINESTRING (18.3059694 50.5113634, 18.3060057 50.5114213, 18.3060412 50.511489, 18.3061475 50.5118029, 18.306175 50.5118765, 18.3062084 50.5119291)",no
172093282,True,,,Plac Stefana Żeromskiego,residential,30,False,4.027,"LINESTRING (18.304207 50.5113921, 18.3042639 50.5113936)",
172093375,True,,,Plac Stefana Żeromskiego,residential,30,False,54.649,"LINESTRING (18.304207 50.5113921, 18.3042143 50.5113314, 18.304276 50.5110048, 18.3042926 50.5109037)",
172093378,True,,,Grunwaldzka,residential,,False,120.75900000000001,"LINESTRING (18.3042639 50.5113936, 18.3051847 50.5113938, 18.3054426 50.5113887, 18.3057693 50.5113811, 18.3059694 50.5113634)",
