osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,access,tunnel
38532250,Bolesława Kubika,unclassified,False,True,212.909,"LINESTRING (15.5610176 51.2619302, 15.5610961 51.2618839, 15.5612342 51.2618236, 15.5614035 51.2617572, 15.56146 51.2617412, 15.5615066 51.26173, 15.5618875 51.2616779, 15.5619675 51.2616631, 15.5620406 51.2616549, 15.5621151 51.2616441, 15.5621645 51.2616355, 15.5624377 51.2615974, 15.5626042 51.2615675, 15.5627071 51.2615471, 15.5628759 51.2615073, 15.5630014 51.2614717, 15.5632948 51.2613631, 15.5633855 51.2613267, 15.5634557 51.2612985, 15.5636469 51.2612311, 15.5637954 51.2611851)",2,,,,
"[233501596, 195108165]",Piaskowa,residential,False,False,70.121,"LINESTRING (15.5610176 51.2619302, 15.5609874 51.2620148, 15.5609557 51.2620965, 15.5609151 51.2621875, 15.5608611 51.2622883, 15.5608039 51.262361, 15.5607255 51.2624519, 15.5606753 51.2625197)",2,,,,
115650228,Piaskowa,residential,False,False,67.438,"LINESTRING (15.5606753 51.2625197, 15.5604956 51.2623975, 15.5603354 51.2622874, 15.5601863 51.2621827, 15.560002 51.2620848)",,,,,
233501596,Piaskowa,residential,False,False,88.153,"LINESTRING (15.5606753 51.2625197, 15.5606578 51.2625549, 15.5605873 51.2626571, 15.5603245 51.2630173, 15.5602958 51.2630555, 15.5601332 51.2632351)",2,,,,
"[233501596, 195108165]",Piaskowa,residential,False,True,70.121,"LINESTRING (15.5606753 51.2625197, 15.5607255 51.2624519, 15.5608039 51.262361, 15.5608611 51.2622883, 15.5609151 51.2621875, 15.5609557 51.2620965, 15.5609874 51.2620148, 15.5610176 51.2619302)",2,,,,
436924369,Polna,residential,False,False,146.45499999999996,"LINESTRING (15.5721789 51.2649745, 15.5721067 51.264948, 15.5720211 51.2649224, 15.5719989 51.2649136, 15.5717875 51.2648336, 15.571649 51.2647738, 15.5715531 51.2647252, 15.5713525 51.2646284, 15.5712832 51.2645927, 15.571206 51.2645529, 15.5710508 51.2644702, 15.5709493 51.2644062, 15.570645 51.2642212, 15.5705751 51.264141)",,,,,
485494780,Bolesława Chrobrego,tertiary,False,False,143.812,"LINESTRING (15.5721789 51.2649745, 15.5720098 51.2650541, 15.5719834 51.265064, 15.5718159 51.2651272, 15.5716874 51.2651774, 15.5714913 51.2652394, 15.5712827 51.2652891, 15.5709827 51.2653456, 15.570929 51.2653543, 15.5706247 51.2654037, 15.5702846 51.2654591)",2,,,,
"[432080574, 190139014]",Adama Asnyka,unclassified,False,False,123.688,"LINESTRING (15.5692099 51.2624742, 15.5693448 51.2624552, 15.5693787 51.2624491, 15.569531 51.2624287, 15.5699393 51.2623678, 15.5699864 51.2623605, 15.5703022 51.2623098, 15.5704096 51.2622891, 15.570546 51.2622619, 15.5706138 51.2622469, 15.5706736 51.2622337, 15.5706997 51.2622277, 15.5709207 51.262177)",3,,,,
205557235,Polna,residential,True,False,42.269,"LINESTRING (15.5692099 51.2624742, 15.5692749 51.2626294, 15.5692862 51.2626528, 15.5693765 51.2628397)",1,,,,
446060104,Adama Asnyka,unclassified,False,True,72.17699999999999,"LINESTRING (15.5692099 51.2624742, 15.5690681 51.2624832, 15.5690229 51.2624861, 15.5689885 51.2624884, 15.5689666 51.26249, 15.5687303 51.2625072, 15.568549 51.2625218, 15.5684611 51.2625289, 15.5683646 51.2625372, 15.5682995 51.2625435, 15.5682344 51.2625499, 15.568181 51.2625557)",,,,,
205554205,Karola Miarki,tertiary,False,True,136.775,"LINESTRING (15.5709207 51.262177, 15.5708294 51.2620789, 15.5708221 51.262071, 15.5708151 51.2620631, 15.5707996 51.2620468, 15.5707841 51.2620306, 15.5707659 51.2620113, 15.5703583 51.2615788, 15.5701831 51.2613929, 15.5700045 51.2612067, 15.5699253 51.2611164)",2,,,,
431714012,Żwirki i Wigury,tertiary,False,False,43.104,"LINESTRING (15.5709207 51.262177, 15.571006 51.2622753, 15.5710218 51.2622936, 15.5710622 51.2623172, 15.5711888 51.2624031, 15.5713037 51.2624776)",3,,,,
"[190139014, 432080574]",Adama Asnyka,unclassified,False,True,123.688,"LINESTRING (15.5709207 51.262177, 15.5706997 51.2622277, 15.5706736 51.2622337, 15.5706138 51.2622469, 15.570546 51.2622619, 15.5704096 51.2622891, 15.5703022 51.2623098, 15.5699864 51.2623605, 15.5699393 51.2623678, 15.569531 51.2624287, 15.5693787 51.2624491, 15.5693448 51.2624552, 15.5692099 51.2624742)",3,,,,
38532250,Bolesława Kubika,unclassified,False,False,212.90900000000002,"LINESTRING (15.5637954 51.2611851, 15.5636469 51.2612311, 15.5634557 51.2612985, 15.5633855 51.2613267, 15.5632948 51.2613631, 15.5630014 51.2614717, 15.5628759 51.2615073, 15.5627071 51.2615471, 15.5626042 51.2615675, 15.5624377 51.2615974, 15.5621645 51.2616355, 15.5621151 51.2616441, 15.5620406 51.2616549, 15.5619675 51.2616631, 15.5618875 51.2616779, 15.5615066 51.26173, 15.56146 51.2617412, 15.5614035 51.2617572, 15.5612342 51.2618236, 15.5610961 51.2618839, 15.5610176 51.2619302)",2,,,,
115561889,Michała Kutuzowa,residential,False,True,81.487,"LINESTRING (15.5637954 51.2611851, 15.5638594 51.2612921, 15.5639003 51.2613765, 15.5639696 51.2614913, 15.5641355 51.2617799, 15.5641901 51.2618749)",,,,,
115562098,Bolesława Kubika,unclassified,False,False,169.871,"LINESTRING (15.5637954 51.2611851, 15.5639861 51.2611657, 15.5646873 51.2611068, 15.5654176 51.2610497, 15.5656169 51.2610248, 15.5657175 51.2609864, 15.5658043 51.260952, 15.5659686 51.2608729, 15.5660954 51.2607988)",2,,,,
304647483,Komuny Paryskiej,residential,False,False,35.06,"LINESTRING (15.5637954 51.2611851, 15.5637376 51.2610913, 15.5637276 51.2610731, 15.5636525 51.2609372, 15.5636432 51.2608858)",,,,,
37403821,1 Maja,residential,False,True,26.951,"LINESTRING (15.5641901 51.2618749, 15.5641068 51.2618995, 15.5638474 51.2619877)",,,,,
115561889,Michała Kutuzowa,residential,False,False,81.487,"LINESTRING (15.5641901 51.2618749, 15.5641355 51.2617799, 15.5639696 51.2614913, 15.5639003 51.2613765, 15.5638594 51.2612921, 15.5637954 51.2611851)",,,,,
206175171,Fryderyka Chopina,residential,False,False,20.99,"LINESTRING (15.5641901 51.2618749, 15.5642533 51.2618512, 15.5644515 51.2617807)",,,,,
"[304526466, 1205266735]",Michała Kutuzowa,residential,True,False,59.795,"LINESTRING (15.5641901 51.2618749, 15.564236 51.2619551, 15.564386 51.2622433, 15.5644169 51.2623062, 15.5644527 51.2623868)",1,,,,
460789752,Komuny Paryskiej,residential,False,True,88.291,"LINESTRING (15.5642737 51.2590536, 15.5639534 51.2598219)",,20,,,
460789752,Komuny Paryskiej,residential,False,False,88.291,"LINESTRING (15.5639534 51.2598219, 15.5642737 51.2590536)",,20,,,
195578612,Mikołaja Brody,residential,True,False,191.854,"LINESTRING (15.5639534 51.2598219, 15.5640761 51.2598372, 15.5646507 51.2597754, 15.5654857 51.2596836, 15.5656677 51.2596669, 15.5660644 51.2596304, 15.5661444 51.259623, 15.5665546 51.2595816, 15.566673 51.2595697)",,,,,
197405075,Komuny Paryskiej,residential,False,True,120.563,"LINESTRING (15.5639534 51.2598219, 15.5639049 51.2599559, 15.5638624 51.2600735, 15.5637763 51.2603067, 15.5637217 51.2604299, 15.5636873 51.2605425, 15.5636743 51.2606267, 15.5636511 51.2607941, 15.5636432 51.2608858)",,20,,,
460785947,Gdańska,unclassified,False,False,52.34300000000001,"LINESTRING (15.5589143 51.2619193, 15.5592393 51.2619903, 15.5593728 51.2620186, 15.5594061 51.2620256, 15.5594362 51.2620319, 15.5595361 51.2620439, 15.5596342 51.2620494)",,,,,
190137948,Grunwaldzka,tertiary,False,False,91.882,"LINESTRING (15.5603497 51.2641133, 15.5605593 51.2641635, 15.5606606 51.2641988, 15.5606952 51.2642118, 15.56071 51.2642177, 15.5608579 51.2642765, 15.561071 51.2643478, 15.5612141 51.2643929, 15.5613257 51.2644232, 15.5614445 51.264453, 15.5615354 51.2644714)",2,,,,
205562463,Zgorzelecka,residential,True,False,71.959,"LINESTRING (15.5603497 51.2641133, 15.5605867 51.2640199, 15.5607116 51.2639707, 15.5610122 51.2638627, 15.5612328 51.2637767)",,,,,
233501595,Zgorzelecka,tertiary,False,True,26.25,"LINESTRING (15.5603497 51.2641133, 15.5603081 51.2641062, 15.5601347 51.2640843, 15.5599789 51.2640709)",,,,,
206311249,Piaskowa,residential,True,False,93.634,"LINESTRING (15.5601332 51.2632351, 15.5600847 51.2633942, 15.5600792 51.2634355, 15.5599943 51.2639098, 15.5599789 51.2640709)",,,,,
233501596,Piaskowa,residential,False,True,88.153,"LINESTRING (15.5601332 51.2632351, 15.5602958 51.2630555, 15.5603245 51.2630173, 15.5605873 51.2626571, 15.5606578 51.2625549, 15.5606753 51.2625197)",2,,,,
37403815,Zgorzelecka,tertiary,False,True,26.487000000000002,"LINESTRING (15.5593374 51.2640863, 15.5592199 51.2641057, 15.5591102 51.2641336, 15.5589894 51.2641788)",,,,,
115644948,Górne Młyny,residential,False,True,23.697,"LINESTRING (15.5593374 51.2640863, 15.5593116 51.2639248, 15.5593129 51.263874)",,,,,
233501595,Zgorzelecka,tertiary,False,False,44.776,"LINESTRING (15.5593374 51.2640863, 15.5594998 51.2640722, 15.5596731 51.2640673, 15.5598295 51.2640653, 15.5599789 51.2640709)",,,,,
115648992,Armii Krajowej,residential,False,False,62.494,"LINESTRING (15.5619916 51.2645566, 15.5620915 51.2644845, 15.562237 51.2644221, 15.5623501 51.2643722, 15.562443 51.264337, 15.5627071 51.2642214)",,,,,
190137948,Grunwaldzka,tertiary,False,False,148.38,"LINESTRING (15.5619916 51.2645566, 15.5622423 51.2646145, 15.5626894 51.2647617, 15.562869 51.264824, 15.5629654 51.2648574, 15.5630412 51.2648876, 15.5631196 51.2649245, 15.5632394 51.2649906, 15.5633105 51.2650412, 15.563383 51.2651163, 15.5634381 51.2651782, 15.5635568 51.2653116, 15.5635977 51.265363)",2,,,,
190137948,Grunwaldzka,tertiary,False,True,33.125,"LINESTRING (15.5619916 51.2645566, 15.5616672 51.264496, 15.5615354 51.2644714)",2,,,,
233501595,Zgorzelecka,tertiary,False,False,26.25,"LINESTRING (15.5599789 51.2640709, 15.5601347 51.2640843, 15.5603081 51.2641062, 15.5603497 51.2641133)",,,,,
233501595,Zgorzelecka,tertiary,False,True,44.776,"LINESTRING (15.5599789 51.2640709, 15.5598295 51.2640653, 15.5596731 51.2640673, 15.5594998 51.2640722, 15.5593374 51.2640863)",,,,,
115644948,Górne Młyny,residential,False,False,23.697,"LINESTRING (15.5593129 51.263874, 15.5593116 51.2639248, 15.5593374 51.2640863)",,,,,
206311248,Mała,residential,True,False,91.707,"LINESTRING (15.5593129 51.263874, 15.5593714 51.2638111, 15.559596 51.2635852, 15.5599812 51.2633193, 15.5601332 51.2632351)",,,,,
115648992,Armii Krajowej,residential,False,True,62.494,"LINESTRING (15.5627071 51.2642214, 15.562443 51.264337, 15.5623501 51.2643722, 15.562237 51.2644221, 15.5620915 51.2644845, 15.5619916 51.2645566)",,,,,
550646561,Armii Krajowej,residential,True,False,93.44999999999999,"LINESTRING (15.5627071 51.2642214, 15.5632086 51.2640331, 15.5637085 51.2638507, 15.5638636 51.2637941)",,,,,
115650165,Magistracka,residential,True,False,102.03999999999998,"LINESTRING (15.561887 51.2635687, 15.5618611 51.2635304, 15.5618336 51.2634898, 15.5618011 51.2634264, 15.5617936 51.2633722, 15.5617987 51.263316, 15.5618551 51.2631826, 15.5619923 51.2628577, 15.5620286 51.2627719, 15.5620394 51.2627464, 15.5620933 51.2626902)",,,,,
115650166,Szkolna,residential,True,False,92.33200000000001,"LINESTRING (15.561887 51.2635687, 15.5619498 51.2636198, 15.5620128 51.263671, 15.5620648 51.2637097, 15.5621569 51.2637827, 15.5623114 51.2639053, 15.5623736 51.2639546, 15.5624362 51.2640042, 15.5625008 51.2640554, 15.5626884 51.2642042, 15.5627071 51.2642214)",,,,,
115650164,Aleja Partyzantów,residential,False,False,142.199,"LINESTRING (15.5612328 51.2637767, 15.5612415 51.2637071, 15.5614172 51.2625031)",,,,permissive,
205562463,Zgorzelecka,residential,True,False,51.061,"LINESTRING (15.5612328 51.2637767, 15.5612834 51.2637592, 15.5615366 51.2636784, 15.561887 51.2635687)",,,,,
115650164,Aleja Partyzantów,residential,False,True,142.199,"LINESTRING (15.5614172 51.2625031, 15.5612415 51.2637071, 15.5612328 51.2637767)",,,,permissive,
115562098,Bolesława Kubika,unclassified,False,True,41.791,"LINESTRING (15.5675988 51.260477, 15.5672064 51.2605491, 15.5670219 51.2605815)",2,,,,
195073462,Bankowa,residential,False,False,118.96800000000002,"LINESTRING (15.5675988 51.260477, 15.5676385 51.2605722, 15.5676616 51.2606264, 15.5676919 51.2606959, 15.5677748 51.2609069, 15.5678277 51.2610228, 15.5678549 51.261083, 15.5678804 51.2611478, 15.5679192 51.2612444, 15.5679234 51.2612547, 15.5679372 51.261289, 15.5679583 51.2613664, 15.5679718 51.2614311, 15.5679893 51.2615173)",2,,,,
206177928,Bankowa,unclassified,False,False,77.31400000000001,"LINESTRING (15.5675988 51.260477, 15.567785 51.2604187, 15.5679406 51.2603491, 15.568145 51.2602532, 15.5681635 51.2602435, 15.5683676 51.2601359, 15.5684451 51.2600887, 15.5684859 51.2600638)",2,,,,
"[357701666, 195073462]","['Kościelna', 'Bankowa']",residential,False,False,95.369,"LINESTRING (15.5679893 51.2615173, 15.5678498 51.2615422, 15.5677385 51.2615827, 15.5675522 51.2616609, 15.5674194 51.2617369, 15.5672382 51.2618297, 15.5671875 51.2618583, 15.5671636 51.2618701, 15.5670478 51.2619272, 15.566918 51.2619797, 15.5668658 51.261995)",2,,,,
195073462,Bankowa,residential,False,True,118.96799999999999,"LINESTRING (15.5679893 51.2615173, 15.5679718 51.2614311, 15.5679583 51.2613664, 15.5679372 51.261289, 15.5679234 51.2612547, 15.5679192 51.2612444, 15.5678804 51.2611478, 15.5678549 51.261083, 15.5678277 51.2610228, 15.5677748 51.2609069, 15.5676919 51.2606959, 15.5676616 51.2606264, 15.5676385 51.2605722, 15.5675988 51.260477)",2,,,,
311801540,Karola Miarki,tertiary,True,False,17.729,"LINESTRING (15.5684994 51.2597261, 15.5685019 51.2596735, 15.5685066 51.2596579, 15.5685186 51.2596403, 15.5685355 51.2596235, 15.5685918 51.2595853)",1,,circular,,
1175933825,Karola Miarki,tertiary,True,False,32.259,"LINESTRING (15.5684994 51.2597261, 15.5683771 51.2595591, 15.5683303 51.2594568)",1,,,,
157510055,Ogrodowa,residential,False,True,60.93000000000001,"LINESTRING (15.5705751 51.264141, 15.5704271 51.2641735, 15.5697486 51.2643221)",,,,,
436924369,Polna,residential,False,True,146.455,"LINESTRING (15.5705751 51.264141, 15.570645 51.2642212, 15.5709493 51.2644062, 15.5710508 51.2644702, 15.571206 51.2645529, 15.5712832 51.2645927, 15.5713525 51.2646284, 15.5715531 51.2647252, 15.571649 51.2647738, 15.5717875 51.2648336, 15.5719989 51.2649136, 15.5720211 51.2649224, 15.5721067 51.264948, 15.5721789 51.2649745)",,,,,
37403815,Zgorzelecka,tertiary,False,False,26.487000000000002,"LINESTRING (15.5589894 51.2641788, 15.5591102 51.2641336, 15.5592199 51.2641057, 15.5593374 51.2640863)",,,,,
190137945,Dolne Młyny,tertiary,True,False,122.793,"LINESTRING (15.5589894 51.2641788, 15.5587917 51.264379, 15.5586882 51.2644864, 15.5581825 51.2650077, 15.5581672 51.2650248, 15.5581204 51.2650671, 15.5580633 51.2651186)",1,,,,
"[399902259, 399902261, 399902262]",Wesoła,tertiary,False,"[False, True]",171.704,"LINESTRING (15.5580633 51.2651186, 15.5582519 51.2651823, 15.5582754 51.2651926, 15.558798 51.2654718, 15.5591091 51.2656312, 15.5595626 51.2658666, 15.559606 51.2658891, 15.5597592 51.265958, 15.5599154 51.2660124, 15.5600236 51.2660484)","['2', '3']",50,,,
650561219,Karola Miarki,tertiary,False,False,11.636,"LINESTRING (15.5682483 51.2593656, 15.5683303 51.2594568)",2,,,,
"[359113618, 1253342566]",Mikołaja Brody,residential,False,True,55.598,"LINESTRING (15.5682483 51.2593656, 15.5681557 51.2594001, 15.5680573 51.2594217, 15.5679579 51.2594365, 15.5676344 51.2594687, 15.5675951 51.2594727, 15.5674793 51.2594847)",,,,,
460789754,Karola Miarki,tertiary,False,True,88.11,"LINESTRING (15.5682483 51.2593656, 15.5678753 51.2589794, 15.5676845 51.2587855, 15.567593 51.2586876)",2,,,,
445946071,Karola Miarki,tertiary,True,False,12.788,"LINESTRING (15.5687118 51.2596781, 15.5687842 51.2597838)",1,,circular,,
195073464,Bankowa,tertiary,True,False,17.298,"LINESTRING (15.5688461 51.2598808, 15.5688284 51.259916, 15.5688164 51.2599303, 15.5687681 51.2599752, 15.5687154 51.2600106)",1,,circular,,
622963637,Karola Miarki,tertiary,True,False,44.163999999999994,"LINESTRING (15.5688461 51.2598808, 15.5689835 51.2600644, 15.569033 51.2601324, 15.5690948 51.2602457)",1,,,,
205554786,Bankowa,unclassified,True,False,21.863,"LINESTRING (15.5684859 51.2600638, 15.5685548 51.2599845, 15.568567 51.2599695, 15.5686011 51.2599276, 15.5686195 51.2598867)",1,,,,
206177928,Bankowa,unclassified,False,True,77.314,"LINESTRING (15.5684859 51.2600638, 15.5684451 51.2600887, 15.5683676 51.2601359, 15.5681635 51.2602435, 15.568145 51.2602532, 15.5679406 51.2603491, 15.567785 51.2604187, 15.5675988 51.260477)",2,,,,
206175171,Fryderyka Chopina,residential,False,True,72.523,"LINESTRING (15.5663726 51.2617881, 15.5663683 51.261665, 15.5663459 51.2616001, 15.5663227 51.2615619, 15.5662322 51.2615226, 15.5661342 51.2615057, 15.5660891 51.2615109, 15.5660209 51.2615188, 15.5658584 51.2615467, 15.5657231 51.2615696, 15.5656858 51.2615753)",,,,,
190137948,Grunwaldzka,tertiary,False,False,33.125,"LINESTRING (15.5615354 51.2644714, 15.5616672 51.264496, 15.5619916 51.2645566)",2,,,,
190137948,Grunwaldzka,tertiary,False,True,91.882,"LINESTRING (15.5615354 51.2644714, 15.5614445 51.264453, 15.5613257 51.2644232, 15.5612141 51.2643929, 15.561071 51.2643478, 15.5608579 51.2642765, 15.56071 51.2642177, 15.5606952 51.2642118, 15.5606606 51.2641988, 15.5605593 51.2641635, 15.5603497 51.2641133)",2,,,,
195108235,Targowa,residential,True,False,178.566,"LINESTRING (15.5615354 51.2644714, 15.5613798 51.2645627, 15.5612484 51.2646567, 15.5612028 51.2646987, 15.5608734 51.264933, 15.5606816 51.2651022, 15.5604914 51.2653117, 15.56032 51.2655487, 15.5602318 51.2656906, 15.5601509 51.2658037)",,,,,
399902258,Targowa,residential,False,False,28.631,"LINESTRING (15.5601509 51.2658037, 15.5601013 51.2659108, 15.5600749 51.2659537, 15.5600632 51.2659732, 15.5600236 51.2660484)",,,,,
190137947,Garncarska,tertiary,False,False,19.164,"LINESTRING (15.5596342 51.2620494, 15.5597218 51.261886)",3,50,,,
399902245,Bolesława Kubika,unclassified,False,True,23.313,"LINESTRING (15.5596342 51.2620494, 15.5599654 51.2620177)",,,,,
"[436604424, 399902265, 485494758]",Władysława Łokietka,tertiary,False,True,172.73499999999999,"LINESTRING (15.5596342 51.2620494, 15.5595804 51.2621093, 15.5595214 51.2621666, 15.5595006 51.2621864, 15.5594643 51.2622173, 15.5594448 51.262234, 15.5593592 51.2623112, 15.5592791 51.2623834, 15.5591545 51.2624676, 15.5590768 51.2625162, 15.5589275 51.262593, 15.5587723 51.2626764, 15.5586054 51.2627727, 15.558076 51.2630781, 15.5580528 51.2630913, 15.5579207 51.2631597)","['2', '3']",50,,,
460785947,Gdańska,unclassified,False,True,52.343,"LINESTRING (15.5596342 51.2620494, 15.5595361 51.2620439, 15.5594362 51.2620319, 15.5594061 51.2620256, 15.5593728 51.2620186, 15.5592393 51.2619903, 15.5589143 51.2619193)",,,,,
206157210,,residential,False,True,140.154,"LINESTRING (15.5713037 51.2624776, 15.571274 51.262488, 15.5712195 51.2625042, 15.57119 51.2625112, 15.5711108 51.2625299, 15.570977 51.2625543, 15.569803 51.2627577, 15.569451 51.2628254, 15.5694106 51.2628332, 15.5693765 51.2628397)",,,,,
431714012,Żwirki i Wigury,tertiary,False,True,43.104,"LINESTRING (15.5713037 51.2624776, 15.5711888 51.2624031, 15.5710622 51.2623172, 15.5710218 51.2622936, 15.571006 51.2622753, 15.5709207 51.262177)",3,,,,
195184478,Warszawska,residential,False,True,42.113,"LINESTRING (15.5597103 51.2600818, 15.5594107 51.2601255, 15.5593378 51.2601372, 15.5591276 51.2601825)",,,,,
206331358,,residential,True,False,15.588,"LINESTRING (15.5597103 51.2600818, 15.5597078 51.2600663, 15.5597118 51.2600509, 15.5597219 51.2600367, 15.5597377 51.2600246, 15.5597578 51.2600155, 15.5597811 51.26001, 15.5598059 51.2600084, 15.5598304 51.2600109, 15.5598532 51.2600172)",,,roundabout,,
115567138,Górne Młyny,residential,True,False,125.962,"LINESTRING (15.5579207 51.2631597, 15.5579965 51.263237, 15.5580196 51.2632481, 15.5583867 51.2634432, 15.5587964 51.2636328, 15.5591899 51.2638072, 15.5592711 51.2638513, 15.5593129 51.263874)",,,,,
