osmid,highway,oneway,reversed,length,name,geometry,junction,maxspeed,lanes
237749907,residential,False,False,24.84,,"LINESTRING (18.4400842 53.4053388, 18.4398569 53.4051612)",,,
"[237749905, 186112308]",residential,False,"[False, True]",329.805,Parkowa,"LINESTRING (18.4400842 53.4053388, 18.4402243 53.4054277, 18.4402651 53.4054574, 18.4403692 53.405533, 18.4405171 53.4056421, 18.4406894 53.4057716, 18.4408933 53.4059045, 18.4410564 53.4060133, 18.4411313 53.4060617, 18.4412118 53.4061214, 18.4413027 53.4062181, 18.4413663 53.4063171, 18.4414736 53.4065125, 18.441598 53.406711, 18.4418343 53.4071115, 18.4421067 53.4075791, 18.4422453 53.4077998, 18.4423393 53.4079327)",,,
434704749,tertiary,True,False,5.587,Rondo Zbysława Budzyńskiego,"LINESTRING (18.4464307 53.410554, 18.4464027 53.4105555, 18.446375 53.4105525, 18.4463497 53.4105453)",roundabout,,
186112304,residential,False,False,15.013,Nadbrzeżna,"LINESTRING (18.4509395 53.4049526, 18.4509884 53.4049694, 18.4510128 53.4049741, 18.4510407 53.4049794, 18.4511535 53.4049931)",,,
227205080,residential,False,False,172.95700000000002,Wodna,"LINESTRING (18.4509395 53.4049526, 18.4508898 53.4049271, 18.4508295 53.4048995, 18.450743 53.4048795, 18.4506042 53.4048627, 18.4503279 53.404836, 18.4502188 53.4048255, 18.4501338 53.4048155, 18.4497457 53.4047696, 18.44955 53.40475, 18.4490928 53.4047043, 18.4489503 53.4046817, 18.4487598 53.404647, 18.4484362 53.4045649)",,,
291433363,tertiary,False,False,182.181,Adama Mickiewicza,"LINESTRING (18.4509395 53.4049526, 18.4509407 53.4051148, 18.4509542 53.4056081, 18.4509562 53.4057364, 18.4509435 53.4058635, 18.450922 53.405981, 18.4508883 53.4060993, 18.4508335 53.4062359, 18.4507464 53.4063817, 18.4506706 53.4064685, 18.4505877 53.4065507)",,50,
"[172970784, 464184302]",tertiary,False,True,171.01899999999998,Wojska Polskiego,"LINESTRING (18.4473996 53.4094246, 18.4476209 53.4094877, 18.4476876 53.4095028, 18.4479721 53.4095672, 18.4481167 53.4096012, 18.4488845 53.4097817, 18.4493432 53.4098868, 18.4495679 53.409938, 18.4497981 53.4099904)",,,
433797936,tertiary,False,False,110.51899999999999,Henryka Sienkiewicza,"LINESTRING (18.4473996 53.4094246, 18.4473018 53.4095356, 18.4472542 53.4095995, 18.4470476 53.4099376, 18.4468537 53.4102291, 18.4467429 53.4103355)",,,
520526066,tertiary,False,True,93.58200000000001,Adama Mickiewicza,"LINESTRING (18.4473996 53.4094246, 18.4474932 53.4093091, 18.4475283 53.4092725, 18.4480073 53.4087731, 18.4480879 53.4086901)",,50,
"[1144535265, 912889538, 912889539]",tertiary,False,False,209.506,Wojska Polskiego,"LINESTRING (18.4473996 53.4094246, 18.4471472 53.4093771, 18.4470867 53.4093638, 18.4464152 53.4092158, 18.4458776 53.4090973, 18.4456794 53.4090524, 18.4455949 53.4090332, 18.4453144 53.4089695, 18.4452562 53.4089563, 18.4449437 53.4088852, 18.4448046 53.4088536, 18.444672 53.4088234, 18.4444362 53.4087699)",,,
227205063,residential,True,False,84.44500000000001,Mikołaja Kopernika,"LINESTRING (18.4511565 53.4081303, 18.4511528 53.4080631, 18.4511377 53.4077887, 18.4511283 53.4074397, 18.4511264 53.4073711)",,50,
"[238026416, 238026415]",residential,False,False,92.097,Duży Rynek,"LINESTRING (18.4511565 53.4081303, 18.4511584 53.4081821, 18.4511614 53.4082649, 18.451164 53.4083348, 18.4511907 53.4089583)",,50,
238026444,residential,True,False,168.831,10 Lutego,"LINESTRING (18.4511565 53.4081303, 18.4510107 53.4081329, 18.4498778 53.4081528, 18.4492652 53.4081558, 18.4487652 53.4081592, 18.4486125 53.4081428)",,50,
267053709,residential,False,False,25.529,Mikołaja Kopernika,"LINESTRING (18.4512263 53.4098684, 18.4512372 53.4100979)",,50,
300176743,residential,True,False,78.845,Mestwina,"LINESTRING (18.4512263 53.4098684, 18.4522885 53.4098672, 18.4524158 53.4098691)",,50,
238026419,residential,True,False,52.062,Stefana Batorego,"LINESTRING (18.4524158 53.4098691, 18.4524142 53.4094009)",,50,
300176743,residential,True,False,103.29999999999998,Mestwina,"LINESTRING (18.4497981 53.4099904, 18.4498366 53.4099196, 18.4498498 53.4098998, 18.4498712 53.409884, 18.4499053 53.4098696, 18.4499259 53.4098661, 18.4499509 53.4098644, 18.4500338 53.4098655, 18.4501316 53.4098659, 18.450192 53.4098661, 18.4505156 53.4098656, 18.4512263 53.4098684)",,50,
"[172970784, 464184302]",tertiary,False,False,171.019,Wojska Polskiego,"LINESTRING (18.4497981 53.4099904, 18.4495679 53.409938, 18.4493432 53.4098868, 18.4488845 53.4097817, 18.4481167 53.4096012, 18.4479721 53.4095672, 18.4476876 53.4095028, 18.4476209 53.4094877, 18.4473996 53.4094246)",,,
464184302,tertiary,False,True,60.783,Wojska Polskiego,"LINESTRING (18.4497981 53.4099904, 18.4502441 53.4100915, 18.4505595 53.4101621, 18.4506553 53.4101846)",,,
183564989,residential,False,True,58.931,Ogrodowa,"LINESTRING (18.4491334 53.4075809, 18.448759 53.4074892, 18.4483118 53.4073784)",,,
291433363,tertiary,False,True,35.184,Adama Mickiewicza,"LINESTRING (18.4491334 53.4075809, 18.449303 53.4074564, 18.4494754 53.407339)",,50,
1137304227,tertiary,False,False,71.394,Adama Mickiewicza,"LINESTRING (18.4491334 53.4075809, 18.449048 53.4076748, 18.4486979 53.4080577, 18.4486125 53.4081428)",,50,
183564991,residential,False,False,157.42299999999997,10 Lutego,"LINESTRING (18.4486125 53.4081428, 18.4484954 53.4081251, 18.4473906 53.4079979, 18.4470965 53.4079491, 18.4468167 53.4078833, 18.4467165 53.4078577, 18.4465653 53.4078191, 18.4464104 53.4077833, 18.4463328 53.4077654)",,,
425248786,tertiary,False,False,70.096,Adama Mickiewicza,"LINESTRING (18.4486125 53.4081428, 18.4485358 53.4082224, 18.4481535 53.4086164, 18.4480879 53.4086901)",,50,
1137304227,tertiary,False,True,71.394,Adama Mickiewicza,"LINESTRING (18.4486125 53.4081428, 18.4486979 53.4080577, 18.449048 53.4076748, 18.4491334 53.4075809)",,50,
186112302,residential,False,False,278.816,Polna,"LINESTRING (18.4450084 53.4052511, 18.444773 53.4052091, 18.4445107 53.4051602, 18.4440612 53.4050683, 18.4434409 53.404952, 18.4432435 53.4049102, 18.443045 53.4048655, 18.4428126 53.4048114, 18.4425207 53.4047434, 18.4419936 53.4046171, 18.4412553 53.4044431, 18.4411484 53.4044177, 18.441057 53.404396)",,,
