osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,access,junction
33016713,residential,False,False,61.723,"LINESTRING (22.0678956 50.5618437, 22.0680196 50.5618618, 22.0680316 50.5618636, 22.06875 50.56196)",,,,,
"[216202369, 33033614]",secondary,True,False,241.349,"LINESTRING (22.0678956 50.5618437, 22.0678503 50.5619953, 22.0678366 50.5620318, 22.0676453 50.5626816, 22.0675505 50.5630902, 22.0674993 50.563321, 22.0674449 50.5635141, 22.0673449 50.5638112, 22.0672919 50.5639794)","['2', '3']",Stanisława Staszica,50,,
33035999,residential,False,True,6.959,"LINESTRING (22.0679223 50.561447, 22.0680175 50.5614631)",,,,,
33035999,residential,False,False,173.96900000000002,"LINESTRING (22.0679223 50.561447, 22.0677799 50.5614241, 22.0677586 50.5614207, 22.06657 50.5612518, 22.0664217 50.5612432, 22.0655081 50.5613434)",,,,,
33018737,residential,False,True,63.821,"LINESTRING (22.0691298 50.5694308, 22.0691562 50.5693549, 22.069233 50.5691065, 22.0692802 50.5689634, 22.0692839 50.5689512, 22.0693093 50.5688683)",,Prymasa Stefana Wyszyńskiego,,,
33032091,residential,False,False,138.102,"LINESTRING (22.0691298 50.5694308, 22.0692644 50.5694507, 22.0700997 50.5695745, 22.0702032 50.5695889, 22.0707289 50.5696344, 22.0710437 50.5696803)",,Stefana Czarnieckiego,,,
33030560,residential,False,True,320.624,"LINESTRING (22.0627565 50.5693492, 22.0624349 50.5693071, 22.0618125 50.5692256, 22.0607103 50.5690748, 22.0600906 50.56899, 22.0597024 50.5689369, 22.0594447 50.5689016, 22.0586439 50.5687883, 22.0585375 50.5687699, 22.0584327 50.5687518, 22.0584063 50.5687472, 22.0583222 50.5687327)",,Floriańska,,,
104203677,tertiary,True,False,14.359,"LINESTRING (22.0583241 50.568465, 22.0583704 50.5684639, 22.0584397 50.5684831, 22.0584646 50.5685323)",,,,,
633256148,tertiary,True,False,96.02199999999999,"LINESTRING (22.0583241 50.568465, 22.0586001 50.5680749, 22.058704 50.5679219, 22.0587613 50.5678269, 22.0588153 50.5677519, 22.0588539 50.56771, 22.0588829 50.5676785)",2,Generała Leopolda Okulickiego,50,,
"[1014559261, 216202366]",tertiary,True,False,106.595,"LINESTRING (22.0651328 50.5683872, 22.0646368 50.5683176, 22.0640402 50.5682343, 22.0636728 50.5681503)",2,Księdza Jerzego Popiełuszki,,,
33011932,tertiary,False,False,180.602,"LINESTRING (22.0668039 50.5685452, 22.067203 50.5685972, 22.0673262 50.5686132, 22.0679056 50.5686729, 22.0680124 50.5686874, 22.068621 50.5687714, 22.0691227 50.5688407, 22.0693093 50.5688683)",2,Księdza Jerzego Popiełuszki,,,
33027430,tertiary,True,False,51.461,"LINESTRING (22.0668039 50.5685452, 22.0664657 50.5685435, 22.0660797 50.5685062)",2,Księdza Jerzego Popiełuszki,,,
33022232,residential,False,False,79.7,"LINESTRING (22.0639111 50.5675073, 22.0638423 50.5674952, 22.0628081 50.5673563)",,,,,
1225873399,residential,True,False,55.397,"LINESTRING (22.0639111 50.5675073, 22.0638561 50.5676688, 22.0637463 50.5679763, 22.0637388 50.5679933)",,Wolności,30,,
61434381,residential,False,True,99.731,"LINESTRING (22.0645562 50.5655575, 22.0646747 50.5655742, 22.0653878 50.5656746, 22.0659339 50.565754)",,Gabriela Narutowicza,,,
1225873399,residential,True,False,49.004,"LINESTRING (22.0645562 50.5655575, 22.0645282 50.5656416, 22.0644114 50.5659885)",,Wolności,30,,
591343194,tertiary,False,False,35.224000000000004,"LINESTRING (22.0590296 50.5613865, 22.059056 50.5614051, 22.0591369 50.5614724, 22.0592237 50.561559, 22.0593025 50.5616506)",,Eugeniusza Kwiatkowskiego,,,
