osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,junction,width,bridge
510171658,True,2,944,Bielska,secondary,False,12.469,,"LINESTRING (18.7906161 49.803068, 18.7907889 49.8030797)",,,
394478285,True,2,81,Katowicka,primary,False,42.378,100,"LINESTRING (18.7906161 49.803068, 18.7906437 49.8028887, 18.7906985 49.8026909)",,,
172259796,True,1,944,Bielska,secondary,False,25.37,,"LINESTRING (18.7907889 49.8030797, 18.7911378 49.8031164)",,,
510171687,True,3,81,Katowicka,primary,False,8.295,70,"LINESTRING (18.7907889 49.8030797, 18.7907756 49.8031538)",,,
51359463,True,1,944,,secondary,False,7.263,,"LINESTRING (18.7858777 49.8017427, 18.785842 49.8017659, 18.7857984 49.8017824)",roundabout,,
209434955,True,1,944,Objazdowa,secondary,False,40.900999999999996,,"LINESTRING (18.7858777 49.8017427, 18.785995 49.8018455, 18.7862228 49.8020354)",,,
51359463,True,1,944,,secondary,False,13.335999999999999,,"LINESTRING (18.7856366 49.8015497, 18.7856715 49.8015415, 18.7857082 49.8015377, 18.7857454 49.8015385, 18.7857816 49.8015436, 18.7858158 49.8015531)",roundabout,,
51359463,True,1,944,,secondary,False,15.142999999999999,,"LINESTRING (18.7859019 49.8016137, 18.7859131 49.8016352, 18.7859183 49.8016577, 18.7859172 49.8016803, 18.7859099 49.8017025, 18.7858966 49.8017236, 18.7858777 49.8017427)",roundabout,,
243416278,True,,944,Bielska,secondary,False,43.251000000000005,,"LINESTRING (18.7944753 49.8034776, 18.7943033 49.803492, 18.794166 49.8034897, 18.794077 49.8034799, 18.7940309 49.8034733, 18.7939717 49.8034717, 18.793877 49.8034774)",,,
51359463,True,1,944,,secondary,False,9.29,,"LINESTRING (18.7858158 49.8015531, 18.7858512 49.8015691, 18.7858803 49.8015896, 18.7859019 49.8016137)",roundabout,,
"[510189267, 510189269]",True,1,,Adama Mickiewicza,tertiary,False,38.120999999999995,40,"LINESTRING (18.7858158 49.8015531, 18.7859035 49.8014967, 18.7860023 49.8013861, 18.7860769 49.8012597)",,,
51359463,True,1,944,,secondary,False,36.323,,"LINESTRING (18.7857984 49.8017824, 18.785759 49.8017902, 18.7857181 49.8017926, 18.7856773 49.8017894, 18.7856383 49.8017809, 18.7856029 49.8017674, 18.7855727 49.8017494, 18.7855489 49.8017278, 18.7855325 49.8017034, 18.7855249 49.8016811, 18.7855236 49.8016582, 18.7855286 49.8016356, 18.7855399 49.8016139, 18.7855569 49.8015939)",roundabout,,
172957662,False,,,Groszówka,residential,True,94.524,,"LINESTRING (18.7852625 49.8036569, 18.785212 49.803555, 18.7850511 49.8028192)",,,
172957768,False,,,,residential,False,85.795,,"LINESTRING (18.7852625 49.8036569, 18.7853553 49.8035896, 18.7859213 49.8030143)",,,
222486112,False,2,944,Objazdowa,secondary,False,16.408,,"LINESTRING (18.7850817 49.8011285, 18.7852202 49.8012459)",,,
122548489,False,,,,residential,False,103.91899999999998,,"LINESTRING (18.7850817 49.8011285, 18.784878 49.8012485, 18.784649 49.8013834, 18.7846267 49.8017009, 18.784581 49.8019377)",,,
222486112,False,2,944,Objazdowa,secondary,True,85.981,,"LINESTRING (18.7850817 49.8011285, 18.7849908 49.8010509, 18.784517 49.8006619, 18.7843451 49.8005187)",,,
222393614,False,,,Wspólna,residential,False,83.845,,"LINESTRING (18.784581 49.8019377, 18.7838399 49.8013548)",,,
122548489,False,,,,residential,True,103.91900000000001,,"LINESTRING (18.784581 49.8019377, 18.7846267 49.8017009, 18.784649 49.8013834, 18.784878 49.8012485, 18.7850817 49.8011285)",,,
"[172957720, 222393614]",False,,,Wspólna,residential,True,153.583,,"LINESTRING (18.784581 49.8019377, 18.7849243 49.8022175, 18.7856076 49.8027742, 18.7859213 49.8030143)",,,
122633203,False,,,Szpitalna,residential,True,85.504,,"LINESTRING (18.7852472 49.7992266, 18.7852045 49.7995969, 18.7852258 49.7999943)",,,
122633203,False,,,Szpitalna,residential,False,85.504,,"LINESTRING (18.7852258 49.7999943, 18.7852045 49.7995969, 18.7852472 49.7992266)",,,
"[172957736, 228616176]",False,,,Szpitalna,residential,False,84.67099999999999,,"LINESTRING (18.7852258 49.7999943, 18.7857101 49.7999684, 18.7858724 49.799968, 18.7860689 49.7999775, 18.7863174 49.7999944, 18.7863999 49.8000063)",,,
172957736,False,,,Szpitalna,residential,True,148.375,,"LINESTRING (18.7852258 49.7999943, 18.785012 49.8000182, 18.7848651 49.7999836, 18.7847914 49.7999316, 18.7847843 49.7997108, 18.7847288 49.7995912, 18.7847231 49.799416, 18.7843324 49.7994177, 18.7843471 49.7991681)",,,
209434940,False,,,,residential,False,33.959,,"LINESTRING (18.7870609 49.8018011, 18.7871757 49.8017887, 18.7872416 49.8017931, 18.787523 49.8018397)",,,
390050746,True,,,,living_street,False,40.888,,"LINESTRING (18.7870609 49.8018011, 18.7870624 49.801973, 18.7870421 49.8020319, 18.787014 49.8020735, 18.786891 49.8021161)",,,
394478289,True,3,81,Katowicka,primary,False,91.955,100,"LINESTRING (18.7906985 49.8026909, 18.7910195 49.8018903)",,,
394478299,True,3,81,Katowicka,primary,False,39.578,70,"LINESTRING (18.7908692 49.8027276, 18.7908385 49.802846, 18.7908058 49.8030046, 18.7907889 49.8030797)",,9.5,
"[510171681, 172259795, 510171678]",True,1,,,secondary_link,False,49.469,70,"LINESTRING (18.7908692 49.8027276, 18.7909092 49.8028788, 18.7909255 49.8029415, 18.7909521 49.802988, 18.7909907 49.8030312, 18.7910634 49.8030836, 18.7911378 49.8031164)",,,
"[172957731, 172957775]",True,,,Stary Targ,residential,False,136.77800000000002,,"LINESTRING (18.7887486 49.80296, 18.7887179 49.8030417, 18.7886893 49.8031368, 18.7886828 49.803258, 18.7887084 49.8033759, 18.7886314 49.8033872, 18.7879409 49.8033795, 18.7875869 49.803378, 18.7874576 49.8033836)",,,
"[510181329, 1183916420]",True,2,944,Objazdowa,secondary,False,41.378,,"LINESTRING (18.7887486 49.80296, 18.7885992 49.8029474, 18.7884589 49.8029396, 18.7882963 49.8029324, 18.7881745 49.802927)",,,
172259793,True,1,,,secondary_link,False,56.912,,"LINESTRING (18.7901836 49.8030343, 18.7904099 49.8029875, 18.7904957 49.8029502, 18.7905653 49.8028873, 18.7906985 49.8026909)",,,
