osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge,junction
108524913,Kościelna,residential,False,True,102.705,,,,"LINESTRING (19.4796975 52.0687862, 19.4797951 52.0678645)",,
103630318,Rynek,secondary,False,False,74.732,2,703,40,"LINESTRING (19.4796975 52.0687862, 19.4799754 52.0688185, 19.4800481 52.0688327, 19.4802099 52.0688929, 19.4803072 52.0689308, 19.4805514 52.0690194, 19.4806054 52.069103)",,
229588898,Łęczycka,secondary,False,True,137.102,2,703,50,"LINESTRING (19.4796975 52.0687862, 19.4795048 52.0687669, 19.4787058 52.0686871, 19.4777153 52.0685979)",,
776872825,Rynek,secondary,False,False,48.617999999999995,2,,40,"LINESTRING (19.4796975 52.0687862, 19.4797248 52.0689564, 19.4797282 52.0692226)",,
103630318,Rynek,secondary,False,True,74.732,2,703,40,"LINESTRING (19.4806054 52.069103, 19.4805514 52.0690194, 19.4803072 52.0689308, 19.4802099 52.0688929, 19.4800481 52.0688327, 19.4799754 52.0688185, 19.4796975 52.0687862)",,
108524923,Rynek,secondary,False,True,65.74300000000001,2,702,40,"LINESTRING (19.4806054 52.069103, 19.4803436 52.0690761, 19.4802106 52.0690655, 19.4800549 52.0690768, 19.4799479 52.0691114, 19.4797282 52.0692226)",,
108524926,Rynek,secondary,False,False,51.116,2,702;703,40,"LINESTRING (19.4806054 52.069103, 19.4809286 52.0691376, 19.4810566 52.069132, 19.4811569 52.0691116, 19.4812378 52.0690872, 19.4813141 52.0690517)",,
25896645,Rynek,unclassified,False,False,61.629000000000005,,,,"LINESTRING (19.4813141 52.0690517, 19.4813666 52.0691064, 19.4813854 52.0693189, 19.481407 52.0695965)",,
108524906,Senatorska,secondary,False,False,119.761,2,702;703,40,"LINESTRING (19.4813141 52.0690517, 19.4813967 52.0689691, 19.4814372 52.0688793, 19.4815206 52.0685913, 19.4815376 52.0685268, 19.4816859 52.0680057)",,
108524926,Rynek,secondary,False,True,51.116,2,702;703,40,"LINESTRING (19.4813141 52.0690517, 19.4812378 52.0690872, 19.4811569 52.0691116, 19.4810566 52.069132, 19.4809286 52.0691376, 19.4806054 52.069103)",,
108524906,Senatorska,secondary,False,True,53.56699999999999,2,702;703,40,"LINESTRING (19.481864 52.0675384, 19.4818271 52.0675882, 19.4817951 52.0676463, 19.4817584 52.0677503, 19.4816859 52.0680057)",,
"[238799048, 238799049, 238799050, 238799051, 141845495]",Łowicka,secondary,False,"[False, True]",229.66399999999996,2,702;703,40,"LINESTRING (19.481864 52.0675384, 19.4819019 52.0675057, 19.4819467 52.0674775, 19.4820501 52.0674284, 19.4822142 52.067366, 19.4824485 52.0672791, 19.4826485 52.0672075, 19.483733 52.0668064, 19.4842266 52.0666132, 19.4842855 52.0665924, 19.4845125 52.0665077, 19.4846929 52.0664331)",yes,
998909046,Pokrzywna,tertiary,False,True,154.859,,,,"LINESTRING (19.481864 52.0675384, 19.4806091 52.0672154, 19.4797693 52.067008)",,
175797809,Łowicka,secondary,True,False,27.360999999999997,1,702;703,50,"LINESTRING (19.4846929 52.0664331, 19.4848593 52.0663044, 19.4849549 52.0662477)",,
"[238799048, 238799049, 238799050, 238799051, 141845495]",Łowicka,secondary,False,"[False, True]",229.66400000000002,2,702;703,40,"LINESTRING (19.4846929 52.0664331, 19.4845125 52.0665077, 19.4842855 52.0665924, 19.4842266 52.0666132, 19.483733 52.0668064, 19.4826485 52.0672075, 19.4824485 52.0672791, 19.4822142 52.067366, 19.4820501 52.0674284, 19.4819467 52.0674775, 19.4819019 52.0675057, 19.481864 52.0675384)",yes,
319160953,Rynek,secondary,False,False,38.952,2,702,40,"LINESTRING (19.4797282 52.0692226, 19.4797088 52.0695727)",,
108524923,Rynek,secondary,False,False,65.743,2,702,40,"LINESTRING (19.4797282 52.0692226, 19.4799479 52.0691114, 19.4800549 52.0690768, 19.4802106 52.0690655, 19.4803436 52.0690761, 19.4806054 52.069103)",,
776872825,Rynek,secondary,False,True,48.617999999999995,2,,40,"LINESTRING (19.4797282 52.0692226, 19.4797248 52.0689564, 19.4796975 52.0687862)",,
25896645,Rynek,unclassified,False,False,50.64,,,,"LINESTRING (19.481407 52.0695965, 19.4806662 52.0695902)",,
108524911,Strażacka,residential,False,False,76.457,,,,"LINESTRING (19.481407 52.0695965, 19.4814495 52.0702836)",,
25896645,Rynek,unclassified,False,True,61.629,,,,"LINESTRING (19.481407 52.0695965, 19.4813854 52.0693189, 19.4813666 52.0691064, 19.4813141 52.0690517)",,
319160953,Rynek,secondary,False,True,38.952,2,702,40,"LINESTRING (19.4797088 52.0695727, 19.4797282 52.0692226)",,
25896645,Rynek,unclassified,False,True,65.469,,,,"LINESTRING (19.4797088 52.0695727, 19.4798011 52.0695744, 19.4806662 52.0695902)",,
39218614,Nowy Świat,residential,False,False,220.763,,,,"LINESTRING (19.4762836 52.0664833, 19.4760636 52.0667548, 19.4755135 52.0684025)",,
108524918,Pokrzywna,tertiary,False,False,125.47600000000001,,,,"LINESTRING (19.4762836 52.0664833, 19.4763426 52.0665232, 19.4764083 52.066556, 19.4764983 52.0665886, 19.4765601 52.0666043, 19.4766221 52.0666161, 19.4780359 52.0667352)",,
"[229588897, 108524918]",Pokrzywna,tertiary,False,True,122.061,,,,"LINESTRING (19.4762836 52.0664833, 19.4759431 52.0661772, 19.4756275 52.0658772, 19.475522 52.0657911, 19.4754363 52.0657359, 19.4753366 52.0656861, 19.4751953 52.0656244)",,
39218614,Nowy Świat,residential,False,True,220.763,,,,"LINESTRING (19.4755135 52.0684025, 19.4760636 52.0667548, 19.4762836 52.0664833)",,
108524898,Łęczycka,secondary,False,False,90.326,2,703,50,"LINESTRING (19.4755135 52.0684025, 19.476068 52.0684502, 19.4764549 52.0684839, 19.4768213 52.0685188)",,
108524909,Belwederska,unclassified,False,False,111.708,,,,"LINESTRING (19.4777153 52.0685979, 19.4778575 52.0675971)",,
