osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,width,bridge
"[545745576, 174038869]",residential,False,False,251.752,"LINESTRING (15.4021151 51.1970951, 15.4021566 51.1971269, 15.4026096 51.1974739, 15.4026307 51.1975612, 15.4026157 51.1976735, 15.4024851 51.1978466, 15.4016706 51.1983686, 15.401447 51.1983342, 15.401325 51.1982909, 15.4012762 51.1982476, 15.4012803 51.1981584, 15.4013413 51.1978833)",,,,,,
233502383,secondary,False,True,66.021,"LINESTRING (15.4021151 51.1970951, 15.4013253 51.1971923, 15.4011866 51.1972131)",2,357,1 Maja,,,
61940191,secondary,True,False,72.60499999999999,"LINESTRING (15.3983342 51.1973281, 15.397826 51.1972028, 15.3973634 51.1970909)",2,357,Lubańska,,,
61940193,tertiary,False,True,57.969,"LINESTRING (15.3983342 51.1973281, 15.3982836 51.1974212, 15.398066 51.1978216)",,,Strzelecka,50,,
226053003,secondary,True,False,20.159,"LINESTRING (15.3963683 51.1965617, 15.3961083 51.1964822)",1,357,Lubańska,,,
61940190,secondary,False,False,17.532,"LINESTRING (15.3963683 51.1965617, 15.3963725 51.1965229, 15.3963875 51.1964841, 15.3964104 51.1964465, 15.3964387 51.1964122)",2,357,Krótka,,,
226053024,residential,False,True,35.549,"LINESTRING (15.3963683 51.1965617, 15.3963238 51.1966664, 15.3962368 51.1968706)",,,Szpitalna,,,
507018356,secondary_link,True,False,24.938,"LINESTRING (15.3961083 51.1964822, 15.396224 51.1964757, 15.3963125 51.1964622, 15.3963822 51.196442, 15.3964387 51.1964122)",1,,,,,
545554848,secondary,False,False,252.631,"LINESTRING (15.3961083 51.1964822, 15.3958753 51.1964172, 15.3954668 51.1963017, 15.3944536 51.1959751, 15.3942509 51.1959081, 15.3933891 51.1956209, 15.3931898 51.1955544, 15.3929623 51.1954786, 15.3928791 51.1954509)",2,357,Lubańska,,,
726522151,residential,False,False,62.851,"LINESTRING (15.3970146 51.1954521, 15.3967081 51.1959837)",,,Kolejowa,,,
174042253,residential,False,False,110.369,"LINESTRING (15.3970146 51.1954521, 15.396313 51.1952546, 15.3962017 51.195208, 15.3955831 51.1950297)",,,Szkolna,,,
726522151,residential,False,True,60.488,"LINESTRING (15.3970146 51.1954521, 15.39719 51.1950749, 15.3972444 51.1949277)",,,Kolejowa,,,
226053056,secondary,True,False,9.948,"LINESTRING (15.4011866 51.1972131, 15.4010507 51.1972405)",1,357,1 Maja,50,,
226053015,secondary,False,True,184.826,"LINESTRING (15.4011866 51.1972131, 15.4011065 51.1970883, 15.4009582 51.1968508, 15.4009085 51.1968291, 15.4007435 51.1967568, 15.4004136 51.1966527, 15.4000508 51.1965806, 15.3992215 51.1964364, 15.3991271 51.196419, 15.3990696 51.1964084)",2,357,Ogrodowa,,,
233502383,secondary,False,False,66.021,"LINESTRING (15.4011866 51.1972131, 15.4013253 51.1971923, 15.4021151 51.1970951)",2,357,1 Maja,,,
226053015,secondary,False,False,184.82600000000002,"LINESTRING (15.3990696 51.1964084, 15.3991271 51.196419, 15.3992215 51.1964364, 15.4000508 51.1965806, 15.4004136 51.1966527, 15.4007435 51.1967568, 15.4009085 51.1968291, 15.4009582 51.1968508, 15.4011065 51.1970883, 15.4011866 51.1972131)",2,357,Ogrodowa,,,
239214380,tertiary,False,False,184.26600000000002,"LINESTRING (15.3990696 51.1964084, 15.3991014 51.1963781, 15.3993941 51.1960995, 15.3994705 51.1960267, 15.3995885 51.1959339, 15.3996467 51.1958881, 15.3996829 51.1958608, 15.3998638 51.1957244, 15.4002797 51.1954534, 15.400524 51.1953116, 15.4008618 51.195234)",,,Henryka Sienkiewicza,,,
239214381,tertiary,True,False,58.463,"LINESTRING (15.3990696 51.1964084, 15.399002 51.1965021, 15.3989931 51.1965118, 15.3988045 51.196765, 15.3987083 51.1968828)",2,,Henryka Sienkiewicza,,,
61940193,tertiary,False,False,26.418,"LINESTRING (15.3979916 51.1980533, 15.3980056 51.1979487, 15.398066 51.1978216)",,,Strzelecka,50,,
226053024,residential,False,False,118.84199999999998,"LINESTRING (15.3979916 51.1980533, 15.397906 51.1980496, 15.3976057 51.1980366, 15.3973658 51.1979888, 15.3971637 51.1979057, 15.3969506 51.1978013, 15.3966235 51.1976651, 15.3964995 51.1975997)",,,Szpitalna,,,
