osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,maxspeed,bridge,tunnel
129137034,7a Calle Zona 1,residential,False,True,52.169,,,"LINESTRING (-91.4579248 14.883102, -91.4583799 14.8832653)",,,
41990158,3a Avenida Zona 1,secondary,True,False,54.801,2,RN-1,"LINESTRING (-91.4579248 14.883102, -91.4579262 14.8828447, -91.4578885 14.882612)",,,
28908002,3a Avenida Zona 2,secondary,True,False,47.112,1,RN-1,"LINESTRING (-91.4582155 14.8818559, -91.4583552 14.8814543)",,,
1137509115,4a Calle Zona 1,residential,True,False,65.969,,,"LINESTRING (-91.4582155 14.8818559, -91.4587838 14.8820802)",,,
129137045,6a Calle Zona 1,residential,False,True,69.583,,,"LINESTRING (-91.4578885 14.882612, -91.4585232 14.8827358)",,,
763970801,6a Calle Zona 1,residential,False,True,6.919,,,"LINESTRING (-91.4578885 14.882612, -91.4578244 14.8826062)",,,
28908002,3a Avenida Zona 2,secondary,True,False,42.829,1,RN-1,"LINESTRING (-91.4578885 14.882612, -91.4578809 14.8824724, -91.4578843 14.8823523, -91.4579265 14.8822339)",,,
28908011,3a Avenida Zona 2,secondary,False,False,51.484,4,RN-1,"LINESTRING (-91.4614904 14.8767288, -91.4618438 14.8764162)",20,,
"[187861827, 1263853901]","['4a Calle Zona 2', '2a Avenida Zona 2']",secondary,False,True,168.38,,RN-1,"LINESTRING (-91.4614904 14.8767288, -91.4605482 14.8761218, -91.4603591 14.8760311, -91.4603233 14.8760245, -91.4602973 14.8760427, -91.4601934 14.8761536)",,,
129135229,1a Calle Zona 2,residential,True,False,62.506,,,"LINESTRING (-91.459133 14.8793365, -91.4585888 14.8791381)",,,
28908002,3a Avenida Zona 2,secondary,True,False,56.751000000000005,1,RN-1,"LINESTRING (-91.459133 14.8793365, -91.4594379 14.8789632, -91.4594602 14.8789359)",,,
844457566,,residential,False,False,45.448,,,"LINESTRING (-91.455771 14.8761398, -91.4555024 14.8758241)",,,
129247110,4a Calle Zona 3,residential,True,False,57.553,,,"LINESTRING (-91.4555553 14.8767548, -91.4560792 14.8768621)",,,
"[129108401, 401065498, 1138666142]",,residential,True,False,72.44699999999999,,,"LINESTRING (-91.4555553 14.8767548, -91.4556735 14.8763436, -91.4557206 14.8762332, -91.455771 14.8761398)",,yes,
129137035,0 Calle Zona 2,residential,True,False,60.431,,,"LINESTRING (-91.4588845 14.8798633, -91.4594263 14.8800088)",,,
28908002,3a Avenida Zona 2,secondary,True,False,64.404,1,RN-1,"LINESTRING (-91.4588845 14.8798633, -91.4589965 14.8796062, -91.459133 14.8793365)",,,
129135213,0 Avenida Zona 1,residential,False,True,23.233,,,"LINESTRING (-91.456841 14.8800632, -91.4569298 14.8798727)",,,
129135220,2a Calle Zona 1,tertiary,True,False,76.098,,,"LINESTRING (-91.456841 14.8800632, -91.4574371 14.8804326)",,,
129135225,0 Avenida Zona 1,tertiary,False,False,105.859,,,"LINESTRING (-91.456841 14.8800632, -91.45669 14.8803073, -91.4564159 14.8809201)",,,
129135239,2a Avenida Zona 2,secondary,True,False,43.224,,RN-1,"LINESTRING (-91.4596752 14.8770232, -91.4594885 14.8773675)",,,
129135204,3a Calle Zona 2,residential,True,False,161.45999999999998,,,"LINESTRING (-91.4596752 14.8770232, -91.4591351 14.8765598, -91.4585463 14.8760651)",,,
129135222,0 Avenida Zona 2,residential,False,True,34.519,,,"LINESTRING (-91.4587641 14.8758566, -91.4589946 14.8756404)",,,
129135205,3a Calle A Zona 2,residential,True,False,154.012,,,"LINESTRING (-91.4587641 14.8758566, -91.4593449 14.8763483, -91.4598395 14.8767721)",,,
384537725,0 Avenida Zona 2,residential,False,True,32.945,,,"LINESTRING (-91.4587641 14.8758566, -91.4586972 14.8759206, -91.4585463 14.8760651)",,,
"[763970800, 129135201, 763970799]",,residential,False,True,44.223,,,"LINESTRING (-91.4587641 14.8758566, -91.4587184 14.8758201, -91.4584768 14.8756268, -91.4584472 14.8756029)",,yes,
129135192,5a Calle Zona 1,residential,True,False,66.122,,,"LINESTRING (-91.4567872 14.8820287, -91.4561801 14.881932)",,,
129135219,1a Avenida Zona 2,residential,True,False,67.48,,,"LINESTRING (-91.4567872 14.8820287, -91.4569473 14.8814419)",,,
129135196,,residential,False,False,50.876,,,"LINESTRING (-91.4591036 14.8770406, -91.4587434 14.8767437)",,,
129135196,,residential,False,True,55.066,,,"LINESTRING (-91.4591036 14.8770406, -91.4594885 14.8773675)",,,
"[399531394, 129135215]","['2a Avenida A Zona 2', '3a Calle Zona 2']",residential,False,False,134.721,,,"LINESTRING (-91.4591036 14.8770406, -91.4586139 14.8779586, -91.4584528 14.8778708)",,,
384537755,3a Calle A Zona 2,residential,False,False,120.91,,,"LINESTRING (-91.4607176 14.8774519, -91.4598395 14.8767721)",,,
28908002,3a Avenida Zona 2,secondary,True,False,115.62899999999999,1,RN-1,"LINESTRING (-91.4607176 14.8774519, -91.4608935 14.8772728, -91.4609327 14.877236, -91.4611283 14.8770584, -91.4614904 14.8767288)",,,
129135229,1a Calle Zona 2,residential,True,False,65.354,,,"LINESTRING (-91.4585888 14.8791381, -91.4580347 14.8788959)",,,
129135239,2a Avenida Zona 2,secondary,True,False,67.946,,RN-1,"LINESTRING (-91.4585888 14.8791381, -91.4583927 14.8795947, -91.4583513 14.8797043)",,,
28908002,3a Avenida Zona 2,secondary,True,False,118.801,1,RN-1,"LINESTRING (-91.4594602 14.8789359, -91.4596873 14.8786566, -91.4598623 14.8784006, -91.460063 14.8781528, -91.4601221 14.8780811)",,,
129135196,,residential,False,True,50.322,,,"LINESTRING (-91.4584054 14.8764305, -91.4587434 14.8767437)",,,
129135228,0 Avenida Zona 2,residential,False,True,135.5,,,"LINESTRING (-91.4584054 14.8764305, -91.4578171 14.8775083)",,,
"[384537740, 384537725]",0 Avenida Zona 2,residential,False,False,58.295,,,"LINESTRING (-91.4584054 14.8764305, -91.4582814 14.8763186, -91.4585463 14.8760651)",,,
129135216,4a Calle Zona 1,residential,True,False,82.122,,,"LINESTRING (-91.4569473 14.8814419, -91.4576772 14.8816606)",,,
129135219,1a Avenida Zona 2,residential,True,False,41.001,,,"LINESTRING (-91.4569473 14.8814419, -91.4570497 14.8810867)",,,
663590715,,residential,False,False,126.791,,,"LINESTRING (-91.4614504 14.8757375, -91.4613372 14.8756806, -91.4613135 14.8757492, -91.4606613 14.8755303, -91.4603965 14.8754234)",,,
"[129135207, 1263853903]",,residential,False,True,106.512,,,"LINESTRING (-91.4614504 14.8757375, -91.4615958 14.8753752, -91.4614592 14.8753279, -91.4610453 14.8751728)",,,
384537726,0 Avenida Zona 3,residential,False,True,43.476,,,"LINESTRING (-91.4584472 14.8756029, -91.4581697 14.8758874)",,,
"[763970800, 129135201, 763970799]",,residential,False,False,44.223000000000006,,,"LINESTRING (-91.4584472 14.8756029, -91.4584768 14.8756268, -91.4587184 14.8758201, -91.4587641 14.8758566)",,yes,
384537726,0 Avenida Zona 3,residential,False,False,47.934000000000005,,,"LINESTRING (-91.4584472 14.8756029, -91.4587167 14.8753401, -91.4587255 14.8753216, -91.4587302 14.8753017, -91.4587305 14.8752814)",,,
129135220,2a Calle Zona 1,tertiary,True,False,58.013,,,"LINESTRING (-91.4579869 14.8807763, -91.4584986 14.8809425)",,,
401020769,2a Avenida Zona 2,secondary,True,False,61.9,,RN-1,"LINESTRING (-91.4579869 14.8807763, -91.4578041 14.8813042)",,,
129135219,1a Avenida Zona 2,residential,True,False,62.77,,,"LINESTRING (-91.4576081 14.8800409, -91.4577882 14.8795039)",,,
129135210,1a Calle Zona 1,tertiary,True,False,76.53,,,"LINESTRING (-91.4576081 14.8800409, -91.4570541 14.8798549, -91.4569298 14.8798727)",,,
129135213,0 Avenida Zona 1,residential,False,False,23.233,,,"LINESTRING (-91.4569298 14.8798727, -91.456841 14.8800632)",,,
129135213,0 Avenida Zona 1,residential,False,True,67.498,,,"LINESTRING (-91.4569298 14.8798727, -91.4571314 14.8792978)",,,
"[1252646480, 129135210, 129247106]",1a Calle Zona 1,tertiary,True,False,119.636,,,"LINESTRING (-91.4569298 14.8798727, -91.4565782 14.8798568, -91.4561369 14.8797609, -91.4559205 14.8795478)",,yes,
129135223,3a Calle Zona 1,residential,True,False,61.531,,,"LINESTRING (-91.4583552 14.8814543, -91.4578041 14.8813042)",,,
28908002,3a Avenida Zona 2,secondary,True,False,59.113,1,RN-1,"LINESTRING (-91.4583552 14.8814543, -91.4584428 14.8810764, -91.4584986 14.8809425)",,,
129137035,0 Calle Zona 2,residential,True,False,52.03,,,"LINESTRING (-91.4594263 14.8800088, -91.4598944 14.8801283)",,,
384537742,4a Avenida Zona 1,residential,True,False,63.142,,,"LINESTRING (-91.4594263 14.8800088, -91.4592517 14.880551)",,,
129135212,2a Calle Zona 2,residential,True,False,82.273,,,"LINESTRING (-91.457587 14.8779235, -91.4582643 14.8782684)",,,
129135228,0 Avenida Zona 2,residential,False,False,52.374,,,"LINESTRING (-91.457587 14.8779235, -91.4578171 14.8775083)",,,
384537733,0 Avenida Zona 2,residential,False,False,84.207,,,"LINESTRING (-91.457587 14.8779235, -91.4572571 14.8786104)",,,
129135192,5a Calle Zona 1,residential,True,False,46.701,,,"LINESTRING (-91.4579265 14.8822339, -91.4575044 14.882134)",,,
28908002,3a Avenida Zona 2,secondary,True,False,52.679,1,RN-1,"LINESTRING (-91.4579265 14.8822339, -91.457995 14.8820976, -91.4582155 14.8818559)",,,
763969605,5a Calle Zona 1,residential,False,True,36.592,,,"LINESTRING (-91.4558476 14.8818611, -91.4561801 14.881932)",,,
129135239,2a Avenida Zona 2,secondary,True,False,33.036,,RN-1,"LINESTRING (-91.4598395 14.8767721, -91.4596752 14.8770232)",,,
384537755,3a Calle A Zona 2,residential,False,True,120.91,,,"LINESTRING (-91.4598395 14.8767721, -91.4607176 14.8774519)",,,
763969604,4a Calle Zona 1,residential,False,False,39.244,,,"LINESTRING (-91.4559414 14.8812298, -91.4562975 14.881308)",,,
129135219,1a Avenida Zona 2,residential,True,False,47.448,,,"LINESTRING (-91.4574371 14.8804326, -91.4575324 14.8802612, -91.4576081 14.8800409)",,,
129135220,2a Calle Zona 1,tertiary,True,False,71.523,,,"LINESTRING (-91.4574371 14.8804326, -91.4575522 14.880552, -91.4576675 14.8806427, -91.4579869 14.8807763)",,,
129135212,2a Calle Zona 2,residential,True,False,77.059,,,"LINESTRING (-91.4588309 14.8786037, -91.4594602 14.8789359)",,,
129135239,2a Avenida Zona 2,secondary,True,False,64.869,,RN-1,"LINESTRING (-91.4588309 14.8786037, -91.4585888 14.8791381)",,,
1138633423,4a Calle Zona 1,residential,False,True,52.852,,,"LINESTRING (-91.4587838 14.8820802, -91.4592413 14.8822546)",,,
384537742,4a Avenida Zona 1,residential,True,False,78.09700000000001,,,"LINESTRING (-91.4587838 14.8820802, -91.4586551 14.882412, -91.4585232 14.8827358)",,,
129137034,7a Calle Zona 1,residential,False,False,52.169,,,"LINESTRING (-91.4583799 14.8832653, -91.4579248 14.883102)",,,
129135210,1a Calle Zona 1,tertiary,True,False,63.414,,,"LINESTRING (-91.4581622 14.880237, -91.4576081 14.8800409)",,,
"[401020768, 401020769, 129135239]",2a Avenida Zona 2,secondary,True,False,62.859,,RN-1,"LINESTRING (-91.4581622 14.880237, -91.4581518 14.8802664, -91.4580819 14.8804858, -91.4579869 14.8807763)",,,building_passage
129135237,4a Avenida Zona 2,residential,True,False,55.733,,,"LINESTRING (-91.45958 14.8795301, -91.4594263 14.8800088)",,,
129137041,1a Calle Zona 2,residential,True,False,52.641,,,"LINESTRING (-91.45958 14.8795301, -91.459133 14.8793365)",,,
129247117,0 Avenida Zona 3,residential,False,False,55.457,,,"LINESTRING (-91.4565436 14.879143, -91.4566964 14.8787166, -91.4566993 14.878701, -91.4566988 14.8786852, -91.456695 14.8786698)",,,
"[401273347, 1076445476]",,"['unclassified', 'residential']",False,False,95.87,,,"LINESTRING (-91.4565436 14.879143, -91.4565086 14.8792927, -91.4563107 14.8795098, -91.4561894 14.8796076, -91.4560815 14.8795852, -91.4559205 14.8795478)",,,
129135202,,residential,True,False,128.373,,,"LINESTRING (-91.4601934 14.8761536, -91.459721 14.8757593, -91.4593053 14.8753819)",,,
129135239,2a Avenida Zona 2,secondary,True,False,40.571,,RN-1,"LINESTRING (-91.4601934 14.8761536, -91.4600385 14.8764195, -91.4600052 14.8764698)",,,
"[187861827, 1263853901]","['4a Calle Zona 2', '2a Avenida Zona 2']",secondary,False,False,168.38,,RN-1,"LINESTRING (-91.4601934 14.8761536, -91.4602973 14.8760427, -91.4603233 14.8760245, -91.4603591 14.8760311, -91.4605482 14.8761218, -91.4614904 14.8767288)",,,
384537742,4a Avenida Zona 1,residential,True,False,63.963,,,"LINESTRING (-91.4592517 14.880551, -91.4590956 14.8811061)",,,
1136958762,1a Callle,residential,True,False,60.882,,,"LINESTRING (-91.4592517 14.880551, -91.4587094 14.8803926)",,,
129135225,0 Avenida Zona 1,tertiary,False,True,24.839,,,"LINESTRING (-91.4561584 14.8821544, -91.4561801 14.881932)",,,
