osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,ref,maxspeed
29397552,True,1,6a Calle,tertiary,False,121.583,"LINESTRING (-90.6027844 14.6292501, -90.6038743 14.629539)",,,
29397583,True,1,,trunk_link,False,11.608,"LINESTRING (-90.6027844 14.6292501, -90.6026902 14.6291992)",,,
29397601,False,,2a Avenida,residential,False,141.617,"LINESTRING (-90.6027844 14.6292501, -90.6027201 14.6295084, -90.6026439 14.6299633, -90.60266 14.6301458, -90.6027119 14.6303659, -90.6027695 14.6304923)",,,
56034781,True,,7a Calle,residential,False,53.737,"LINESTRING (-90.6078639 14.6298013, -90.6073766 14.6296953)",,,
260004882,True,,8a Avenida,residential,False,65.329,"LINESTRING (-90.6078639 14.6298013, -90.6079825 14.6292251)",,,
396777369,True,,6a Calle,residential,False,54.282,"LINESTRING (-90.6072711 14.6302238, -90.6077603 14.6303432)",,,
406451655,True,,7a Avenida,residential,False,63.387,"LINESTRING (-90.6072711 14.6302238, -90.6071236 14.6307757)",,,
396777369,True,,6a Calle,residential,False,71.899,"LINESTRING (-90.6066176 14.6300886, -90.6072711 14.6302238)",,,
396777370,True,1,6a Avenida,tertiary,False,62.559,"LINESTRING (-90.6066176 14.6300886, -90.606711 14.6295333)",,,
60219470,False,,3a Avenida,residential,True,57.556,"LINESTRING (-90.6040059 14.6289654, -90.6041676 14.628472)",,,
56036173,True,,3a Avenida,residential,False,65.386,"LINESTRING (-90.6040059 14.6289654, -90.6039327 14.6292309, -90.6038743 14.629539)",,,
"[29397551, 385036343]",True,1,"['2a Avenida', '7a Calle']",tertiary,False,137.247,"LINESTRING (-90.6040059 14.6289654, -90.6034016 14.6288856, -90.6033163 14.628889, -90.6032021 14.6289132, -90.6031329 14.6289524, -90.6029441 14.6290853, -90.6028416 14.629191)",,,
385033317,False,,4a Avenida,residential,False,64.585,"LINESTRING (-90.6045718 14.629098, -90.6047061 14.6285319)",,,
385036343,True,1,7a Calle,tertiary,False,62.645,"LINESTRING (-90.6045718 14.629098, -90.6040059 14.6289654)",,,
56036502,False,,4a Avenida A,residential,True,58.652,"LINESTRING (-90.6053685 14.6292339, -90.6055115 14.6287249)",,,
385036343,True,1,7a Calle,tertiary,False,87.039,"LINESTRING (-90.6053685 14.6292339, -90.6045718 14.629098)",,,
385036342,False,,6a Avenida,tertiary,False,59.601,"LINESTRING (-90.606711 14.6295333, -90.6067996 14.6290042)",,,
385036343,True,1,7a Calle,tertiary,False,148.24599999999998,"LINESTRING (-90.606711 14.6295333, -90.6059478 14.6293524, -90.6053685 14.6292339)",,,
56034781,True,,7a Calle,residential,False,57.281,"LINESTRING (-90.6083819 14.6299203, -90.6078639 14.6298013)",,,
