osmid,oneway,ref,highway,maxspeed,reversed,length,geometry
206097642,False,SRO-15,tertiary,70,True,234.58000000000004,"LINESTRING (-90.2739423 14.1900627, -90.2738833 14.1901511, -90.2737838 14.190225, -90.2736765 14.1902861, -90.2734311 14.1904317, -90.27336 14.1904915, -90.2733174 14.1905646, -90.2732903 14.1907814, -90.2732999 14.1908909, -90.2733329 14.1909915, -90.2733949 14.1910727, -90.2735129 14.1911767, -90.2736926 14.1913145, -90.2740318 14.1915359)"
632581533,False,,residential,,True,189.55,"LINESTRING (-90.2739423 14.1900627, -90.2736712 14.1900572, -90.2735505 14.1900663, -90.2733399 14.190052, -90.2732152 14.1900911, -90.2730677 14.1901951, -90.272617 14.1906124, -90.2725071 14.1907268, -90.2724695 14.1907684)"
632581535,False,,unclassified,,False,84.15299999999999,"LINESTRING (-90.2739423 14.1900627, -90.2743417 14.1899155, -90.2746633 14.1897736)"
1242847033,False,SRO-15,tertiary,70,False,66.27199999999999,"LINESTRING (-90.2739423 14.1900627, -90.2737982 14.190006, -90.2737221 14.1899805, -90.2734029 14.1897829)"
632581529,False,,residential,,False,205.79899999999998,"LINESTRING (-90.2705064 14.1868681, -90.2706671 14.1868549, -90.2708817 14.1869667, -90.2711579 14.1871591, -90.2713886 14.1872137, -90.2718177 14.1872189, -90.2722174 14.1873073, -90.2722995 14.1873365)"
1242847033,False,SRO-15,tertiary,70,True,191.891,"LINESTRING (-90.2705064 14.1868681, -90.2707154 14.1871513, -90.270769 14.1872345, -90.270828 14.1873359, -90.2708478 14.1874212, -90.270887 14.1877078, -90.2709165 14.1878924, -90.2709809 14.1880823, -90.2710804 14.1882567, -90.2712007 14.1884197)"
1013429330,False,,residential,,False,84.709,"LINESTRING (-90.2721246 14.189941, -90.2719874 14.1900201, -90.2715524 14.1900989, -90.2713695 14.1901147)"
1242847033,False,SRO-15,tertiary,70,False,154.19799999999998,"LINESTRING (-90.2721246 14.189941, -90.2720913 14.1898921, -90.2720039 14.1895327, -90.2719709 14.1894321, -90.2719358 14.189346, -90.2718177 14.1891822, -90.2715924 14.1889508, -90.2714468 14.1887534)"
1242847033,False,SRO-15,tertiary,70,True,77.41900000000001,"LINESTRING (-90.2721246 14.189941, -90.2721718 14.1899623, -90.2722201 14.1899727, -90.2722952 14.1899649, -90.2724052 14.1899337, -90.2726369 14.1898656, -90.2728065 14.1897955)"
"[1013429336, 1013429335]",False,,residential,,"[False, True]",446.911,"LINESTRING (-90.2734029 14.1897829, -90.2734537 14.1896867, -90.2739173 14.1895323, -90.2739598 14.1894671, -90.2739527 14.1894225, -90.2738926 14.1893367, -90.274066 14.1892441, -90.2742571 14.1890348, -90.2744695 14.1887431, -90.2746287 14.1885372, -90.2745686 14.1881735, -90.2745615 14.1879333, -90.2745686 14.1878373, -90.274703 14.1876074, -90.2749331 14.1878716, -90.2753275 14.1885847)"
