osmid,highway,oneway,reversed,length,geometry,name,lanes,ref,maxspeed,bridge
294567793,residential,False,True,74.121,"LINESTRING (17.3740012 44.6215081, 17.3730884 44.621359)",,,,,
294569081,residential,False,False,3.986,"LINESTRING (17.3740012 44.6215081, 17.374047 44.621523)",,,,,
294569081,residential,False,True,55.531000000000006,"LINESTRING (17.3740012 44.6215081, 17.3740003 44.6212379, 17.3739546 44.6211281, 17.3738421 44.621046)",,,,,
72889087,residential,False,True,75.729,"LINESTRING (17.3712947 44.6218612, 17.3714857 44.6214872, 17.3715532 44.6212082)",Vojvode Radomira Putnika,,,,
294569076,residential,False,False,93.712,"LINESTRING (17.3712947 44.6218612, 17.3713298 44.6218736, 17.3723558 44.6222352)",Dositeja Obradovića,,,,
294569076,residential,False,True,70.52199999999999,"LINESTRING (17.3712947 44.6218612, 17.3711832 44.6218263, 17.3709669 44.6217794, 17.3707844 44.621747, 17.3705904 44.6217285, 17.3705061 44.6217204, 17.3704325 44.6217134)",Dositeja Obradovića,,,,
72889068,residential,False,False,39.684,"LINESTRING (17.3714301 44.620168, 17.3719102 44.6200651)",Stefana Nemanje,2,,,
72889068,residential,False,True,9.144,"LINESTRING (17.3714301 44.620168, 17.3713165 44.620183)",Stefana Nemanje,2,,,
72889087,residential,False,False,82.819,"LINESTRING (17.3714301 44.620168, 17.3714414 44.6202208, 17.3714891 44.6204441, 17.3715636 44.6209066)",Vojvode Radomira Putnika,,,,
294571493,residential,False,True,62.993,"LINESTRING (17.374847 44.6198632, 17.3742369 44.6194994)",,,,,
72889068,residential,False,True,54.571,"LINESTRING (17.374847 44.6198632, 17.3746672 44.6198722, 17.3741592 44.6198975)",Stefana Nemanje,2,,,
72889057,residential,False,False,60.959,"LINESTRING (17.3679442 44.6207658, 17.3679811 44.6207766, 17.3686567 44.620974)",Vojvode Stepe Stepanovića,,,,
72889066,residential,False,False,161.74,"LINESTRING (17.3679442 44.6207658, 17.3680771 44.6204957, 17.3682371 44.620215, 17.3686486 44.6197474, 17.3688831 44.6194818)",Cara Lazara,,,,
1058391695,residential,False,True,215.383,"LINESTRING (17.3679442 44.6207658, 17.3678747 44.6210115, 17.3678291 44.621357, 17.3677785 44.6214816, 17.3675877 44.6217846, 17.367341 44.6220933, 17.3672509 44.6223044, 17.3671415 44.622596)",,,,,
72889081,residential,False,False,149.89,"LINESTRING (17.3735412 44.6172975, 17.3719565 44.6165595)",Jovana Raškovića,,,,
72889056,residential,False,False,116.42600000000002,"LINESTRING (17.3707949 44.6230962, 17.3707257 44.6230943, 17.3706467 44.6230922, 17.3705783 44.6230903, 17.3703164 44.6230554, 17.36935 44.6229096)",Knez Mihajlova,,,,
1072075711,primary,False,False,156.42200000000003,"LINESTRING (17.3707949 44.6230962, 17.3707613 44.6229715, 17.3705553 44.6222056, 17.3704844 44.6219422, 17.3704325 44.6217134)",Cara Dušana,2,M-I 108,50,
1072075711,primary,False,True,92.99000000000001,"LINESTRING (17.3707949 44.6230962, 17.37088 44.6233999, 17.3710199 44.623917)",Cara Dušana,2,M-I 108,50,
72889068,residential,False,False,109.007,"LINESTRING (17.3727858 44.619971, 17.3741592 44.6198975)",Stefana Nemanje,2,,,
72889068,residential,False,True,70.086,"LINESTRING (17.3727858 44.619971, 17.3719102 44.6200651)",Stefana Nemanje,2,,,
294569085,residential,False,True,109.285,"LINESTRING (17.3727858 44.619971, 17.3728918 44.6202421, 17.3728904 44.6203165, 17.3728743 44.6204024, 17.3728207 44.6204779, 17.3727442 44.6205619, 17.3726597 44.620747, 17.3726396 44.6209074)",,,,,
1038881743,primary,False,True,8.223,"LINESTRING (17.3707908 44.6173414, 17.3707648 44.617413)",Cara Dušana,2,M-I 108,50,
"[1038881746, 1038881743]",primary,False,False,131.917,"LINESTRING (17.3707908 44.6173414, 17.370861 44.6171161, 17.3709206 44.6169283, 17.370999 44.6166919, 17.3710349 44.6165895, 17.3710707 44.6165004, 17.3711146 44.616398, 17.3711586 44.6163071, 17.371217 44.6161959)",Cara Dušana,"['2', '3']",M-I 108,50,
1058391694,residential,False,True,75.425,"LINESTRING (17.3707908 44.6173414, 17.370711 44.6173408, 17.3706553 44.6173479, 17.3705949 44.6173582, 17.3705331 44.6173711, 17.3704659 44.6173952, 17.3699489 44.617632)",,,,,
72889066,residential,False,True,226.76699999999997,"LINESTRING (17.3699489 44.617632, 17.3698572 44.6177008, 17.3694775 44.6182505, 17.3691171 44.6186214, 17.3690562 44.6187472, 17.3690287 44.6189805, 17.3689046 44.6194574, 17.3688831 44.6194818)",Cara Lazara,,,,
294569094,residential,False,True,83.26299999999998,"LINESTRING (17.3699489 44.617632, 17.3698744 44.6176517, 17.3698127 44.6176994, 17.3697147 44.6177736, 17.3695849 44.6178646, 17.3694497 44.6179615, 17.3693475 44.6180093, 17.3692858 44.6180358, 17.3691996 44.6180547, 17.3691199 44.6180531)",,,,,
1058391694,residential,False,False,75.42500000000001,"LINESTRING (17.3699489 44.617632, 17.3704659 44.6173952, 17.3705331 44.6173711, 17.3705949 44.6173582, 17.3706553 44.6173479, 17.370711 44.6173408, 17.3707908 44.6173414)",,,,,
72889056,residential,False,True,178.233,"LINESTRING (17.3671415 44.622596, 17.369017 44.6228594, 17.36935 44.6229096)",Knez Mihajlova,,,,
1058391695,residential,False,False,215.383,"LINESTRING (17.3671415 44.622596, 17.3672509 44.6223044, 17.367341 44.6220933, 17.3675877 44.6217846, 17.3677785 44.6214816, 17.3678291 44.621357, 17.3678747 44.6210115, 17.3679442 44.6207658)",,,,,
72889068,residential,False,False,90.731,"LINESTRING (17.3701836 44.6203056, 17.3703287 44.6202926, 17.370398 44.6202864, 17.3706052 44.620267, 17.3708444 44.6202454, 17.3713165 44.620183)",Stefana Nemanje,2,,,
1072075711,primary,False,False,71.6,"LINESTRING (17.3701836 44.6203056, 17.370163 44.6201664, 17.3701548 44.6201061, 17.370141 44.6200052, 17.3701302 44.6198573, 17.3701262 44.6197633, 17.3701221 44.6196635)",Cara Dušana,2,M-I 108,50,
1072075711,primary,False,True,130.108,"LINESTRING (17.3701836 44.6203056, 17.370198 44.6204065, 17.370206 44.6204597, 17.3702443 44.6207127, 17.3702871 44.6209886, 17.3703768 44.6214675)",Cara Dušana,2,M-I 108,50,
294569081,residential,False,False,85.16,"LINESTRING (17.3715636 44.6209066, 17.3726396 44.6209074)",,,,,
72889087,residential,False,False,33.546,"LINESTRING (17.3715636 44.6209066, 17.3715624 44.6209403, 17.3715532 44.6212082)",Vojvode Radomira Putnika,,,,
72889087,residential,False,True,82.81899999999999,"LINESTRING (17.3715636 44.6209066, 17.3714891 44.6204441, 17.3714414 44.6202208, 17.3714301 44.620168)",Vojvode Radomira Putnika,,,,
72889081,residential,False,True,16.049,"LINESTRING (17.371783 44.6164848, 17.3719565 44.6165595)",Jovana Raškovića,,,,
72889070,residential,False,False,88.803,"LINESTRING (17.371783 44.6164848, 17.3715159 44.6168123, 17.3713291 44.6171281, 17.3712846 44.6171986)",Jovana Raškovića,,,,
294569091,residential,False,False,38.525,"LINESTRING (17.371783 44.6164848, 17.3715572 44.6163263, 17.3714803 44.6162814, 17.3714229 44.6162527)",Jovana Raškovića,,,,
72889068,residential,False,True,109.007,"LINESTRING (17.3741592 44.6198975, 17.3727858 44.619971)",Stefana Nemanje,2,,,
1071952094,residential,False,False,44.692,"LINESTRING (17.3741592 44.6198975, 17.3742369 44.6194994)",Đure Jakšića,,,,
72889068,residential,False,False,54.571,"LINESTRING (17.3741592 44.6198975, 17.3746672 44.6198722, 17.374847 44.6198632)",Stefana Nemanje,2,,,
294571493,residential,False,False,62.993,"LINESTRING (17.3742369 44.6194994, 17.374847 44.6198632)",,,,,
1071952094,residential,False,False,35.824,"LINESTRING (17.3742369 44.6194994, 17.3744568 44.6192178)",Đure Jakšića,,,,
1071952094,residential,False,True,44.692,"LINESTRING (17.3742369 44.6194994, 17.3741592 44.6198975)",Đure Jakšića,,,,
"[294562953, 1077680349]",residential,False,"[False, True]",205.14100000000002,"LINESTRING (17.3742369 44.6194994, 17.3731694 44.6192541, 17.3728622 44.619171, 17.3725684 44.6190887, 17.3724974 44.6190773, 17.3724179 44.6190834, 17.3723212 44.6191691, 17.3722094 44.6192608, 17.3720834 44.6193009, 17.3718823 44.6193439)",Svetosavska,,,,
1071952094,residential,False,True,41.971,"LINESTRING (17.3752306 44.6185219, 17.37489 44.6188112)",Đure Jakšića,,,,
294571501,residential,False,False,62.169000000000004,"LINESTRING (17.3752306 44.6185219, 17.3750389 44.6181296, 17.3750214 44.6180332, 17.3750267 44.6179868)",Stefana Dečanskog,,,,
1071952094,residential,False,False,30.5,"LINESTRING (17.3746741 44.6190384, 17.37489 44.6188112)",Đure Jakšića,,,,
1071952094,residential,False,True,26.339,"LINESTRING (17.3746741 44.6190384, 17.3744568 44.6192178)",Đure Jakšića,,,,
