osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,access,ref,junction
"[35208737, 40862172, 180503828, 206003302]",Trg Ante Starčevića,tertiary,False,False,173.555,yes,"LINESTRING (17.5910468 43.3821027, 17.5910809 43.3820557, 17.5911712 43.3819471, 17.5912901 43.381841, 17.5914452 43.3817472, 17.5915923 43.3816699, 17.5916215 43.3816498, 17.5916942 43.3815999, 17.5917734 43.3815201, 17.591838 43.3814321, 17.5918855 43.3813786, 17.5919478 43.3813309, 17.5920291 43.3812947, 17.5920587 43.3812815, 17.5922063 43.3812354, 17.5922684 43.3812264, 17.5924997 43.3811943, 17.5926452 43.3811754)",,,,
180503830,Antuna Mihanovića,tertiary,False,True,130.062,,"LINESTRING (17.5910468 43.3821027, 17.5909676 43.3820928, 17.5908533 43.3820846, 17.5907084 43.3820862, 17.5905477 43.3820969, 17.5903156 43.3821339, 17.590113 43.3821726, 17.5899082 43.3821882, 17.5897225 43.3821792, 17.5894554 43.3821578)",,,,
35208744,Dr. Jure Grubišića,tertiary,True,False,30.008,,"LINESTRING (17.5930203 43.3824506, 17.5930669 43.3824333, 17.5931145 43.3824054, 17.593299 43.3822745)",,,,
105664663,Dr. Jure Grubišića,tertiary,True,False,97.012,,"LINESTRING (17.5930203 43.3824506, 17.5930405 43.3825396, 17.5930382 43.3826153, 17.5930473 43.3827067, 17.5930586 43.3827996, 17.5930846 43.3828836, 17.5931242 43.3829535, 17.5931806 43.3830313, 17.5932264 43.3830944, 17.59326 43.3831648, 17.5932736 43.3832172, 17.5932718 43.38329)",,,,
1164869942,Fra Didaka Buntića,tertiary,False,False,9.803,,"LINESTRING (17.5955964 43.3810932, 17.5956638 43.3810199)",2,yes,,
35208748,Fra Didaka Buntića,tertiary,True,False,151.10100000000003,,"LINESTRING (17.5955964 43.3810932, 17.5955796 43.3811374, 17.595566 43.3812317, 17.5954579 43.3817634, 17.5953859 43.3819496, 17.5952978 43.3821043, 17.5951681 43.3822789, 17.5950634 43.3823736)",,,,
"[199125384, 203870475]",Fra Didaka Buntića,tertiary,True,False,189.409,,"LINESTRING (17.5926865 43.3832102, 17.5926476 43.3831446, 17.5925706 43.3830335, 17.5923375 43.3826895, 17.5923149 43.38266, 17.5921778 43.3825423, 17.5921599 43.3825303, 17.5920497 43.3824613, 17.5919218 43.382407, 17.5917327 43.3823387, 17.591383 43.3822145, 17.5911804 43.3821462, 17.5910468 43.3821027)",,,,
35219730,Franjevačka,residential,False,False,35.016999999999996,,"LINESTRING (17.5894554 43.3821578, 17.5894452 43.3820222, 17.5894328 43.3819429, 17.5894012 43.3818463)",,,,
180503830,Antuna Mihanovića,tertiary,False,False,130.06199999999998,,"LINESTRING (17.5894554 43.3821578, 17.5897225 43.3821792, 17.5899082 43.3821882, 17.590113 43.3821726, 17.5903156 43.3821339, 17.5905477 43.3820969, 17.5907084 43.3820862, 17.5908533 43.3820846, 17.5909676 43.3820928, 17.5910468 43.3821027)",,,,
180503830,Antuna Mihanovića,tertiary,False,True,196.439,,"LINESTRING (17.5894554 43.3821578, 17.5892189 43.3821343, 17.5889667 43.382075, 17.5887007 43.3819967, 17.588389 43.3818726, 17.5881271 43.3817553, 17.587901 43.3816378, 17.5876612 43.3814958, 17.5876284 43.3814741, 17.5873733 43.381305)",,,,
40862170,Fra Didaka Buntića,tertiary,True,False,11.626000000000001,,"LINESTRING (17.592827 43.3832322, 17.5927356 43.3832201, 17.5926865 43.3832102)",,,,
203870478,,tertiary_link,True,False,17.21,,"LINESTRING (17.592827 43.3832322, 17.5927588 43.3832554, 17.5927211 43.3832814, 17.5927076 43.3833429)",,,,
40862173,bana Jelačića,tertiary,False,False,41.615,,"LINESTRING (17.5926452 43.3811754, 17.5926892 43.3812888, 17.5927688 43.3814894, 17.5927869 43.3815352)",,,,
105664669,bana Jelačića,residential,False,True,302.089,,"LINESTRING (17.5926452 43.3811754, 17.5926285 43.3810714, 17.5924428 43.3801417, 17.59235 43.3796612, 17.5923131 43.3795262, 17.5923007 43.3795068, 17.5922219 43.3793831, 17.5921002 43.3792353, 17.5918953 43.3790514, 17.5917752 43.3789339, 17.5917656 43.378899, 17.5917832 43.3788699, 17.5920979 43.3787276)",,,,
"[35208737, 40862172, 180503828, 206003302]",Trg Ante Starčevića,tertiary,False,True,173.55499999999998,yes,"LINESTRING (17.5926452 43.3811754, 17.5924997 43.3811943, 17.5922684 43.3812264, 17.5922063 43.3812354, 17.5920587 43.3812815, 17.5920291 43.3812947, 17.5919478 43.3813309, 17.5918855 43.3813786, 17.591838 43.3814321, 17.5917734 43.3815201, 17.5916942 43.3815999, 17.5916215 43.3816498, 17.5915923 43.3816699, 17.5914452 43.3817472, 17.5912901 43.381841, 17.5911712 43.3819471, 17.5910809 43.3820557, 17.5910468 43.3821027)",,,,
35219730,Franjevačka,residential,False,True,35.017,,"LINESTRING (17.5894012 43.3818463, 17.5894328 43.3819429, 17.5894452 43.3820222, 17.5894554 43.3821578)",,,,
"[206003304, 40862169, 233913312]",Fra Didaka Buntića,tertiary,True,False,36.522,yes,"LINESTRING (17.5932718 43.38329, 17.5932054 43.3832818, 17.5930984 43.3832699, 17.5929515 43.3832487, 17.5929082 43.3832424, 17.592827 43.3832322)",,,,
35208781,Stjepana Radića,tertiary,False,False,57.71600000000001,,"LINESTRING (17.5913067 43.3868705, 17.5915427 43.3866198, 17.5917046 43.3864395)",,,,
180503823,Dubravska,residential,False,True,149.17400000000004,,"LINESTRING (17.5913067 43.3868705, 17.5912248 43.3868155, 17.5911161 43.3867637, 17.5909519 43.3866782, 17.5907493 43.3865959, 17.5905704 43.3865399, 17.5904267 43.3865054, 17.5902955 43.3864928, 17.5901629 43.386484, 17.5900655 43.3864939, 17.5899059 43.3865301, 17.5898199 43.3865441, 17.5897599 43.3865399, 17.5896761 43.3865169, 17.5896272 43.3864982)",,,,
105664666,Dubravska,residential,False,True,28.528,,"LINESTRING (17.5890305 43.385574, 17.5888937 43.3854789, 17.5888409 43.3854463, 17.5887632 43.3854073)",,,,
180503823,Dubravska,residential,False,False,135.10500000000002,,"LINESTRING (17.5890305 43.385574, 17.5890026 43.3856358, 17.5889731 43.3857485, 17.5889369 43.3859122, 17.588929 43.3860233, 17.5889369 43.3861212, 17.5889539 43.3861993, 17.5889912 43.3862429, 17.5890139 43.3862561, 17.5890761 43.3862923, 17.5892018 43.3863458, 17.589418 43.3864174, 17.5896272 43.3864982)",,,,
