osmid,oneway,name,highway,reversed,length,geometry,lanes,width,bridge,maxspeed,access,junction,ref
31723690,False,Dr. Safvet-bega Bašagića,residential,True,25.241,"LINESTRING (17.9076552 44.2013677, 17.9073653 44.2012764)",,,,,,,
31723690,False,Dr. Safvet-bega Bašagića,residential,False,64.328,"LINESTRING (17.9076552 44.2013677, 17.908079 44.2015176, 17.9082754 44.2015971, 17.9083717 44.2016335)",,,,,,,
147498024,False,Kučukovići,living_street,True,91.376,"LINESTRING (17.9076552 44.2013677, 17.9077761 44.201265, 17.9078605 44.2011622, 17.9079355 44.2010628, 17.9080803 44.200851, 17.9081607 44.2006395)",,,,,,,
31723690,False,Dr. Safvet-bega Bašagića,residential,False,19.05,"LINESTRING (17.9071462 44.201208, 17.9073653 44.2012764)",,,,,,,
31723690,False,Dr. Safvet-bega Bašagića,residential,True,26.461,"LINESTRING (17.9071462 44.201208, 17.9070299 44.2011727, 17.9068412 44.2011141)",,,,,,,
33744454,True,Masarykova,residential,False,222.13599999999997,"LINESTRING (17.9071462 44.201208, 17.9070918 44.2012969, 17.9060861 44.2029381, 17.9060232 44.2030363)",,,,,,,
33745791,False,Štrosmajerova,residential,True,74.06700000000001,"LINESTRING (17.9075123 44.195465, 17.9074139 44.1955665, 17.9069905 44.1960161)",4,,,,,,
643128821,True,Armije RBiH,residential,False,42.759,"LINESTRING (17.9109207 44.1956966, 17.9110028 44.1957856, 17.9110911 44.1958851, 17.9112443 44.1960013)",1,,,,,,
33751065,False,Begagića put,residential,False,219.43699999999998,"LINESTRING (17.914581 44.1971992, 17.9145 44.1971086, 17.9142097 44.1967841, 17.9139826 44.1965291, 17.9138659 44.1963979, 17.9134368 44.1959161, 17.9130986 44.1955364)",2,,,,,,
443349902,False,Londža,residential,False,42.831,"LINESTRING (17.914581 44.1971992, 17.9148679 44.1970411, 17.9150047 44.1969624)",2,,,,,,
443349902,False,Londža,residential,True,158.254,"LINESTRING (17.914581 44.1971992, 17.9139708 44.1975473, 17.9130075 44.1980667)",2,,,,,,
443349902,False,Londža,residential,True,42.831,"LINESTRING (17.9150047 44.1969624, 17.9148679 44.1970411, 17.914581 44.1971992)",2,,,,,,
33751072,False,Hamdije Kreševljakovića,residential,True,152.93599999999998,"LINESTRING (17.9146053 44.1982671, 17.9139817 44.1985731, 17.9137324 44.1986926, 17.9136984 44.1987462, 17.9137096 44.1987882, 17.9137069 44.1988157, 17.9136975 44.1988378, 17.9136962 44.1988715, 17.9136995 44.1989363, 17.9133628 44.1991101, 17.9132814 44.1991493)",,,,,,,
33751599,False,Dr Hasana Muminagića,residential,True,82.25999999999999,"LINESTRING (17.9056602 44.1965149, 17.9060303 44.1961456, 17.9062733 44.19592)",,,,,,,
31723690,False,Dr. Safvet-bega Bašagića,residential,False,92.872,"LINESTRING (17.9057795 44.2007702, 17.9059216 44.2008162, 17.9068412 44.2011141)",,,,,,,
31723690,False,Dr. Safvet-bega Bašagića,residential,True,80.75,"LINESTRING (17.9057795 44.2007702, 17.905658 44.2007342, 17.9048434 44.2004927)",,,,,,,
33752397,False,Islambegovića put,unclassified,True,56.089,"LINESTRING (17.9057795 44.2007702, 17.905818 44.2007036, 17.9060427 44.2003024)",,,,,,,
