osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref,access
167258119,True,1,tertiary_link,False,29.177,"LINESTRING (17.9099632 44.979397, 17.9098613 44.9793989, 17.9097896 44.9794073, 17.9096949 44.979424, 17.9096011 44.9794458)",,,,
338851427,False,2,tertiary,False,47.397000000000006,"LINESTRING (17.9099632 44.979397, 17.9100526 44.9794365, 17.9101365 44.9794671, 17.9103005 44.9795218, 17.9105064 44.9795795)",1. maja,50,,
338851427,False,2,tertiary,True,26.451,"LINESTRING (17.9099632 44.979397, 17.9098067 44.979328, 17.9096861 44.9792627)",1. maja,50,,
167258144,False,,residential,True,28.909,"LINESTRING (17.9080255 44.9773544, 17.9079875 44.9774571, 17.9079692 44.9775102, 17.9079565 44.9775393, 17.907928 44.977605)",Nikole Tesle,30,,
338851427,False,2,tertiary,False,28.18,"LINESTRING (17.9080255 44.9773544, 17.9080766 44.9774259, 17.9081249 44.9774846, 17.9082003 44.9775755)",1. maja,50,,
338851427,False,2,tertiary,True,36.843999999999994,"LINESTRING (17.9080255 44.9773544, 17.9080086 44.9773307, 17.907935 44.9771653, 17.9079186 44.9770942, 17.9079036 44.9770358)",1. maja,50,,
167258144,False,,residential,False,28.909,"LINESTRING (17.907928 44.977605, 17.9079565 44.9775393, 17.9079692 44.9775102, 17.9079875 44.9774571, 17.9080255 44.9773544)",Nikole Tesle,30,,
167258144,False,,residential,True,84.007,"LINESTRING (17.907928 44.977605, 17.9078508 44.9777559, 17.9076528 44.978153, 17.9076258 44.9782451, 17.9076057 44.9783237)",Nikole Tesle,30,,
167258128,True,,residential,False,74.717,"LINESTRING (17.9066665 44.9789759, 17.9068008 44.9789452, 17.9069236 44.9789135, 17.9071993 44.9788473, 17.9074559 44.978773, 17.9075582 44.9787451)",Nikole Tesle,30,,
167258153,True,,residential,False,105.88,"LINESTRING (17.9066665 44.9789759, 17.9066366 44.9784721, 17.9066193 44.9781815, 17.9066034 44.9780248)",Kralja Petra I,50,,
338851427,False,2,tertiary,True,8.79,"LINESTRING (17.9096861 44.9792627, 17.9096018 44.9792108)",1. maja,50,,
878219470,False,2,residential,False,21.429,"LINESTRING (17.9096861 44.9792627, 17.9096011 44.9794458)",Jovana Dučića,50,,
338851427,False,2,tertiary,False,26.451,"LINESTRING (17.9096861 44.9792627, 17.9098067 44.979328, 17.9099632 44.979397)",1. maja,50,,
167258127,True,,residential,False,59.564,"LINESTRING (17.9059376 44.9770259, 17.9061281 44.9769098, 17.9063893 44.9767112, 17.9064733 44.9766483)",Trg pravoslavlja,50,,
167400256,False,,residential,True,71.32300000000001,"LINESTRING (17.9059376 44.9770259, 17.9057553 44.9768414, 17.9056115 44.9767535, 17.9052797 44.9765974)",Zanatska,,,
167258128,True,,residential,False,24.86,"LINESTRING (17.9075582 44.9787451, 17.9075711 44.9787396, 17.9076346 44.9786945, 17.9076677 44.9786548, 17.9076965 44.9786178, 17.907704 44.9785571)",Nikole Tesle,30,,
167519153,True,,residential,False,22.027,"LINESTRING (17.9075582 44.9787451, 17.9076034 44.9787446, 17.907663 44.9787505, 17.9077234 44.9787564, 17.9077633 44.9787671, 17.9078243 44.9787928)",Nikole Tesle,,,
"[167258153, 167258127]",True,,residential,False,79.657,"LINESTRING (17.9066034 44.9780248, 17.9065936 44.9778983, 17.9065815 44.977851, 17.9065584 44.9778192, 17.9065202 44.9777905, 17.9063993 44.9777593, 17.9062678 44.9777399, 17.9060042 44.9776979, 17.9058896 44.9776606)","['Kralja Petra I', 'Trg pravoslavlja']",50,,
167258160,False,,residential,True,85.906,"LINESTRING (17.9066034 44.9780248, 17.9066728 44.9780291, 17.9068095 44.9780638, 17.9073508 44.9782498, 17.9076057 44.9783237)",,,,
194773479,True,,residential,False,52.269,"LINESTRING (17.9078243 44.9787928, 17.9079689 44.979074, 17.9080315 44.979146, 17.9081098 44.9792122)",Slavka Rodića,,,
167258158,True,,residential,False,55.001,"LINESTRING (17.9080934 44.9803798, 17.9076567 44.9805126, 17.9074466 44.9805674)",Jovana Dučića,50,,
338851427,False,2,tertiary,False,8.79,"LINESTRING (17.9096018 44.9792108, 17.9096861 44.9792627)",1. maja,50,,
167318602,False,,residential,True,231.797,"LINESTRING (17.9096018 44.9792108, 17.9096895 44.9791738, 17.9098077 44.9791117, 17.9098632 44.979077, 17.9099119 44.9790259, 17.9099425 44.978953, 17.9099528 44.9788801, 17.9099411 44.9787959, 17.9099212 44.9787239, 17.9098617 44.9785427, 17.9096482 44.9781537, 17.9095167 44.9779439, 17.9093979 44.9777583, 17.909235 44.9775937, 17.9091021 44.9775038, 17.9090077 44.9774651, 17.9089481 44.9774644)",Hajduk Veljka,,,
338851427,False,2,tertiary,True,20.756999999999998,"LINESTRING (17.9096018 44.9792108, 17.9095184 44.9791488, 17.9094258 44.9790718)",1. maja,50,,
167318602,False,,residential,False,58.039,"LINESTRING (17.9082629 44.9776545, 17.9084675 44.9775905, 17.908652 44.9775359, 17.9088367 44.9774811, 17.9089481 44.9774644)",Hajduk Veljka,,,
338851427,False,2,tertiary,False,182.47799999999998,"LINESTRING (17.9082629 44.9776545, 17.9085833 44.9780008, 17.9086685 44.9780931, 17.9087442 44.9781872, 17.9087977 44.9782546, 17.9089098 44.9784019, 17.9089931 44.9785188, 17.9091979 44.9788089, 17.9093424 44.9789916, 17.9094258 44.9790718)",1. maja,50,,
338851427,False,2,tertiary,True,10.076,"LINESTRING (17.9082629 44.9776545, 17.908208 44.9775874, 17.9082003 44.9775755)",1. maja,50,,
167258127,True,,residential,False,69.734,"LINESTRING (17.9056847 44.9775476, 17.9056418 44.9775077, 17.9056205 44.9774642, 17.905595 44.9774102, 17.9055963 44.977352, 17.9056094 44.9772954, 17.9056286 44.9772638, 17.9057598 44.977144, 17.9059376 44.9770259)",Trg pravoslavlja,50,,
167271575,True,,residential,False,195.684,"LINESTRING (17.9056847 44.9775476, 17.9056293 44.9775313, 17.9055528 44.9775153, 17.905446 44.9775073, 17.9053241 44.9775183, 17.9050489 44.9776784, 17.9048131 44.9778145, 17.9044268 44.9780747, 17.904236 44.9782354, 17.9040751 44.9783369, 17.9039654 44.9784373, 17.9038184 44.9785643)",Cara Lazara,40,,
167258144,False,,residential,False,84.007,"LINESTRING (17.9076057 44.9783237, 17.9076258 44.9782451, 17.9076528 44.978153, 17.9078508 44.9777559, 17.907928 44.977605)",Nikole Tesle,30,,
167258144,False,,residential,True,27.096,"LINESTRING (17.9076057 44.9783237, 17.9076211 44.9783713, 17.9076467 44.9784316, 17.907704 44.9785571)",Nikole Tesle,30,,
167258160,False,,residential,False,85.90600000000002,"LINESTRING (17.9076057 44.9783237, 17.9073508 44.9782498, 17.9068095 44.9780638, 17.9066728 44.9780291, 17.9066034 44.9780248)",,,,
167258136,True,1,residential,False,22.103,"LINESTRING (17.9082003 44.9775755, 17.9081225 44.9775702, 17.9080761 44.9775701, 17.9080232 44.9775789, 17.907928 44.977605)",,,,
338851427,False,2,tertiary,False,10.076,"LINESTRING (17.9082003 44.9775755, 17.908208 44.9775874, 17.9082629 44.9776545)",1. maja,50,,
338851427,False,2,tertiary,True,28.18,"LINESTRING (17.9082003 44.9775755, 17.9081249 44.9774846, 17.9080766 44.9774259, 17.9080255 44.9773544)",1. maja,50,,
167258152,False,2,residential,False,13.415,"LINESTRING (17.9074466 44.9805674, 17.9075157 44.9806777)",Kralja Petra I,50,,
167258153,True,,residential,False,15.524999999999999,"LINESTRING (17.9074466 44.9805674, 17.907412 44.980479, 17.9073922 44.9804332)",Kralja Petra I,50,,
338851427,False,2,tertiary,False,36.843999999999994,"LINESTRING (17.9079036 44.9770358, 17.9079186 44.9770942, 17.907935 44.9771653, 17.9080086 44.9773307, 17.9080255 44.9773544)",1. maja,50,,
338851427,False,2,tertiary,True,27.443,"LINESTRING (17.9079036 44.9770358, 17.9078638 44.9769031, 17.9078612 44.9768529, 17.9078594 44.976792)",1. maja,50,,
167258126,True,,residential,False,122.429,"LINESTRING (17.9060991 44.9763423, 17.9060948 44.9762138, 17.9061069 44.976173, 17.906127 44.9761227, 17.9061525 44.9760753, 17.9063957 44.9757074, 17.9065237 44.9754904, 17.9065457 44.9754112, 17.9065389 44.975361, 17.9065087 44.9753099)",Trg oslobođenja,50,,
167271589,False,,residential,True,68.63600000000001,"LINESTRING (17.9060991 44.9763423, 17.9060143 44.9763352, 17.905937 44.976299, 17.9057 44.976151, 17.9054404 44.9759563)",9. maja,,,
167258152,False,2,residential,True,29.93,"LINESTRING (17.9076666 44.9809248, 17.9075157 44.9806777)",Kralja Petra I,50,,
