osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,bridge,width
88408997,Mehmedalije Maka Dizdara,residential,False,True,160.976,"LINESTRING (15.8666441 44.8122281, 15.8668604 44.812176, 15.8670836 44.8121222, 15.8672811 44.8120754, 15.8673683 44.8120548, 15.8680278 44.8118951, 15.8685773 44.8117645)",,,,,
88409430,AVNOJ-a,residential,True,False,130.045,"LINESTRING (15.8666441 44.8122281, 15.8670183 44.8128079, 15.8670364 44.8128422, 15.8671727 44.8131057, 15.8672001 44.8131493, 15.8673206 44.8132324, 15.8673741 44.8132611)",,,,,
88409671,Vazduhoplovne grupe,residential,False,False,215.21,"LINESTRING (15.8666441 44.8122281, 15.8648262 44.8126834, 15.8647532 44.8127017, 15.8644062 44.8127621, 15.8642211 44.8127863, 15.8640442 44.8127959)",,,,,
84001026,Džemala Bijedića,residential,False,True,112.999,"LINESTRING (15.8741186 44.813011, 15.8741324 44.8131472, 15.8741672 44.8132452, 15.87427 44.8134079, 15.8745547 44.8138152, 15.8745671 44.8138581, 15.8745626 44.813903, 15.8745503 44.8139592)",,,,,
168561415,Džemala Bijedića,residential,False,True,61.01200000000001,"LINESTRING (15.8741186 44.813011, 15.8741254 44.8127956, 15.8741321 44.8126196, 15.8740921 44.812465)",,,,,
75415788,Ešrefa Kovačevića,tertiary,False,True,48.863,"LINESTRING (15.8679315 44.8108069, 15.867351 44.8109602)",,,,,
247691312,5. korpusa,tertiary,False,False,118.755,"LINESTRING (15.8679315 44.8108069, 15.8680174 44.8108845, 15.8681046 44.8109632, 15.8681386 44.81101, 15.8681477 44.8110225, 15.8681874 44.8110811, 15.86837 44.8113764, 15.8685773 44.8117645)",R 164,,,,
247691312,5. korpusa,tertiary,False,True,73.89,"LINESTRING (15.8679315 44.8108069, 15.8675933 44.8104947, 15.867374 44.8102731)",R 164,,,,
168515523,Krupska,residential,False,False,112.198,"LINESTRING (15.8689208 44.8170106, 15.8689617 44.8170835, 15.8690276 44.8171766, 15.8692739 44.8174156, 15.8694229 44.8176571, 15.8695098 44.8179166)",,,,,
1001518483,Bosanske državnosti,secondary,False,False,23.32,"LINESTRING (15.8689208 44.8170106, 15.8688525 44.817017, 15.8686277 44.8170381)",,2,40,,
221471345,Harmanska,residential,False,False,75.186,"LINESTRING (15.8633763 44.813266, 15.8632053 44.8132093, 15.8629891 44.8131286, 15.8629165 44.8130915, 15.8628014 44.8130017, 15.8627769 44.8129682, 15.8627014 44.812832)",,,,,
221471345,Harmanska,residential,False,True,64.16199999999999,"LINESTRING (15.8633763 44.813266, 15.8635622 44.8133338, 15.863918 44.8134937, 15.863999 44.8135154, 15.8640938 44.8135285)",,,,,
421762675,dr. Mehmeda Tatlića,residential,False,True,79.872,"LINESTRING (15.8633763 44.813266, 15.8635054 44.8130866, 15.8635153 44.8130385, 15.8635036 44.813012, 15.8634692 44.8129741, 15.8634025 44.8128935, 15.8632194 44.8126209)",,,40,,
75415788,Ešrefa Kovačevića,tertiary,False,False,96.309,"LINESTRING (15.8661902 44.8112283, 15.8665848 44.8111322, 15.8669253 44.8110582, 15.867351 44.8109602)",,,,,
75415788,Ešrefa Kovačevića,tertiary,False,True,174.76899999999998,"LINESTRING (15.8661902 44.8112283, 15.8660528 44.81126, 15.8660069 44.8112706, 15.8658129 44.8113203, 15.8654498 44.8114112, 15.8649676 44.8115265, 15.8648586 44.8115336, 15.8647393 44.8115262, 15.8646234 44.8115065, 15.8644898 44.8114679, 15.8643762 44.811416, 15.8641623 44.8112721)",,,,,
221470908,ZAVNOBiH-a,residential,True,False,36.071,"LINESTRING (15.8661902 44.8112283, 15.866299 44.811468, 15.8663307 44.811537)",,,,,
84001034,Harmanska,residential,True,False,73.536,"LINESTRING (15.8673741 44.8132611, 15.8671773 44.8134419, 15.8670835 44.8134981, 15.8668914 44.8135652, 15.8667715 44.8136091, 15.8667221 44.8136436, 15.8666887 44.8136865)",,,,,
247691312,5. korpusa,tertiary,False,False,73.89,"LINESTRING (15.867374 44.8102731, 15.8675933 44.8104947, 15.8679315 44.8108069)",R 164,,,,
83019183,Darivalaca krvi,tertiary,False,False,42.717,"LINESTRING (15.8637731 44.811005, 15.8641623 44.8112721)",,2,40,,
171779225,,residential,False,True,83.39099999999999,"LINESTRING (15.8637731 44.811005, 15.863808 44.8109633, 15.8638123 44.8109346, 15.8638 44.8109052, 15.8636725 44.8108029, 15.8635778 44.8107354, 15.8634693 44.8106391, 15.8634222 44.8105864, 15.8633716 44.8105042, 15.8633191 44.8103747)",,,,,
84001031,Muhsina Rizvića,residential,False,False,7.648,"LINESTRING (15.8633191 44.8103747, 15.863411 44.8103528)",,,,,
171779225,,residential,False,False,83.39099999999999,"LINESTRING (15.8633191 44.8103747, 15.8633716 44.8105042, 15.8634222 44.8105864, 15.8634693 44.8106391, 15.8635778 44.8107354, 15.8636725 44.8108029, 15.8638 44.8109052, 15.8638123 44.8109346, 15.863808 44.8109633, 15.8637731 44.811005)",,,,,
83019183,Darivalaca krvi,tertiary,False,True,42.717,"LINESTRING (15.8641623 44.8112721, 15.8637731 44.811005)",,2,40,,
75415788,Ešrefa Kovačevića,tertiary,False,False,174.76899999999998,"LINESTRING (15.8641623 44.8112721, 15.8643762 44.811416, 15.8644898 44.8114679, 15.8646234 44.8115065, 15.8647393 44.8115262, 15.8648586 44.8115336, 15.8649676 44.8115265, 15.8654498 44.8114112, 15.8658129 44.8113203, 15.8660069 44.8112706, 15.8660528 44.81126, 15.8661902 44.8112283)",,,,,
83019189,Sarajevska,residential,False,False,101.958,"LINESTRING (15.8641623 44.8112721, 15.8640251 44.8114454, 15.8639554 44.8116189, 15.8638988 44.8118105, 15.8638384 44.8121498)",,,,,
109701210,HVO-a,living_street,False,False,88.07600000000001,"LINESTRING (15.8688272 44.8156759, 15.8688198 44.8156436, 15.8687599 44.8154514, 15.8687061 44.8152791, 15.8686182 44.8149782, 15.8686093 44.8148997)",,,,,
109701210,HVO-a,living_street,False,True,101.304,"LINESTRING (15.8688272 44.8156759, 15.8688429 44.8157201, 15.8690515 44.8162361, 15.8690802 44.8163232, 15.869138 44.8164846, 15.8691613 44.8165554)",,,,,
109701211,Kulina bana,living_street,False,False,47.979,"LINESTRING (15.8688272 44.8156759, 15.8683527 44.8157538, 15.8682349 44.8157741)",,,,,
109701211,Kulina bana,living_street,False,True,42.496,"LINESTRING (15.8688272 44.8156759, 15.869008 44.8156345, 15.8693275 44.8155353)",,,,,
82905015,Bedem,secondary,True,False,311.723,"LINESTRING (15.8682349 44.8157741, 15.8681779 44.8155827, 15.8679366 44.8148674, 15.8679274 44.8148378, 15.8678855 44.8147217, 15.867846 44.8146085, 15.8678181 44.8145274, 15.8677422 44.8141636, 15.8676849 44.8137855, 15.867689 44.8136894, 15.8677486 44.8135613, 15.8678148 44.8134969, 15.8679235 44.8134375, 15.8680072 44.8133947, 15.8680982 44.8133628, 15.8681988 44.8133373, 15.8682974 44.8133265, 15.8683482 44.8133262, 15.8684019 44.8133259)",,2,40,,
109701211,Kulina bana,living_street,False,True,47.979,"LINESTRING (15.8682349 44.8157741, 15.8683527 44.8157538, 15.8688272 44.8156759)",,,,,
109701210,HVO-a,living_street,False,False,101.30399999999999,"LINESTRING (15.8691613 44.8165554, 15.869138 44.8164846, 15.8690802 44.8163232, 15.8690515 44.8162361, 15.8688429 44.8157201, 15.8688272 44.8156759)",,,,,
"[1007140247, 247691307, 247691303]",Dr. Irfana Ljubijankića,secondary,False,False,176.988,"LINESTRING (15.8680897 44.8171089, 15.8678251 44.8171743, 15.8675367 44.8172731, 15.8669278 44.8175265, 15.8667703 44.8175948, 15.8667186 44.817616, 15.8661189 44.8178625)",,"['2', '3']","['40', '50']",yes,
247691307,Dr. Irfana Ljubijankića,secondary,False,True,21.253999999999998,"LINESTRING (15.8680897 44.8171089, 15.8682675 44.8170793, 15.8683532 44.8170694)",,,40,,
246628632,Murat-bega Ibrahimpašića,residential,False,False,67.155,"LINESTRING (15.8656956 44.8173385, 15.8661189 44.8178625)",,,,,
246628632,Murat-bega Ibrahimpašića,residential,False,True,80.831,"LINESTRING (15.8656956 44.8173385, 15.8652073 44.8166994)",,,,,
182813095,Bužimska,residential,False,True,76.964,"LINESTRING (15.8656956 44.8173385, 15.8655871 44.817384, 15.8649716 44.8176408, 15.8648553 44.8176903)",,2,40,,5
83019189,Sarajevska,residential,False,False,73.969,"LINESTRING (15.8638384 44.8121498, 15.86386 44.812325, 15.8639013 44.8124666, 15.8639341 44.8125596, 15.8640442 44.8127959)",,,,,
83019189,Sarajevska,residential,False,True,101.958,"LINESTRING (15.8638384 44.8121498, 15.8638988 44.8118105, 15.8639554 44.8116189, 15.8640251 44.8114454, 15.8641623 44.8112721)",,,,,
421763068,Odreda za specijalna dejstva,residential,False,False,73.46100000000001,"LINESTRING (15.8638384 44.8121498, 15.8637351 44.8121679, 15.8636827 44.8121912, 15.8635002 44.8123753, 15.8633124 44.8125393, 15.8632194 44.8126209)",,,,,
171779219,dr. Mehmeda Tatlića,residential,False,False,97.12899999999999,"LINESTRING (15.8632194 44.8126209, 15.8631676 44.8125669, 15.8631269 44.812518, 15.8630599 44.8124448, 15.8628473 44.812211, 15.8628384 44.8121937, 15.8628351 44.8121755, 15.8628378 44.8121547, 15.8628483 44.8121322, 15.8631044 44.8118878)",,,40,,
421762675,dr. Mehmeda Tatlića,residential,False,False,79.872,"LINESTRING (15.8632194 44.8126209, 15.8634025 44.8128935, 15.8634692 44.8129741, 15.8635036 44.813012, 15.8635153 44.8130385, 15.8635054 44.8130866, 15.8633763 44.813266)",,,40,,
421763068,Odreda za specijalna dejstva,residential,False,True,73.461,"LINESTRING (15.8632194 44.8126209, 15.8633124 44.8125393, 15.8635002 44.8123753, 15.8636827 44.8121912, 15.8637351 44.8121679, 15.8638384 44.8121498)",,,,,
125196067,Bosanske nezavisnosti,residential,False,True,26.76,"LINESTRING (15.8629494 44.8145148, 15.8630401 44.8147467)",,1,40,,5
125196052,,residential,False,False,55.313,"LINESTRING (15.863709 44.8145974, 15.8630401 44.8147467)",,1,40,,5
83019189,Sarajevska,residential,False,False,159.497,"LINESTRING (15.863709 44.8145974, 15.8637443 44.8147384, 15.8637984 44.8148932, 15.8639454 44.8151701, 15.8640598 44.8153437, 15.8641798 44.8155016, 15.8645285 44.8158951)",,,,,
83019189,Sarajevska,residential,False,True,123.756,"LINESTRING (15.863709 44.8145974, 15.8637052 44.8144395, 15.8637571 44.814256, 15.8639666 44.8138761, 15.8640595 44.8136699, 15.8640938 44.8135285)",,,,,
125196052,,residential,False,True,55.313,"LINESTRING (15.8630401 44.8147467, 15.863709 44.8145974)",,1,40,,5
125196067,Bosanske nezavisnosti,residential,False,False,26.76,"LINESTRING (15.8630401 44.8147467, 15.8629494 44.8145148)",,1,40,,5
125196067,Bosanske nezavisnosti,residential,False,True,43.215,"LINESTRING (15.8630401 44.8147467, 15.8631732 44.8151237)",,1,40,,5
215452823,,residential,False,True,38.127,"LINESTRING (15.8634383 44.8157999, 15.8630142 44.8159644)",,,,,
125196067,Bosanske nezavisnosti,residential,False,False,78.076,"LINESTRING (15.8634383 44.8157999, 15.8633643 44.8155782, 15.86329 44.8153925, 15.8631732 44.8151237)",,1,40,,5
125196067,Bosanske nezavisnosti,residential,False,True,53.97200000000001,"LINESTRING (15.8634383 44.8157999, 15.8634855 44.815915, 15.8635457 44.8160439, 15.8636155 44.8161468, 15.8636943 44.8162479)",,1,40,,5
247691299,Hasana Kjafije Pruščaka,residential,False,True,30.915,"LINESTRING (15.8636943 44.8162479, 15.8633626 44.816396)",,1,40,,5
125196067,Bosanske nezavisnosti,residential,False,False,53.972,"LINESTRING (15.8636943 44.8162479, 15.8636155 44.8161468, 15.8635457 44.8160439, 15.8634855 44.815915, 15.8634383 44.8157999)",,1,40,,5
247691299,Hasana Kjafije Pruščaka,residential,False,False,76.618,"LINESTRING (15.8636943 44.8162479, 15.8641433 44.8160647, 15.8645285 44.8158951)",,1,40,,5
426080455,Hamdije Čemerlića,residential,False,True,62.211,"LINESTRING (15.864353 44.8170656, 15.8636714 44.8173471)",,1,40,,5
125196060,Ali-Fehmije Džabića,residential,True,False,65.115,"LINESTRING (15.864353 44.8170656, 15.8641924 44.8168594, 15.8640652 44.8167029, 15.8639481 44.8165553)",,1,40,,5
426080455,Hamdije Čemerlića,residential,False,False,35.88,"LINESTRING (15.8632826 44.8175146, 15.8636714 44.8173471)",,1,40,,5
125196060,Ali-Fehmije Džabića,residential,True,False,79.968,"LINESTRING (15.8648553 44.8176903, 15.864353 44.8170656)",,1,40,,5
182813095,Bužimska,residential,False,True,167.454,"LINESTRING (15.8648553 44.8176903, 15.8630224 44.8184502)",,2,40,,5
182813095,Bužimska,residential,False,False,76.964,"LINESTRING (15.8648553 44.8176903, 15.8649716 44.8176408, 15.8655871 44.817384, 15.8656956 44.8173385)",,2,40,,5
125196049,Antifašističkog otpora,residential,False,True,68.536,"LINESTRING (15.8630224 44.8184502, 15.8634573 44.8189838)",,1,40,,5
182813095,Bužimska,residential,False,False,167.454,"LINESTRING (15.8630224 44.8184502, 15.8648553 44.8176903)",,2,40,,5
125196049,Antifašističkog otpora,residential,False,False,68.536,"LINESTRING (15.8634573 44.8189838, 15.8630224 44.8184502)",,1,40,,5
247691302,Dr. Irfana Ljubijankića,secondary,False,True,244.171,"LINESTRING (15.8634573 44.8189838, 15.8657625 44.8180158, 15.8661189 44.8178625)",,2,50,,
356355908,Bosanskih banova,residential,True,False,102.771,"LINESTRING (15.866963 44.8149005, 15.8672243 44.8152542, 15.867563 44.8157209)",,1,40,,5
509273757,Hasana Kjafije Pruščaka,residential,False,True,89.489,"LINESTRING (15.866963 44.8149005, 15.8667078 44.8150065, 15.8665515 44.8150675, 15.866486 44.8150944, 15.8663278 44.8151583, 15.8662759 44.8151793, 15.8659778 44.8152995)",,1,40,,5
356355908,Bosanskih banova,residential,True,False,161.73999999999998,"LINESTRING (15.867563 44.8157209, 15.8677547 44.8160243, 15.8679809 44.8164899, 15.8680636 44.8166795, 15.8680839 44.8167543, 15.8680916 44.8168246, 15.8680965 44.8170018, 15.8680897 44.8171089)",,1,40,,5
"[125672730, 509273755, 509273756]",Bosanskih kraljeva,residential,False,True,83.811,"LINESTRING (15.867563 44.8157209, 15.8668972 44.8159961, 15.8667629 44.8160516, 15.8666723 44.816093, 15.8666475 44.8161033)",,1,40,yes,5
246628632,Murat-bega Ibrahimpašića,residential,False,False,80.831,"LINESTRING (15.8652073 44.8166994, 15.8656956 44.8173385)",,,,,
125672730,Bosanskih kraljeva,residential,False,False,61.406,"LINESTRING (15.8652073 44.8166994, 15.8657132 44.8164875, 15.8658783 44.8164194)",,1,40,,5
246628632,Murat-bega Ibrahimpašića,residential,False,True,104.237,"LINESTRING (15.8652073 44.8166994, 15.8648299 44.8162522, 15.8645285 44.8158951)",,,,,
125196067,Bosanske nezavisnosti,residential,False,False,43.215,"LINESTRING (15.8631732 44.8151237, 15.8630401 44.8147467)",,1,40,,5
125196067,Bosanske nezavisnosti,residential,False,True,78.07600000000001,"LINESTRING (15.8631732 44.8151237, 15.86329 44.8153925, 15.8633643 44.8155782, 15.8634383 44.8157999)",,1,40,,5
125672730,Bosanskih kraljeva,residential,False,False,70.123,"LINESTRING (15.8658783 44.8164194, 15.8660032 44.8163704, 15.866114 44.8163252, 15.8662297 44.816278, 15.8666475 44.8161033)",,1,40,,5
168282510,Himze Polovine,residential,False,True,218.30599999999998,"LINESTRING (15.8658783 44.8164194, 15.8663419 44.8169824, 15.8663609 44.8169943, 15.866393 44.8170003, 15.8664158 44.8170009, 15.8664715 44.8169841, 15.8670443 44.8167462, 15.8670705 44.8167312, 15.86709 44.816712, 15.8670984 44.8166916, 15.8670916 44.8166656, 15.8666475 44.8161033)",,,,,
125672730,Bosanskih kraljeva,residential,False,True,61.406,"LINESTRING (15.8658783 44.8164194, 15.8657132 44.8164875, 15.8652073 44.8166994)",,1,40,,5
247691308,Saliha Mušanovića,residential,False,False,204.70400000000004,"LINESTRING (15.8677508 44.8187359, 15.8679694 44.8184895, 15.8682313 44.818239, 15.8683897 44.8181078, 15.8686324 44.8180329, 15.8687329 44.8179701, 15.8688138 44.8178955, 15.868857 44.8178329, 15.8688931 44.8177587, 15.8689193 44.8176437, 15.8689047 44.8174949, 15.8688752 44.8174016, 15.8688377 44.817336, 15.8687894 44.8172905, 15.8687358 44.8172563)",,,,,
184558344,,residential,False,False,58.073,"LINESTRING (15.8695098 44.8179166, 15.8701158 44.8182132)",,,,,
168515523,Krupska,residential,False,False,133.509,"LINESTRING (15.8695098 44.8179166, 15.8695278 44.8181623, 15.8695176 44.8183543, 15.8695137 44.8184069, 15.869517 44.8184337, 15.8695453 44.8184772, 15.8695796 44.8185026, 15.8702682 44.8188508)",,,,,
168515523,Krupska,residential,False,True,112.19800000000001,"LINESTRING (15.8695098 44.8179166, 15.8694229 44.8176571, 15.8692739 44.8174156, 15.8690276 44.8171766, 15.8689617 44.8170835, 15.8689208 44.8170106)",,,,,
168515523,Krupska,residential,False,True,133.509,"LINESTRING (15.8702682 44.8188508, 15.8695796 44.8185026, 15.8695453 44.8184772, 15.869517 44.8184337, 15.8695137 44.8184069, 15.8695176 44.8183543, 15.8695278 44.8181623, 15.8695098 44.8179166)",,,,,
168515800,,residential,False,False,75.316,"LINESTRING (15.8704871 44.8174173, 15.8705236 44.8176594, 15.8705011 44.8177956, 15.8703424 44.817985, 15.8702795 44.818047)",,,,,
184560154,,residential,False,False,108.324,"LINESTRING (15.8704871 44.8174173, 15.8702514 44.8174585, 15.8700597 44.8174975, 15.8699927 44.8175176, 15.8699562 44.8175516, 15.8699481 44.8175877, 15.8699556 44.8176319, 15.8699735 44.8177134, 15.8700396 44.8178238, 15.8702113 44.8180066, 15.8702795 44.818047)",,,,,
184560154,,residential,False,True,33.758,"LINESTRING (15.8704871 44.8174173, 15.8706109 44.8173938, 15.8707557 44.8173539, 15.8708791 44.8173006)",,,,,
62124418,Meše Selimovića,residential,False,False,16.495,"LINESTRING (15.874341 44.8190779, 15.8743701 44.819036, 15.8744339 44.818945)",,,,,
168561451,Hatinački brod,living_street,False,True,75.77799999999999,"LINESTRING (15.874341 44.8190779, 15.8741203 44.8190817, 15.8738175 44.8190886, 15.8736459 44.8190905, 15.873501 44.8190791, 15.8733884 44.8190505)",,,,,
168561451,Hatinački brod,living_street,False,False,75.778,"LINESTRING (15.8733884 44.8190505, 15.873501 44.8190791, 15.8736459 44.8190905, 15.8738175 44.8190886, 15.8741203 44.8190817, 15.874341 44.8190779)",,,,,
168561415,Džemala Bijedića,residential,False,False,192.47100000000003,"LINESTRING (15.874546 44.8107957, 15.8744566 44.810918, 15.8743768 44.8110389, 15.8742927 44.8112201, 15.8742101 44.8114442, 15.874127 44.8116525, 15.874053 44.8119232, 15.8740371 44.812211, 15.8740707 44.8123775, 15.8740921 44.812465)",,,,,
169301533,Vasif-bega Bišćevića,residential,False,True,96.918,"LINESTRING (15.8711074 44.8111234, 15.8710579 44.8102525)",,,,,
14161884,502. viteške brigade,tertiary,False,False,126.521,"LINESTRING (15.8711074 44.8111234, 15.8715075 44.8110137, 15.8715703 44.8109051, 15.8717098 44.8106759, 15.8718291 44.8104864, 15.8719812 44.810251)",,,,,
14161884,502. viteške brigade,tertiary,False,True,57.895,"LINESTRING (15.8711074 44.8111234, 15.8708725 44.8111865, 15.8704185 44.8113029)",,,,,
14161884,502. viteške brigade,tertiary,False,False,62.803,"LINESTRING (15.8696701 44.8114955, 15.8699224 44.8114299, 15.8702344 44.8113488, 15.8704185 44.8113029)",,,,,
14161884,502. viteške brigade,tertiary,False,True,91.25,"LINESTRING (15.8696701 44.8114955, 15.8695211 44.8115342, 15.8694625 44.8115487, 15.8693454 44.8115772, 15.8685773 44.8117645)",,,,,
1001518487,Bedem,secondary,True,False,18.846,"LINESTRING (15.8684019 44.8133259, 15.8686403 44.813337)",,1,40,,
718025094,5. korpusa,tertiary,True,False,22.279,"LINESTRING (15.8684019 44.8133259, 15.8684874 44.8132646, 15.8685238 44.8132264, 15.8685626 44.8131642)",R 164,1,,,
"[171155120, 184425566, 171155110]","['Pape Ivana Pavla II', 'Gazi Husrev-begova', 'Nurije Pozderca']",living_street,False,"[False, True]",298.05199999999996,"LINESTRING (15.8689611 44.8137176, 15.8691298 44.813737, 15.8692122 44.8137475, 15.8693013 44.8137589, 15.8693865 44.8137711, 15.8694465 44.8137813, 15.8700125 44.8138531, 15.8701723 44.8138779, 15.8703195 44.8139083, 15.8702738 44.814011, 15.8702327 44.8140943, 15.8701967 44.814164, 15.8701254 44.8142737, 15.8700909 44.8143378, 15.8700515 44.8144062, 15.8698857 44.8146955, 15.8698768 44.8147155, 15.8698672 44.814843, 15.8698478 44.8150986, 15.8701495 44.8150806, 15.8702899 44.8150673, 15.8704705 44.8150363)",,,,,
84001031,Muhsina Rizvića,residential,False,True,7.648,"LINESTRING (15.863411 44.8103528, 15.8633191 44.8103747)",,,,,
