osmid,bridge,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name
189582389,yes,2,R439,secondary,60,False,True,28.923,"LINESTRING (17.5854637 43.9394443, 17.5855307 43.9396999)",
189582391,,,R439,secondary,,False,False,17.561,"LINESTRING (17.5854637 43.9394443, 17.5854176 43.9392899)",
189582390,,,,primary_link,,True,False,29.076,"LINESTRING (17.5854637 43.9394443, 17.5854155 43.939396, 17.5853323 43.9393632, 17.5852411 43.9393439, 17.5851512 43.9393357)",
189587103,,,,residential,,False,True,67.279,"LINESTRING (17.5879019 43.9384979, 17.5877651 43.938297, 17.5875758 43.9379409)",Preporodova
453711605,,2,M 219;M-16.2,primary,50,False,False,106.029,"LINESTRING (17.5879019 43.9384979, 17.5882452 43.9382893, 17.5885215 43.9381387, 17.5887843 43.9380208, 17.588987 43.9379614)",Vrbaska
453711605,,2,M 219;M-16.2,primary,50,False,True,70.876,"LINESTRING (17.5879019 43.9384979, 17.5875746 43.9386988, 17.5873471 43.9388098, 17.5871949 43.9388794)",Vrbaska
453711605,,2,M 219;M-16.2,primary,50,False,True,45.482,"LINESTRING (17.583232 43.9397083, 17.5826754 43.93979)",Vrbaska
"[767405737, 1040928588, 1040928589]",,,,residential,,False,True,211.913,"LINESTRING (17.583232 43.9397083, 17.5835843 43.9403544, 17.583579 43.9403797, 17.5835545 43.9404035, 17.5831894 43.940533, 17.5831511 43.9405353, 17.5831106 43.9405292, 17.583084 43.9405139, 17.5826754 43.93979)",
453711605,,2,M 219;M-16.2,primary,50,False,False,159.164,"LINESTRING (17.583232 43.9397083, 17.5835674 43.9396432, 17.5841843 43.9395177, 17.5850024 43.9393612, 17.5851512 43.9393357)",Vrbaska
453711605,,2,M 219;M-16.2,primary,50,False,True,18.538,"LINESTRING (17.5856428 43.9392512, 17.5854176 43.9392899)",Vrbaska
189582402,,,,primary_link,,True,False,27.774,"LINESTRING (17.5856428 43.9392512, 17.5855469 43.9392936, 17.5854906 43.9393439, 17.5854637 43.9393921, 17.5854637 43.9394443)",
453711605,,2,M 219;M-16.2,primary,50,False,False,83.088,"LINESTRING (17.5856428 43.9392512, 17.5859411 43.9391964, 17.5866392 43.9390431)",Vrbaska
453711605,,2,M 219;M-16.2,primary,50,False,False,45.482,"LINESTRING (17.5826754 43.93979, 17.583232 43.9397083)",Vrbaska
"[767405737, 1040928588, 1040928589]",,,,residential,,False,False,211.913,"LINESTRING (17.5826754 43.93979, 17.583084 43.9405139, 17.5831106 43.9405292, 17.5831511 43.9405353, 17.5831894 43.940533, 17.5835545 43.9404035, 17.583579 43.9403797, 17.5835843 43.9403544, 17.583232 43.9397083)",
453711605,,2,M 219;M-16.2,primary,50,False,True,42.375,"LINESTRING (17.5826754 43.93979, 17.5824185 43.9398132, 17.5823104 43.9398212, 17.5821496 43.9398331)",Vrbaska
199484635,,2,R-439,secondary,50,False,True,123.389,"LINESTRING (17.5860763 43.9419938, 17.5860128 43.9420336, 17.5858407 43.9421371, 17.5856917 43.942208, 17.5851827 43.9424898, 17.5850775 43.942548, 17.5848585 43.9426729)",Bistrička
