osmid,ref,highway,maxspeed,oneway,reversed,length,name,geometry,bridge,lanes
231901441,M 213;R 465,primary,40,False,False,122.452,,"LINESTRING (18.0406205 44.425784, 18.0407188 44.424685)",,
231901441,M 213;R 465,primary,40,False,True,89.374,,"LINESTRING (18.0406205 44.425784, 18.0405551 44.4265864)",,
338968536,,residential,40,False,False,226.877,Anke Topića,"LINESTRING (18.0406205 44.425784, 18.0377688 44.4256598)",,
534319797,M 213;R 465,primary,40,False,False,45.348,,"LINESTRING (18.0409884 44.4224182, 18.0411252 44.4223643, 18.0413364 44.4223328, 18.0415352 44.4223396)",,
"[700943880, 226473785, 700943879]",,"['residential', 'unclassified']",40,False,False,176.158,,"LINESTRING (18.0409884 44.4224182, 18.0407984 44.4223885, 18.0406451 44.4223772, 18.0403179 44.4223772, 18.0400291 44.4224132, 18.0398566 44.4224347, 18.0390036 44.4224883, 18.0387858 44.4224883)",,
"[700943881, 231901441, 534319798]",M 213;R 465,primary,40,False,True,209.562,,"LINESTRING (18.0409884 44.4224182, 18.0409168 44.4224977, 18.0408781 44.4225647, 18.0408615 44.4226197, 18.0408103 44.4231094, 18.040787 44.4235153, 18.0407757 44.4237997, 18.0407667 44.4242792)",yes,
338968558,,residential,40,True,False,182.681,Stjepana Tomaševića,"LINESTRING (18.0379077 44.4240208, 18.037886 44.4241674, 18.0377867 44.4250702, 18.0377773 44.4252377, 18.0377659 44.4254582, 18.0377688 44.4256598)",,
553285405,,residential,40,False,False,113.90100000000001,Ulica Prva,"LINESTRING (18.0379077 44.4240208, 18.0378305 44.424015, 18.0374375 44.4239852, 18.0364885 44.4238751)",,
"[226472065, 553285405]",,residential,40,False,True,231.83100000000002,Ulica Prva,"LINESTRING (18.0379077 44.4240208, 18.0381416 44.4240191, 18.0390563 44.4239987, 18.0394576 44.4240102, 18.0397374 44.4240329, 18.0400587 44.4240919, 18.0404113 44.4241777, 18.0407667 44.4242792)",,
550612230,,residential,30,False,True,248.357,Ulica Srebrenička,"LINESTRING (18.0319818 44.4241865, 18.0320777 44.4247616, 18.0320748 44.4248714, 18.0320671 44.4249699, 18.0320352 44.4250656, 18.0316121 44.4261108, 18.0315865 44.4262061, 18.0315779 44.4262938, 18.0316098 44.4263648)",,2
550724614,,residential,40,False,True,63.721,Ulica Prva,"LINESTRING (18.0319818 44.4241865, 18.0323247 44.4241522, 18.0327774 44.4241122)",,
45858641,,residential,40,False,True,132.798,Stjepana Radića,"LINESTRING (18.0407667 44.4242792, 18.041128 44.4243865, 18.0421795 44.4246986, 18.0422466 44.4247288, 18.0422898 44.4247615)",,
"[226472065, 553285405]",,residential,40,False,False,231.831,Ulica Prva,"LINESTRING (18.0407667 44.4242792, 18.0404113 44.4241777, 18.0400587 44.4240919, 18.0397374 44.4240329, 18.0394576 44.4240102, 18.0390563 44.4239987, 18.0381416 44.4240191, 18.0379077 44.4240208)",,
"[231901441, 700943881, 534319798]",M 213;R 465,primary,40,False,False,209.56199999999998,,"LINESTRING (18.0407667 44.4242792, 18.0407757 44.4237997, 18.040787 44.4235153, 18.0408103 44.4231094, 18.0408615 44.4226197, 18.0408781 44.4225647, 18.0409168 44.4224977, 18.0409884 44.4224182)",yes,
