osmid,oneway,ref,highway,reversed,length,name,geometry,maxspeed,lanes,bridge,junction
1214263935,True,M 115;M-17,primary,False,18.861,,"LINESTRING (18.2059006 43.8245717, 18.2056854 43.8245034)",,,,
22948445,False,,residential,False,28.956,Anđelka Lažetića,"LINESTRING (18.2039226 43.8223027, 18.2037383 43.8225266)",,,,
22948445,False,,residential,True,91.795,Anđelka Lažetića,"LINESTRING (18.2039226 43.8223027, 18.2039965 43.8222155, 18.2041593 43.8220138, 18.2044961 43.8215884)",,,,
"[234946888, 234946885]",False,,tertiary,False,189.866,Hadželi,"LINESTRING (18.2039226 43.8223027, 18.2040793 43.8223442, 18.2045197 43.8224566, 18.2047277 43.8225097, 18.2055709 43.8227186, 18.2057828 43.8227702, 18.2059809 43.8228183, 18.2061588 43.8228616)",40,2,,
"[234946888, 234946889]",False,,tertiary,"[False, True]",161.285,Hadželi,"LINESTRING (18.2039226 43.8223027, 18.2037657 43.8222579, 18.2030765 43.8220889, 18.2026457 43.8219832, 18.2026248 43.8219762, 18.2023186 43.8219066, 18.2020955 43.8218536, 18.2020202 43.8218347)",40,3,,
234946884,False,R-442a,secondary,True,42.054,Žunovnica,"LINESTRING (18.2067952 43.8226364, 18.2070715 43.822315)",,2,,
769452363,True,R-442a,secondary,False,27.347,Žunovnica,"LINESTRING (18.2067952 43.8226364, 18.2067648 43.822749, 18.2067494 43.8228237, 18.2067402 43.822879)",,1,,
167061852,False,,unclassified,True,49.089,,"LINESTRING (18.2090181 43.8244418, 18.208648 43.8246198, 18.2085148 43.8246926)",,,,
234946879,False,,tertiary,True,214.186,Hadželi,"LINESTRING (18.2090181 43.8244418, 18.2085155 43.8238976, 18.208244 43.8236098, 18.2077456 43.8233101, 18.2074747 43.823192, 18.2071918 43.8230911)",40,,,
165399407,True,,residential,False,65.541,,"LINESTRING (18.206183 43.8234939, 18.205406 43.8233118)",,,,
234946883,False,R-442a,secondary,True,36.199,Žunovnica,"LINESTRING (18.206183 43.8234939, 18.2063923 43.8232055)",,2,,
"[22948546, 234946883, 234946877]",False,R-442a,secondary,"[False, True]",74.473,Žunovnica,"LINESTRING (18.206183 43.8234939, 18.2060709 43.8236725, 18.2059542 43.8238937, 18.2058366 43.824115)",,2,yes,
234946884,False,R-442a,secondary,False,6.039,Žunovnica,"LINESTRING (18.2071113 43.8222689, 18.2070715 43.822315)",,2,,
181987000,False,,residential,False,17.572,,"LINESTRING (18.2071113 43.8222689, 18.207162 43.8223024, 18.2071975 43.8223231, 18.2072364 43.8223463, 18.207282 43.8223674)",,,,
456957560,False,R-442a,secondary,True,172.04899999999998,,"LINESTRING (18.2071113 43.8222689, 18.2075218 43.8218458, 18.2081162 43.8213704, 18.2085165 43.8211075)",,,,
234946891,False,,residential,True,81.802,Hadželi,"LINESTRING (18.2020286 43.8210684, 18.2019813 43.8211921, 18.2017885 43.8216966, 18.2017576 43.8217776)",,,,
235014739,False,,residential,False,129.781,Hadželi,"LINESTRING (18.2020286 43.8210684, 18.2019854 43.8210598, 18.2012487 43.8209053, 18.2011093 43.8208863, 18.2007799 43.820899, 18.2004487 43.8209296)",,,,
235014739,False,,residential,True,207.192,Hadželi,"LINESTRING (18.2020286 43.8210684, 18.2022546 43.821095, 18.2025018 43.8211288, 18.2033834 43.8212747, 18.2037273 43.8213461, 18.2040042 43.8214215, 18.2042277 43.8214938, 18.2044961 43.8215884)",,,,
22948445,False,,residential,False,91.795,Anđelka Lažetića,"LINESTRING (18.2044961 43.8215884, 18.2041593 43.8220138, 18.2039965 43.8222155, 18.2039226 43.8223027)",,,,
235014739,False,,residential,False,207.192,Hadželi,"LINESTRING (18.2044961 43.8215884, 18.2042277 43.8214938, 18.2040042 43.8214215, 18.2037273 43.8213461, 18.2033834 43.8212747, 18.2025018 43.8211288, 18.2022546 43.821095, 18.2020286 43.8210684)",,,,
235014739,False,,residential,True,191.18300000000002,Hadželi,"LINESTRING (18.2044961 43.8215884, 18.2049124 43.8217235, 18.2050801 43.8217907, 18.2054081 43.8219503, 18.2057416 43.8221625, 18.2059534 43.8223072, 18.2059639 43.8223622, 18.2059456 43.8224095, 18.2057799 43.8226113, 18.205768 43.8226447, 18.2057439 43.8227034)",,,,
234946884,False,R-442a,secondary,False,42.054,Žunovnica,"LINESTRING (18.2070715 43.822315, 18.2067952 43.8226364)",,2,,
234946884,False,R-442a,secondary,True,6.039,Žunovnica,"LINESTRING (18.2070715 43.822315, 18.2071113 43.8222689)",,2,,
22948460,False,,residential,False,225.16499999999994,Žunovačka,"LINESTRING (18.2070715 43.822315, 18.2070047 43.8220984, 18.2069708 43.8219344, 18.206895 43.8216502, 18.2068596 43.821521, 18.206841 43.8214149, 18.2068359 43.8213466, 18.2068545 43.8212832, 18.2068798 43.8212125, 18.2069371 43.8210487, 18.2069778 43.8209614, 18.2070201 43.8208675, 18.2070927 43.8207419, 18.2071316 43.8206981, 18.2071992 43.8206346, 18.2072266 43.8206007, 18.2072955 43.8205281, 18.2074158 43.8204085)",,,,
22948473,False,,residential,False,43.906,Žunovnica,"LINESTRING (18.2074158 43.8204085, 18.207829 43.8206674)",,,,
22948460,False,,residential,False,45.312,Žunovačka,"LINESTRING (18.2074158 43.8204085, 18.2074392 43.8203864, 18.2075295 43.8202918, 18.2075898 43.8202337, 18.2076448 43.8201892, 18.2077511 43.820081)",,,,
22948460,False,,residential,True,225.165,Žunovačka,"LINESTRING (18.2074158 43.8204085, 18.2072955 43.8205281, 18.2072266 43.8206007, 18.2071992 43.8206346, 18.2071316 43.8206981, 18.2070927 43.8207419, 18.2070201 43.8208675, 18.2069778 43.8209614, 18.2069371 43.8210487, 18.2068798 43.8212125, 18.2068545 43.8212832, 18.2068359 43.8213466, 18.206841 43.8214149, 18.2068596 43.821521, 18.206895 43.8216502, 18.2069708 43.8219344, 18.2070047 43.8220984, 18.2070715 43.822315)",,,,
22948472,False,,residential,False,228.46500000000003,Igmanska,"LINESTRING (18.209253 43.8189092, 18.2090876 43.8192804, 18.2086565 43.8198888, 18.2081545 43.8203668, 18.2080524 43.8204692, 18.2080347 43.8204876, 18.207829 43.8206674)",,,,
22948473,False,,residential,True,43.906,Žunovnica,"LINESTRING (18.207829 43.8206674, 18.2074158 43.8204085)",,,,
22948472,False,,residential,True,228.46499999999997,Igmanska,"LINESTRING (18.207829 43.8206674, 18.2080347 43.8204876, 18.2080524 43.8204692, 18.2081545 43.8203668, 18.2086565 43.8198888, 18.2090876 43.8192804, 18.209253 43.8189092)",,,,
22948473,False,,residential,False,73.749,Žunovnica,"LINESTRING (18.207829 43.8206674, 18.208138 43.8208675, 18.2082226 43.8209245, 18.2082376 43.8209324, 18.2085165 43.8211075)",,,,
22948473,False,,residential,True,73.749,Žunovnica,"LINESTRING (18.2085165 43.8211075, 18.2082376 43.8209324, 18.2082226 43.8209245, 18.208138 43.8208675, 18.207829 43.8206674)",,,,
456957560,False,R-442a,secondary,False,172.04899999999998,,"LINESTRING (18.2085165 43.8211075, 18.2081162 43.8213704, 18.2075218 43.8218458, 18.2071113 43.8222689)",,,,
456957560,False,R-442a,secondary,True,49.941,,"LINESTRING (18.2085165 43.8211075, 18.2087579 43.8209198, 18.2089537 43.8207882)",,,,
165399408,False,,residential,True,28.65,,"LINESTRING (18.205406 43.8233118, 18.2055286 43.8230698)",,,,
234941709,False,,residential,False,29.764,,"LINESTRING (18.205406 43.8233118, 18.2050592 43.8232167)",,,,
165399408,False,,residential,False,141.106,,"LINESTRING (18.205406 43.8233118, 18.205279 43.8235286, 18.2051445 43.8235422, 18.2050125 43.8235218, 18.2039131 43.8232507)",,,,
165399408,False,,residential,True,23.123,,"LINESTRING (18.2040158 43.8230564, 18.2039131 43.8232507)",,,,
234941709,False,,residential,False,45.773,,"LINESTRING (18.2040158 43.8230564, 18.2039339 43.823043, 18.2034943 43.8228925)",,,,
234941709,False,,residential,True,89.649,,"LINESTRING (18.2040158 43.8230564, 18.2042287 43.8229955, 18.204325 43.8230034, 18.2044095 43.8230259, 18.2050592 43.8232167)",,,,
22948445,False,,residential,False,93.644,Anđelka Lažetića,"LINESTRING (18.2034943 43.8228925, 18.2033614 43.8230557, 18.2033104 43.8231191, 18.2033103 43.8231563, 18.2033211 43.823187, 18.2037652 43.8233386, 18.20382 43.8233378, 18.2038669 43.8233233, 18.2039131 43.8232507)",,,,
22948445,False,,residential,True,45.155,Anđelka Lažetića,"LINESTRING (18.2034943 43.8228925, 18.2036069 43.8227174, 18.2037383 43.8225266)",,,,
234941709,False,,residential,True,45.773,,"LINESTRING (18.2034943 43.8228925, 18.2039339 43.823043, 18.2040158 43.8230564)",,,,
165399408,False,,residential,False,23.123,,"LINESTRING (18.2039131 43.8232507, 18.2040158 43.8230564)",,,,
22948445,False,,residential,True,93.64399999999999,Anđelka Lažetića,"LINESTRING (18.2039131 43.8232507, 18.2038669 43.8233233, 18.20382 43.8233378, 18.2037652 43.8233386, 18.2033211 43.823187, 18.2033103 43.8231563, 18.2033104 43.8231191, 18.2033614 43.8230557, 18.2034943 43.8228925)",,,,
165399408,False,,residential,True,141.106,,"LINESTRING (18.2039131 43.8232507, 18.2050125 43.8235218, 18.2051445 43.8235422, 18.205279 43.8235286, 18.205406 43.8233118)",,,,
234946886,False,,tertiary,False,22.003,Hadželi,"LINESTRING (18.2017576 43.8217776, 18.201887 43.8218057, 18.2020202 43.8218347)",40,2,,
"[234946893, 234946887]",False,,tertiary,True,125.679,Hadželi,"LINESTRING (18.2017576 43.8217776, 18.2016229 43.8217425, 18.201414 43.8216881, 18.2009505 43.821529, 18.2003504 43.8212863)",40,"['2', '3']",,
234946891,False,,residential,False,81.802,Hadželi,"LINESTRING (18.2017576 43.8217776, 18.2017885 43.8216966, 18.2019813 43.8211921, 18.2020286 43.8210684)",,,,
429264929,True,,tertiary,False,20.909,,"LINESTRING (18.2017576 43.8217776, 18.2018023 43.8218406, 18.2018128 43.8218589, 18.2018185 43.8218881, 18.2018124 43.8219209, 18.2017956 43.8219536)",,,,
