osmid,oneway,name,highway,reversed,length,geometry,junction,lanes,ref,maxspeed,access
46885039,False,Cara Lazara,primary,True,36.472,"LINESTRING (18.2975468 44.9570267, 18.2978662 44.956789)",,2,M-II 500,50,
46885039,False,Cara Lazara,primary,False,212.83100000000002,"LINESTRING (18.2975468 44.9570267, 18.2968564 44.9575527, 18.2964412 44.9578554, 18.2962346 44.9580129, 18.2959906 44.9581913, 18.2957111 44.9584315)",,2,M-II 500,50,
293716892,False,,residential,False,233.356,"LINESTRING (18.2975468 44.9570267, 18.2969298 44.956605, 18.2949374 44.9570919)",,,,,
293708827,False,Berlinska,residential,False,35.694,"LINESTRING (18.3048844 44.9555159, 18.3052644 44.9553406)",,,,,
707112765,False,Berlinska,tertiary,True,20.32,"LINESTRING (18.3048844 44.9555159, 18.3047156 44.9556542)",,,,40,yes
450568129,False,Miloša Crnjanskog,tertiary,False,18.092,"LINESTRING (18.3048844 44.9555159, 18.3048879 44.9555003, 18.3048843 44.9554835, 18.3048772 44.9554686, 18.3048613 44.9554536, 18.3047611 44.9553897)",,,,40,yes
421359156,False,Vidovdanska,primary,False,63.205,"LINESTRING (18.30226 44.9538465, 18.3027136 44.9533774)",,,M-II 500,40,yes
293711768,False,Cara Lazara,primary,True,114.89100000000002,"LINESTRING (18.30226 44.9538465, 18.3020772 44.9540453, 18.3018917 44.9541579, 18.3016354 44.954283, 18.3015209 44.9543306, 18.301335 44.954408, 18.3011632 44.954506)",,,M-II 500,50,
450568129,False,Miloša Crnjanskog,tertiary,True,98.33500000000001,"LINESTRING (18.30226 44.9538465, 18.3029012 44.9542446, 18.3032015 44.954428)",,,,40,yes
293711773,False,Petra Kočića,residential,False,53.79,"LINESTRING (18.3027136 44.9533774, 18.3021493 44.9531044)",,,,,
421359156,False,Vidovdanska,primary,False,34.874,"LINESTRING (18.3027136 44.9533774, 18.3029493 44.9531118)",,,M-II 500,40,yes
421359156,False,Vidovdanska,primary,True,63.205,"LINESTRING (18.3027136 44.9533774, 18.30226 44.9538465)",,,M-II 500,40,yes
293711243,False,,residential,True,53.81,"LINESTRING (18.3029493 44.9531118, 18.3034905 44.9534076)",,,,,
421359156,False,Vidovdanska,primary,True,34.874,"LINESTRING (18.3029493 44.9531118, 18.3027136 44.9533774)",,,M-II 500,40,yes
421359156,False,Vidovdanska,primary,False,128.382,"LINESTRING (18.3029493 44.9531118, 18.3032186 44.9526751, 18.3033897 44.9523831, 18.303598 44.9520525)",,,M-II 500,40,yes
421359156,False,Vidovdanska,primary,True,128.382,"LINESTRING (18.303598 44.9520525, 18.3033897 44.9523831, 18.3032186 44.9526751, 18.3029493 44.9531118)",,,M-II 500,40,yes
707112767,False,Vojvode Stepe Stepanovića,residential,False,155.241,"LINESTRING (18.3037696 44.9574807, 18.3057191 44.9576953)",,,,,
707112767,False,Vojvode Stepe Stepanovića,residential,True,54.544,"LINESTRING (18.3037696 44.9574807, 18.303087 44.9573953)",,,,,
293711235,False,Živojina Mišića,residential,True,62.93900000000001,"LINESTRING (18.3037696 44.9574807, 18.3037264 44.957775, 18.3036693 44.9580421)",,,,,
293711235,False,Živojina Mišića,residential,True,51.24,"LINESTRING (18.302621 44.958372, 18.3020214 44.9585518)",,,,,
293711237,False,Ilije Garašanina,residential,False,22.498,"LINESTRING (18.302621 44.958372, 18.3028081 44.958525)",,,,,
293711235,False,Živojina Mišića,residential,False,91.155,"LINESTRING (18.302621 44.958372, 18.303498 44.9580522, 18.3036693 44.9580421)",,,,,
293711237,False,Ilije Garašanina,residential,True,22.498,"LINESTRING (18.3028081 44.958525, 18.302621 44.958372)",,,,,
293711237,False,Ilije Garašanina,residential,False,264.694,"LINESTRING (18.3028081 44.958525, 18.3031685 44.9586645, 18.3034146 44.9587643, 18.3044287 44.9588384, 18.306066 44.9589836)",,,,,
293712508,False,Hamburška,residential,False,243.79099999999997,"LINESTRING (18.3028081 44.958525, 18.3029551 44.9588411, 18.3029609 44.9588825, 18.302942 44.9589188, 18.3028982 44.9589756, 18.3028834 44.9590282, 18.3028823 44.959059, 18.3028989 44.9590847, 18.3029675 44.959125, 18.3034133 44.9592954, 18.3043344 44.9597358, 18.3045089 44.9598057, 18.3045456 44.9598128, 18.3047256 44.9596274)",,,,,
293711237,False,Ilije Garašanina,residential,True,264.694,"LINESTRING (18.306066 44.9589836, 18.3044287 44.9588384, 18.3034146 44.9587643, 18.3031685 44.9586645, 18.3028081 44.958525)",,,,,
293711239,False,Petra Bojovića,residential,False,246.90300000000002,"LINESTRING (18.30372 44.9564694, 18.3038336 44.9565474, 18.3038932 44.9566061, 18.3039645 44.9566807, 18.3040603 44.9567779, 18.3041586 44.9568621, 18.3042634 44.9569406, 18.3043782 44.9570173, 18.3044836 44.9570712, 18.3046214 44.9571083, 18.305118 44.9571825, 18.3051676 44.957181, 18.3052121 44.957171, 18.3052461 44.9571481, 18.3052656 44.9571166, 18.3054718 44.9563225)",,,,,
707112765,False,Berlinska,tertiary,False,119.80999999999999,"LINESTRING (18.30372 44.9564694, 18.3038295 44.9563823, 18.3047156 44.9556542)",,,,40,yes
707112765,False,Berlinska,tertiary,True,85.46000000000001,"LINESTRING (18.30372 44.9564694, 18.3033458 44.9567709, 18.3030032 44.9570468)",,,,40,yes
293711239,False,Petra Bojovića,residential,True,246.90300000000005,"LINESTRING (18.3054718 44.9563225, 18.3052656 44.9571166, 18.3052461 44.9571481, 18.3052121 44.957171, 18.3051676 44.957181, 18.305118 44.9571825, 18.3046214 44.9571083, 18.3044836 44.9570712, 18.3043782 44.9570173, 18.3042634 44.9569406, 18.3041586 44.9568621, 18.3040603 44.9567779, 18.3039645 44.9566807, 18.3038932 44.9566061, 18.3038336 44.9565474, 18.30372 44.9564694)",,,,,
293711240,False,,residential,False,107.805,"LINESTRING (18.3057191 44.9576953, 18.305987 44.9567445)",,,,,
707112767,False,Vojvode Stepe Stepanovića,residential,True,155.241,"LINESTRING (18.3057191 44.9576953, 18.3037696 44.9574807)",,,,,
293711240,False,,residential,True,107.805,"LINESTRING (18.305987 44.9567445, 18.3057191 44.9576953)",,,,,
293711240,False,,residential,False,115.816,"LINESTRING (18.305987 44.9567445, 18.3065419 44.9567947, 18.3066948 44.9568374, 18.3069273 44.9568755, 18.3071402 44.9568921, 18.3071679 44.9566841)",,,,,
"[871477096, 871477097]",False,,residential,"[False, True]",121.23500000000001,"LINESTRING (18.305987 44.9567445, 18.3060052 44.9566113, 18.3060893 44.9565171, 18.3062597 44.9563651, 18.3063745 44.956352, 18.3067446 44.9563653, 18.3071758 44.9563942)",,,,,
293708827,False,Berlinska,residential,True,35.694,"LINESTRING (18.3052644 44.9553406, 18.3048844 44.9555159)",,,,,
293708827,False,Berlinska,residential,False,132.798,"LINESTRING (18.3052644 44.9553406, 18.3064387 44.9548058, 18.3066785 44.9546889)",,,,,
293711241,False,Majke Jevrosime,residential,False,157.208,"LINESTRING (18.3052644 44.9553406, 18.3054052 44.9554473, 18.3057224 44.9555579, 18.3062313 44.9556285, 18.3068553 44.9556881, 18.3070004 44.9556926, 18.3071429 44.9557095)",,,,,
293711241,False,Majke Jevrosime,residential,True,157.208,"LINESTRING (18.3071429 44.9557095, 18.3070004 44.9556926, 18.3068553 44.9556881, 18.3062313 44.9556285, 18.3057224 44.9555579, 18.3054052 44.9554473, 18.3052644 44.9553406)",,,,,
293711242,False,,residential,False,49.703,"LINESTRING (18.3047611 44.9553897, 18.3051823 44.9550566)",,,,,
450568129,False,Miloša Crnjanskog,tertiary,False,162.784,"LINESTRING (18.3047611 44.9553897, 18.3045624 44.9552684, 18.3036599 44.9547029, 18.3032015 44.954428)",,,,40,yes
450568129,False,Miloša Crnjanskog,tertiary,True,18.092000000000002,"LINESTRING (18.3047611 44.9553897, 18.3048613 44.9554536, 18.3048772 44.9554686, 18.3048843 44.9554835, 18.3048879 44.9555003, 18.3048844 44.9555159)",,,,40,yes
293711242,False,,residential,True,58.979,"LINESTRING (18.3071499 44.9534825, 18.30665 44.9538777)",,,,,
293711242,False,,residential,False,32.776,"LINESTRING (18.3055653 44.954703, 18.3058689 44.9545012)",,,,,
293711242,False,,residential,True,49.54,"LINESTRING (18.3055653 44.954703, 18.3051823 44.9550566)",,,,,
293711243,False,,residential,False,130.041,"LINESTRING (18.3055653 44.954703, 18.3043152 44.9539381)",,,,,
293711244,False,,residential,False,48.68,"LINESTRING (18.3032015 44.954428, 18.3036539 44.9541294)",,,,,
450568129,False,Miloša Crnjanskog,tertiary,False,98.33500000000001,"LINESTRING (18.3032015 44.954428, 18.3029012 44.9542446, 18.30226 44.9538465)",,,,40,yes
450568129,False,Miloša Crnjanskog,tertiary,True,162.784,"LINESTRING (18.3032015 44.954428, 18.3036599 44.9547029, 18.3045624 44.9552684, 18.3047611 44.9553897)",,,,40,yes
293711243,False,,residential,False,65.622,"LINESTRING (18.3040972 44.9538125, 18.3034905 44.9534076)",,,,,
293711243,False,,residential,True,22.121,"LINESTRING (18.3040972 44.9538125, 18.3043152 44.9539381)",,,,,
293711244,False,,residential,True,49.584,"LINESTRING (18.3040972 44.9538125, 18.3036539 44.9541294)",,,,,
293711242,False,,residential,False,49.54,"LINESTRING (18.3051823 44.9550566, 18.3055653 44.954703)",,,,,
293711242,False,,residential,True,49.703,"LINESTRING (18.3051823 44.9550566, 18.3047611 44.9553897)",,,,,
293711245,False,,residential,False,158.411,"LINESTRING (18.3051823 44.9550566, 18.3036539 44.9541294)",,,,,
293711244,False,,residential,False,49.584,"LINESTRING (18.3036539 44.9541294, 18.3040972 44.9538125)",,,,,
293711244,False,,residential,True,48.68,"LINESTRING (18.3036539 44.9541294, 18.3032015 44.954428)",,,,,
293711245,False,,residential,True,158.411,"LINESTRING (18.3036539 44.9541294, 18.3051823 44.9550566)",,,,,
131375790,False,Dositeja Obradovića,tertiary,False,23.613,"LINESTRING (18.2991337 44.9599915, 18.2992104 44.9601968)",,,,,
131375790,False,Dositeja Obradovića,tertiary,True,31.184,"LINESTRING (18.2991337 44.9599915, 18.2990221 44.9597224)",,,,,
293711248,False,Posavsko-trebavskog odreda,residential,True,50.46,"LINESTRING (18.2991337 44.9599915, 18.2989537 44.9599748, 18.2985147 44.9598781)",,,,,
293711248,False,Posavsko-trebavskog odreda,residential,False,52.353,"LINESTRING (18.2963833 44.9591601, 18.2969439 44.9594137)",,,,,
293711248,False,Posavsko-trebavskog odreda,residential,True,88.731,"LINESTRING (18.2963833 44.9591601, 18.2962101 44.9591259, 18.2952905 44.9589633)",,,,,
293711250,False,,residential,False,79.111,"LINESTRING (18.2963833 44.9591601, 18.296261 44.958999, 18.2958395 44.9585626)",,,,,
293711250,False,,residential,True,17.736,"LINESTRING (18.2957111 44.9584315, 18.2958395 44.9585626)",,,,,
46885039,False,Cara Lazara,primary,True,212.83100000000002,"LINESTRING (18.2957111 44.9584315, 18.2959906 44.9581913, 18.2962346 44.9580129, 18.2964412 44.9578554, 18.2968564 44.9575527, 18.2975468 44.9570267)",,2,M-II 500,50,
450579948,False,Cara Lazara,primary,False,75.46900000000001,"LINESTRING (18.2957111 44.9584315, 18.2956213 44.9584951, 18.2955019 44.9585644, 18.2952471 44.9587067, 18.2950741 44.9587788, 18.2949306 44.9588149)",,2,M-II 500,50,
450579949,False,,residential,False,96.97,"LINESTRING (18.2957111 44.9584315, 18.2950023 44.957798, 18.2949331 44.9577567)",,,,,
293716894,False,,residential,False,74.042,"LINESTRING (18.2949331 44.9577567, 18.2949379 44.9576295, 18.2949506 44.9574478, 18.2949271 44.9572183, 18.2949374 44.9570919)",,,,,
450579949,False,,residential,True,96.97,"LINESTRING (18.2949331 44.9577567, 18.2950023 44.957798, 18.2957111 44.9584315)",,,,,
293711250,False,,residential,False,17.736,"LINESTRING (18.2958395 44.9585626, 18.2957111 44.9584315)",,,,,
293711249,False,Gavrila Principa,residential,True,164.948,"LINESTRING (18.2958395 44.9585626, 18.2966421 44.9583404, 18.2976199 44.9581899, 18.2978485 44.9581551)",,,,,
293711250,False,,residential,True,79.111,"LINESTRING (18.2958395 44.9585626, 18.296261 44.958999, 18.2963833 44.9591601)",,,,,
293712511,False,,residential,False,56.375,"LINESTRING (18.3015962 44.9607924, 18.3012636 44.9607168, 18.300914 44.9606374)",,,,,
293722958,False,Svetosavska,tertiary,False,109.382,"LINESTRING (18.3015962 44.9607924, 18.3019043 44.9601333, 18.3020114 44.9599313, 18.3020318 44.959859)",,,,,
293711235,False,Živojina Mišića,residential,False,51.24,"LINESTRING (18.3020214 44.9585518, 18.302621 44.958372)",,,,,
293722958,False,Svetosavska,tertiary,False,120.152,"LINESTRING (18.3020214 44.9585518, 18.3016597 44.957502)",,,,,
293716871,False,Cerska,residential,False,165.728,"LINESTRING (18.3020214 44.9585518, 18.3018225 44.9586185, 18.3015583 44.9587219, 18.3013014 44.9588009, 18.3008274 44.9588984, 18.3000429 44.9590425)",,,,,
293722958,False,Svetosavska,tertiary,True,146.30599999999998,"LINESTRING (18.3020214 44.9585518, 18.302058 44.9587105, 18.3020872 44.9588493, 18.3021128 44.9590744, 18.3021194 44.9593862, 18.3020907 44.95958, 18.3020318 44.959859)",,,,,
293722958,False,Svetosavska,tertiary,True,9.596,"LINESTRING (18.3016244 44.9574194, 18.3016597 44.957502)",,,,,
293711767,False,Svetosavska,residential,False,278.74,"LINESTRING (18.3016244 44.9574194, 18.3015981 44.9573401, 18.3015403 44.9571664, 18.3013258 44.9564923, 18.3013109 44.9564455, 18.3011194 44.9558773, 18.3008922 44.9552032, 18.3008801 44.9551791, 18.3007832 44.9549857)",,,,,
"[746759083, 707112766]",True,Gavrila Principa,tertiary,False,83.47800000000001,"LINESTRING (18.3016244 44.9574194, 18.3021736 44.9573172, 18.3025276 44.9572489, 18.3026445 44.9572154)",,,,,
"[293711252, 293712510]",False,Nevesinjska,residential,False,458.21400000000006,"LINESTRING (18.3020318 44.959859, 18.3025013 44.959854, 18.3031165 44.9598202, 18.3034134 44.9604636, 18.3040893 44.9603335, 18.3047608 44.9606107, 18.3048138 44.9606236, 18.3048669 44.960628, 18.3049301 44.9606166, 18.30498 44.9605979, 18.3050056 44.9605678, 18.305181 44.9602552, 18.3052175 44.9602342, 18.3052674 44.9602151, 18.3053313 44.9602101, 18.3053911 44.9602109, 18.3066029 44.9605788)",,,,,
293722958,False,Svetosavska,tertiary,False,146.30599999999998,"LINESTRING (18.3020318 44.959859, 18.3020907 44.95958, 18.3021194 44.9593862, 18.3021128 44.9590744, 18.3020872 44.9588493, 18.302058 44.9587105, 18.3020214 44.9585518)",,,,,
293722958,False,Svetosavska,tertiary,True,109.382,"LINESTRING (18.3020318 44.959859, 18.3020114 44.9599313, 18.3019043 44.9601333, 18.3015962 44.9607924)",,,,,
293711767,False,Svetosavska,residential,True,278.74,"LINESTRING (18.3007832 44.9549857, 18.3008801 44.9551791, 18.3008922 44.9552032, 18.3011194 44.9558773, 18.3013109 44.9564455, 18.3013258 44.9564923, 18.3015403 44.9571664, 18.3015981 44.9573401, 18.3016244 44.9574194)",,,,,
293711768,False,Cara Lazara,primary,False,61.245000000000005,"LINESTRING (18.3007832 44.9549857, 18.3008183 44.9549452, 18.3009315 44.9547727, 18.3011494 44.9545206, 18.3011632 44.954506)",,,M-II 500,50,
293711768,False,Cara Lazara,primary,True,42.284000000000006,"LINESTRING (18.3007832 44.9549857, 18.3006457 44.9550985, 18.3004264 44.95527)",,,M-II 500,50,
293711768,False,Cara Lazara,primary,False,42.284000000000006,"LINESTRING (18.3004264 44.95527, 18.3006457 44.9550985, 18.3007832 44.9549857)",,,M-II 500,50,
293711768,False,Cara Lazara,primary,True,141.476,"LINESTRING (18.3004264 44.95527, 18.3003837 44.9552952, 18.3000311 44.9555033, 18.2997505 44.9556689, 18.2994177 44.9558577, 18.2990344 44.9560752)",,,M-II 500,50,
293711782,False,,residential,False,204.554,"LINESTRING (18.3004264 44.95527, 18.3002903 44.9551314, 18.3002015 44.955001, 18.3000698 44.9548118, 18.2998947 44.9545208, 18.2996921 44.9542003, 18.2995254 44.953965, 18.2993942 44.9538448, 18.2992549 44.9537168, 18.2991952 44.9536596)",,,,,
293711768,False,Cara Lazara,primary,False,114.89099999999999,"LINESTRING (18.3011632 44.954506, 18.301335 44.954408, 18.3015209 44.9543306, 18.3016354 44.954283, 18.3018917 44.9541579, 18.3020772 44.9540453, 18.30226 44.9538465)",,,M-II 500,50,
293711768,False,Cara Lazara,primary,True,61.245000000000005,"LINESTRING (18.3011632 44.954506, 18.3011494 44.9545206, 18.3009315 44.9547727, 18.3008183 44.9549452, 18.3007832 44.9549857)",,,M-II 500,50,
653163969,False,,residential,False,88.15100000000001,"LINESTRING (18.3011632 44.954506, 18.3008531 44.9540388, 18.3008157 44.9539825, 18.3006704 44.9537944)",,,,,
293711772,False,Kolubarska,residential,False,127.638,"LINESTRING (18.3006704 44.9537944, 18.3010446 44.9534795, 18.3016166 44.9528643)",,,,,
653163969,False,,residential,False,90.115,"LINESTRING (18.3006704 44.9537944, 18.3003632 44.9535505, 18.3001321 44.9534144, 18.2998212 44.9532563)",,,,,
653163969,False,,residential,True,88.151,"LINESTRING (18.3006704 44.9537944, 18.3008157 44.9539825, 18.3008531 44.9540388, 18.3011632 44.954506)",,,,,
293711781,False,,residential,False,66.616,"LINESTRING (18.2998212 44.9532563, 18.2991952 44.9536596)",,,,,
653163969,False,,residential,False,25.187,"LINESTRING (18.2998212 44.9532563, 18.2997119 44.9530434)",,,,,
653163969,False,,residential,True,90.115,"LINESTRING (18.2998212 44.9532563, 18.3001321 44.9534144, 18.3003632 44.9535505, 18.3006704 44.9537944)",,,,,
653163969,False,,residential,True,25.187,"LINESTRING (18.2997119 44.9530434, 18.2998212 44.9532563)",,,,,
293711773,False,Petra Kočića,residential,True,126.342,"LINESTRING (18.2997119 44.9530434, 18.2997678 44.953026, 18.3002563 44.9528565, 18.3006177 44.9527027, 18.3008013 44.9525885, 18.3009476 44.9525679, 18.3011173 44.9526202)",,,,,
293712481,False,Karađorđeva,residential,False,109.431,"LINESTRING (18.2997119 44.9530434, 18.29963 44.9529253, 18.2995293 44.9527686, 18.2992748 44.9523383, 18.2991405 44.9521466)",,,,,
293711773,False,Petra Kočića,residential,False,47.754,"LINESTRING (18.3016166 44.9528643, 18.3011173 44.9526202)",,,,,
293711773,False,Petra Kočića,residential,True,49.699,"LINESTRING (18.3016166 44.9528643, 18.3021493 44.9531044)",,,,,
293711772,False,Kolubarska,residential,True,127.638,"LINESTRING (18.3016166 44.9528643, 18.3010446 44.9534795, 18.3006704 44.9537944)",,,,,
293711773,False,Petra Kočića,residential,True,47.754,"LINESTRING (18.3011173 44.9526202, 18.3016166 44.9528643)",,,,,
293711773,False,Petra Kočića,residential,False,126.342,"LINESTRING (18.3011173 44.9526202, 18.3009476 44.9525679, 18.3008013 44.9525885, 18.3006177 44.9527027, 18.3002563 44.9528565, 18.2997678 44.953026, 18.2997119 44.9530434)",,,,,
293711780,False,,residential,False,88.789,"LINESTRING (18.3015247 44.9537694, 18.3021493 44.9531044)",,,,,
293711773,False,Petra Kočića,residential,False,49.699,"LINESTRING (18.3021493 44.9531044, 18.3016166 44.9528643)",,,,,
293711773,False,Petra Kočića,residential,True,53.79,"LINESTRING (18.3021493 44.9531044, 18.3027136 44.9533774)",,,,,
293711780,False,,residential,True,88.789,"LINESTRING (18.3021493 44.9531044, 18.3015247 44.9537694)",,,,,
293711781,False,,residential,True,66.616,"LINESTRING (18.2991952 44.9536596, 18.2998212 44.9532563)",,,,,
293711782,False,,residential,False,78.38,"LINESTRING (18.2991952 44.9536596, 18.2989095 44.953637, 18.2986612 44.9535982, 18.2983976 44.953536, 18.2982282 44.9535011)",,,,,
293711782,False,,residential,True,204.55399999999997,"LINESTRING (18.2991952 44.9536596, 18.2992549 44.9537168, 18.2993942 44.9538448, 18.2995254 44.953965, 18.2996921 44.9542003, 18.2998947 44.9545208, 18.3000698 44.9548118, 18.3002015 44.955001, 18.3002903 44.9551314, 18.3004264 44.95527)",,,,,
293711782,False,,residential,False,203.80300000000003,"LINESTRING (18.2982282 44.9535011, 18.2981881 44.9533948, 18.2981868 44.9533262, 18.2982657 44.9530887, 18.2982997 44.9529842, 18.298289 44.9528419, 18.298205 44.9527139, 18.2981139 44.952579, 18.2979879 44.9524439, 18.297764 44.9523015, 18.2975224 44.9521679, 18.2971635 44.952055)",,,,,
293711782,False,,residential,True,78.38,"LINESTRING (18.2982282 44.9535011, 18.2983976 44.953536, 18.2986612 44.9535982, 18.2989095 44.953637, 18.2991952 44.9536596)",,,,,
430650522,False,,residential,False,47.422999999999995,"LINESTRING (18.2982282 44.9535011, 18.2981654 44.9535255, 18.2977899 44.9537912)",,,,,
293711782,False,,residential,True,203.803,"LINESTRING (18.2971635 44.952055, 18.2975224 44.9521679, 18.297764 44.9523015, 18.2979879 44.9524439, 18.2981139 44.952579, 18.298205 44.9527139, 18.298289 44.9528419, 18.2982997 44.9529842, 18.2982657 44.9530887, 18.2981868 44.9533262, 18.2981881 44.9533948, 18.2982282 44.9535011)",,,,,
293711243,False,,residential,False,22.121,"LINESTRING (18.3043152 44.9539381, 18.3040972 44.9538125)",,,,,
293711243,False,,residential,True,130.041,"LINESTRING (18.3043152 44.9539381, 18.3055653 44.954703)",,,,,
293712491,False,Hajduk Veljkova,residential,False,128.032,"LINESTRING (18.3043152 44.9539381, 18.3048212 44.9535313, 18.3049211 44.9534325, 18.3053066 44.9530279)",,,,,
293712491,False,Hajduk Veljkova,residential,False,73.909,"LINESTRING (18.3053066 44.9530279, 18.3057864 44.9524565)",,,,,
293712500,False,,residential,True,141.79,"LINESTRING (18.3053066 44.9530279, 18.30665 44.9538777)",,,,,
293712491,False,Hajduk Veljkova,residential,True,128.032,"LINESTRING (18.3053066 44.9530279, 18.3049211 44.9534325, 18.3048212 44.9535313, 18.3043152 44.9539381)",,,,,
293712491,False,Hajduk Veljkova,residential,True,73.909,"LINESTRING (18.3057864 44.9524565, 18.3053066 44.9530279)",,,,,
293711242,False,,residential,False,58.979,"LINESTRING (18.30665 44.9538777, 18.3071499 44.9534825)",,,,,
293711242,False,,residential,True,17.272,"LINESTRING (18.30665 44.9538777, 18.3065037 44.9539935)",,,,,
293712500,False,,residential,False,141.79,"LINESTRING (18.30665 44.9538777, 18.3053066 44.9530279)",,,,,
293711242,False,,residential,False,52.333,"LINESTRING (18.3060605 44.9543444, 18.3065037 44.9539935)",,,,,
293711242,False,,residential,True,23.05,"LINESTRING (18.3060605 44.9543444, 18.3058689 44.9545012)",,,,,
293712501,False,,residential,False,130.793,"LINESTRING (18.3060605 44.9543444, 18.305363 44.9538938, 18.3057092 44.9536078, 18.3058493 44.9536939)",,,,,
293712501,False,,residential,True,130.793,"LINESTRING (18.3058493 44.9536939, 18.3057092 44.9536078, 18.305363 44.9538938, 18.3060605 44.9543444)",,,,,
293711243,False,,residential,False,53.81,"LINESTRING (18.3034905 44.9534076, 18.3029493 44.9531118)",,,,,
293711243,False,,residential,True,65.622,"LINESTRING (18.3034905 44.9534076, 18.3040972 44.9538125)",,,,,
293712502,False,,residential,False,145.567,"LINESTRING (18.3034905 44.9534076, 18.3041538 44.9526714, 18.3044392 44.952285)",,,,,
293712502,False,,residential,True,145.567,"LINESTRING (18.3044392 44.952285, 18.3041538 44.9526714, 18.3034905 44.9534076)",,,,,
293712504,False,,residential,False,137.897,"LINESTRING (18.3044392 44.952285, 18.304988 44.952505, 18.3043978 44.95318)",,,,,
293712504,False,,residential,True,137.897,"LINESTRING (18.3043978 44.95318, 18.304988 44.952505, 18.3044392 44.952285)",,,,,
293711242,False,,residential,False,23.05,"LINESTRING (18.3058689 44.9545012, 18.3060605 44.9543444)",,,,,
293711242,False,,residential,True,32.776,"LINESTRING (18.3058689 44.9545012, 18.3055653 44.954703)",,,,,
293712505,False,,residential,False,67.038,"LINESTRING (18.3058689 44.9545012, 18.3066785 44.9546889)",,,,,
293712505,False,,residential,True,67.038,"LINESTRING (18.3066785 44.9546889, 18.3058689 44.9545012)",,,,,
293708827,False,Berlinska,residential,True,132.798,"LINESTRING (18.3066785 44.9546889, 18.3064387 44.9548058, 18.3052644 44.9553406)",,,,,
293712508,False,Hamburška,residential,True,158.874,"LINESTRING (18.306375 44.9594553, 18.306338 44.9596462, 18.304842 44.9594842, 18.3047256 44.9596274)",,,,,
293712508,False,Hamburška,residential,False,158.87399999999997,"LINESTRING (18.3047256 44.9596274, 18.304842 44.9594842, 18.306338 44.9596462, 18.306375 44.9594553)",,,,,
