osmid,oneway,lanes,highway,reversed,length,ref,name,maxspeed,geometry
279140864,False,,residential,False,84.098,,Emiliano R. Fernandez,,"LINESTRING (-55.7654194 -27.356136, -55.765415 -27.3553797)"
279140864,False,,residential,True,138.521,,Emiliano R. Fernandez,,"LINESTRING (-55.7654194 -27.356136, -55.7653979 -27.3573816)"
279140876,False,,residential,False,88.108,,Roman Hutz,,"LINESTRING (-55.7654194 -27.356136, -55.7645273 -27.3561442)"
279140876,False,,residential,True,85.481,,Roman Hutz,,"LINESTRING (-55.7654194 -27.356136, -55.7662849 -27.356128)"
279140872,False,,residential,False,134.936,,Vicente Vento,,"LINESTRING (-55.7645273 -27.3561442, -55.7645229 -27.3549307)"
279140872,False,,residential,True,138.2,,Vicente Vento,,"LINESTRING (-55.7645273 -27.3561442, -55.7645416 -27.357387)"
279140876,False,,residential,True,88.108,,Roman Hutz,,"LINESTRING (-55.7645273 -27.3561442, -55.7654194 -27.356136)"
279140876,False,,residential,False,255.401,,Roman Hutz,,"LINESTRING (-55.7645273 -27.3561442, -55.7633421 -27.3561722, -55.7632835 -27.3562283, -55.7632483 -27.3573952)"
279140870,False,,residential,False,126.602,,Cecilia Baez,,"LINESTRING (-55.76629 -27.357376, -55.7663028 -27.3585145)"
279140870,False,,residential,True,138.772,,Cecilia Baez,,"LINESTRING (-55.76629 -27.357376, -55.7662849 -27.356128)"
812998028,False,2,secondary,False,88.105,14,Ruta de la Yerba Mate,40,"LINESTRING (-55.76629 -27.357376, -55.7653979 -27.3573816)"
279140864,False,,residential,False,138.521,,Emiliano R. Fernandez,,"LINESTRING (-55.7653979 -27.3573816, -55.7654194 -27.356136)"
812998028,False,2,secondary,False,84.569,14,Ruta de la Yerba Mate,40,"LINESTRING (-55.7653979 -27.3573816, -55.7645416 -27.357387)"
812998028,False,2,secondary,True,88.105,14,Ruta de la Yerba Mate,40,"LINESTRING (-55.7653979 -27.3573816, -55.76629 -27.357376)"
279140872,False,,residential,False,138.2,,Vicente Vento,,"LINESTRING (-55.7645416 -27.357387, -55.7645273 -27.3561442)"
279140872,False,,residential,True,125.621,,Vicente Vento,,"LINESTRING (-55.7645416 -27.357387, -55.7645318 -27.3585167)"
812998028,False,2,secondary,False,127.728,14,Ruta de la Yerba Mate,40,"LINESTRING (-55.7645416 -27.357387, -55.7632483 -27.3573952)"
812998028,False,2,secondary,True,84.569,14,Ruta de la Yerba Mate,40,"LINESTRING (-55.7645416 -27.357387, -55.7653979 -27.3573816)"
279140876,False,,residential,False,125.064,,Roman Hutz,,"LINESTRING (-55.7632483 -27.3573952, -55.7633185 -27.3585182)"
812998028,False,2,secondary,True,127.728,14,Ruta de la Yerba Mate,40,"LINESTRING (-55.7632483 -27.3573952, -55.7645416 -27.357387)"
279140876,False,,residential,True,255.401,,Roman Hutz,,"LINESTRING (-55.7632483 -27.3573952, -55.7632835 -27.3562283, -55.7633421 -27.3561722, -55.7645273 -27.3561442)"
812998028,False,2,secondary,False,113.93900000000001,14,Ruta de la Yerba Mate,40,"LINESTRING (-55.7632483 -27.3573952, -55.7622441 -27.3573968, -55.7621753 -27.3574063, -55.7621064 -27.3574422)"
279140856,False,,residential,True,115.713,,Josefina Pla,,"LINESTRING (-55.7581486 -27.3575366, -55.7581578 -27.3585772)"
279140877,False,,residential,True,62.399,,Eligio Ayala,,"LINESTRING (-55.7594305 -27.358017, -55.759411 -27.3585779)"
159355001,False,2,residential,True,174.9,,,,"LINESTRING (-55.7663028 -27.3585145, -55.7645318 -27.3585167)"
279140870,False,,residential,True,126.602,,Cecilia Baez,,"LINESTRING (-55.7663028 -27.3585145, -55.76629 -27.357376)"
159355001,False,2,residential,False,174.9,,,,"LINESTRING (-55.7645318 -27.3585167, -55.7663028 -27.3585145)"
159355001,False,2,residential,True,119.823,,,,"LINESTRING (-55.7645318 -27.3585167, -55.7633185 -27.3585182)"
279140872,False,,residential,False,125.621,,Vicente Vento,,"LINESTRING (-55.7645318 -27.3585167, -55.7645416 -27.357387)"
279140872,False,,residential,True,124.745,,Vicente Vento,,"LINESTRING (-55.7645318 -27.3585167, -55.7645678 -27.3596381)"
159355001,False,2,residential,False,123.763,,,,"LINESTRING (-55.7581578 -27.3585772, -55.759411 -27.3585779)"
279140856,False,,residential,False,115.713,,Josefina Pla,,"LINESTRING (-55.7581578 -27.3585772, -55.7581486 -27.3575366)"
279140856,False,,residential,True,127.724,,Josefina Pla,,"LINESTRING (-55.7581578 -27.3585772, -55.7581788 -27.3597257)"
"[159355001, 159354991]",False,2,residential,True,188.542,,,,"LINESTRING (-55.7581578 -27.3585772, -55.7568471 -27.3585763, -55.7568483 -27.3591078)"
159355001,False,2,residential,False,127.096,,,,"LINESTRING (-55.759411 -27.3585779, -55.7606979 -27.3585682)"
159355001,False,2,residential,True,123.763,,,,"LINESTRING (-55.759411 -27.3585779, -55.7581578 -27.3585772)"
279140877,False,,residential,False,62.399,,Eligio Ayala,,"LINESTRING (-55.759411 -27.3585779, -55.7594305 -27.358017)"
279140877,False,,residential,True,125.162,,Eligio Ayala,,"LINESTRING (-55.759411 -27.3585779, -55.7594054 -27.3597035)"
279140872,False,,residential,False,124.745,,Vicente Vento,,"LINESTRING (-55.7645678 -27.3596381, -55.7645318 -27.3585167)"
159354988,False,2,residential,False,246.813,,Patricio Escobar,,"LINESTRING (-55.7645678 -27.3596381, -55.7643485 -27.3596378, -55.7632944 -27.3596406, -55.7628218 -27.3596179, -55.7620724 -27.3596786)"
279140877,False,,residential,False,125.162,,Eligio Ayala,,"LINESTRING (-55.7594054 -27.3597035, -55.759411 -27.3585779)"
279140877,False,,residential,True,118.261,,Eligio Ayala,,"LINESTRING (-55.7594054 -27.3597035, -55.7594312 -27.3607668)"
286293838,False,2,secondary,False,121.16,14,Pioneros,40,"LINESTRING (-55.7594054 -27.3597035, -55.7581788 -27.3597257)"
286293838,False,2,secondary,True,125.714,14,Pioneros,40,"LINESTRING (-55.7594054 -27.3597035, -55.7606781 -27.3596804)"
279140856,False,,residential,False,127.724,,Josefina Pla,,"LINESTRING (-55.7581788 -27.3597257, -55.7581578 -27.3585772)"
286293838,False,2,secondary,False,18.157,14,Pioneros,40,"LINESTRING (-55.7581788 -27.3597257, -55.7579953 -27.3597155)"
286293838,False,2,secondary,True,121.16,14,Pioneros,40,"LINESTRING (-55.7581788 -27.3597257, -55.7594054 -27.3597035)"
279140856,False,,residential,True,120.31799999999998,,Josefina Pla,,"LINESTRING (-55.7581788 -27.3597257, -55.7580442 -27.360332, -55.7580184 -27.3607955)"
159354997,False,2,residential,False,123.576,,,,"LINESTRING (-55.7594312 -27.3607668, -55.7606823 -27.3607455)"
159354997,False,2,residential,True,139.559,,,,"LINESTRING (-55.7594312 -27.3607668, -55.7580184 -27.3607955)"
279140877,False,,residential,False,118.261,,Eligio Ayala,,"LINESTRING (-55.7594312 -27.3607668, -55.7594054 -27.3597035)"
279140877,False,,residential,True,110.483,,Eligio Ayala,,"LINESTRING (-55.7594312 -27.3607668, -55.7594466 -27.3617603)"
279140877,False,,residential,False,110.483,,Eligio Ayala,,"LINESTRING (-55.7594466 -27.3617603, -55.7594312 -27.3607668)"
159352577,False,2,residential,False,346.34999999999997,,,,"LINESTRING (-55.7594466 -27.3617603, -55.7594543 -27.3627671, -55.7595131 -27.3628018, -55.7606062 -27.3627642, -55.7606649 -27.3627497, -55.7606878 -27.3627004, -55.7606899 -27.3617341)"
279140877,False,,residential,True,122.81800000000001,,Eligio Ayala,,"LINESTRING (-55.7594466 -27.3617603, -55.7595608 -27.3617596, -55.7606899 -27.3617341)"
279140856,False,,residential,False,111.556,,Josefina Pla,,"LINESTRING (-55.757938 -27.3617962, -55.7580184 -27.3607955)"
964379950,False,,unclassified,True,259.682,,,,"LINESTRING (-55.7647143 -27.3616079, -55.7626325 -27.3617325, -55.7620895 -27.3617269)"
