osmid,oneway,lanes,highway,reversed,length,ref,name,maxspeed,geometry
159352577,False,2,residential,False,123.687,,,,"LINESTRING (-55.7606781 -27.3596804, -55.7606979 -27.3585682)"
159352577,False,2,residential,True,118.435,,,,"LINESTRING (-55.7606781 -27.3596804, -55.7606823 -27.3607455)"
286293838,False,2,secondary,False,125.714,14,Pioneros,40,"LINESTRING (-55.7606781 -27.3596804, -55.7594054 -27.3597035)"
286293838,False,2,secondary,True,137.697,14,Pioneros,40,"LINESTRING (-55.7606781 -27.3596804, -55.7620724 -27.3596786)"
159352577,False,2,residential,False,109.93,,,,"LINESTRING (-55.7606899 -27.3617341, -55.7606823 -27.3607455)"
279140877,False,,residential,True,138.22,,Eligio Ayala,,"LINESTRING (-55.7606899 -27.3617341, -55.7620895 -27.3617269)"
159352577,False,2,residential,True,346.34999999999997,,,,"LINESTRING (-55.7606899 -27.3617341, -55.7606878 -27.3627004, -55.7606649 -27.3627497, -55.7606062 -27.3627642, -55.7595131 -27.3628018, -55.7594543 -27.3627671, -55.7594466 -27.3617603)"
279140877,False,,residential,False,122.81800000000001,,Eligio Ayala,,"LINESTRING (-55.7606899 -27.3617341, -55.7595608 -27.3617596, -55.7594466 -27.3617603)"
159352610,False,2,unclassified,False,67.161,,,,"LINESTRING (-55.7568695 -27.3597115, -55.7568483 -27.3591078)"
159352610,False,2,unclassified,True,115.734,,,,"LINESTRING (-55.7568695 -27.3597115, -55.7568616 -27.3607523)"
286293840,False,2,residential,True,111.181,,,,"LINESTRING (-55.7568695 -27.3597115, -55.7579953 -27.3597155)"
286293838,False,2,secondary,True,18.157,14,Pioneros,40,"LINESTRING (-55.7579953 -27.3597155, -55.7581788 -27.3597257)"
286293840,False,2,residential,False,111.181,,,,"LINESTRING (-55.7579953 -27.3597155, -55.7568695 -27.3597115)"
159352570,False,2,secondary,True,134.662,14,Ruta de la Yerba Mate,60,"LINESTRING (-55.7579953 -27.3597155, -55.757826 -27.3596786, -55.7576865 -27.3596452, -55.7575309 -27.3595833, -55.7573378 -27.3594928, -55.7571876 -27.3594023, -55.7568483 -27.3591078)"
159352610,False,2,unclassified,True,67.161,,,,"LINESTRING (-55.7568483 -27.3591078, -55.7568695 -27.3597115)"
159352570,False,2,secondary,False,134.662,14,Ruta de la Yerba Mate,60,"LINESTRING (-55.7568483 -27.3591078, -55.7571876 -27.3594023, -55.7573378 -27.3594928, -55.7575309 -27.3595833, -55.7576865 -27.3596452, -55.757826 -27.3596786, -55.7579953 -27.3597155)"
"[159355001, 159354991]",False,2,residential,False,188.542,,,,"LINESTRING (-55.7568483 -27.3591078, -55.7568471 -27.3585763, -55.7581578 -27.3585772)"
159352610,False,2,unclassified,False,115.734,,,,"LINESTRING (-55.7568616 -27.3607523, -55.7568695 -27.3597115)"
159354997,False,2,residential,False,114.342,,,,"LINESTRING (-55.7568616 -27.3607523, -55.7580184 -27.3607955)"
159354999,False,2,unclassified,True,227.767,,,,"LINESTRING (-55.7620724 -27.3596786, -55.7620895 -27.3617269)"
286293838,False,2,secondary,False,137.697,14,Pioneros,40,"LINESTRING (-55.7620724 -27.3596786, -55.7606781 -27.3596804)"
416757231,False,2,secondary,False,125.077,14,R. Pereira Cabral,40,"LINESTRING (-55.7620724 -27.3596786, -55.7620519 -27.3585539)"
159354988,False,2,residential,True,246.81300000000002,,Patricio Escobar,,"LINESTRING (-55.7620724 -27.3596786, -55.7628218 -27.3596179, -55.7632944 -27.3596406, -55.7643485 -27.3596378, -55.7645678 -27.3596381)"
159352577,False,2,residential,False,118.435,,,,"LINESTRING (-55.7606823 -27.3607455, -55.7606781 -27.3596804)"
159352577,False,2,residential,True,109.93,,,,"LINESTRING (-55.7606823 -27.3607455, -55.7606899 -27.3617341)"
159354997,False,2,residential,True,123.576,,,,"LINESTRING (-55.7606823 -27.3607455, -55.7594312 -27.3607668)"
159354997,False,2,residential,False,139.559,,,,"LINESTRING (-55.7580184 -27.3607955, -55.7594312 -27.3607668)"
159354997,False,2,residential,True,114.342,,,,"LINESTRING (-55.7580184 -27.3607955, -55.7568616 -27.3607523)"
279140856,False,,residential,True,111.556,,Josefina Pla,,"LINESTRING (-55.7580184 -27.3607955, -55.757938 -27.3617962)"
279140856,False,,residential,False,120.31799999999998,,Josefina Pla,,"LINESTRING (-55.7580184 -27.3607955, -55.7580442 -27.360332, -55.7581788 -27.3597257)"
159355001,False,2,residential,False,119.823,,,,"LINESTRING (-55.7633185 -27.3585182, -55.7645318 -27.3585167)"
159355001,False,2,residential,True,125.149,,,,"LINESTRING (-55.7633185 -27.3585182, -55.7620519 -27.3585539)"
279140876,False,,residential,True,125.064,,Roman Hutz,,"LINESTRING (-55.7633185 -27.3585182, -55.7632483 -27.3573952)"
159355001,False,2,residential,False,125.149,,,,"LINESTRING (-55.7620519 -27.3585539, -55.7633185 -27.3585182)"
159355001,False,2,residential,True,133.727,,,,"LINESTRING (-55.7620519 -27.3585539, -55.7606979 -27.3585682)"
416757231,False,2,secondary,False,112.741,14,R. Pereira Cabral,40,"LINESTRING (-55.7620519 -27.3585539, -55.7620511 -27.35754)"
416757231,False,2,secondary,True,125.077,14,R. Pereira Cabral,40,"LINESTRING (-55.7620519 -27.3585539, -55.7620724 -27.3596786)"
159354999,False,2,unclassified,False,227.767,,,,"LINESTRING (-55.7620895 -27.3617269, -55.7620724 -27.3596786)"
279140877,False,,residential,False,138.22,,Eligio Ayala,,"LINESTRING (-55.7620895 -27.3617269, -55.7606899 -27.3617341)"
964379950,False,,unclassified,False,259.682,,,,"LINESTRING (-55.7620895 -27.3617269, -55.7626325 -27.3617325, -55.7647143 -27.3616079)"
159352577,False,2,residential,True,123.687,,,,"LINESTRING (-55.7606979 -27.3585682, -55.7606781 -27.3596804)"
159355001,False,2,residential,False,133.727,,,,"LINESTRING (-55.7606979 -27.3585682, -55.7620519 -27.3585539)"
159355001,False,2,residential,True,127.096,,,,"LINESTRING (-55.7606979 -27.3585682, -55.759411 -27.3585779)"
"[159352577, 286252855]",False,2,residential,"[False, True]",245.418,,,,"LINESTRING (-55.7606979 -27.3585682, -55.7607222 -27.3575416, -55.7620511 -27.35754)"
416757231,False,2,secondary,True,12.346,14,R. Pereira Cabral,40,"LINESTRING (-55.7621064 -27.3574422, -55.7620702 -27.3574854, -55.7620511 -27.35754)"
812998028,False,2,secondary,True,113.93900000000001,14,Ruta de la Yerba Mate,40,"LINESTRING (-55.7621064 -27.3574422, -55.7621753 -27.3574063, -55.7622441 -27.3573968, -55.7632483 -27.3573952)"
416757231,False,2,secondary,True,112.741,14,R. Pereira Cabral,40,"LINESTRING (-55.7620511 -27.35754, -55.7620519 -27.3585539)"
"[159352577, 286252855]",False,2,residential,"[False, True]",245.418,,,,"LINESTRING (-55.7620511 -27.35754, -55.7607222 -27.3575416, -55.7606979 -27.3585682)"
416757231,False,2,secondary,False,12.346,14,R. Pereira Cabral,40,"LINESTRING (-55.7620511 -27.35754, -55.7620702 -27.3574854, -55.7621064 -27.3574422)"
279140864,False,,residential,True,84.098,,Emiliano R. Fernandez,,"LINESTRING (-55.765415 -27.3553797, -55.7654194 -27.356136)"
279140872,False,,residential,True,134.936,,Vicente Vento,,"LINESTRING (-55.7645229 -27.3549307, -55.7645273 -27.3561442)"
279140870,False,,residential,False,59.174,,Cecilia Baez,,"LINESTRING (-55.7662758 -27.3555959, -55.7662849 -27.356128)"
279140870,False,,residential,False,138.772,,Cecilia Baez,,"LINESTRING (-55.7662849 -27.356128, -55.76629 -27.357376)"
279140870,False,,residential,True,59.174,,Cecilia Baez,,"LINESTRING (-55.7662849 -27.356128, -55.7662758 -27.3555959)"
279140876,False,,residential,False,85.481,,Roman Hutz,,"LINESTRING (-55.7662849 -27.356128, -55.7654194 -27.356136)"
