osmid,oneway,lanes,name,highway,reversed,length,ref,geometry
262687417,False,2,Bernardino Caballero,residential,False,14.496,,"LINESTRING (-54.7163922 -25.6603761, -54.716516 -25.6603087)"
899283081,False,2,,tertiary,True,75.694,,"LINESTRING (-54.7163922 -25.6603761, -54.7160896 -25.6597524)"
261414890,True,1,Avenida Mandiyú,primary,False,15.753,D063,"LINESTRING (-54.7218156 -25.6623269, -54.7217431 -25.6622012)"
781341574,False,2,Avenida Mandiyú,tertiary,False,11.906,,"LINESTRING (-54.7218156 -25.6623269, -54.7218995 -25.6622511)"
781341574,False,2,Avenida Mandiyú,tertiary,True,33.12,,"LINESTRING (-54.7218156 -25.6623269, -54.7217556 -25.6626198)"
261414893,True,1,Avenida Mandiyú,primary,False,108.327,D063,"LINESTRING (-54.7184757 -25.6560769, -54.7189547 -25.6569502)"
262687437,False,2,Moisés Bertoni,tertiary,True,117.919,,"LINESTRING (-54.7184757 -25.6560769, -54.7195327 -25.6556113)"
781341570,False,2,Moisés Bertoni,primary,False,15.105,D063,"LINESTRING (-54.7184757 -25.6560769, -54.7183261 -25.6560933)"
261414888,False,2,Padre Valtulini,residential,True,9.96,,"LINESTRING (-54.7250578 -25.6581322, -54.7251016 -25.6582126)"
261414888,False,2,Padre Valtulini,residential,False,115.148,,"LINESTRING (-54.7250578 -25.6581322, -54.7250169 -25.6580569, -54.7245525 -25.6572022)"
919904873,True,2,Padre Guidi,residential,False,113.291,,"LINESTRING (-54.7217986 -25.6620771, -54.7228001 -25.6616047)"
919904875,True,2,Ruta Departamental 63,primary,False,9.617,D063,"LINESTRING (-54.7217986 -25.6620771, -54.7218448 -25.6621529)"
262687349,True,1,Avenida Mandiyú,residential,False,117.605,,"LINESTRING (-54.7183261 -25.6560933, -54.7178282 -25.6551356)"
781341570,False,2,Moisés Bertoni,primary,True,15.105,D063,"LINESTRING (-54.7183261 -25.6560933, -54.7184757 -25.6560769)"
781341571,False,2,Moisés Bertoni,residential,False,145.774,,"LINESTRING (-54.7183261 -25.6560933, -54.7171652 -25.656883)"
261414893,True,1,Avenida Mandiyú,primary,False,9.91,D063,"LINESTRING (-54.7201276 -25.6590889, -54.7201714 -25.6591688)"
262687433,True,1,Acosta Ñu,residential,False,116.106,,"LINESTRING (-54.7201276 -25.6590889, -54.7211605 -25.6586162)"
261414888,False,2,Padre Valtulini,residential,False,107.919,,"LINESTRING (-54.7244922 -25.6570913, -54.7240186 -25.6562197)"
261414888,False,2,Padre Valtulini,residential,True,13.733,,"LINESTRING (-54.7244922 -25.6570913, -54.7245525 -25.6572022)"
261414890,True,1,Avenida Mandiyú,primary,False,111.271,D063,"LINESTRING (-54.7205329 -25.6601243, -54.7200417 -25.6592269)"
261414894,True,1,Río Monday,residential,False,14.605,,"LINESTRING (-54.7205329 -25.6601243, -54.7206638 -25.6600666)"
261414893,True,1,Avenida Mandiyú,primary,False,11.409,D063,"LINESTRING (-54.7206638 -25.6600666, -54.7207142 -25.6601586)"
261414894,True,1,Río Monday,residential,False,115.501,,"LINESTRING (-54.7206638 -25.6600666, -54.7216993 -25.6596108)"
261414890,True,1,Avenida Mandiyú,primary,False,11.448,D063,"LINESTRING (-54.7205835 -25.6602166, -54.7205329 -25.6601243)"
261414893,True,1,Avenida Mandiyú,primary,False,116.698,D063,"LINESTRING (-54.7207142 -25.6601586, -54.7212302 -25.6610994)"
262684073,True,1,Río Monday,residential,False,14.601,,"LINESTRING (-54.7207142 -25.6601586, -54.7205835 -25.6602166)"
261414893,True,1,Avenida Mandiyú,primary,False,10.528,D063,"LINESTRING (-54.7212302 -25.6610994, -54.7212767 -25.6611843)"
262684132,True,1,Cerro Corá,residential,False,114.886,,"LINESTRING (-54.7212302 -25.6610994, -54.7222548 -25.6606362)"
261414890,True,1,Avenida Mandiyú,primary,False,11.177,D063,"LINESTRING (-54.7211749 -25.6612285, -54.7211237 -25.6611392)"
261414893,True,1,Avenida Mandiyú,primary,False,112.213,D063,"LINESTRING (-54.7212767 -25.6611843, -54.7217986 -25.6620771)"
262684131,True,1,Cerro Corá,residential,False,11.325,,"LINESTRING (-54.7212767 -25.6611843, -54.7211749 -25.6612285)"
261414890,True,1,Avenida Mandiyú,primary,False,81.386,D063,"LINESTRING (-54.7211237 -25.6611392, -54.7207364 -25.6604959)"
262684132,True,1,Cerro Corá,residential,False,11.555,,"LINESTRING (-54.7211237 -25.6611392, -54.7212302 -25.6610994)"
261414890,True,1,Avenida Mandiyú,primary,False,39.816,D063,"LINESTRING (-54.7194353 -25.6581193, -54.7192595 -25.6577982)"
262687368,True,1,Bernardino Caballero,residential,False,14.424,,"LINESTRING (-54.7194353 -25.6581193, -54.7195643 -25.6580618)"
261414890,True,1,Avenida Mandiyú,primary,False,29.186,D063,"LINESTRING (-54.7196227 -25.6584617, -54.7194939 -25.6582263)"
262687417,False,2,Bernardino Caballero,residential,True,101.097,,"LINESTRING (-54.7196227 -25.6584617, -54.7187647 -25.6589397)"
262687354,True,1,Nuestra Señora de la Asunción,residential,False,10.566,,"LINESTRING (-54.7189452 -25.6545384, -54.7190397 -25.6544963)"
261414888,False,2,Padre Valtulini,residential,False,14.488,,"LINESTRING (-54.7240186 -25.6562197, -54.723955 -25.6561027)"
261414888,False,2,Padre Valtulini,residential,True,107.919,,"LINESTRING (-54.7240186 -25.6562197, -54.7244922 -25.6570913)"
262687398,True,1,Bernardino Caballero,residential,False,112.97800000000001,,"LINESTRING (-54.7240186 -25.6562197, -54.7230505 -25.656649, -54.7230072 -25.6566682)"
261414888,False,2,Padre Valtulini,residential,False,118.113,,"LINESTRING (-54.7234038 -25.6550884, -54.7228854 -25.6541345)"
261414888,False,2,Padre Valtulini,residential,True,4.766,,"LINESTRING (-54.7234038 -25.6550884, -54.7234247 -25.6551269)"
262687427,False,2,,residential,False,104.381,,"LINESTRING (-54.7164312 -25.6574245, -54.7170658 -25.6581688)"
781341571,False,2,Moisés Bertoni,residential,False,102.728,,"LINESTRING (-54.7164312 -25.6574245, -54.7162322 -25.6575637, -54.7156215 -25.6579909)"
781341571,False,2,Moisés Bertoni,residential,True,49.737,,"LINESTRING (-54.7164312 -25.6574245, -54.7167436 -25.657194, -54.7168152 -25.6571412)"
262687441,True,1,Avenida Mandiyú,residential,False,11.524,,"LINESTRING (-54.7173597 -25.654004, -54.7174167 -25.654094)"
262687433,True,1,Acosta Ñu,residential,False,14.512,,"LINESTRING (-54.7199984 -25.6591478, -54.7201276 -25.6590889)"
261414890,True,1,Avenida Mandiyú,primary,False,85.078,D063,"LINESTRING (-54.7199984 -25.6591478, -54.7197962 -25.6587785, -54.7196227 -25.6584617)"
262687381,True,1,20 de Diciembre,residential,False,121.362,,"LINESTRING (-54.7202378 -25.6540859, -54.7207676 -25.6550673)"
262687392,True,1,Nuestra Señora de la Asunción,residential,False,13.895,,"LINESTRING (-54.7202378 -25.6540859, -54.720113 -25.6541403)"
262687379,True,1,20 de Diciembre,residential,False,12.063,,"LINESTRING (-54.720113 -25.6541403, -54.7200553 -25.6540451)"
262687392,True,1,Nuestra Señora de la Asunción,residential,False,113.472,,"LINESTRING (-54.720113 -25.6541403, -54.7190937 -25.6545843)"
262687351,True,1,Próceres de Mayo,residential,False,13.612,,"LINESTRING (-54.7207013 -25.6575545, -54.7207609 -25.6576645)"
262687368,True,1,Bernardino Caballero,residential,False,112.977,,"LINESTRING (-54.7207013 -25.6575545, -54.7217115 -25.6571038)"
262687409,False,2,Los Inmigrantes,residential,False,123.436,,"LINESTRING (-54.7178247 -25.6576534, -54.7188274 -25.6570089)"
262687409,False,2,Los Inmigrantes,residential,True,95.238,,"LINESTRING (-54.7178247 -25.6576534, -54.7170658 -25.6581688)"
262687431,False,2,,residential,False,96.529,,"LINESTRING (-54.7178247 -25.6576534, -54.7183823 -25.6583612)"
262687431,False,2,,residential,True,108.203,,"LINESTRING (-54.7178247 -25.6576534, -54.7171652 -25.656883)"
261414890,True,1,Avenida Mandiyú,primary,False,13.269,D063,"LINESTRING (-54.7194939 -25.6582263, -54.7194353 -25.6581193)"
261414894,True,1,Río Monday,residential,False,10.363,,"LINESTRING (-54.7216993 -25.6596108, -54.7217922 -25.6595699)"
262687372,True,1,Próceres de Mayo,residential,False,112.272,,"LINESTRING (-54.7216993 -25.6596108, -54.7212078 -25.6587035)"
262687372,True,1,Próceres de Mayo,residential,False,10.803,,"LINESTRING (-54.7212078 -25.6587035, -54.7211605 -25.6586162)"
262687376,True,1,Acosta Ñu,residential,False,116.05000000000001,,"LINESTRING (-54.7212078 -25.6587035, -54.7203658 -25.6590815, -54.7201714 -25.6591688)"
