osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,access
205799942,,,Via Cavour,residential,,True,False,79.076,"LINESTRING (12.4147563 42.5558097, 12.4148136 42.555918, 12.4149092 42.5560433, 12.4150212 42.5561729, 12.4150784 42.5562597, 12.415092 42.5562971, 12.4151338 42.5564565)",,
210449115,,,Via Cavour,residential,,False,True,23.494,"LINESTRING (12.4152038 42.5566614, 12.4151338 42.5564565)",,
210449117,,,Via Cavour,residential,,True,False,16.165,"LINESTRING (12.4152038 42.5566614, 12.4152916 42.5567916)",,
"[210449105, 363198082]",,,Piazza XXV Gennaio,unclassified,,False,True,35.494,"LINESTRING (12.4152038 42.5566614, 12.4153811 42.5565815, 12.4153615 42.5565264, 12.4153125 42.5564234)",,
"[537458120, 206876070, 997953407]",,,Via Farrattini,residential,,True,False,361.58799999999997,"LINESTRING (12.4136043 42.5559033, 12.4136162 42.5558101, 12.4136556 42.5557761, 12.4137108 42.5557641, 12.4138618 42.5557248, 12.4140874 42.5556502, 12.4142728 42.5555633, 12.4145143 42.555344, 12.4146491 42.5552696, 12.4148068 42.5550998, 12.4150559 42.5548649, 12.4151938 42.5547372, 12.4153401 42.5546048, 12.415447 42.5545088, 12.4158846 42.5541246, 12.4163358 42.5537651, 12.416449 42.5536999, 12.4165412 42.5536948, 12.4166437 42.5537006)",,
"[302631834, 302631835, 208062582]",,,Via Leone IV,residential,,True,False,80.966,"LINESTRING (12.4162109 42.556135, 12.4163805 42.5563794, 12.4164508 42.5565223, 12.4164677 42.5565667, 12.416484 42.5566362, 12.4164806 42.556694, 12.4164853 42.5567118, 12.4165039 42.5567324, 12.4165162 42.5567397, 12.416593 42.5567853)",building_passage,
997953409,,,Via Leone IV,residential,,True,False,41.912,"LINESTRING (12.4157667 42.5559573, 12.4158973 42.5560049, 12.4160015 42.5560311, 12.4161022 42.5560648, 12.4161736 42.556104, 12.4162109 42.556135)",,
208062579,3,SR205,Piazza XXI Settembre,primary,50,False,False,12.865,"LINESTRING (12.418074 42.5539199, 12.4179526 42.5538465)",,
205799930,,,Piazza XXI Settembre,unclassified,,True,False,22.167,"LINESTRING (12.418074 42.5539199, 12.4180339 42.5540237, 12.4180251 42.5541149)",,
990466905,2,SR205,Via Roma,primary,50,False,True,189.257,"LINESTRING (12.418074 42.5539199, 12.4181782 42.5539845, 12.4183157 42.554064, 12.418515 42.554151, 12.4187796 42.5542108, 12.4190687 42.5542428, 12.4193723 42.5542519, 12.4196732 42.5542341, 12.4198461 42.554212, 12.4202557 42.5541523)",,
"[205799936, 363563920]",2,,Via Nocicchia,unclassified,,False,False,125.277,"LINESTRING (12.4176586 42.5559945, 12.4177913 42.5559462, 12.4179032 42.5559267, 12.4179858 42.5558967, 12.4180728 42.5558175, 12.4181502 42.5557062, 12.4182128 42.5556166, 12.418246 42.5554972, 12.418257 42.5553588, 12.4182596 42.555253, 12.4182475 42.5550822)",,
244677627,2,,Via della Pineta,unclassified,,False,True,124.822,"LINESTRING (12.4176586 42.5559945, 12.4175534 42.556053, 12.4173872 42.556172, 12.4172794 42.5562587, 12.4170826 42.5563507, 12.4170059 42.5564106, 12.4166237 42.5567472, 12.416593 42.5567853)",,
191152705,,,Via Olof Palme,unclassified,,False,False,84.289,"LINESTRING (12.4172422 42.5518723, 12.4163027 42.5515631)",,
191152705,,,Via Olof Palme,unclassified,,False,True,31.105,"LINESTRING (12.4172422 42.5518723, 12.4174835 42.5519517, 12.4175889 42.5519864)",,
203925197,,,Via Alexander Langer,unclassified,,False,False,154.007,"LINESTRING (12.4172422 42.5518723, 12.4168885 42.5519226, 12.4164127 42.5520157, 12.4163394 42.5520338, 12.4161471 42.5520814, 12.4159904 42.5521202, 12.4154511 42.5522816)",,
828134158,,,Via delle Cinque Fonti,unclassified,,False,True,33.648,"LINESTRING (12.4149854 42.5523674, 12.4152723 42.5522079, 12.4153236 42.5522063)",,
914210780,,,Strada delle Torri,unclassified,,False,False,66.893,"LINESTRING (12.4149854 42.5523674, 12.4147874 42.5522185, 12.4146703 42.5521437, 12.4143583 42.5519856)",,
203925197,,,Via Alexander Langer,unclassified,,False,True,154.007,"LINESTRING (12.4154511 42.5522816, 12.4159904 42.5521202, 12.4161471 42.5520814, 12.4163394 42.5520338, 12.4164127 42.5520157, 12.4168885 42.5519226, 12.4172422 42.5518723)",,
203925202,,,Via delle Cinque Fonti,unclassified,,False,False,13.388,"LINESTRING (12.4154511 42.5522816, 12.4153489 42.5522203, 12.4153236 42.5522063)",,
291769130,,,Strada delle Torri,unclassified,,False,False,194.71,"LINESTRING (12.4143583 42.5519856, 12.4138108 42.5515189, 12.4136888 42.5514676, 12.4134623 42.5514119, 12.4133316 42.5513649, 12.4130731 42.5511959, 12.4130267 42.5511231, 12.4131051 42.5507145)",,
914210780,,,Strada delle Torri,unclassified,,False,True,66.893,"LINESTRING (12.4143583 42.5519856, 12.4146703 42.5521437, 12.4147874 42.5522185, 12.4149854 42.5523674)",,
191152705,,,Via Olof Palme,unclassified,,False,False,31.105,"LINESTRING (12.4175889 42.5519864, 12.4174835 42.5519517, 12.4172422 42.5518723)",,
363563922,1,SP31,Via Primo Maggio,secondary,,True,False,66.559,"LINESTRING (12.4175889 42.5519864, 12.4176912 42.5517664, 12.4178473 42.5514775, 12.4178742 42.5514261)",,
203379869,,,Via Joigny,residential,,True,False,108.12599999999999,"LINESTRING (12.4182701 42.5506488, 12.4183733 42.5506472, 12.4185657 42.5506982, 12.4186357 42.5506935, 12.4188161 42.5504637, 12.4191682 42.5507151, 12.4192459 42.5507504)",,destination
"[672121508, 499674532]",2,SP31,Via Primo Maggio,secondary,,True,False,92.315,"LINESTRING (12.4182701 42.5506488, 12.4183988 42.5503018, 12.4185674 42.549848)",,
"[463501767, 203904605, 203152615]",,,"['Piazza Caduti sul Lavoro', 'Viale Caduti sul Lavoro']",residential,,False,"[False, True]",235.349,"LINESTRING (12.4191728 42.5511164, 12.419136 42.5511301, 12.4187059 42.551429, 12.4186135 42.5515008, 12.4184961 42.5515919, 12.4183619 42.5516961, 12.4182691 42.551811, 12.4182791 42.5518523, 12.4185392 42.5519274, 12.4185725 42.5519297, 12.4186543 42.5518871, 12.4187771 42.551812, 12.4188951 42.5517399, 12.4189945 42.5516791, 12.419491 42.5513732)",,
203152615,,,Viale Caduti sul Lavoro,residential,,False,True,39.278,"LINESTRING (12.4191728 42.5511164, 12.4192178 42.5511261, 12.419491 42.5513732)",,
203152614,,,Via Bardonecchia,residential,,True,False,62.062,"LINESTRING (12.4199617 42.5505862, 12.4192768 42.5507235, 12.4192459 42.5507504)",,
249200544,2,SP8,Via Europa,secondary,,False,False,115.48100000000001,"LINESTRING (12.4199617 42.5505862, 12.4199758 42.5506346, 12.4200512 42.5508609, 12.4202245 42.5514096, 12.4202308 42.5514605, 12.4202302 42.5515082, 12.4202184 42.5515536, 12.4202049 42.5516002)",,
203152615,,,Viale Caduti sul Lavoro,residential,,False,False,39.278,"LINESTRING (12.419491 42.5513732, 12.4192178 42.5511261, 12.4191728 42.5511164)",,
"[203152615, 203904605, 463501767]",,,"['Piazza Caduti sul Lavoro', 'Viale Caduti sul Lavoro']",residential,,False,"[False, True]",235.349,"LINESTRING (12.419491 42.5513732, 12.4189945 42.5516791, 12.4188951 42.5517399, 12.4187771 42.551812, 12.4186543 42.5518871, 12.4185725 42.5519297, 12.4185392 42.5519274, 12.4182791 42.5518523, 12.4182691 42.551811, 12.4183619 42.5516961, 12.4184961 42.5515919, 12.4186135 42.5515008, 12.4187059 42.551429, 12.419136 42.5511301, 12.4191728 42.5511164)",,
203152615,,,Viale Caduti sul Lavoro,residential,,False,True,63.67,"LINESTRING (12.419491 42.5513732, 12.4199058 42.5517871, 12.4199524 42.551834)",,
203152614,,,Via Bardonecchia,residential,,True,False,41.419,"LINESTRING (12.4192459 42.5507504, 12.4191649 42.5510303, 12.4191728 42.5511164)",,
203379873,2,,Via Rimembranze,tertiary,,False,True,114.411,"LINESTRING (12.421822 42.5509585, 12.4210295 42.5512632, 12.4208386 42.5513607, 12.4206234 42.5514814)",,
203887956,,,Via del Monte,residential,,False,False,149.69,"LINESTRING (12.421822 42.5509585, 12.4219511 42.5511815, 12.4219647 42.5514018, 12.422001 42.5516356, 12.422069 42.5518993, 12.4220962 42.5521097, 12.4221012 42.5522778)",,
203379873,2,,Via Rimembranze,tertiary,,False,False,114.411,"LINESTRING (12.4206234 42.5514814, 12.4208386 42.5513607, 12.4210295 42.5512632, 12.421822 42.5509585)",,
203379873,2,,Via Rimembranze,tertiary,,False,True,25.245,"LINESTRING (12.4206234 42.5514814, 12.4204312 42.5515759, 12.4203615 42.5516002)",,
203887955,,,Via Serafica,residential,,False,False,124.42,"LINESTRING (12.4206234 42.5514814, 12.4207267 42.5515684, 12.4208608 42.5517451, 12.4209384 42.551948, 12.4211305 42.5525209)",,
203379873,2,,Via Rimembranze,tertiary,,False,False,25.245,"LINESTRING (12.4203615 42.5516002, 12.4204312 42.5515759, 12.4206234 42.5514814)",,
203379873,2,,Via Rimembranze,tertiary,,False,True,13.056000000000001,"LINESTRING (12.4203615 42.5516002, 12.4203068 42.5516102, 12.4202572 42.5516078, 12.4202049 42.5516002)",,
534616526,1,SP8,Via Rimembranze,secondary,,True,False,12.47,"LINESTRING (12.4171623 42.5534138, 12.4170702 42.5535031)",,
78808638,1,,,secondary_link,,True,False,28.877,"LINESTRING (12.4171623 42.5534138, 12.417089 42.5534361, 12.4170243 42.5534417, 12.416976 42.5534285, 12.4169429 42.5534022, 12.4169304 42.5533746, 12.4169151 42.5533255)",,
219123955,2,SR205,Piazza XXI Settembre,primary,50,True,False,21.713,"LINESTRING (12.4170107 42.5535521, 12.4167549 42.5535009)",,
203887956,,,Via del Monte,residential,,False,True,149.69,"LINESTRING (12.4221012 42.5522778, 12.4220962 42.5521097, 12.422069 42.5518993, 12.422001 42.5516356, 12.4219647 42.5514018, 12.4219511 42.5511815, 12.421822 42.5509585)",,
203904610,,,Via del Villaggio,residential,,False,False,19.187,"LINESTRING (12.4211305 42.5525209, 12.4208969 42.5525336)",,
203904610,,,Via del Villaggio,residential,,False,True,21.426,"LINESTRING (12.4211305 42.5525209, 12.4213914 42.5525071)",,
203887955,,,Via Serafica,residential,,False,True,124.42,"LINESTRING (12.4211305 42.5525209, 12.4209384 42.551948, 12.4208608 42.5517451, 12.4207267 42.5515684, 12.4206234 42.5514814)",,
203904610,,,Via del Villaggio,residential,,False,False,15.86,"LINESTRING (12.4219174 42.5524783, 12.4217243 42.5524888)",,
203904610,,,Via del Villaggio,residential,,False,False,21.426,"LINESTRING (12.4213914 42.5525071, 12.4211305 42.5525209)",,
203904610,,,Via del Villaggio,residential,,False,True,27.345,"LINESTRING (12.4213914 42.5525071, 12.4217243 42.5524888)",,
203904607,,,Via Enrico Mattei,residential,,True,False,200.471,"LINESTRING (12.4213914 42.5525071, 12.4215741 42.5531825, 12.4215158 42.5532448, 12.4213877 42.5532789, 12.4212322 42.5532937, 12.421088 42.5531998, 12.4208969 42.5525336)",,
203904610,,,Via del Villaggio,residential,,False,True,19.187,"LINESTRING (12.4208969 42.5525336, 12.4211305 42.5525209)",,
203904609,,,Via del Villaggio,residential,,True,False,232.12900000000002,"LINESTRING (12.4208969 42.5525336, 12.4199705 42.5526022, 12.4185516 42.5527073, 12.4182392 42.5528362, 12.4181215 42.552825)",,
"[203904608, 363201723, 534616527]",2,SP8,Via Rimembranze,secondary,,True,False,96.068,"LINESTRING (12.4181215 42.552825, 12.418048 42.5528647, 12.417662 42.5530705, 12.4174957 42.5531676, 12.4172943 42.5533155, 12.417226 42.5533777)",,
"[203925200, 203925201]",,,Via Stylida,residential,,False,"[False, True]",166.072,"LINESTRING (12.4179028 42.5513764, 12.4170033 42.5510953, 12.4169747 42.5511449, 12.4178742 42.5514261)",,
"[672121504, 363563922, 363201707]","['1', '2']",SP31,Via Primo Maggio,secondary,,True,False,86.364,"LINESTRING (12.4179028 42.5513764, 12.4181837 42.5508523, 12.4182117 42.5507879, 12.4182701 42.5506488)",,
363563922,1,SP31,Via Primo Maggio,secondary,,True,False,6.002,"LINESTRING (12.4178742 42.5514261, 12.4179028 42.5513764)",,
"[203925200, 203925201]",,,Via Stylida,residential,,False,"[False, True]",166.072,"LINESTRING (12.4178742 42.5514261, 12.4169747 42.5511449, 12.4170033 42.5510953, 12.4179028 42.5513764)",,
191152705,,,Via Olof Palme,unclassified,,False,True,84.289,"LINESTRING (12.4163027 42.5515631, 12.4172422 42.5518723)",,
203925202,,,Via delle Cinque Fonti,unclassified,,False,True,13.388,"LINESTRING (12.4153236 42.5522063, 12.4153489 42.5522203, 12.4154511 42.5522816)",,
"[828134157, 204031887]",,,Strada San Secondo,unclassified,,True,False,117.877,"LINESTRING (12.4153236 42.5522063, 12.4153033 42.5521856, 12.4153081 42.5521363, 12.4153081 42.5520782, 12.4153296 42.5520289, 12.415375 42.5519831, 12.4154443 42.5519373, 12.4154993 42.5519074, 12.415559 42.5518863, 12.4156355 42.5518722, 12.4157287 42.5518475, 12.4157813 42.5518229, 12.4158459 42.5517824, 12.4159104 42.5517313, 12.4159678 42.5516838, 12.4160395 42.5516644, 12.4161088 42.5516503, 12.4161757 42.5516274, 12.416245 42.551601, 12.4163027 42.5515631)",,
828134158,,,Via delle Cinque Fonti,unclassified,,False,False,33.648,"LINESTRING (12.4153236 42.5522063, 12.4152723 42.5522079, 12.4149854 42.5523674)",,
828134159,1,SP31,Via Primo Maggio,secondary,,True,False,9.242,"LINESTRING (12.4168395 42.5533872, 12.4169151 42.5533255)",,
203925203,1,,Via delle Cinque Fonti,unclassified,,True,False,71.881,"LINESTRING (12.4168395 42.5533872, 12.4167609 42.5533144, 12.4164525 42.5529114, 12.4163716 42.5528429)",,
316690597,,,Via del Mattatoio,unclassified,,False,True,11.247,"LINESTRING (12.4164168 42.5535218, 12.4164072 42.5534209)",,
503085467,,,Via del Mattatoio,unclassified,,False,False,31.565,"LINESTRING (12.4164168 42.5535218, 12.4160462 42.5535996)",,
"[537458116, 205799934]",1,,"['Via della Repubblica', 'Via Alarico Silvestri']",residential,,True,False,91.273,"LINESTRING (12.4164437 42.5548097, 12.4161254 42.5549194, 12.4160715 42.5549368, 12.4159163 42.5549874, 12.4158215 42.5550205, 12.4154568 42.5551875)",,
203904610,,,Via del Villaggio,residential,,False,False,27.345,"LINESTRING (12.4217243 42.5524888, 12.4213914 42.5525071)",,
203904610,,,Via del Villaggio,residential,,False,True,15.86,"LINESTRING (12.4217243 42.5524888, 12.4219174 42.5524783)",,
206876068,,,Via Enrico Mattei,residential,,False,False,11.586,"LINESTRING (12.4217243 42.5524888, 12.4217525 42.5525909)",,
"[339137218, 241104612]",,,"['Via della Repubblica', 'Piazza Augusto Vera']",residential,,True,False,106.022,"LINESTRING (12.4166437 42.5537006, 12.4165589 42.5538964, 12.416313 42.5543251, 12.4165272 42.5544306, 12.4166359 42.5544774)",,
"[220952867, 241104613]",,,Via della Repubblica,residential,,False,True,24.232,"LINESTRING (12.4166437 42.5537006, 12.4166523 42.5536813, 12.4166704 42.5536404, 12.4166977 42.5535664, 12.4167175 42.5535418, 12.4167549 42.5535009)",,
206876068,,,Via Enrico Mattei,residential,,False,True,11.586,"LINESTRING (12.4217525 42.5525909, 12.4217243 42.5524888)",,
207939981,,,Via Cavalieri di Vittorio Veneto,residential,,False,True,85.961,"LINESTRING (12.4227289 42.5530937, 12.4221292 42.5532393, 12.4222594 42.5535319)",,
207939979,,,Via Cavalieri di Vittorio Veneto,residential,,False,True,38.282,"LINESTRING (12.4227104 42.5534416, 12.4222594 42.5535319)",,
207939979,,,Via Cavalieri di Vittorio Veneto,residential,,False,False,38.282,"LINESTRING (12.4222594 42.5535319, 12.4227104 42.5534416)",,
207939981,,,Via Cavalieri di Vittorio Veneto,residential,,False,False,85.961,"LINESTRING (12.4222594 42.5535319, 12.4221292 42.5532393, 12.4227289 42.5530937)",,
207939981,,,Via Cavalieri di Vittorio Veneto,residential,,False,True,24.908,"LINESTRING (12.4222594 42.5535319, 12.422324 42.5537008, 12.4223419 42.5537475)",,
207939981,,,Via Cavalieri di Vittorio Veneto,residential,,False,False,24.908,"LINESTRING (12.4223419 42.5537475, 12.422324 42.5537008, 12.4222594 42.5535319)",,
350322620,2,SR205,Via Roma,primary,50,False,False,36.919,"LINESTRING (12.4223419 42.5537475, 12.4222134 42.5537532, 12.4220605 42.5537698, 12.4218966 42.553795)",,
350322620,2,SR205,Via Roma,primary,50,False,False,19.084,"LINESTRING (12.4218966 42.553795, 12.4216702 42.5538355)",,
350322620,2,SR205,Via Roma,primary,50,False,True,36.919000000000004,"LINESTRING (12.4218966 42.553795, 12.4220605 42.5537698, 12.4222134 42.5537532, 12.4223419 42.5537475)",,
350322620,2,SR205,Via Roma,primary,50,False,True,19.084,"LINESTRING (12.4216702 42.5538355, 12.4218966 42.553795)",,
207939988,,,Via Gian Francesco Perini,residential,,False,False,88.133,"LINESTRING (12.4216702 42.5538355, 12.421725 42.5542414, 12.4217525 42.5542757, 12.4219233 42.554364, 12.4219426 42.5544086, 12.421918 42.5545518)",,
"[990466905, 350322620]",2,SR205,Via Roma,primary,50,False,False,121.182,"LINESTRING (12.4216702 42.5538355, 12.4215315 42.5538608, 12.4210433 42.5539575, 12.4208212 42.5540061, 12.4205887 42.5540655, 12.4202557 42.5541523)",,
207939988,,,Via Gian Francesco Perini,residential,,False,True,88.13300000000001,"LINESTRING (12.421918 42.5545518, 12.4219426 42.5544086, 12.4219233 42.554364, 12.4217525 42.5542757, 12.421725 42.5542414, 12.4216702 42.5538355)",,
207939991,,,Via Gian Francesco Perini,residential,,True,False,228.075,"LINESTRING (12.421918 42.5545518, 12.4218287 42.55457, 12.4213743 42.5545661, 12.4212667 42.5545852, 12.4212193 42.5546232, 12.4211659 42.555079, 12.4212005 42.5550999, 12.4217282 42.5551369, 12.4218318 42.5550952, 12.421918 42.5545518)",,
"[609928400, 499640919]",,,Piazza XXI Settembre,unclassified,,True,False,31.573,"LINESTRING (12.4180251 42.5541149, 12.417975 42.554034, 12.4179293 42.5539424, 12.4179526 42.5538465)",,
"[363563920, 609928401, 611549554, 706137503]",2,,Via Nocicchia,unclassified,,False,True,109.142,"LINESTRING (12.4180251 42.5541149, 12.4180745 42.5543448, 12.4180818 42.5543728, 12.4180913 42.5544016, 12.4180997 42.5544231, 12.4181895 42.5547733, 12.4182434 42.5550534, 12.4182475 42.5550822)",,
478489418,,,Via Alarico Silvestri,residential,,True,False,47.541,"LINESTRING (12.416794 42.5551506, 12.4164437 42.5548097)",,
997953410,,,Via Pomponia,residential,,True,False,19.197,"LINESTRING (12.416794 42.5551506, 12.4166633 42.5552939)",,
208062583,,,Via Pomponia,residential,,True,False,73.183,"LINESTRING (12.4166633 42.5552939, 12.4165122 42.5554096, 12.4163498 42.5555571, 12.4162009 42.5556685, 12.416149 42.5556985, 12.4160414 42.5557639)",,
"[460161688, 460161689, 208062580]",,,"['Piazza Venturelli', 'Via Civitavecchia']",residential,,True,False,113.658,"LINESTRING (12.4166633 42.5552939, 12.4167625 42.5553609, 12.416816 42.555439, 12.4167847 42.555532, 12.4166541 42.5557017, 12.4164264 42.5559157, 12.41632 42.5560519, 12.4162109 42.556135)",,
208062583,,,Via Pomponia,residential,,True,False,31.124,"LINESTRING (12.4160414 42.5557639, 12.4157667 42.5559573)",,
210449111,,,Via Angelo Ciatti,residential,,False,False,81.517,"LINESTRING (12.4160414 42.5557639, 12.4160186 42.5557448, 12.4159382 42.5556345, 12.4158081 42.5554483, 12.4156485 42.5553742, 12.4154568 42.5551875)",,
208979934,,,Via San Crispino,unclassified,,False,True,110.113,"LINESTRING (12.4202166 42.555039, 12.4203642 42.5550206, 12.4203921 42.5549836, 12.4203259 42.5544854, 12.4202557 42.5541523)",,
363563922,1,SP31,Via Primo Maggio,secondary,,True,False,158.82999999999998,"LINESTRING (12.4169151 42.5533255, 12.4169474 42.5532617, 12.4171162 42.552952, 12.4174061 42.5523786, 12.4174118 42.5523661, 12.4175158 42.5521381, 12.4175889 42.5519864)",,
205799940,,,Via della Repubblica,residential,,True,False,91.55,"LINESTRING (12.4154568 42.5551875, 12.4153872 42.5552172, 12.4152677 42.555296, 12.4151556 42.5554249, 12.4150853 42.5555493, 12.4150132 42.555617, 12.4148775 42.5557418, 12.4147563 42.5558097)",,
210449111,,,Via Angelo Ciatti,residential,,False,True,81.517,"LINESTRING (12.4154568 42.5551875, 12.4156485 42.5553742, 12.4158081 42.5554483, 12.4159382 42.5556345, 12.4160186 42.5557448, 12.4160414 42.5557639)",,
210449122,,,Via Schioppelli,residential,,False,True,70.66,"LINESTRING (12.4147639 42.5562941, 12.4148577 42.5563845, 12.4150361 42.5565909, 12.4151582 42.5567101, 12.4152916 42.5567916)",,
210449117,,,Via Cavour,residential,,True,False,93.10900000000001,"LINESTRING (12.4152916 42.5567916, 12.4153374 42.5568431, 12.4154382 42.5569389, 12.4155901 42.5570205, 12.4156152 42.5570475, 12.4157191 42.5571844, 12.4157705 42.5572348, 12.4158511 42.5573138, 12.4159289 42.5573786, 12.416008 42.5574307)",,
210449122,,,Via Schioppelli,residential,,False,False,70.66,"LINESTRING (12.4152916 42.5567916, 12.4151582 42.5567101, 12.4150361 42.5565909, 12.4148577 42.5563845, 12.4147639 42.5562941)",,
210449117,,,Via Cavour,residential,,True,False,59.653999999999996,"LINESTRING (12.416008 42.5574307, 12.4161454 42.5575298, 12.4162585 42.5576101, 12.4162936 42.5576836, 12.4162961 42.5577252, 12.4162605 42.5578826)",,
210449128,,,Via del Mortaro,residential,,False,False,45.094,"LINESTRING (12.416008 42.5574307, 12.4159886 42.5576202, 12.415946 42.5576579, 12.4159245 42.5578236)",,
210449127,,,Via del Mortaro,residential,,False,True,31.592,"LINESTRING (12.4159245 42.5578236, 12.4159705 42.5578258, 12.415983 42.5578682, 12.4160567 42.5578691, 12.4160754 42.5578773, 12.4162605 42.5578826)",,
210449128,,,Via del Mortaro,residential,,False,True,45.094,"LINESTRING (12.4159245 42.5578236, 12.415946 42.5576579, 12.4159886 42.5576202, 12.416008 42.5574307)",,
210449127,,,Via del Mortaro,residential,,False,False,31.592,"LINESTRING (12.4162605 42.5578826, 12.4160754 42.5578773, 12.4160567 42.5578691, 12.415983 42.5578682, 12.4159705 42.5578258, 12.4159245 42.5578236)",,
463501760,,,Piazza Cansacchi,residential,,False,False,17.156000000000002,"LINESTRING (12.4124145 42.5576845, 12.412464 42.5577056, 12.4125077 42.5576412, 12.4125571 42.5576582)",,
"[970832518, 970832519, 537458183, 977933552, 219123953, 343939290, 343939295]",,,"['Piazza Guglielmo Marconi', 'Via della Repubblica', 'Via Giuseppe Garibaldi', 'Arco di Piazza']",residential,,True,False,224.38100000000006,"LINESTRING (12.4124145 42.5576845, 12.4126371 42.5573486, 12.4127051 42.557246, 12.4127535 42.5571457, 12.4128052 42.5570355, 12.4129721 42.5566873, 12.4130296 42.55658, 12.4131484 42.5563583, 12.4132129 42.5562541, 12.4133227 42.5560797, 12.4134625 42.5559603, 12.4135389 42.5559234, 12.4136043 42.5559033)",building_passage,
