osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,ref,maxspeed,access,bridge
24210981,2,Largo Piamartini,tertiary,False,True,23.116999999999997,"LINESTRING (12.649936 41.6967268, 12.6498968 41.6967266, 12.6498575 41.6967324, 12.6498239 41.6967412, 12.6497929 41.696752, 12.649747 41.6967734, 12.6496864 41.6968067)",,,,,
24210982,2,Largo Piamartini,tertiary,False,True,37.248,"LINESTRING (12.649936 41.6967268, 12.6498164 41.696611, 12.6497694 41.6965655, 12.6496664 41.6964591)",,,,,
24210989,2,Via Italia,tertiary,False,False,124.669,"LINESTRING (12.649936 41.6967268, 12.6500714 41.6968541, 12.6504906 41.6972483, 12.6508698 41.6976048)",,,,,
42781134,2,,tertiary,True,False,10.799999999999999,"LINESTRING (12.6510866 41.7002517, 12.6510437 41.7002656, 12.6509972 41.7002697, 12.6509613 41.7002648)",roundabout,,,,
24228837,,Via Francia,residential,False,True,75.191,"LINESTRING (12.6517499 41.6984416, 12.6511841 41.6979136)",,,,,
24228837,,Via Francia,residential,False,False,222.53800000000007,"LINESTRING (12.6517499 41.6984416, 12.6517459 41.698628, 12.6517158 41.6989839, 12.6516921 41.699265, 12.6516779 41.6994332, 12.6516797 41.6994597, 12.6516854 41.6994851, 12.6516943 41.6995106, 12.6517071 41.6995351, 12.6517289 41.699568, 12.6517479 41.6995927, 12.6517726 41.6996142, 12.6517947 41.6996274, 12.6518135 41.699636, 12.6518345 41.6996443, 12.6518587 41.6996517, 12.6518869 41.6996572, 12.6519409 41.6996632, 12.6521012 41.6996703, 12.6521541 41.6996733, 12.6521967 41.6996797, 12.6522321 41.6996842, 12.6522735 41.6996922, 12.6523134 41.6997029, 12.6523513 41.6997142, 12.652387 41.6997272, 12.6524177 41.6997428, 12.6524461 41.69976, 12.6524718 41.6997787, 12.6524953 41.699799, 12.6525132 41.6998192, 12.6525288 41.6998411, 12.6525474 41.6998724, 12.6525629 41.6999026, 12.6525739 41.6999291, 12.6525819 41.6999546, 12.652594 41.7000054)",,,,,
35902683,,Via Polonia,residential,False,False,372.091,"LINESTRING (12.6517499 41.6984416, 12.6528377 41.6975801, 12.6540985 41.6965814, 12.6548241 41.6960067)",,,,,
42781136,2,Via Italia,tertiary,False,True,18.608,"LINESTRING (12.652594 41.7000054, 12.6528111 41.6999638)",,,,,
24228837,,Via Francia,residential,False,True,222.538,"LINESTRING (12.652594 41.7000054, 12.6525819 41.6999546, 12.6525739 41.6999291, 12.6525629 41.6999026, 12.6525474 41.6998724, 12.6525288 41.6998411, 12.6525132 41.6998192, 12.6524953 41.699799, 12.6524718 41.6997787, 12.6524461 41.69976, 12.6524177 41.6997428, 12.652387 41.6997272, 12.6523513 41.6997142, 12.6523134 41.6997029, 12.6522735 41.6996922, 12.6522321 41.6996842, 12.6521967 41.6996797, 12.6521541 41.6996733, 12.6521012 41.6996703, 12.6519409 41.6996632, 12.6518869 41.6996572, 12.6518587 41.6996517, 12.6518345 41.6996443, 12.6518135 41.699636, 12.6517947 41.6996274, 12.6517726 41.6996142, 12.6517479 41.6995927, 12.6517289 41.699568, 12.6517071 41.6995351, 12.6516943 41.6995106, 12.6516854 41.6994851, 12.6516797 41.6994597, 12.6516779 41.6994332, 12.6516921 41.699265, 12.6517158 41.6989839, 12.6517459 41.698628, 12.6517499 41.6984416)",,,,,
42781136,2,Via Italia,tertiary,False,False,99.33700000000002,"LINESTRING (12.652594 41.7000054, 12.652092 41.7000981, 12.6520085 41.7001119, 12.651926 41.7001246, 12.6518423 41.7001359, 12.6517723 41.7001437, 12.6517038 41.7001503, 12.6516307 41.7001557, 12.6515592 41.70016, 12.6514198 41.7001646)",,,,,
42781136,2,Via Italia,tertiary,False,False,34.987,"LINESTRING (12.6532194 41.6998859, 12.6528111 41.6999638)",,,,,
24228843,,Via Danimarca,residential,True,False,29.756999999999998,"LINESTRING (12.6532194 41.6998859, 12.6530827 41.6997563, 12.653 41.6996743)",,,,,
42781136,2,Via Italia,tertiary,False,True,22.465,"LINESTRING (12.6532194 41.6998859, 12.6533284 41.6998639, 12.6533698 41.6998555, 12.6534081 41.6998463, 12.6534409 41.6998381, 12.6534782 41.6998274)",,,,,
42781136,2,Via Italia,tertiary,False,False,18.608,"LINESTRING (12.6528111 41.6999638, 12.652594 41.7000054)",,,,,
42781136,2,Via Italia,tertiary,False,True,34.987,"LINESTRING (12.6528111 41.6999638, 12.6532194 41.6998859)",,,,,
436507499,2,Via Nettunense,primary,False,True,12.402,"LINESTRING (12.6474382 41.6992914, 12.6474025 41.6993997)",,SR207,50,,
436507499,2,Via Nettunense,primary,False,False,164.599,"LINESTRING (12.6474382 41.6992914, 12.6474685 41.6992232, 12.6474868 41.6991879, 12.6475103 41.699147, 12.6475378 41.6991041, 12.6475691 41.6990571, 12.6476045 41.699008, 12.6476388 41.6989634, 12.6477032 41.6988826, 12.6477796 41.6987903, 12.6478506 41.6987061, 12.6479388 41.698611, 12.6480216 41.6985239, 12.6480767 41.6984682, 12.6485024 41.6980503)",,SR207,50,,
220668568,,Via Campania,residential,True,False,35.057,"LINESTRING (12.6470211 41.6993405, 12.6474382 41.6992914)",,,,,
222128631,,Via Campania,residential,True,False,32.342,"LINESTRING (12.6470211 41.6993405, 12.6474025 41.6993997)",,,,,
