osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,junction,access,tunnel,width
222176378,False,Viale Bianca Pampaloni,residential,True,91.627,"LINESTRING (11.4768106 43.6211392, 11.4759336 43.6206139)",,,,,,,
10052235,False,Via Alici Barducci,residential,True,68.612,"LINESTRING (11.4768106 43.6211392, 11.4767553 43.6211702, 11.4765547 43.6213306, 11.476223 43.6215853)",,,,,,,
241908561,False,Via Martiri Cavicchi,residential,False,129.593,"LINESTRING (11.4768106 43.6211392, 11.4770462 43.6210027, 11.4773336 43.6207399, 11.4777906 43.6202816, 11.4778282 43.6202438)",,,,,,,
90313739,True,Corso Giuseppe Mazzini,residential,False,54.704,"LINESTRING (11.4737335 43.6192926, 11.4732925 43.6189183)",,,,,,,
173924411,False,Via Lorenzo Pignotti,primary,True,14.473,"LINESTRING (11.4737335 43.6192926, 11.4738443 43.6191901)",2,SR69,50,,,,
222175996,True,Viale Bianca Pampaloni,residential,False,76.46,"LINESTRING (11.4737335 43.6192926, 11.4744665 43.6197299)",,,,,,,
125843970,False,Via Antonio Gramsci,primary,False,66.127,"LINESTRING (11.4737335 43.6192926, 11.473628 43.6193864, 11.4732251 43.6197597)",,SR69,50,,,,
41972400,False,Via Francesco Petrarca,primary,True,88.842,"LINESTRING (11.475623 43.6176341, 11.4763643 43.6170422)",2,SR69,50,,,,
163732594,True,Via Francesco Petrarca,primary,False,82.44999999999999,"LINESTRING (11.475623 43.6176341, 11.4755268 43.6177444, 11.4753404 43.6178929, 11.4750879 43.6181102, 11.4750518 43.6181794, 11.4750462 43.6182317)",,SR69,,,,,
40821083,False,Via Vittorio Locchi,unclassified,False,47.613,"LINESTRING (11.4699547 43.61987, 11.4703683 43.6201761)",,,,,,,
90313748,True,Corso Vittorio Veneto,unclassified,False,103.212,"LINESTRING (11.4699547 43.61987, 11.4689306 43.6204285)",,,,,,,
1079693863,False,Corso Giacomo Matteotti,residential,False,23.01,"LINESTRING (11.4699547 43.61987, 11.4701589 43.6197252)",,,30,,,,
