osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,junction
1065817500,False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,False,7.833,"LINESTRING (13.0851536 42.0982995, 13.0850817 42.0982535)",,
1065817500,False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,True,43.014,"LINESTRING (13.0851536 42.0982995, 13.0855119 42.0985805)",,
650272060,False,,,,residential,False,430.721,"LINESTRING (13.0851536 42.0982995, 13.0853703 42.0982549, 13.0862693 42.0982392, 13.0867966 42.0982838, 13.0873204 42.098381, 13.0877168 42.0985097, 13.088007 42.0986357, 13.0880283 42.0986856, 13.0879964 42.0987407, 13.0879256 42.098767, 13.0878301 42.0987644, 13.0872426 42.0986567, 13.0869134 42.0986646, 13.0861525 42.0988537, 13.085974 42.0989095)",,
238553865,False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,False,5.766,"LINESTRING (13.0831198 42.0967373, 13.0830659 42.0967043)",,
251740045,True,1,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,False,13.855999999999998,"LINESTRING (13.0831198 42.0967373, 13.0831518 42.0967567, 13.0832499 42.0968161)",,
495963982,False,2,SS5 qtr,Strada Statale 5 quater Via Tiburtina Valeria,primary,True,82.356,"LINESTRING (13.0833274 42.099126, 13.0829131 42.0987209, 13.0828198 42.0986297, 13.082724 42.098536)",,
627548989,False,,,,unclassified,True,108.057,"LINESTRING (13.0833274 42.099126, 13.0834916 42.0988793, 13.0838032 42.0983014, 13.0838403 42.0982325)",,
975255022,False,2,SS5 qtr,Strada Statale 5 quater Via Tiburtina Valeria,primary,True,24.143,"LINESTRING (13.0833274 42.099126, 13.0834407 42.0992353, 13.0835058 42.0992981)",,
67354295,False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,False,7.017,"LINESTRING (13.0892965 42.1004871, 13.0892603 42.10043)",,
67354295,False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,True,95.963,"LINESTRING (13.0892965 42.1004871, 13.0894101 42.1005709, 13.0895272 42.1006288, 13.0897408 42.1006849, 13.0899092 42.1007134, 13.0901242 42.1007092, 13.090322 42.1006872, 13.0903697 42.10069)",,
650289928,False,,,,residential,False,90.399,"LINESTRING (13.0892965 42.1004871, 13.0892917 42.1005448, 13.0893732 42.1006183, 13.089674 42.1007418, 13.0899784 42.1009072, 13.0901025 42.1009917)",,
67354295,False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,True,22.857,"LINESTRING (13.0882949 42.0993822, 13.0884814 42.0995342)",,
238553811,False,,,,residential,False,32.391,"LINESTRING (13.0882949 42.0993822, 13.0880284 42.0995961)",,
67354295,False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,False,24.5,"LINESTRING (13.0882949 42.0993822, 13.0882414 42.0993557, 13.0880478 42.09926)",,
238553819,False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,False,51.822,"LINESTRING (13.0840532 42.0978389, 13.0838323 42.0976859, 13.0836738 42.0974746)",,
"[732095101, 238553831]",False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,True,82.336,"LINESTRING (13.0840532 42.0978389, 13.0842075 42.0979097, 13.0842831 42.097935, 13.0846348 42.0980526, 13.0848701 42.0981487, 13.0849457 42.0981663)",yes,
"[1065839469, 627548988, 238553837]",False,,,,unclassified,False,47.192,"LINESTRING (13.0840532 42.0978389, 13.0839851 42.0979459, 13.0839148 42.0980851, 13.083885 42.0981441, 13.0838403 42.0982325)",,
67354295,False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,False,97.04199999999999,"LINESTRING (13.0891577 42.1002431, 13.0890847 42.1001195, 13.0888501 42.099864, 13.0886897 42.0997169, 13.0885637 42.0996013, 13.0884814 42.0995342)",,
67354295,False,2,SR5,Strada Regionale 5 Via Tiburtina Valeria,primary,True,22.461,"LINESTRING (13.0891577 42.1002431, 13.0892135 42.1003561, 13.0892603 42.10043)",,
650289919,False,,,,unclassified,True,91.67399999999999,"LINESTRING (13.0891577 42.1002431, 13.0892429 42.1002573, 13.0893448 42.1002743, 13.0896067 42.1003059, 13.0898403 42.1003741, 13.0900845 42.1004372, 13.0902287 42.1004432)",,
238553861,False,,,,residential,True,77.678,"LINESTRING (13.0819745 42.0958738, 13.0826435 42.0953823)",,
