osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,junction
32595551,True,2,Viale Cardinal Ginnasi,tertiary,50,False,166.72,"LINESTRING (12.2789294 41.7331181, 12.279044 41.7330813, 12.2800295 41.7327644, 12.2806149 41.7325737, 12.2806618 41.7325599, 12.2807036 41.7325476, 12.2807754 41.7325264)",,,
32850549,False,2,Viale Capitan Consalvo,secondary,50,False,73.65299999999999,"LINESTRING (12.2789294 41.7331181, 12.2789026 41.7330836, 12.2785371 41.7326136, 12.2784839 41.7325452)",,,
126957305,False,2,Via del Mare,secondary,50,True,11.878,"LINESTRING (12.2789294 41.7331181, 12.2789678 41.7331655, 12.2790019 41.7332102)",SP8,,
32892050,True,1,Via Orazio dello Sbirro,residential,50,False,73.053,"LINESTRING (12.2769685 41.7337835, 12.2769252 41.7337054, 12.2767101 41.7333174, 12.276632 41.7331764)",,11.2,
126957337,True,2,Viale Vasco de Gama,tertiary,50,False,60.807,"LINESTRING (12.2769685 41.7337835, 12.2770756 41.7337477, 12.2776373 41.73356)",,,
23958086,True,2,Via delle Baleniere,residential,50,False,130.601,"LINESTRING (12.2782974 41.7360992, 12.278262 41.7360376, 12.27773 41.7351116, 12.2776772 41.7350197)",,,
42134395,True,,Via dei Traghetti,residential,50,False,101.316,"LINESTRING (12.2782974 41.7360992, 12.2782104 41.7361264, 12.277171 41.7364509)",,,
23958095,False,,Via delle Gondole,residential,50,True,10.467,"LINESTRING (12.2752779 41.7357579, 12.2751618 41.7357947)",,,
32851491,True,,Via delle Gondole,residential,50,False,111.172,"LINESTRING (12.2752779 41.7357579, 12.2765194 41.735382)",,,
34386180,True,2,Via dei Velieri,residential,50,False,130.953,"LINESTRING (12.2752779 41.7357579, 12.27586 41.7367908, 12.2758897 41.7368435)",,,
"[185487778, 185487780]",False,2,Via del Mare,secondary,50,False,106.36099999999999,"LINESTRING (12.2797571 41.7343612, 12.279399 41.7338745, 12.2792893 41.7337348, 12.2792319 41.7336479, 12.2792182 41.733625, 12.2792075 41.7336012, 12.2791979 41.7335734, 12.2791912 41.7335439, 12.2791855 41.7335105)",SP8,,
23958099,False,,Via dei Traghetti,residential,50,True,9.897,"LINESTRING (12.2758897 41.7368435, 12.2757808 41.7368798)",,,
34386180,True,2,Via dei Velieri,residential,50,False,11.54,"LINESTRING (12.2746025 41.7345665, 12.2746634 41.7346598)",,,
