osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,ref,junction,tunnel,bridge
515043561,True,1,Via Dante,tertiary,False,22.828,,"LINESTRING (11.3824261 45.3114318, 11.3824984 45.3112329)",,,,
155469213,False,2,Via Dante,tertiary,False,89.057,50,"LINESTRING (11.3824261 45.3114318, 11.3823627 45.3116352, 11.3823406 45.311706, 11.3821405 45.3122068)",,,,
28911957,False,,,unclassified,False,293.341,,"LINESTRING (11.3891576 45.3072239, 11.3895136 45.3074743, 11.3893854 45.3077347, 11.3894139 45.3079951, 11.3890695 45.3082789, 11.3889961 45.3083002, 11.3889155 45.30829, 11.3888016 45.3082254, 11.3877923 45.3073954, 11.3877113 45.3073628)",,,,
28911957,False,,,unclassified,True,293.341,,"LINESTRING (11.3877113 45.3073628, 11.3877923 45.3073954, 11.3888016 45.3082254, 11.3889155 45.30829, 11.3889961 45.3083002, 11.3890695 45.3082789, 11.3894139 45.3079951, 11.3893854 45.3077347, 11.3895136 45.3074743, 11.3891576 45.3072239)",,,,
108804301,False,,Via Niccolò Vecchietti,unclassified,False,98.88900000000001,,"LINESTRING (11.3877113 45.3073628, 11.3871504 45.3079457, 11.3870854 45.3080228, 11.387016 45.3081053)",,,,
111585839,False,2,Via Venti Marzo,tertiary,True,153.392,,"LINESTRING (11.3865675 45.307626, 11.3877483 45.3065245)",,,,
28911958,False,,Via Roma,tertiary,True,200.95899999999997,50,"LINESTRING (11.3865675 45.307626, 11.3865111 45.30759, 11.3864847 45.3074632, 11.3864246 45.3058382)",,,,
363220610,False,2,Via Venti Marzo,tertiary,False,23.338,,"LINESTRING (11.3865675 45.307626, 11.3864995 45.3077002, 11.3864106 45.3078045)",,,,
137006098,False,,Piazza Corte del Palazzo,residential,False,123.32499999999999,,"LINESTRING (11.3853839 45.3107901, 11.3853174 45.3107609, 11.385284 45.3107473, 11.3849153 45.3105975, 11.3847244 45.310522, 11.3845477 45.310452, 11.3844938 45.3104189, 11.3844921 45.3103915, 11.3845587 45.3102747, 11.3846893 45.310067)",,,,
172384537,False,2,Via Dea Piccini Corso Guà,tertiary,False,18.641,50,"LINESTRING (11.3853839 45.3107901, 11.385299 45.310872, 11.3852331 45.3109194)",,,,
172384537,False,2,Via Dea Piccini Corso Guà,tertiary,True,133.85899999999998,50,"LINESTRING (11.3853839 45.3107901, 11.3854569 45.3106989, 11.385546 45.3105361, 11.3855936 45.310299, 11.3855651 45.3096814, 11.3855761 45.3096145)",,,,
172384550,True,,,residential,False,22.319,,"LINESTRING (11.3853839 45.3107901, 11.3854448 45.3108261, 11.3854826 45.3108767, 11.3854984 45.3109022, 11.3855104 45.3109614)",,,,
819479521,True,1,Via Marco Minghetti,residential,False,78.613,,"LINESTRING (11.3846893 45.310067, 11.3837702 45.3103534)",,,,
137006098,False,,Piazza Corte del Palazzo,residential,True,123.325,,"LINESTRING (11.3846893 45.310067, 11.3845587 45.3102747, 11.3844921 45.3103915, 11.3844938 45.3104189, 11.3845477 45.310452, 11.3847244 45.310522, 11.3849153 45.3105975, 11.385284 45.3107473, 11.3853174 45.3107609, 11.3853839 45.3107901)",,,,
137006110,False,2,Piazza Mazzini,residential,False,53.362,,"LINESTRING (11.3846893 45.310067, 11.3847944 45.31003, 11.3848603 45.3100007, 11.3849734 45.3098366, 11.3850593 45.3096884)",,,,
363218889,False,2,Via Predicale,tertiary,True,22.604,50,"LINESTRING (11.382896 45.3112258, 11.3826752 45.3110946)",SP500,,,
40112645,True,1,Via Dante,tertiary,False,30.816,,"LINESTRING (11.382896 45.3112258, 11.3827427 45.3112589, 11.3826366 45.3112943, 11.3825376 45.3113372)",,,,
137006105,True,,Via Indipendenza,unclassified,False,130.611,,"LINESTRING (11.382896 45.3112258, 11.3837708 45.3110237, 11.3843905 45.3109072, 11.3844972 45.3108955)",,,,
"[363218889, 958887419]",False,2,Via Predicale,tertiary,False,65.684,50,"LINESTRING (11.382896 45.3112258, 11.3834255 45.3114254, 11.3835616 45.3114767, 11.3836363 45.3115049)",SP500,,,
363218889,False,2,Via Predicale,tertiary,False,22.604,50,"LINESTRING (11.3826752 45.3110946, 11.382896 45.3112258)",SP500,,,
363218889,False,2,Via Predicale,tertiary,True,13.03,50,"LINESTRING (11.3826752 45.3110946, 11.3825552 45.3110133)",SP500,,,
45764454,True,1,Via Dante,tertiary,False,29.468,,"LINESTRING (11.3826752 45.3110946, 11.3826642 45.3111591, 11.3826425 45.3112086, 11.3825376 45.3113372)",,,,
108804285,False,,Via Rinascimento,unclassified,False,77.69200000000001,,"LINESTRING (11.3802492 45.3073893, 11.3803808 45.3073952, 11.3812422 45.3073829)",,,,
137102385,False,2,Via Stradone Sabbion,primary,False,167.28300000000002,,"LINESTRING (11.3802492 45.3073893, 11.3802611 45.3073159, 11.380253 45.3072298, 11.3801298 45.3060122, 11.3801164 45.305889)",SP500,,,
"[332154009, 363218890]",False,2,Via Stradone Sabbion,primary,"[False, True]",140.275,,"LINESTRING (11.3802492 45.3073893, 11.3802172 45.3074761, 11.3798983 45.3081608, 11.3798791 45.3082021, 11.3797914 45.3084012, 11.3797235 45.308526, 11.3796856 45.3085862)",,,,
137006099,False,,Via dal Zotto,residential,True,34.744,,"LINESTRING (11.3834816 45.3130273, 11.3834355 45.3130465, 11.3834184 45.3130537, 11.3833408 45.3131003, 11.3832234 45.3131638, 11.3831313 45.3132186)",,,,
952341763,False,2,Via Cavour,tertiary,False,28.655,,"LINESTRING (11.3834816 45.3130273, 11.3834492 45.3131437, 11.3834112 45.3132802)",SP500,,,
"[952341763, 108804291]",False,2,Via Cavour,tertiary,True,120.319,,"LINESTRING (11.3834816 45.3130273, 11.3835391 45.3128132, 11.3836339 45.3124602, 11.3838246 45.3120517, 11.3838429 45.3120126, 11.38386 45.311981)",SP500,,,
108804285,False,,Via Rinascimento,unclassified,False,7.531,,"LINESTRING (11.3828077 45.3072167, 11.3828738 45.3072071, 11.3829026 45.3072075)",,,,
108804285,False,,Via Rinascimento,unclassified,True,124.342,,"LINESTRING (11.3828077 45.3072167, 11.3819808 45.3073481, 11.3818594 45.307367, 11.3817194 45.307376, 11.3812422 45.3073829)",,,,
108804306,False,,,unclassified,True,125.958,,"LINESTRING (11.388908 45.3108515, 11.3879325 45.3117529)",,,,
108804289,False,,Via Borgo Grande,unclassified,True,219.09600000000003,,"LINESTRING (11.388908 45.3108515, 11.3882782 45.310867, 11.3880083 45.3108119, 11.3876666 45.3106044, 11.3872821 45.3103819, 11.3865731 45.3102196, 11.3863969 45.31016)",,,,
108804306,False,,,unclassified,False,74.327,,"LINESTRING (11.388908 45.3108515, 11.3890582 45.3107582, 11.3891665 45.3106525, 11.3893272 45.3102717)",,,,
169326347,True,,Piazzale Vittorio Veneto,residential,False,57.991,,"LINESTRING (11.3864106 45.3078045, 11.3864873 45.3078369, 11.3869387 45.3080645, 11.3869702 45.3080811, 11.387016 45.3081053)",,,,
172384545,True,,Via Rinascimento,residential,False,81.201,,"LINESTRING (11.3864106 45.3078045, 11.386331 45.3077681, 11.3859294 45.3077404, 11.3853924 45.3077014)",,,,
363220610,False,2,Via Venti Marzo,tertiary,True,23.338,,"LINESTRING (11.3864106 45.3078045, 11.3864995 45.3077002, 11.3865675 45.307626)",,,,
901377138,False,2,Via Venti Marzo,tertiary,False,50.653,,"LINESTRING (11.3864106 45.3078045, 11.3862317 45.3080256, 11.3860902 45.3082004)",,,,
108804285,False,,Via Rinascimento,unclassified,False,58.668,,"LINESTRING (11.3836734 45.3073188, 11.3837447 45.3073356, 11.3843887 45.3074778)",,,,
108804285,False,,Via Rinascimento,unclassified,True,62.312,,"LINESTRING (11.3836734 45.3073188, 11.3832901 45.3072185, 11.3829026 45.3072075)",,,,
108804287,False,,Via Puccini,residential,False,108.614,,"LINESTRING (11.3836734 45.3073188, 11.383668 45.3071854, 11.3836341 45.3063424)",,,,
28911958,False,,Via Roma,tertiary,False,200.95899999999997,50,"LINESTRING (11.3864246 45.3058382, 11.3864847 45.3074632, 11.3865111 45.30759, 11.3865675 45.307626)",,,,
108804342,False,,Via Trieste,residential,False,129.554,,"LINESTRING (11.3864246 45.3058382, 11.3864808 45.3058417, 11.386541 45.3058566, 11.3877259 45.3065081, 11.3877483 45.3065245)",,,,
108804289,False,,Via Borgo Grande,unclassified,False,29.217999999999996,,"LINESTRING (11.3860602 45.3100461, 11.38611 45.310063, 11.3863969 45.31016)",,,,
137006106,True,,Via Cavour,residential,False,110.53099999999999,,"LINESTRING (11.3860602 45.3100461, 11.3856454 45.3107664, 11.3855499 45.3109071, 11.3855104 45.3109614)",,,,
901377141,False,,Piazza Giuseppe Garibaldi,residential,True,41.089,,"LINESTRING (11.3860602 45.3100461, 11.3860725 45.3099668, 11.3860966 45.3097465, 11.3861242 45.3096805)",,,,
108804339,False,,Via Antonio Papesso,residential,False,6.059,,"LINESTRING (11.3836278 45.308509, 11.383697 45.3084845)",,,,
108804322,True,1,Via Martiri per la Libertà,unclassified,False,157.95999999999998,,"LINESTRING (11.3836278 45.308509, 11.3834748 45.3083163, 11.3832536 45.3080545, 11.3832148 45.3080066, 11.3828077 45.3072167)",,,,
108804339,False,,Via Antonio Papesso,residential,True,268.314,,"LINESTRING (11.3836278 45.308509, 11.3836075 45.3085154, 11.38354 45.3085464, 11.3833657 45.3086265, 11.3832334 45.3086869, 11.3830809 45.3087769, 11.3829378 45.3088735, 11.3827216 45.3090372, 11.3826246 45.3091214, 11.3823736 45.3093395, 11.3813826 45.3103058)",,,,
363801444,False,,Piazza Duomo,residential,True,101.44800000000001,,"LINESTRING (11.3836278 45.308509, 11.3836459 45.3085337, 11.3836598 45.3085541, 11.3838884 45.3089349, 11.3839221 45.3089942, 11.3839599 45.3090549, 11.3840733 45.3092039, 11.3841249 45.3092497, 11.3842194 45.3093119)",,,,
111585848,True,,Via Chioggiano,unclassified,False,75.118,,"LINESTRING (11.3882521 45.3068045, 11.3877113 45.3073628)",,,,
111585860,False,,,residential,True,50.216,,"LINESTRING (11.3882521 45.3068045, 11.3877483 45.3065245)",,,,
108804317,False,,Via Groppeale,unclassified,True,125.667,,"LINESTRING (11.3841364 45.3117034, 11.3841881 45.3117093, 11.3842831 45.3117345, 11.3848772 45.3120642, 11.3853992 45.3123883)",,,,
108804331,True,2,Via Cavour,tertiary,False,9.382000000000001,,"LINESTRING (11.3841364 45.3117034, 11.3841174 45.3117435, 11.3840815 45.3117772)",SP500,roundabout,,
111585839,False,2,Via Venti Marzo,tertiary,False,153.392,,"LINESTRING (11.3877483 45.3065245, 11.3865675 45.307626)",,,,
111585860,False,,,residential,False,50.216,,"LINESTRING (11.3877483 45.3065245, 11.3882521 45.3068045)",,,,
108804342,False,,Via Trieste,residential,True,129.554,,"LINESTRING (11.3877483 45.3065245, 11.3877259 45.3065081, 11.386541 45.3058566, 11.3864808 45.3058417, 11.3864246 45.3058382)",,,,
108804306,False,,,unclassified,True,74.327,,"LINESTRING (11.3893272 45.3102717, 11.3891665 45.3106525, 11.3890582 45.3107582, 11.388908 45.3108515)",,,,
1251967040,False,,Via Rinascimento,residential,False,35.333,,"LINESTRING (11.3853924 45.3077014, 11.38534 45.3076693, 11.3849923 45.3076303, 11.3849736 45.307647)",,,,
1251967041,True,,,residential,False,14.014,,"LINESTRING (11.3853924 45.3077014, 11.3853537 45.3077344, 11.3853006 45.3078088)",,,,
363218889,False,2,Via Predicale,tertiary,False,107.496,50,"LINESTRING (11.3813826 45.3103058, 11.3824272 45.3109342)",SP500,,,
108804339,False,,Via Antonio Papesso,residential,False,268.314,,"LINESTRING (11.3813826 45.3103058, 11.3823736 45.3093395, 11.3826246 45.3091214, 11.3827216 45.3090372, 11.3829378 45.3088735, 11.3830809 45.3087769, 11.3832334 45.3086869, 11.3833657 45.3086265, 11.38354 45.3085464, 11.3836075 45.3085154, 11.3836278 45.308509)",,,,
"[363218889, 40112519]",False,2,Via Predicale,tertiary,True,182.668,50,"LINESTRING (11.3813826 45.3103058, 11.3810115 45.3100593, 11.3802343 45.3092913, 11.3799962 45.3090928, 11.3798943 45.3090541)",SP500,,,
685813964,False,,,unclassified,False,127.861,,"LINESTRING (11.3843887 45.3074778, 11.3843469 45.3063283)",,,,
108804285,False,,Via Rinascimento,unclassified,False,49.543,,"LINESTRING (11.3843887 45.3074778, 11.3844994 45.3075079, 11.3847721 45.3075756, 11.3849736 45.307647)",,,,
108804285,False,,Via Rinascimento,unclassified,True,58.668,,"LINESTRING (11.3843887 45.3074778, 11.3837447 45.3073356, 11.3836734 45.3073188)",,,,
172384544,False,,Via Domenico Cardo,residential,False,131.883,,"LINESTRING (11.3855104 45.3109614, 11.3870364 45.3114664)",,,,
137006106,True,,Via Cavour,residential,False,66.84100000000001,,"LINESTRING (11.3855104 45.3109614, 11.3852802 45.3110893, 11.3849429 45.3112349, 11.3848889 45.311245, 11.3848379 45.3112507, 11.3847822 45.3112391)",,,,
172384550,True,,,residential,False,24.237,,"LINESTRING (11.3855104 45.3109614, 11.3854707 45.3109772, 11.3854199 45.3109835, 11.385355 45.3109759, 11.3852885 45.3109521, 11.3852331 45.3109194)",,,,
