osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,tunnel,width,access
23543753,True,Via dei Savonarola,residential,False,91.69200000000001,"LINESTRING (11.8737851 45.4120695, 11.8736921 45.4120567, 11.873525 45.4120404, 11.872642 45.4118826)",,,,,,
29495319,False,Vicolo Ponte Molino,residential,True,47.492000000000004,"LINESTRING (11.8737851 45.4120695, 11.8738434 45.4120749, 11.874392 45.4120515)",1,50,,,,
23543766,True,Riviera Albertino Mussato,residential,False,285.555,"LINESTRING (11.8715911 45.4113832, 11.8706566 45.4111883, 11.8696963 45.4110277, 11.869565 45.4110002, 11.8694255 45.410971, 11.8692631 45.4108798, 11.8690433 45.4107563, 11.8687807 45.4105095, 11.8685542 45.4102083)",,50,,,,
29994751,False,Via Antonio Tolomei,residential,False,163.41899999999998,"LINESTRING (11.8715911 45.4113832, 11.8722624 45.4114755, 11.8729101 45.4114968, 11.8734599 45.4113925, 11.8736494 45.411373)",,,,,,
"[23543752, 617449524, 617449525]",False,Ponte San Leonardo,residential,True,41.927,"LINESTRING (11.8715911 45.4113832, 11.8715389 45.4114918, 11.8714928 45.4115898, 11.87145 45.4116918, 11.8714316 45.4117431)",,50,yes,,,
18821048,True,Via Dante,tertiary,False,106.812,"LINESTRING (11.8732823 45.4092367, 11.8732845 45.4093724, 11.8732969 45.4095351, 11.8733287 45.409708, 11.8734203 45.4101722, 11.873424 45.410191)",,30,,,,
22885812,False,Via Giuseppe Verdi,residential,False,106.78500000000001,"LINESTRING (11.8732823 45.4092367, 11.8733979 45.4092202, 11.8742921 45.4092271, 11.8746091 45.4092294, 11.8746478 45.4092297)",,,,,,
"[745262235, 1151995340]",False,Corso Milano,tertiary,True,107.327,"LINESTRING (11.8732823 45.4092367, 11.8732139 45.4092495, 11.8720359 45.4094039, 11.8719322 45.4094184)",2,50,,,,
29994223,False,Corso Milano,tertiary,False,83.152,"LINESTRING (11.8708692 45.409447, 11.8712734 45.4094487, 11.8714648 45.4094468, 11.8716837 45.40944, 11.8717793 45.4094333, 11.8719322 45.4094184)",2,50,,,,
29994223,False,Corso Milano,tertiary,True,141.78,"LINESTRING (11.8708692 45.409447, 11.8706893 45.4094512, 11.8703424 45.4094611, 11.8701165 45.409475, 11.8698978 45.4094998, 11.8697774 45.4095335, 11.8696699 45.4095938, 11.8692219 45.4098452)",2,50,,,,
30015935,True,Corso Milano,residential,False,45.33,"LINESTRING (11.8708692 45.409447, 11.8708618 45.4093696, 11.8708389 45.4090764, 11.8708361 45.40904)",,,,,,
30130208,True,Via dei Livello,residential,False,162.94299999999998,"LINESTRING (11.8708361 45.40904, 11.8707054 45.4090458, 11.8705949 45.4090506, 11.8699639 45.4090503, 11.8698337 45.4090519, 11.8697004 45.4090661, 11.8694592 45.4091929, 11.8693446 45.4092427, 11.8691754 45.409285, 11.8690809 45.4093086, 11.8689686 45.4093367, 11.8688609 45.4093637)",,,,,,
30130240,True,Via San Pietro,residential,False,60.537000000000006,"LINESTRING (11.8688609 45.4093637, 11.868965 45.4095101, 11.8690247 45.4095959, 11.8691431 45.4097545, 11.8692219 45.4098452)",,50,,,,
23543987,True,Via San Pietro,residential,False,30.716,"LINESTRING (11.8692219 45.4098452, 11.869261 45.4098807, 11.8692968 45.4099132, 11.8694632 45.4100634)",,30,,,,
29994223,False,Corso Milano,tertiary,False,141.78,"LINESTRING (11.8692219 45.4098452, 11.8696699 45.4095938, 11.8697774 45.4095335, 11.8698978 45.4094998, 11.8701165 45.409475, 11.8703424 45.4094611, 11.8706893 45.4094512, 11.8708692 45.409447)",2,50,,,,
29994223,False,Corso Milano,tertiary,True,65.93299999999999,"LINESTRING (11.8692219 45.4098452, 11.8691843 45.4098642, 11.8686699 45.410145, 11.8685542 45.4102083)",2,50,,,,
18821051,True,Riviera San Benedetto,residential,False,116.658,"LINESTRING (11.8681465 45.4104094, 11.8681231 45.4103375, 11.8679707 45.4100102, 11.8678241 45.4095908, 11.8678091 45.4095248, 11.8677794 45.4093941)",,,,,,
"[23543760, 760571851]",True,Riviera San Benedetto,residential,False,138.785,"LINESTRING (11.8681465 45.4104094, 11.868178 45.4104934, 11.8682398 45.4105588, 11.8683089 45.4107235, 11.8684289 45.4109391, 11.8685131 45.4111132, 11.8685699 45.4112192, 11.8686146 45.4113059, 11.8686676 45.4114023, 11.8686611 45.4114636, 11.8686291 45.4114904, 11.8685135 45.4115305)",,,,,,
"[141105357, 23555671, 760581959]",False,Corso Milano,tertiary,False,38.897999999999996,"LINESTRING (11.8681465 45.4104094, 11.8682344 45.4103658, 11.8684225 45.410274, 11.8685067 45.4102329, 11.8685542 45.4102083)",2,50,yes,,,
50076178,True,Riviera San Benedetto,residential,False,155.818,"LINESTRING (11.8677436 45.4068393, 11.8677429 45.4068219, 11.8677295 45.4067296, 11.8677275 45.4066242, 11.8677503 45.4065272, 11.8677806 45.4063565, 11.867804 45.406255, 11.8678373 45.4061282, 11.867842 45.406082, 11.8678506 45.4059973, 11.8678494 45.4058411, 11.8678496 45.4057101, 11.8678526 45.4055879, 11.8678589 45.405445)",,,,,,
22885812,False,Via Giuseppe Verdi,residential,True,106.78500000000001,"LINESTRING (11.8746478 45.4092297, 11.8746091 45.4092294, 11.8742921 45.4092271, 11.8733979 45.4092202, 11.8732823 45.4092367)",,,,,,
30602312,False,Via Aquileia,residential,False,65.24,"LINESTRING (11.8746478 45.4092297, 11.8746473 45.409179, 11.8746415 45.408643)",,30,,,,
