osmid,oneway,name,highway,reversed,length,lanes,geometry,junction,ref,width
24173241,True,Via Trieste,unclassified,False,36.913,,"LINESTRING (9.4166802 45.6962347, 9.4168357 45.6965484)",,,
610315852,False,Via Papa Giovanni XXIII,unclassified,False,12.126,,"LINESTRING (9.4166802 45.6962347, 9.4166753 45.6963437)",,,
24173824,True,Via Giuseppe Verdi,tertiary,False,19.805,1,"LINESTRING (9.4066577 45.6982865, 9.406743 45.6982748, 9.4067772 45.6982685, 9.4068087 45.6982621, 9.4068541 45.6982517, 9.4069021 45.6982375)",,,
432724685,True,,primary,False,22.464,1,"LINESTRING (9.4066577 45.6982865, 9.406812 45.6984164, 9.4068247 45.6984321, 9.4068303 45.6984468)",roundabout,,
25654625,True,Via Giuseppe Verdi,tertiary,False,24.006,2,"LINESTRING (9.4069021 45.6982375, 9.4068696 45.698303, 9.406854 45.6983488, 9.4068377 45.6984028, 9.4068303 45.6984468)",,,
25654627,False,Via Giuseppe Verdi,tertiary,False,65.072,2,"LINESTRING (9.4069021 45.6982375, 9.4070236 45.6981663, 9.4075463 45.6978633)",,,
25654627,False,Via Giuseppe Verdi,tertiary,False,65.481,2,"LINESTRING (9.4085631 45.6973026, 9.4091807 45.6970033, 9.4092561 45.6969672)",,,
25654627,False,Via Giuseppe Verdi,tertiary,True,100.649,2,"LINESTRING (9.4085631 45.6973026, 9.4084156 45.6973757, 9.4083425 45.6974131, 9.4082708 45.6974515, 9.4081917 45.6974939, 9.408114 45.6975372, 9.4075463 45.6978633)",,,
223399825,False,Via Lorenzo Perosi,residential,True,211.548,,"LINESTRING (9.4085631 45.6973026, 9.4085926 45.6973296, 9.4090279 45.6977283, 9.4090652 45.697765, 9.4091224 45.6978256, 9.4091706 45.6978857, 9.4091873 45.6979082, 9.4093191 45.6981029, 9.4093291 45.6981144, 9.4093425 45.6981263, 9.4093598 45.6981358, 9.4093823 45.6981428, 9.4094124 45.6981458, 9.4094438 45.6981441, 9.4094703 45.698139, 9.4094915 45.698132, 9.4104958 45.6977474)",,,
222022104,False,Via Statale,primary,True,77.048,2,"LINESTRING (9.4071033 45.6988796, 9.4077894 45.6993801)",,SS342dir,
24180029,True,Via Statale,primary,False,48.08699999999999,2,"LINESTRING (9.4071033 45.6988796, 9.4070466 45.6988365, 9.4069192 45.6987516, 9.4068852 45.6987307, 9.4068524 45.6987107, 9.4068227 45.6986948, 9.4067755 45.6986699, 9.4067577 45.6986613, 9.4067299 45.6986461, 9.4067009 45.6986272, 9.4066779 45.6986077, 9.4066537 45.6985845)",,,
25654929,True,Via Spluga,primary,False,37.059000000000005,2,"LINESTRING (9.4062232 45.698059, 9.4063444 45.6981293, 9.4065419 45.6982444, 9.4065902 45.698272)",,,
40629517,False,Via Spluga,primary,False,26.866,2,"LINESTRING (9.4062232 45.698059, 9.4061499 45.6979748, 9.4060312 45.6978582)",,SS342dir,
24395729,False,Via Gioachino Rossini,residential,False,73.561,,"LINESTRING (9.4075463 45.6978633, 9.4075042 45.6978278, 9.4069365 45.6973571)",,,
"[24395729, 223399822]",False,Via Gioachino Rossini,residential,True,154.678,,"LINESTRING (9.4075463 45.6978633, 9.4075745 45.697886, 9.4081445 45.6983267, 9.4081576 45.6983362, 9.4081688 45.6983424, 9.4081827 45.6983477, 9.408198 45.6983504, 9.4082137 45.6983508, 9.4082316 45.6983491, 9.4082467 45.6983451, 9.408264 45.6983373, 9.4089942 45.6978988)",,,
25654627,False,Via Giuseppe Verdi,tertiary,False,100.649,2,"LINESTRING (9.4075463 45.6978633, 9.408114 45.6975372, 9.4081917 45.6974939, 9.4082708 45.6974515, 9.4083425 45.6974131, 9.4084156 45.6973757, 9.4085631 45.6973026)",,,
25654627,False,Via Giuseppe Verdi,tertiary,True,65.072,2,"LINESTRING (9.4075463 45.6978633, 9.4070236 45.6981663, 9.4069021 45.6982375)",,,
432724688,True,,primary,False,2.601,1,"LINESTRING (9.4068303 45.6984468, 9.4068346 45.69847)",roundabout,,
222022108,True,,primary,False,5.561,1,"LINESTRING (9.4065902 45.698272, 9.4066162 45.6982739, 9.4066359 45.6982782, 9.4066577 45.6982865)",roundabout,,
25654775,True,Via Spluga,primary,False,43.805,2,"LINESTRING (9.4064543 45.6984183, 9.4064234 45.6983745, 9.4063937 45.6983308, 9.406363 45.6982836, 9.406286 45.69816, 9.4062232 45.698059)",,,
222022109,True,,primary,False,22.017999999999997,1,"LINESTRING (9.4064543 45.6984183, 9.4064495 45.6983948, 9.4064473 45.6983749, 9.40645 45.6983585, 9.4064564 45.6983433, 9.4064634 45.698333, 9.4064771 45.6983197, 9.4064936 45.6983082, 9.4065171 45.6982936, 9.4065364 45.6982848, 9.4065614 45.6982772, 9.4065902 45.698272)",roundabout,,
26738627,True,Via Statale,primary,False,50.229000000000006,2,"LINESTRING (9.4068346 45.69847, 9.4068729 45.6985504, 9.4068924 45.6985896, 9.4069081 45.698617, 9.4069264 45.6986463, 9.4069515 45.6986802, 9.407064 45.698828, 9.4071033 45.6988796)",,,
222022119,True,,primary,False,21.173,1,"LINESTRING (9.4068346 45.69847, 9.406825 45.6984956, 9.406817 45.6985114, 9.4068075 45.6985252, 9.4067965 45.6985377, 9.4067846 45.6985487, 9.4067682 45.6985605, 9.406754 45.6985691, 9.406735 45.6985773, 9.4067145 45.6985823, 9.4066966 45.6985854, 9.4066734 45.6985867, 9.4066537 45.6985845)",roundabout,,
26770232,False,Via Don Alfredo Arnaboldi,unclassified,False,22.749,2,"LINESTRING (9.4075845 45.7005061, 9.407576 45.7007106)",,,
26770224,True,Via Don Alfredo Arnaboldi,unclassified,False,130.018,,"LINESTRING (9.4075845 45.7005061, 9.4076047 45.7003321, 9.4075927 45.7001765, 9.407591 45.7000279, 9.407576 45.699792, 9.4076448 45.6996383, 9.4078052 45.6994723, 9.4077894 45.6993801)",,,
26770232,False,Via Don Alfredo Arnaboldi,unclassified,True,22.749,2,"LINESTRING (9.407576 45.7007106, 9.4075845 45.7005061)",,,
26770232,False,Via Don Alfredo Arnaboldi,unclassified,False,197.14600000000002,2,"LINESTRING (9.407576 45.7007106, 9.407562 45.7008107, 9.4074457 45.7010209, 9.407146 45.701442, 9.4065812 45.7023356)",,,
834211014,True,Via Po,unclassified,False,34.288,,"LINESTRING (9.407576 45.7007106, 9.4075623 45.7006843, 9.4075459 45.7006587, 9.4075268 45.700634, 9.4075051 45.7006105, 9.4074809 45.7005881, 9.4074544 45.700567, 9.4074257 45.7005474, 9.407395 45.7005293, 9.4073625 45.7005129, 9.4073283 45.7004983, 9.4072926 45.7004854)",,,
442406719,False,,residential,False,29.475,,"LINESTRING (9.4056618 45.6985994, 9.4059384 45.6984179)",,,
834211015,False,Via Ceppo,unclassified,True,79.96000000000002,,"LINESTRING (9.4056618 45.6985994, 9.4057983 45.6986921, 9.4059777 45.698821, 9.4059937 45.69883, 9.4060134 45.6988386, 9.406032 45.6988436, 9.4060498 45.6988458, 9.4060675 45.6988469, 9.4060924 45.6988464, 9.4061203 45.6988436, 9.4061398 45.6988405, 9.4061529 45.6988376, 9.4061738 45.6988302, 9.4061936 45.69882, 9.4062066 45.698812, 9.4063339 45.6987222, 9.4064426 45.6986509)",,,
26770232,False,Via Don Alfredo Arnaboldi,unclassified,True,79.315,2,"LINESTRING (9.4061699 45.7029885, 9.4065629 45.7023646, 9.4065812 45.7023356)",,,
576804994,False,Via San Giorgio,unclassified,True,14.141000000000002,,"LINESTRING (9.4061699 45.7029885, 9.4060933 45.7029762, 9.4059973 45.7030032)",,,5
