osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,maxspeed,bridge
23295159,Via G. Amendola,residential,False,False,161.685,"LINESTRING (11.4638723 44.5103885, 11.4639452 44.51049, 11.4644962 44.5112575, 11.4645957 44.5113961, 11.4647485 44.511609, 11.4648015 44.5116828)",,,,
136098739,Via Frullo,residential,False,True,68.392,"LINESTRING (11.4638723 44.5103885, 11.4640536 44.5103358, 11.4646709 44.5101562)",2,,,
136098737,Via Bruno Tosarelli,tertiary,True,False,33.195,"LINESTRING (11.4649063 44.5099088, 11.4648166 44.5098336, 11.4647739 44.5098015, 11.4646237 44.5096887)",,,,
136108025,Rotatoria Donatori di Sangue,tertiary,True,False,15.835,"LINESTRING (11.4649063 44.5099088, 11.4649193 44.5098635, 11.4649569 44.5098279, 11.4650218 44.5098051)",,roundabout,,
136108025,Rotatoria Donatori di Sangue,tertiary,True,False,11.792,"LINESTRING (11.4650218 44.5098051, 11.465089 44.5098064, 11.4651275 44.5098182, 11.4651581 44.5098361)",,roundabout,,
136098747,Via Bruno Tosarelli,tertiary,True,False,38.236,"LINESTRING (11.4651581 44.5098361, 11.465211 44.5098633, 11.4652559 44.5098771, 11.4653352 44.5098916, 11.4653858 44.5098906, 11.4656213 44.5098857)",1,,,
136108025,Rotatoria Donatori di Sangue,tertiary,True,False,19.737,"LINESTRING (11.4651581 44.5098361, 11.4651918 44.5098795, 11.4651962 44.5098972, 11.465193 44.5099301, 11.4651731 44.5099632, 11.4651521 44.5099813, 11.4651318 44.509991)",,roundabout,,
23491888,Via Bruno Tosarelli,tertiary,True,False,40.586,"LINESTRING (11.4656213 44.5098857, 11.4653771 44.509947, 11.4651318 44.509991)",1,,,
136233901,Via Bruno Tosarelli,tertiary,False,True,77.17500000000001,"LINESTRING (11.4656213 44.5098857, 11.4664011 44.5096924, 11.4665424 44.5096618)",2,,,
1122565908,Via Fiesso,unclassified,True,False,17.186,"LINESTRING (11.4759812 44.5080154, 11.4757743 44.5079694)",2,,,
23427729,Via Fiesso,residential,True,False,12.179,"LINESTRING (11.4755729 44.5079687, 11.4755223 44.5079267, 11.4755054 44.5078739)",,roundabout,30,
1122565906,Via Fiesso,residential,True,False,20.141,"LINESTRING (11.4755729 44.5079687, 11.4754445 44.5079444, 11.4753245 44.5079563)",,,30,
23427729,Via Fiesso,residential,True,False,9.648,"LINESTRING (11.4755054 44.5078739, 11.4755167 44.5078336, 11.4755518 44.5077954)",,roundabout,30,
1122565912,Via Paolo Fabbri,residential,True,False,11.156,"LINESTRING (11.4755518 44.5077954, 11.4755164 44.5076983)",,,30,
23427729,Via Fiesso,residential,True,False,6.001,"LINESTRING (11.4755518 44.5077954, 11.4756014 44.5077712, 11.4756166 44.5077688)",,roundabout,30,
23427729,Via Fiesso,residential,True,False,4.821,"LINESTRING (11.4757847 44.5078, 11.4758157 44.5078373)",,roundabout,30,
1122565910,Via Dante Alighieri,residential,True,False,12.514999999999999,"LINESTRING (11.4757847 44.5078, 11.4758347 44.5077774, 11.4758854 44.5077627, 11.4759292 44.5077606)",,,30,
23427729,Via Fiesso,residential,True,False,9.232,"LINESTRING (11.4758157 44.5078373, 11.4758249 44.5078802, 11.475813 44.5079189)",,roundabout,30,
23427729,Via Fiesso,residential,True,False,6.399,"LINESTRING (11.475813 44.5079189, 11.4757743 44.5079694)",,roundabout,30,
1122565909,,unclassified,True,False,17.232,"LINESTRING (11.475813 44.5079189, 11.4758535 44.5079523, 11.4759088 44.5079782, 11.4759812 44.5080154)",,,,
23427729,Via Fiesso,residential,True,False,16.665,"LINESTRING (11.4757743 44.5079694, 11.4757239 44.5079817, 11.4756437 44.5079886, 11.4755729 44.5079687)",,roundabout,30,
23427728,Via Fiesso,residential,False,True,324.613,"LINESTRING (11.4753245 44.5079563, 11.4751808 44.5079875, 11.4746778 44.5082082, 11.4745649 44.5082352, 11.4744634 44.5082333, 11.4741827 44.5081713, 11.4737151 44.5080416, 11.4730167 44.5078044, 11.4716056 44.5073251)",,,30,
1122565907,,residential,True,False,17.081,"LINESTRING (11.4753245 44.5079563, 11.4753869 44.5079298, 11.4754456 44.5079081, 11.4755054 44.5078739)",,,,
23453716,Via Bruno Tosarelli,tertiary,True,False,34.254,"LINESTRING (11.4646237 44.5096887, 11.4648254 44.5097625, 11.4650218 44.5098051)",,,,
136098745,Via Bruno Tosarelli,tertiary,False,False,173.07099999999997,"LINESTRING (11.4646237 44.5096887, 11.4645544 44.5096415, 11.4645041 44.5095911, 11.4642583 44.5092427, 11.4640108 44.5088919, 11.4637788 44.5085696, 11.4636632 44.5083962, 11.4636212 44.5083121)",2,,,
720315953,Via Publio Cornelio Scipione Nasica,tertiary,False,False,1.753,"LINESTRING (11.4704595 44.5069381, 11.470447 44.5069511)",,,,
23427728,Via Fiesso,residential,False,False,100.55799999999999,"LINESTRING (11.4704595 44.5069381, 11.4705431 44.5069664, 11.4705817 44.5069794, 11.4715166 44.5072951, 11.4716056 44.5073251)",,,30,
720315953,Via Publio Cornelio Scipione Nasica,tertiary,False,True,16.417,"LINESTRING (11.4704595 44.5069381, 11.4705428 44.5068654, 11.4705972 44.5068282)",,,,
