osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,tunnel,lanes
31278905,Viale del Fante,residential,50,False,True,205.83599999999998,"LINESTRING (14.7243067 36.9232269, 14.724403 36.9231776, 14.7248945 36.9229349, 14.7252861 36.9227304, 14.7254993 36.922612, 14.7257425 36.9224888, 14.7262547 36.9222266)",,,,
85551338,Via Giosuè Carducci,residential,50,False,False,63.592999999999996,"LINESTRING (14.7243067 36.9232269, 14.7242529 36.923144, 14.7241047 36.9227974, 14.7240572 36.9226918)",,,,
408709880,Viale del Fante,residential,50,False,False,113.31,"LINESTRING (14.7243067 36.9232269, 14.7240452 36.9234027, 14.723415 36.9238526, 14.7233431 36.9238933)",,,,
317007460,Via Santissimo Salvatore,residential,50,True,False,55.793,"LINESTRING (14.7250103 36.924314, 14.7256379 36.9243199)",,,,
317007460,Via Santissimo Salvatore,residential,50,True,False,21.965,"LINESTRING (14.7262962 36.924334, 14.7265423 36.9243517)",,,,
1158305996,,residential,,True,False,9.954,"LINESTRING (14.7262962 36.924334, 14.7263127 36.9243733, 14.7263338 36.9244183)",,,,
32226886,Corso Vittorio Veneto,residential,50,True,False,37.727,"LINESTRING (14.7269226 36.9257382, 14.7265229 36.9258523)",,,,
216597114,Viale Napoleone Colajanni,tertiary,,False,False,137.681,"LINESTRING (14.7208044 36.9207378, 14.7209102 36.9195025)",,,,
31452087,,tertiary,,True,False,52.668,"LINESTRING (14.7208044 36.9207378, 14.7208153 36.9211118, 14.720834 36.9211783, 14.7208428 36.9212089)",,,,
31405262,Via Mongibello,tertiary,,False,False,90.03,"LINESTRING (14.7209102 36.9195025, 14.7199018 36.9194277)",,,,
216597114,Viale Napoleone Colajanni,tertiary,,False,True,137.681,"LINESTRING (14.7209102 36.9195025, 14.7208044 36.9207378)",,,,
408709869,Viale Napoleone Colajanni,tertiary,,False,False,124.764,"LINESTRING (14.7209102 36.9195025, 14.7209425 36.9191774, 14.7209351 36.9189059, 14.7208871 36.9186185, 14.7208346 36.9183879)",,,,
52568108,Via Archimede,primary,50,False,False,17.531,"LINESTRING (14.7251503 36.9178193, 14.7251154 36.9178735, 14.7250601 36.9179595)",,,,
32226889,Via degli Eroi,residential,,True,False,37.869,"LINESTRING (14.7213869 36.9209324, 14.7211143 36.9206707)",,,,
226886548,Via Archimede,primary,50,False,False,30.381,"LINESTRING (14.7213869 36.9209324, 14.7211286 36.9211113)",,,,
226886548,Via Archimede,primary,50,False,True,31.554,"LINESTRING (14.7213869 36.9209324, 14.7216568 36.9207481)",,,,
321389694,,residential,,True,False,18.28,"LINESTRING (14.7208537 36.9213415, 14.7208795 36.9215046)",,,,
966852375,,primary,,True,False,15.733,"LINESTRING (14.7208537 36.9213415, 14.7208318 36.9213722, 14.7207991 36.9213961, 14.7207589 36.9214109, 14.720715 36.9214151)",roundabout,,,
216597110,Via Archimede,primary,,False,False,38.579,"LINESTRING (14.720295 36.9224457, 14.7201987 36.922784)",,,,
201963006,Via Massimo D'Azeglio,residential,,True,False,79.852,"LINESTRING (14.720295 36.9224457, 14.7205869 36.9225303, 14.7211386 36.9226924)",,,,
216597110,Via Archimede,primary,,False,True,56.051,"LINESTRING (14.720295 36.9224457, 14.7203099 36.9223933, 14.720435 36.9219542)",,,,
201963009,Via Domenico Cavallaro,residential,,True,False,69.705,"LINESTRING (14.7201198 36.9230905, 14.7208589 36.9232999)",,,,
216597110,Via Archimede,primary,,False,False,31.853,"LINESTRING (14.7201198 36.9230905, 14.7200453 36.9233707)",,,,
216597110,Via Archimede,primary,,False,True,34.796,"LINESTRING (14.7201198 36.9230905, 14.7201987 36.922784)",,,,
195084779,Via delle Acacie,residential,,True,False,53.959,"LINESTRING (14.7196926 36.9244324, 14.7202763 36.9245656)",,,,
216597110,Via Archimede,primary,,False,False,63.67999999999999,"LINESTRING (14.7196926 36.9244324, 14.7196571 36.9245041, 14.719429 36.9249649)",,,,
216597110,Via Archimede,primary,,False,True,58.909000000000006,"LINESTRING (14.7196926 36.9244324, 14.719771 36.9242117, 14.7198742 36.9239229)",,,,
