osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge,junction,tunnel
8055340,True,Via Antonio Gramsci,residential,False,34.811,"LINESTRING (11.2043108 43.8320667, 11.2041975 43.8321157, 11.2039751 43.8322185, 11.2039424 43.8322321)",,,,
40997575,False,Viale della Repubblica,unclassified,True,81.855,"LINESTRING (11.2043108 43.8320667, 11.2044313 43.8321812, 11.2049036 43.8326658)",,,,
204236067,False,Viale Niccolò Machiavelli,unclassified,True,95.515,"LINESTRING (11.2043108 43.8320667, 11.2042594 43.8320206, 11.2041315 43.8319157, 11.2039876 43.831826, 11.2037049 43.8316632, 11.2036139 43.8316123, 11.2034145 43.8315059)",,,,
8055146,False,Via Quattordici Luglio,residential,False,78.447,"LINESTRING (11.2049036 43.8326658, 11.2048321 43.8327029, 11.2041103 43.8330784)",,,,
40997575,False,Viale della Repubblica,unclassified,False,81.855,"LINESTRING (11.2049036 43.8326658, 11.2044313 43.8321812, 11.2043108 43.8320667)",,,,
40997575,False,Viale della Repubblica,unclassified,True,70.041,"LINESTRING (11.2049036 43.8326658, 11.2049509 43.8327153, 11.2053396 43.8331238, 11.2053984 43.8331848)",,,,
25456785,True,Via Carlo Pisacane,residential,False,50.343,"LINESTRING (11.1994863 43.8356614, 11.1999046 43.8354376, 11.1999563 43.8354079, 11.1999882 43.8353896)",,,,
702266633,True,Via Girolamo Savonarola,residential,False,106.52699999999999,"LINESTRING (11.1954288 43.8317895, 11.1952727 43.8319329, 11.1951667 43.8320498, 11.1950721 43.832149, 11.1949228 43.832378, 11.1947964 43.8325343, 11.1947207 43.8325949)",,,,
25456607,False,Via Giuseppe Garibaldi,residential,False,85.422,"LINESTRING (11.1962445 43.8325796, 11.1963166 43.8325404, 11.1970562 43.8321387, 11.1970948 43.8321171)",,,,
"[702266632, 702266634, 49297670]",True,Via Matteo Renato Imbriani,residential,False,109.54599999999999,"LINESTRING (11.1962445 43.8325796, 11.1961964 43.8325331, 11.195783 43.8321359, 11.1956972 43.8320538, 11.1955455 43.8319068, 11.1954288 43.8317895)",50,,,
49297674,False,Via Giuseppe Garibaldi,residential,False,101.56400000000001,"LINESTRING (11.1962445 43.8325796, 11.1961594 43.8326256, 11.1952311 43.8331272)",,,,
49296346,True,Via Matteo Renato Imbriani,residential,False,61.26499999999999,"LINESTRING (11.1969956 43.8333071, 11.1970572 43.8333652, 11.1974148 43.8337027, 11.1974595 43.8337448)",,,,
49297670,True,Via Matteo Renato Imbriani,residential,False,50.273,"LINESTRING (11.1969956 43.8333071, 11.1969518 43.8332648, 11.1966911 43.8330097, 11.1966233 43.8329434)",50,,,
204110200,True,Via Giuseppe Mazzini,unclassified,False,112.67399999999999,"LINESTRING (11.1969956 43.8333071, 11.197071 43.8332657, 11.1981139 43.8326939)",,,,
25456551,False,Via Francesco Domenico Guerrazzi,residential,True,52.891999999999996,"LINESTRING (11.1974595 43.8337448, 11.1974906 43.8337265, 11.1975267 43.8337061, 11.1979879 43.8334603)",,,,
238421612,True,Via Francesco Domenico Guerrazzi,residential,False,122.22299999999998,"LINESTRING (11.1974595 43.8337448, 11.1974058 43.8337721, 11.196294 43.8343539, 11.1962553 43.8343731, 11.1962256 43.8343897)",,,,
238421614,True,Via Matteo Renato Imbriani,residential,False,48.427,"LINESTRING (11.1974595 43.8337448, 11.1975013 43.8337849, 11.1978225 43.8340928)",,,,
238421614,True,Via Matteo Renato Imbriani,residential,False,19.071,"LINESTRING (11.1978225 43.8340928, 11.1979709 43.8342268)",,,,
238421614,True,Via Matteo Renato Imbriani,residential,False,45.624,"LINESTRING (11.1979709 43.8342268, 11.198313 43.8345546)",,,,
4702919,True,Via Alessandro Manzoni,residential,False,131.51500000000001,"LINESTRING (11.1979709 43.8342268, 11.1980382 43.8341867, 11.1992346 43.8334732)",,,,
238421614,True,Via Matteo Renato Imbriani,residential,False,59.333999999999996,"LINESTRING (11.198313 43.8345546, 11.1986826 43.834934, 11.1987415 43.8349895)",,,,
4702921,True,Via Antonio Fratti,residential,False,49.392,"LINESTRING (11.1981139 43.8326939, 11.1980867 43.8326654, 11.1977455 43.832338)",,,,
330246798,True,Via Giuseppe Mazzini,unclassified,False,18.176000000000002,"LINESTRING (11.1981139 43.8326939, 11.1982072 43.8326452, 11.1982975 43.8325981)",,,,
