osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,width,maxspeed,access
60913481,True,1,SP13,Via Giuseppe Rossi,secondary,False,317.72900000000004,"LINESTRING (10.9269914 43.7863133, 10.9270763 43.7864218, 10.9272794 43.7866814, 10.9273669 43.7868165, 10.9275985 43.7871697, 10.9282385 43.7881917, 10.9283074 43.7883824, 10.9283201 43.7884592, 10.9283668 43.7887416, 10.928383 43.7888434, 10.928414 43.788953)",,,
202523006,False,,SP13,Via Renato Fucini,secondary,True,155.86200000000002,"LINESTRING (10.9269914 43.7863133, 10.9267604 43.7860795, 10.9264552 43.785871, 10.9259909 43.7856315, 10.925541 43.7853994)",6.7,,
799091162,False,2,SP13,Via Montalbano,secondary,False,32.77,"LINESTRING (10.928414 43.788953, 10.9286941 43.7891674)",,,
899990046,True,,,Via Montalbano,secondary,False,56.022000000000006,"LINESTRING (10.928414 43.788953, 10.9282486 43.7888609, 10.92815 43.7888002, 10.9278718 43.7886359)",,,
130299404,True,,,Via Pierino da Vinci,residential,False,57.641,"LINESTRING (10.9258745 43.7838214, 10.9258658 43.7839279, 10.925832 43.7840344, 10.9257875 43.7841126, 10.9256537 43.7843079)",,,
202522995,False,2,,Via Girolamo Calvi,tertiary,True,87.67500000000001,"LINESTRING (10.9258745 43.7838214, 10.9261412 43.7835271, 10.9264478 43.7832285, 10.9265073 43.7831796)",,,
202523007,False,,,Via Giacomo Matteotti,tertiary,False,123.44300000000001,"LINESTRING (10.9258745 43.7838214, 10.9258054 43.7838834, 10.9257297 43.783926, 10.9250568 43.7841298, 10.9245984 43.7842687, 10.9245019 43.7842979)",,,
157865701,False,,SP13,Via dei Martiri,secondary,True,17.782,"LINESTRING (10.9245019 43.7842979, 10.9244541 43.7842107, 10.9244204 43.7841492)",,50,
202523007,False,,,Via Giacomo Matteotti,tertiary,True,123.443,"LINESTRING (10.9245019 43.7842979, 10.9245984 43.7842687, 10.9250568 43.7841298, 10.9257297 43.783926, 10.9258054 43.7838834, 10.9258745 43.7838214)",,,
202523013,False,2,SP13,Via Giovanni XXIII,secondary,False,50.403,"LINESTRING (10.9245019 43.7842979, 10.9245837 43.7843948, 10.9247973 43.7846476, 10.9248288 43.7846849)",,,
766160935,False,,SP105,Via Cerretana,tertiary,False,11.676,"LINESTRING (10.9245019 43.7842979, 10.9244268 43.784321, 10.9243639 43.7843288)",,50,
799091162,False,2,SP13,Via Montalbano,secondary,True,32.77,"LINESTRING (10.9286941 43.7891674, 10.928414 43.788953)",,,
"[451397785, 13382799]",False,,SP13,Via Cino da Pistoia,secondary,False,160.018,"LINESTRING (10.9286941 43.7891674, 10.9288006 43.7892607, 10.9288763 43.7893425, 10.9289184 43.7894203, 10.9289397 43.7895031, 10.9289635 43.7896772, 10.928983 43.7898637, 10.9291253 43.7903574, 10.9291897 43.7905373)",,,
"[202523002, 447251051]",False,,,Via Gremigneto,residential,False,322.54100000000005,"LINESTRING (10.9286941 43.7891674, 10.928835 43.7892267, 10.9289543 43.7892813, 10.9293891 43.7895152, 10.9296522 43.7896695, 10.9298859 43.7897466, 10.9299801 43.7897777, 10.930358 43.7899677, 10.9304555 43.7900144, 10.9306105 43.7900744, 10.9306989 43.7901185, 10.9307713 43.7901665, 10.9311443 43.7905833, 10.9312139 43.7906839, 10.9312944 43.7908953, 10.9313991 43.7911485)",,,
60913470,False,,,Via Belvedere,residential,False,193.053,"LINESTRING (10.9291897 43.7905373, 10.9293146 43.7907392, 10.9295356 43.7912734, 10.9295667 43.7915346, 10.9296561 43.7917172, 10.9296801 43.7917458, 10.9297261 43.7917501, 10.930044 43.7915871, 10.9301414 43.7915642, 10.9302132 43.7916243)",,,
"[451397785, 13382799]",False,,SP13,Via Cino da Pistoia,secondary,True,160.01800000000003,"LINESTRING (10.9291897 43.7905373, 10.9291253 43.7903574, 10.928983 43.7898637, 10.9289635 43.7896772, 10.9289397 43.7895031, 10.9289184 43.7894203, 10.9288763 43.7893425, 10.9288006 43.7892607, 10.9286941 43.7891674)",,,
202523013,False,2,SP13,Via Giovanni XXIII,secondary,False,55.82899999999999,"LINESTRING (10.9248288 43.7846849, 10.9250229 43.7849148, 10.9251908 43.7851136)",,,
202523013,False,2,SP13,Via Giovanni XXIII,secondary,True,50.403,"LINESTRING (10.9248288 43.7846849, 10.9247973 43.7846476, 10.9245837 43.7843948, 10.9245019 43.7842979)",,,
"[799091200, 202523013]",False,2,SP13,"['Via Giovanni XXIII', 'Via Roma']",secondary,False,30.974,"LINESTRING (10.9251908 43.7851136, 10.9252519 43.7851861, 10.9253293 43.7852612, 10.9254253 43.7853334)",,,
202523013,False,2,SP13,Via Giovanni XXIII,secondary,True,55.82899999999999,"LINESTRING (10.9251908 43.7851136, 10.9250229 43.7849148, 10.9248288 43.7846849)",,,
799091195,True,,,Piazza della Libertà,residential,False,36.061,"LINESTRING (10.9251908 43.7851136, 10.9251596 43.7851289, 10.924819 43.7852956)",,,
766160935,False,,SP105,Via Cerretana,tertiary,True,11.676,"LINESTRING (10.9243639 43.7843288, 10.9244268 43.784321, 10.9245019 43.7842979)",,50,
799091198,True,,SP105,Via Cerretana,tertiary,False,122.459,"LINESTRING (10.9243639 43.7843288, 10.9243079 43.7843144, 10.9236283 43.7840182, 10.9230477 43.7837737)",,50,
"[900013312, 799091199]",False,1,SP123,Via Lamporecchiana,tertiary,False,292.535,"LINESTRING (10.9243639 43.7843288, 10.9243484 43.7843444, 10.9241303 43.7845643, 10.9239421 43.784754, 10.923745 43.7849537, 10.9237087 43.7849906, 10.9233842 43.7853194, 10.9230731 43.7856138, 10.922719 43.7859391, 10.9224003 43.7862049, 10.9222911 43.7862917, 10.9221414 43.7864108)",,50,
138423899,False,,,Via Lamporecchiana,residential,True,104.62299999999999,"LINESTRING (10.9221414 43.7864108, 10.9218267 43.7862192, 10.921145 43.7858043)",,,
900013312,False,,SP123,Via Lamporecchiana,tertiary,False,122.561,"LINESTRING (10.9221414 43.7864108, 10.9218654 43.7866087, 10.9216653 43.7867554, 10.9213754 43.7868902, 10.9209167 43.7870474)",,50,
"[900013312, 799091199]",False,1,SP123,Via Lamporecchiana,tertiary,True,292.53499999999997,"LINESTRING (10.9221414 43.7864108, 10.9222911 43.7862917, 10.9224003 43.7862049, 10.922719 43.7859391, 10.9230731 43.7856138, 10.9233842 43.7853194, 10.9237087 43.7849906, 10.923745 43.7849537, 10.9239421 43.784754, 10.9241303 43.7845643, 10.9243484 43.7843444, 10.9243639 43.7843288)",,50,
"[61909465, 451397781, 451397782]",False,,,Via Lamporecchiana,unclassified,False,179.19699999999997,"LINESTRING (10.9209167 43.7870474, 10.9210552 43.7871552, 10.9214028 43.7873402, 10.9217948 43.7875024, 10.9219526 43.7875567, 10.9225231 43.7877095, 10.9228149 43.7878638)",,,
900013312,False,,SP123,Via Lamporecchiana,tertiary,True,122.561,"LINESTRING (10.9209167 43.7870474, 10.9213754 43.7868902, 10.9216653 43.7867554, 10.9218654 43.7866087, 10.9221414 43.7864108)",,50,
799091200,False,,SP13,Via Roma,secondary,False,11.837,"LINESTRING (10.9254253 43.7853334, 10.925541 43.7853994)",,,
"[799091200, 202523013]",False,2,SP13,"['Via Giovanni XXIII', 'Via Roma']",secondary,True,30.973999999999997,"LINESTRING (10.9254253 43.7853334, 10.9253293 43.7852612, 10.9252519 43.7851861, 10.9251908 43.7851136)",,,
60913467,True,,,Via Renato Fucini,secondary,False,48.059999999999995,"LINESTRING (10.9265748 43.7866236, 10.9267014 43.7865349, 10.9269488 43.7863459, 10.9269914 43.7863133)",,,
"[157942722, 799091163, 900013311]",True,1,,"['Piazza Leonardo Da Vinci', 'Via Montalbano']",secondary,False,195.38199999999998,"LINESTRING (10.9278718 43.7886359, 10.9269541 43.7880372, 10.9268767 43.7879602, 10.9266066 43.7874891, 10.9265584 43.7873718, 10.9265244 43.7872372)",,,
