osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,tunnel,junction
159468393,False,Via Martina Franca,residential,True,55.57,"LINESTRING (17.2371121 40.6056805, 17.2368991 40.6055633, 17.2365455 40.6054293)",,,,
258669139,True,Via Fecia Cossato,residential,False,47.285,"LINESTRING (17.2365455 40.6054293, 17.2368715 40.6050835)",,,,
159468393,False,Via Martina Franca,residential,False,55.57,"LINESTRING (17.2365455 40.6054293, 17.2368991 40.6055633, 17.2371121 40.6056805)",,,,
159468393,False,Via Martina Franca,residential,True,69.439,"LINESTRING (17.2365455 40.6054293, 17.2360733 40.6052118, 17.2358689 40.6050776)",,,,
125556906,True,Via 24 Maggio,residential,False,49.501,"LINESTRING (17.2358689 40.6050776, 17.2362167 40.6047192)",,,,
159468393,False,Via Martina Franca,residential,True,25.874,"LINESTRING (17.2358689 40.6050776, 17.2356567 40.6049097)",,,,
159468393,False,Via Martina Franca,residential,False,69.439,"LINESTRING (17.2358689 40.6050776, 17.2360733 40.6052118, 17.2365455 40.6054293)",,,,
94150092,False,Via Foggia,residential,False,141.262,"LINESTRING (17.2352434 40.604538, 17.2353462 40.6044915, 17.2355582 40.6044017, 17.2363896 40.6040497, 17.2365756 40.6039828, 17.2366504 40.603956, 17.2367107 40.6039284)",50,,,
125553328,True,Via Don Luigi Sturzo,residential,False,50.022,"LINESTRING (17.2352434 40.604538, 17.2349957 40.6042036, 17.2349096 40.6042141)",,,,
159468393,False,Via Martina Franca,residential,False,54.108000000000004,"LINESTRING (17.2352434 40.604538, 17.2352901 40.6045818, 17.2353891 40.6046645, 17.235503 40.604774, 17.2356567 40.6049097)",,,,
94150092,False,Via Foggia,residential,True,46.39,"LINESTRING (17.237182 40.6037139, 17.2367107 40.6039284)",50,,,
127219166,False,Via Baracca,residential,False,19.162,"LINESTRING (17.2285469 40.6034744, 17.2287471 40.6033932)",,,,
127219166,False,Via Baracca,residential,True,60.301,"LINESTRING (17.2285469 40.6034744, 17.2283068 40.6035521, 17.228263 40.603535, 17.2278626 40.603576)",,,,
127291314,True,Corso Umberto I,residential,False,91.84200000000001,"LINESTRING (17.2285469 40.6034744, 17.2287641 40.6038082, 17.2287709 40.6038187, 17.2290288 40.6042149)",,,,
127291308,False,Vico Burroni,residential,False,39.814,"LINESTRING (17.229301 40.6046015, 17.2288528 40.6047129)",,,,
127291314,True,Corso Umberto I,residential,False,34.7,"LINESTRING (17.229301 40.6046015, 17.229377 40.6048033, 17.2294006 40.6049039)",,,,
159483393,False,Viale Unità d'Italia,residential,False,286.63399999999996,"LINESTRING (17.2360587 40.6060949, 17.2353296 40.6058518, 17.234824 40.60572, 17.2345923 40.605718, 17.2344105 40.6057486, 17.2339605 40.6058643, 17.2336267 40.6059557, 17.2332922 40.6060125, 17.2330871 40.6060291, 17.2329286 40.6060235, 17.2328208 40.6060119)",,,,
159483393,False,Viale Unità d'Italia,residential,True,192.466,"LINESTRING (17.2305586 40.605972, 17.2313322 40.6059196, 17.2314423 40.6059122, 17.2318578 40.6058992, 17.232071 40.6059072, 17.2322773 40.6059293, 17.2326293 40.6059722, 17.2328208 40.6060119)",,,,
159506946,True,Via Palermo,residential,False,19.819000000000003,"LINESTRING (17.2305586 40.605972, 17.2303922 40.6060128, 17.2303376 40.6060315)",,1,,
127291533,False,Corso Umberto I,residential,True,36.59,"LINESTRING (17.2280341 40.6027286, 17.2278534 40.6024295)",,,,
127291321,True,Corso Umberto I,residential,False,93.55799999999999,"LINESTRING (17.2280341 40.6027286, 17.2283091 40.6031402, 17.2285469 40.6034744)",,,,
