osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,junction,access,tunnel
23259131,Viale Giuseppe Mazzini,tertiary,False,False,56.615,,,,"LINESTRING (12.4495691 44.0652549, 12.4500371 44.0656372)",,,
254070740,Via Ugo Braschi,primary,False,True,72.215,2,SS9,50,"LINESTRING (12.4495691 44.0652549, 12.4488292 44.0656279)",,,
22813791,Via Ugo Braschi,primary,False,False,102.833,2,SS9,50,"LINESTRING (12.4495691 44.0652549, 12.4500244 44.0650243, 12.4501197 44.0649755, 12.4502091 44.0649298, 12.4504886 44.0647868, 12.4506191 44.0647201)",,,
293697011,Viale Giuseppe Mazzini,secondary,False,True,104.57900000000001,,SP14,,"LINESTRING (12.4495691 44.0652549, 12.4494532 44.0651611, 12.4487001 44.0645516)",,,
23205108,Via Giovanni Pascoli,unclassified,False,False,37.604,,,,"LINESTRING (12.447158 44.0632532, 12.4474092 44.0631043, 12.4475234 44.0630401)",,,
1178261096,Viale Giuseppe Mazzini,secondary,False,False,85.19,,SP14,30,"LINESTRING (12.447158 44.0632532, 12.4472775 44.0633552, 12.4477898 44.0637707, 12.4478614 44.0638289)",,,
1178261096,Viale Giuseppe Mazzini,secondary,False,True,72.886,,SP14,30,"LINESTRING (12.447158 44.0632532, 12.4468097 44.0629788, 12.4465433 44.0627689)",,,
23205108,Via Giovanni Pascoli,unclassified,False,False,129.292,,,,"LINESTRING (12.4482621 44.0626452, 12.4491533 44.0621802, 12.4495763 44.0619669)",,,
23205108,Via Giovanni Pascoli,unclassified,False,True,73.571,,,,"LINESTRING (12.4482621 44.0626452, 12.4480886 44.0627372, 12.4480443 44.0627589, 12.4475483 44.0630263, 12.4475234 44.0630401)",,,
"[244481162, 244481163]",Via G. da Serravalle,"['unclassified', 'residential']",True,False,96.148,,,,"LINESTRING (12.4482621 44.0626452, 12.4482528 44.0625977, 12.4482439 44.0624994, 12.4482447 44.0623684, 12.4482994 44.0621673, 12.4483626 44.0620122, 12.4483744 44.0619095, 12.4483576 44.0618636, 12.4483256 44.0617973)",,,
22887691,Via Giuseppe Garibaldi,secondary,False,True,107.85200000000002,,SP14,,"LINESTRING (12.4465433 44.0627689, 12.4464986 44.0627337, 12.4457946 44.0621799, 12.445788 44.0621744, 12.4456373 44.06205)",,,
23332165,Via Dante Di Nanni,unclassified,True,False,41.611999999999995,,,,"LINESTRING (12.4465433 44.0627689, 12.4466117 44.0627219, 12.4469321 44.06252)",,,
1178261096,Viale Giuseppe Mazzini,secondary,False,False,72.886,,SP14,30,"LINESTRING (12.4465433 44.0627689, 12.4468097 44.0629788, 12.447158 44.0632532)",,,
22887694,Via Cavallotti,unclassified,True,False,74.702,,,,"LINESTRING (12.4475234 44.0630401, 12.4470981 44.0626782, 12.4469321 44.06252)",,,
23205108,Via Giovanni Pascoli,unclassified,False,False,73.571,,,,"LINESTRING (12.4475234 44.0630401, 12.4475483 44.0630263, 12.4480443 44.0627589, 12.4480886 44.0627372, 12.4482621 44.0626452)",,,
23205108,Via Giovanni Pascoli,unclassified,False,True,37.604,,,,"LINESTRING (12.4475234 44.0630401, 12.4474092 44.0631043, 12.447158 44.0632532)",,,
