osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,access,ref,junction,tunnel
1121185417,True,Via San Benedetto,tertiary,False,38.385,"LINESTRING (17.1704685 40.8856431, 17.1705212 40.885986)",,,,,,
27775605,False,Via Federico di Svevia,residential,False,23.235,"LINESTRING (17.1652288 40.884349, 17.1654751 40.8844438)",,,,,,
28490485,True,Via Michele Latorre,residential,False,126.15,"LINESTRING (17.1652288 40.884349, 17.1638625 40.8838799)",,,,,,
226054051,False,Via Conversano,secondary,False,30.882,"LINESTRING (17.1652288 40.884349, 17.1653888 40.884099)",,,,,,
226054051,False,Via Conversano,secondary,True,64.625,"LINESTRING (17.1652288 40.884349, 17.1648996 40.8848742)",,,,,,
225790814,False,Via Volturno,secondary,False,48.962,"LINESTRING (17.1669816 40.8855244, 17.1675587 40.8855838)",,,,SP237,,
225790814,False,Via Volturno,secondary,True,33.45,"LINESTRING (17.1669816 40.8855244, 17.1665898 40.8854719)",,,,SP237,,
312605041,True,Via 20 Settembre,residential,False,54.953,"LINESTRING (17.1669816 40.8855244, 17.1672524 40.8850746)",,,,,,
225790814,False,Via Volturno,secondary,False,37.916,"LINESTRING (17.1675587 40.8855838, 17.1679948 40.8856708)",,,,SP237,,
225790814,False,Via Volturno,secondary,True,48.962,"LINESTRING (17.1675587 40.8855838, 17.1669816 40.8855244)",,,,SP237,,
"[27826310, 141515030]",True,"['Via Angelo Francavilla', 'Via XXIV Maggio']",residential,False,106.902,"LINESTRING (17.1675587 40.8855838, 17.1674715 40.8859986, 17.1668162 40.8857803)",,,,,,
139883250,False,Via Europa Unita,residential,False,120.92,"LINESTRING (17.1667918 40.8891366, 17.1680888 40.8896069)",,50,,,,
804320690,False,Via Castellana - Polignano,secondary,True,85.795,"LINESTRING (17.1667918 40.8891366, 17.1666112 40.889896)",2,70,,SP120,,
804320690,False,Via Castellana - Polignano,secondary,False,61.081,"LINESTRING (17.1667918 40.8891366, 17.1669003 40.8888379, 17.1669366 40.8887233, 17.1669886 40.8886081)",2,70,,SP120,,
27702705,False,Via Biagio Francavilla,residential,False,38.978,"LINESTRING (17.1694694 40.8870004, 17.169118 40.8872291)",,,,,,
137549545,False,Via Monopoli,secondary,False,81.2,"LINESTRING (17.1694694 40.8870004, 17.1700964 40.8875559)",2,50,yes,,,
137549545,False,Via Monopoli,secondary,True,44.95,"LINESTRING (17.1694694 40.8870004, 17.1691141 40.8866983)",2,50,yes,,,
27702705,False,Via Biagio Francavilla,residential,True,23.307,"LINESTRING (17.1683156 40.887757, 17.1685288 40.887623)",,,,,,
141515038,False,,unclassified,False,19.526,"LINESTRING (17.1683156 40.887757, 17.1683378 40.8879318)",,,,,,
140151471,True,Via Mario Scelba,unclassified,False,75.755,"LINESTRING (17.1683156 40.887757, 17.1683 40.8874994, 17.167741 40.8874732)",,,,,,
141515038,False,,unclassified,True,39.162,"LINESTRING (17.1683805 40.8882825, 17.1683654 40.8881718, 17.1683378 40.8879318)",,,,,,
225088280,True,,unclassified,False,12.777000000000001,"LINESTRING (17.1683805 40.8882825, 17.1683823 40.888285, 17.1684057 40.8883054, 17.1684154 40.888334, 17.1684073 40.8883617, 17.168385 40.888383)",,,,,roundabout,
226054052,False,Via Conversano - Strada Provinciale delle Grotte Orientali,secondary,True,258.43,"LINESTRING (17.1629352 40.8881632, 17.1616789 40.8902844)",,,,,,
"[141515024, 137538461]",False,"['Via Martiri del Terrorismo', 'Via Padre Andrea Scalimoli']",unclassified,True,196.097,"LINESTRING (17.1629352 40.8881632, 17.1641161 40.8892228, 17.1643024 40.8892914, 17.1644857 40.8891188)",,,,,,
226054052,False,Via Conversano - Strada Provinciale delle Grotte Orientali,secondary,False,62.245000000000005,"LINESTRING (17.1629352 40.8881632, 17.1630853 40.8879107, 17.1632366 40.8876519)",,,,,,
28490482,True,Via Putignano,secondary,False,30.541,"LINESTRING (17.1659175 40.8831068, 17.1656209 40.8829482)",,,,SP237,,
226054051,False,Via Conversano,secondary,True,11.031,"LINESTRING (17.1659175 40.8831068, 17.1659185 40.883206)",,,,,,
27716401,False,Via Nicola Pinto,unclassified,False,43.197,"LINESTRING (17.1664912 40.8890797, 17.1659997 40.8889663)",,,,,,
27716323,False,3a Traversa Tommaso Fiore,residential,True,106.01899999999999,"LINESTRING (17.1664912 40.8890797, 17.166371 40.8894018, 17.1663281 40.8894849, 17.1662503 40.8895782, 17.1661799 40.8896831, 17.1661197 40.8899813)",,,,,,
140151605,False,3a Traversa Tommaso Fiore,unclassified,False,70.464,"LINESTRING (17.1664912 40.8890797, 17.1665679 40.8888967, 17.1666067 40.8888466, 17.1666642 40.888792, 17.1667293 40.8887401, 17.1667799 40.8887016, 17.1668591 40.8886449, 17.1669199 40.8886197, 17.1669886 40.8886081)",,,,,,
366088087,False,Via Castellana - Polignano,secondary,False,28.828,"LINESTRING (17.1673926 40.8880517, 17.1675325 40.887815)",2,70,,SP120,,
225088281,False,Via Francesco Severi,residential,True,79.09400000000001,"LINESTRING (17.1673926 40.8880517, 17.1681549 40.8883116, 17.1682518 40.8883415)",,50,,,,
804320690,False,Via Castellana - Polignano,secondary,True,12.501999999999999,"LINESTRING (17.1673926 40.8880517, 17.16733 40.888125, 17.1673131 40.8881467)",2,70,,SP120,,
27775606,True,Via Michele Viterbo,secondary,False,51.348,"LINESTRING (17.1675325 40.887815, 17.1669851 40.8876101)",,,,,,
366088087,False,Via Castellana - Polignano,secondary,True,28.828,"LINESTRING (17.1675325 40.887815, 17.1673926 40.8880517)",2,70,,SP120,,
137549545,False,Via Monopoli,secondary,False,24.45,"LINESTRING (17.1689324 40.8865266, 17.1691141 40.8866983)",2,50,yes,,,
137549545,False,Via Monopoli,secondary,True,123.564,"LINESTRING (17.1689324 40.8865266, 17.1679948 40.8856708)",2,50,yes,,,
27810845,True,Via del Macello Vecchio,residential,False,40.063,"LINESTRING (17.1689324 40.8865266, 17.168784 40.8865648, 17.1684956 40.8866693)",,,,,,
140380673,True,Via del Macello Vecchio,secondary,False,27.24,"LINESTRING (17.1678167 40.887235, 17.167741 40.8874732)",,,,,,
27245791,False,Via dell'olmo,secondary,True,43.772,"LINESTRING (17.1699133 40.8860766, 17.1702755 40.8857938)",,,,,,
27245791,False,Via dell'olmo,secondary,False,57.915,"LINESTRING (17.1699133 40.8860766, 17.1698149 40.8861683, 17.1694539 40.8864645)",,,,,,
27245791,False,Via dell'olmo,secondary,False,21.916,"LINESTRING (17.1693111 40.8865692, 17.1691141 40.8866983)",,,,,,
27245791,False,Via dell'olmo,secondary,True,16.723,"LINESTRING (17.1693111 40.8865692, 17.1694539 40.8864645)",,,,,,
27826304,False,Via Giuseppe Leuzzi,residential,False,69.003,"LINESTRING (17.1693111 40.8865692, 17.1691251 40.8863874, 17.1692528 40.8860088)",,,,,,
27810846,True,Via Fratelli Bandiera,tertiary,False,21.556,"LINESTRING (17.1692528 40.8860088, 17.1695043 40.8860466)",,,,,,
27826304,False,Via Giuseppe Leuzzi,residential,True,69.003,"LINESTRING (17.1692528 40.8860088, 17.1691251 40.8863874, 17.1693111 40.8865692)",,,,,,
27245791,False,Via dell'olmo,secondary,False,16.723,"LINESTRING (17.1694539 40.8864645, 17.1693111 40.8865692)",,,,,,
27245791,False,Via dell'olmo,secondary,True,57.915,"LINESTRING (17.1694539 40.8864645, 17.1698149 40.8861683, 17.1699133 40.8860766)",,,,,,
27826306,False,Via Giovanni Tauro,residential,False,52.635,"LINESTRING (17.1694539 40.8864645, 17.1693897 40.8864208, 17.1693533 40.8863792, 17.1694451 40.8860963, 17.1695043 40.8860466)",,,,,,
27810846,True,Via Fratelli Bandiera,tertiary,False,34.544,"LINESTRING (17.1695043 40.8860466, 17.1699133 40.8860766)",,,,,,
27826306,False,Via Giovanni Tauro,residential,True,52.635,"LINESTRING (17.1695043 40.8860466, 17.1694451 40.8860963, 17.1693533 40.8863792, 17.1693897 40.8864208, 17.1694539 40.8864645)",,,,,,
140837245,False,,residential,False,33.71,"LINESTRING (17.1695043 40.8860466, 17.1695367 40.8859322, 17.1695239 40.8858558, 17.1694826 40.8857512)",,,,,,
27702755,True,Via Conversano,secondary,False,25.29,"LINESTRING (17.1647779 40.8850822, 17.1648996 40.8848742)",,,,,,
226565585,True,Via Bovio,residential,False,24.061,"LINESTRING (17.1682169 40.8834669, 17.1680985 40.8836639)",,,,,,
137543796,True,Via Filippo Corridoni,residential,False,82.563,"LINESTRING (17.1682169 40.8834669, 17.1685112 40.8835674, 17.1690142 40.8837251, 17.1691216 40.8837554)",,,,,,
1147828963,True,,secondary,False,12.738,"LINESTRING (17.171287 40.8831106, 17.1713054 40.8831288, 17.1713145 40.8831507, 17.1713132 40.8831735, 17.1713017 40.8831947, 17.1712813 40.8832117)",,,,,roundabout,
1233984407,False,,secondary,True,10.866,"LINESTRING (17.1705915 40.8845709, 17.170566 40.8846667)",,,,,,
27854543,True,,secondary,False,61.847,"LINESTRING (17.1705915 40.8845709, 17.1706451 40.8844865, 17.1708275 40.8842315, 17.1708986 40.8840674)",,,,,,
28058801,False,Via Abate Eustasio,unclassified,True,21.364,"LINESTRING (17.171392 40.8843059, 17.1712469 40.8842763, 17.1711675 40.8842257)",,,,,,
28058801,False,Via Abate Eustasio,unclassified,False,21.364,"LINESTRING (17.1711675 40.8842257, 17.1712469 40.8842763, 17.171392 40.8843059)",,,,,,
28203438,True,,secondary,False,61.963,"LINESTRING (17.1711675 40.8842257, 17.1706612 40.8845453, 17.1705915 40.8845709)",,,,,,
28203421,False,Via 3 Novembre,residential,True,19.98,"LINESTRING (17.1695299 40.8821359, 17.1697663 40.8821544)",,,,,,
137546266,False,Corso Italia,residential,False,40.966,"LINESTRING (17.1695299 40.8821359, 17.1694731 40.8825018)",,,,,,
28203421,False,Via 3 Novembre,residential,False,19.98,"LINESTRING (17.1697663 40.8821544, 17.1695299 40.8821359)",,,,,,
28203421,False,Via 3 Novembre,residential,True,60.348,"LINESTRING (17.1697663 40.8821544, 17.1700594 40.8825315, 17.1701243 40.8826247)",,,,,,
28203420,True,Via Virgilio,residential,False,22.38,"LINESTRING (17.1703598 40.8830768, 17.1706259 40.8830826)",,,,,,
28203421,False,Via 3 Novembre,residential,False,5.61,"LINESTRING (17.1703598 40.8830768, 17.170326 40.8830333)",,,,,,
28203417,False,Via Turi,secondary,False,72.046,"LINESTRING (17.1632068 40.8876143, 17.1623613 40.8875083)",,,,,,
225105577,True,Via Conversano - Strada Provinciale delle Grotte Orientali,secondary,False,9.036999999999999,"LINESTRING (17.1632068 40.8876143, 17.1632104 40.887601, 17.1632195 40.8875894, 17.1632332 40.8875807, 17.16325 40.8875759, 17.1632679 40.8875756, 17.163285 40.8875797)",,,,,roundabout,
28202127,False,Via Grotte,residential,False,336.88300000000004,"LINESTRING (17.1645135 40.8854637, 17.1643587 40.8853057, 17.1639794 40.8850359, 17.1636852 40.8848612, 17.162771 40.8844081, 17.1622282 40.8841657, 17.1619355 40.8840603, 17.1611688 40.8838758)",,,,SP147,,
225105576,False,Via Conversano - Strada Provinciale delle Grotte Orientali,secondary,False,24.338,"LINESTRING (17.1645135 40.8854637, 17.1645354 40.88543, 17.1645595 40.8853994, 17.1646647 40.8852773)",,,,,,
225105576,False,Via Conversano - Strada Provinciale delle Grotte Orientali,secondary,True,67.076,"LINESTRING (17.1645135 40.8854637, 17.1642224 40.8859876, 17.164202 40.886019)",,,,,,
1233984407,False,,secondary,False,10.866,"LINESTRING (17.170566 40.8846667, 17.1705915 40.8845709)",,,,,,
151818006,False,Via dell'Unità,residential,False,45.214,"LINESTRING (17.170566 40.8846667, 17.1704185 40.8846315, 17.1703283 40.8845685, 17.1702827 40.8843747)",,,,,,
1233984407,False,,secondary,True,41.415,"LINESTRING (17.170566 40.8846667, 17.1705379 40.8847866, 17.1705172 40.8850368)",,,,,,
226000486,True,Via dell'Unità,residential,False,20.416,"LINESTRING (17.1702869 40.8833121, 17.1702787 40.8834956)",,,,,,
226000488,True,Via Armando Diaz,residential,False,32.935,"LINESTRING (17.1702869 40.8833121, 17.1706748 40.8833536)",,,,,,
"[28203437, 27854543]",True,,secondary,False,25.887999999999998,"LINESTRING (17.1710336 40.8833922, 17.1710732 40.8832355, 17.1711539 40.8831949)",,,,,,
27854543,True,,secondary,False,11.036,"LINESTRING (17.1709943 40.8834869, 17.1710336 40.8833922)",,,,,,
28203426,False,Via Cinzio,residential,False,28.697,"LINESTRING (17.1709943 40.8834869, 17.1706579 40.8834431)",,,,,,
28203426,False,Via Cinzio,residential,True,28.697,"LINESTRING (17.1706579 40.8834431, 17.1709943 40.8834869)",,,,,,
226000480,False,Via Duca d'Aosta,residential,False,10.053,"LINESTRING (17.1706579 40.8834431, 17.1706748 40.8833536)",,,,,,
226000480,False,Via Duca d'Aosta,residential,True,12.211,"LINESTRING (17.1706579 40.8834431, 17.1706331 40.8835513)",,,,,,
27854543,True,,secondary,False,13.167,"LINESTRING (17.1709729 40.8836042, 17.1709943 40.8834869)",,,,,,
28203427,False,Via Milite Ignoto,residential,False,29.166,"LINESTRING (17.1709729 40.8836042, 17.1706331 40.8835513)",,,,,,
28203427,False,Via Milite Ignoto,residential,True,30.431,"LINESTRING (17.1702787 40.8834956, 17.1706331 40.8835513)",,,,,,
226000486,True,Via dell'Unità,residential,False,22.193,"LINESTRING (17.1702787 40.8834956, 17.1702708 40.8836951)",,,,,,
225378985,True,Via Fratelli Gabrieli,residential,False,55.599,"LINESTRING (17.1702723 40.8838407, 17.1709203 40.8839407)",,,,,,
226000486,True,Via dell'Unità,residential,False,14.08,"LINESTRING (17.1702723 40.8838407, 17.1702623 40.8839671)",,,,,,
27854543,True,,secondary,False,16.084,"LINESTRING (17.1709203 40.8839407, 17.1709433 40.8837971)",,,,,,
28203430,False,Via Ten.V.Mastronardi,residential,False,54.642,"LINESTRING (17.1702623 40.8839671, 17.1708986 40.8840674)",,,,,,
226000486,True,Via dell'Unità,residential,False,9.243,"LINESTRING (17.1702623 40.8839671, 17.1702595 40.8840502)",,,,,,
27854543,True,,secondary,False,14.206,"LINESTRING (17.1708986 40.8840674, 17.1709203 40.8839407)",,,,,,
28203430,False,Via Ten.V.Mastronardi,residential,True,54.642,"LINESTRING (17.1708986 40.8840674, 17.1702623 40.8839671)",,,,,,
151818006,False,Via dell'Unità,residential,True,16.938,"LINESTRING (17.1702645 40.884223, 17.1702827 40.8843747)",,,,,,
28459858,True,Via Giacomo Tauro,residential,False,65.767,"LINESTRING (17.1702645 40.884223, 17.1699881 40.8841612, 17.1695268 40.8840274)",,,,,,
225773069,False,Via Andrea Angiulli,residential,False,10.385,"LINESTRING (17.1690345 40.8840087, 17.1689906 40.884096)",,,,,,
226060451,False,Corso Italia,residential,True,12.566,"LINESTRING (17.1690345 40.8840087, 17.1690749 40.8838999)",,,,,,
28203432,True,Via Regina Margherita di Savoia,residential,False,89.77799999999999,"LINESTRING (17.1690345 40.8840087, 17.1696362 40.8841852, 17.1700266 40.8843074)",,,,,,
151818006,False,Via dell'Unità,residential,False,16.938,"LINESTRING (17.1702827 40.8843747, 17.1702645 40.884223)",,,,,,
151818006,False,Via dell'Unità,residential,True,45.214,"LINESTRING (17.1702827 40.8843747, 17.1703283 40.8845685, 17.1704185 40.8846315, 17.170566 40.8846667)",,,,,,
28203435,True,,residential,False,7.952,"LINESTRING (17.1703392 40.8831466, 17.1703598 40.8830768)",,,,,,
226000486,True,Via dell'Unità,residential,False,5.077,"LINESTRING (17.1703392 40.8831466, 17.1702998 40.8831812)",,,,,,
28271831,False,Via Napoli,unclassified,False,35.367,"LINESTRING (17.1684956 40.8866693, 17.1687726 40.8869087)",,,,,,
27810845,True,Via del Macello Vecchio,residential,False,85.047,"LINESTRING (17.1684956 40.8866693, 17.1681738 40.8869095, 17.1678702 40.8871816, 17.1678167 40.887235)",,,,,,
27702705,False,Via Biagio Francavilla,residential,False,19.415,"LINESTRING (17.169118 40.8872291, 17.1689468 40.8873463)",,,,,,
27702705,False,Via Biagio Francavilla,residential,True,38.978,"LINESTRING (17.169118 40.8872291, 17.1694694 40.8870004)",,,,,,
28271831,False,Via Napoli,unclassified,True,45.96,"LINESTRING (17.169118 40.8872291, 17.1687726 40.8869087)",,,,,,
28271831,False,Via Napoli,unclassified,False,45.96,"LINESTRING (17.1687726 40.8869087, 17.169118 40.8872291)",,,,,,
28271831,False,Via Napoli,unclassified,True,35.367,"LINESTRING (17.1687726 40.8869087, 17.1684956 40.8866693)",,,,,,
28271832,True,Via dell'olmo,unclassified,False,37.034,"LINESTRING (17.1687726 40.8869087, 17.1691141 40.8866983)",,,,,,
225790814,False,Via Volturno,secondary,False,33.45,"LINESTRING (17.1665898 40.8854719, 17.1669816 40.8855244)",,,,SP237,,
312605042,True,Via Felice Cavallotti,secondary,False,22.83,"LINESTRING (17.1665898 40.8854719, 17.1664734 40.8856574)",,,,,,
141515026,True,Via Vittorio Veneto,residential,False,35.812,"LINESTRING (17.1664734 40.8856574, 17.166085 40.8855251)",,,,,,
312605042,True,Via Felice Cavallotti,secondary,False,38.258,"LINESTRING (17.1664734 40.8856574, 17.1662779 40.8859681)",,,,,,
140151578,False,,unclassified,False,60.067,"LINESTRING (17.1635503 40.8844119, 17.1628982 40.8841911)",,,,,,
28490486,True,Via Nizza,residential,False,124.538,"LINESTRING (17.1635503 40.8844119, 17.1642389 40.884644, 17.1648996 40.8848742)",,,,,,
140151312,False,Via Putignano,secondary,False,39.463,"LINESTRING (17.1650641 40.8825507, 17.1647325 40.8822995)",,,,SP237,,
27771933,True,Via Enrico Fermi,residential,False,61.738,"LINESTRING (17.1650641 40.8825507, 17.1649483 40.8826186, 17.1646584 40.882703, 17.1645443 40.8827445, 17.1644363 40.8828238)",,,,,,
27771933,True,Via Enrico Fermi,residential,False,31.214,"LINESTRING (17.1641581 40.8833474, 17.164029 40.8836106)",,,,,,
28433036,True,Via Francesco Valente,residential,False,128.369,"LINESTRING (17.1641581 40.8833474, 17.165541 40.8838369)",,,,,,
28433036,True,Via Francesco Valente,residential,False,59.993,"LINESTRING (17.1629144 40.8829204, 17.1635624 40.8831464)",,,,,,
140151426,False,Via Giuseppe Divagno,residential,False,63.364,"LINESTRING (17.1629144 40.8829204, 17.162607 40.8834407)",,,,,,
28490485,True,Via Michele Latorre,residential,False,10.273,"LINESTRING (17.162607 40.8834407, 17.1624961 40.8834019)",,,,,,
140151426,False,Via Giuseppe Divagno,residential,True,63.364,"LINESTRING (17.162607 40.8834407, 17.1629144 40.8829204)",,,,,,
28490483,True,Via Giacomo Matteotti,residential,False,33.101,"LINESTRING (17.1632364 40.8836619, 17.1634002 40.8833912)",,,,,,
28490485,True,Via Michele Latorre,residential,False,8.611,"LINESTRING (17.1632364 40.8836619, 17.163143 40.8836301)",,,,,,
28433036,True,Via Francesco Valente,residential,False,54.841,"LINESTRING (17.1635624 40.8831464, 17.1641581 40.8833474)",,,,,,
28490483,True,Via Giacomo Matteotti,residential,False,63.6,"LINESTRING (17.1635624 40.8831464, 17.1638731 40.8826249)",,,,,,
137540777,False,Via Putignano,secondary,True,26.273,"LINESTRING (17.1644555 40.8820882, 17.1646788 40.8822535)",,50,,SP237,,
137540777,False,Via Putignano,secondary,False,26.273,"LINESTRING (17.1646788 40.8822535, 17.1644555 40.8820882)",,50,,SP237,,
140151312,False,Via Putignano,secondary,True,6.822,"LINESTRING (17.1646788 40.8822535, 17.1647325 40.8822995)",,,,SP237,,
28490481,True,Via Guglielmo Marconi,residential,False,27.165,"LINESTRING (17.1663907 40.8824254, 17.1666737 40.8825433)",,,,,,
137543801,True,Via Carlo Poerio,residential,False,19.129,"LINESTRING (17.1663907 40.8824254, 17.1662849 40.8825777)",,,,,,
137546266,False,Corso Italia,residential,False,5.908,"LINESTRING (17.1692238 40.8834313, 17.16921 40.8834834)",,,,,,
137546266,False,Corso Italia,residential,True,11.96,"LINESTRING (17.1692238 40.8834313, 17.1692558 40.8833265)",,,,,,
226060451,False,Corso Italia,residential,False,12.566,"LINESTRING (17.1690749 40.8838999, 17.1690345 40.8840087)",,,,,,
137546266,False,Corso Italia,residential,True,16.544999999999998,"LINESTRING (17.1690749 40.8838999, 17.1691149 40.8837718, 17.1691216 40.8837554)",,,,,,
140151478,True,Via Nicola de Bellis,residential,False,86.804,"LINESTRING (17.1690749 40.8838999, 17.16902 40.8838617, 17.1686955 40.8837947, 17.1680985 40.8836639)",,,,,,
140151431,True,Via Luigi Cadorna,secondary,False,36.479,"LINESTRING (17.1662779 40.8859681, 17.1658841 40.8858303)",,,,,,
27775605,False,Via Federico di Svevia,residential,False,23.493,"LINESTRING (17.166258 40.8847238, 17.1665086 40.8848173)",,,,,,
27775605,False,Via Federico di Svevia,residential,True,25.239,"LINESTRING (17.166258 40.8847238, 17.165989 40.884623)",,,,,,
27826308,True,Via dei Mille,residential,False,31.068,"LINESTRING (17.166258 40.8847238, 17.1664206 40.8844729)",,,,,,
27826308,True,Via dei Mille,residential,False,64.744,"LINESTRING (17.1659435 40.8852553, 17.166258 40.8847238)",,,,,,
28490487,True,Via Volturno,secondary,False,23.399,"LINESTRING (17.1659435 40.8852553, 17.1661967 40.8853427)",,,,,,
307308487,True,Via dei Mille,residential,False,22.567,"LINESTRING (17.1659435 40.8852553, 17.1658488 40.8854452)",,,,,,
137543795,True,Via 20 Settembre,secondary,False,31.67,"LINESTRING (17.1668162 40.8857803, 17.1669816 40.8855244)",,,,,,
141515026,True,Via Vittorio Veneto,residential,False,31.894,"LINESTRING (17.1668162 40.8857803, 17.1664734 40.8856574)",,,,,,
40989938,True,Via Luigi Pinto,residential,False,39.076,"LINESTRING (17.1691768 40.8836091, 17.1696229 40.8837078)",,,,,,
137546266,False,Corso Italia,residential,False,16.917,"LINESTRING (17.1691768 40.8836091, 17.1691216 40.8837554)",,,,,,
137546266,False,Corso Italia,residential,True,1.92,"LINESTRING (17.1691768 40.8836091, 17.1691808 40.8835921)",,,,,,
28203424,False,Via della Libertà,residential,False,83.26,"LINESTRING (17.1702998 40.8831812, 17.1693223 40.8830608)",,,,,,
226000486,True,Via dell'Unità,residential,False,14.596,"LINESTRING (17.1702998 40.8831812, 17.1702869 40.8833121)",,,,,,
140151312,False,Via Putignano,secondary,False,6.822,"LINESTRING (17.1647325 40.8822995, 17.1646788 40.8822535)",,,,SP237,,
140151312,False,Via Putignano,secondary,True,39.463,"LINESTRING (17.1647325 40.8822995, 17.1650641 40.8825507)",,,,SP237,,
28490487,True,Via Volturno,secondary,False,23.177,"LINESTRING (17.1648996 40.8848742, 17.165145 40.8849692)",,,,,,
226054051,False,Via Conversano,secondary,False,64.625,"LINESTRING (17.1648996 40.8848742, 17.1652288 40.884349)",,,,,,
28203419,False,,secondary,False,20.322,"LINESTRING (17.1705111 40.8852195, 17.1705172 40.8850368)",,,,,,
28203419,False,,secondary,True,37.763,"LINESTRING (17.1705111 40.8852195, 17.1704783 40.8855582)",,,,,,
137546266,False,Corso Italia,residential,False,11.96,"LINESTRING (17.1692558 40.8833265, 17.1692238 40.8834313)",,,,,,
137546266,False,Corso Italia,residential,True,14.732,"LINESTRING (17.1692558 40.8833265, 17.1692946 40.8831973)",,,,,,
226000482,True,Via San Francesco d'Assisi,residential,False,37.986,"LINESTRING (17.1692558 40.8833265, 17.1696958 40.8834042)",,,,,,
137546266,False,Corso Italia,residential,False,14.732,"LINESTRING (17.1692946 40.8831973, 17.1692558 40.8833265)",,,,,,
137546266,False,Corso Italia,residential,True,15.356,"LINESTRING (17.1692946 40.8831973, 17.1693223 40.8830608)",,,,,,
226000488,True,Via Armando Diaz,residential,False,37.164,"LINESTRING (17.1692946 40.8831973, 17.1697309 40.8832511)",,,,,,
28203424,False,Via della Libertà,residential,True,83.26,"LINESTRING (17.1693223 40.8830608, 17.1702998 40.8831812)",,,,,,
137546266,False,Corso Italia,residential,False,15.356,"LINESTRING (17.1693223 40.8830608, 17.1692946 40.8831973)",,,,,,
137546266,False,Corso Italia,residential,True,32.848,"LINESTRING (17.1693223 40.8830608, 17.1694051 40.8827721)",,,,,,
107757466,False,Via Giuseppe Mazzini,unclassified,False,26.554,"LINESTRING (17.1656958 40.883575, 17.1658854 40.883766)",,,,,,
226054051,False,Via Conversano,secondary,False,45.101,"LINESTRING (17.1656958 40.883575, 17.1659185 40.883206)",,,,,,
226054051,False,Via Conversano,secondary,True,31.897,"LINESTRING (17.1656958 40.883575, 17.165541 40.8838369)",,,,,,
29036150,True,Via Felice Cavallotti,residential,False,63.302,"LINESTRING (17.166896 40.8849518, 17.1665898 40.8854719)",,,,,,
307309395,False,Piazza Giuseppe Garibaldi,residential,False,32.926,"LINESTRING (17.166896 40.8849518, 17.1672524 40.8850746)",,,,,,
307309395,False,Piazza Giuseppe Garibaldi,residential,True,35.837,"LINESTRING (17.166896 40.8849518, 17.1665086 40.8848173)",,,,,,
307309395,False,Piazza Giuseppe Garibaldi,residential,True,32.926,"LINESTRING (17.1672524 40.8850746, 17.166896 40.8849518)",,,,,,
