osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,ref,width
58766950,2,Via Novella,tertiary,50,False,True,51.065,"LINESTRING (15.0361093 41.9549258, 15.0363491 41.9545026)",,,
8126903,2,Via della Stazione,tertiary,,False,False,180.60299999999998,"LINESTRING (15.0361093 41.9549258, 15.0359798 41.9550692, 15.0359102 41.955541, 15.0358098 41.9561877, 15.0357703 41.9565122)",,,
59848670,2,Strada Comunale San Nicola,tertiary,,False,True,155.488,"LINESTRING (15.0361093 41.9549258, 15.0361945 41.9549401, 15.0363322 41.9550082, 15.0365075 41.9551617, 15.0370103 41.9557712, 15.0371727 41.9560392)",,,
8126903,2,Via della Stazione,tertiary,,False,False,22.035,"LINESTRING (15.0357703 41.9565122, 15.0357147 41.956706)",,,
217532262,,,residential,,False,False,33.956,"LINESTRING (15.0357703 41.9565122, 15.0361491 41.9566301)",,,
8126903,2,Via della Stazione,tertiary,,False,True,180.60299999999998,"LINESTRING (15.0357703 41.9565122, 15.0358098 41.9561877, 15.0359102 41.955541, 15.0359798 41.9550692, 15.0361093 41.9549258)",,,
413951707,,Via Municipio,residential,,True,False,57.42,"LINESTRING (15.0355753 41.9568278, 15.0349472 41.9566076)",,,
564563658,1,,tertiary,,True,False,1.261,"LINESTRING (15.0355753 41.9568278, 15.0355777 41.9568166)",roundabout,,
58766950,2,Via Novella,tertiary,50,False,False,40.048,"LINESTRING (15.0363737 41.9541429, 15.0363578 41.9543755, 15.0363491 41.9545026)",,,
58766950,2,Via Novella,tertiary,50,False,True,256.46399999999994,"LINESTRING (15.0363737 41.9541429, 15.0363233 41.9538137, 15.0363566 41.9533266, 15.036446 41.9529528, 15.0367068 41.9518622)",,,
58766950,2,Via Novella,tertiary,50,False,False,51.065,"LINESTRING (15.0363491 41.9545026, 15.0361093 41.9549258)",,,
58766950,2,Via Novella,tertiary,50,False,True,40.048,"LINESTRING (15.0363491 41.9545026, 15.0363578 41.9543755, 15.0363737 41.9541429)",,,
75391884,,Via Licausi,residential,,False,False,189.13400000000001,"LINESTRING (15.0363491 41.9545026, 15.0366313 41.9546562, 15.0370957 41.9548289, 15.0374913 41.9549184, 15.0379299 41.9549248, 15.0384843 41.9548397)",,,
58766950,2,Via Novella,tertiary,50,False,True,11.723,"LINESTRING (15.0367068 41.9518622, 15.0365719 41.9518298)",,,
58766950,2,Via Novella,tertiary,50,False,False,256.464,"LINESTRING (15.0367068 41.9518622, 15.036446 41.9529528, 15.0363566 41.9533266, 15.0363233 41.9538137, 15.0363737 41.9541429)",,,
58766950,2,Via Novella,tertiary,50,False,False,11.723,"LINESTRING (15.0365719 41.9518298, 15.0367068 41.9518622)",,,
637922177,2,Viale Guglielmo Marconi,tertiary,50,False,True,117.383,"LINESTRING (15.0365719 41.9518298, 15.0364676 41.951959, 15.0362483 41.9522306, 15.0358868 41.9527537)",,,
637922177,2,Viale Guglielmo Marconi,tertiary,50,False,False,117.38300000000001,"LINESTRING (15.0358868 41.9527537, 15.0362483 41.9522306, 15.0364676 41.951959, 15.0365719 41.9518298)",,,
637922177,2,Viale Guglielmo Marconi,tertiary,50,False,True,104.87700000000001,"LINESTRING (15.0358868 41.9527537, 15.0358169 41.9529224, 15.0357449 41.9531577, 15.0356364 41.9536768)",,,
