osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed
6059271,2,SR151,Strada Regionale 151 della Valle del Tavo,primary,False,False,147.718,"LINESTRING (13.9828148 42.434202, 13.9827889 42.4341452, 13.9827817 42.4340986, 13.9827784 42.434077, 13.9828054 42.433925, 13.9828309 42.433782, 13.9829764 42.4331976, 13.9830519 42.4328945)",
11982565,2,,Via Cappuccini,unclassified,False,False,13.43,"LINESTRING (13.9828148 42.434202, 13.9826828 42.4341929, 13.9826533 42.4341857)",
880648295,2,SR151,Via Mare Adriatico,primary,False,True,69.365,"LINESTRING (13.9828148 42.434202, 13.9828549 42.4342517, 13.9829044 42.4342945, 13.9831436 42.4344395, 13.9834484 42.4346083)",
107335516,,,Contrada Fiorano,unclassified,False,True,10.008,"LINESTRING (13.9804024 42.4322697, 13.9804409 42.4321843)",
955343951,2,,Contrada Fiorano,unclassified,False,False,16.65,"LINESTRING (13.9804024 42.4322697, 13.9803263 42.4324085)",50
107335507,2,,Via Primo Maggio,unclassified,False,False,268.83799999999997,"LINESTRING (13.9804024 42.4322697, 13.9804919 42.4323723, 13.9804297 42.4326006, 13.9802451 42.4332776, 13.9802548 42.433869, 13.9802451 42.4340312, 13.9803225 42.4342323, 13.980337 42.4342699, 13.9803867 42.434399, 13.9803965 42.4345036, 13.9803632 42.4345898, 13.9803477 42.4346298)",
11982565,2,,Via Cappuccini,unclassified,False,True,46.903,"LINESTRING (13.9820647 42.4338474, 13.9821742 42.4339794, 13.9823315 42.4340781, 13.9824627 42.4341395)",
39333348,,,Via degli Uliveti,residential,False,False,163.24499999999998,"LINESTRING (13.9800428 42.4320625, 13.9798099 42.4318449, 13.979599 42.4316479, 13.9795431 42.4315957, 13.9795124 42.431567, 13.9790333 42.4311194, 13.9788762 42.4309725, 13.9788418 42.4309404, 13.9788098 42.4309105)",
39333360,,,Via degli Uliveti,residential,True,False,36.085,"LINESTRING (13.9800428 42.4320625, 13.9802347 42.432156, 13.9804409 42.4321843)",
107335516,,,Contrada Fiorano,unclassified,False,False,10.008,"LINESTRING (13.9804409 42.4321843, 13.9804024 42.4322697)",
955343951,2,,Contrada Fiorano,unclassified,False,True,16.65,"LINESTRING (13.9803263 42.4324085, 13.9804024 42.4322697)",50
39333357,,,Via degli Uliveti,residential,True,False,45.022999999999996,"LINESTRING (13.9803263 42.4324085, 13.9801868 42.4322584, 13.9800428 42.4320625)",
955343951,2,,Contrada Fiorano,unclassified,False,False,130.063,"LINESTRING (13.9803263 42.4324085, 13.9802214 42.4325398, 13.9797845 42.4329578, 13.9794443 42.4333778)",50
923785136,2,SR151,Strada Regionale 151,primary,False,False,291.60999999999996,"LINESTRING (13.97928 42.4352778, 13.979386 42.4353256, 13.9794705 42.4353871, 13.9795198 42.4354405, 13.9795536 42.4355007, 13.9795893 42.4355815, 13.9796126 42.4356646, 13.9796321 42.4359225, 13.9796324 42.4360556, 13.979676 42.4363296, 13.9797032 42.4364479, 13.9797825 42.4365978, 13.9802478 42.4370169, 13.9806177 42.4373753, 13.9806829 42.4374104, 13.9807254 42.4374333, 13.9808576 42.4374712)",50
11982565,2,,Via Cappuccini,unclassified,False,True,16.464,"LINESTRING (13.9824627 42.4341395, 13.9826533 42.4341857)",
11982565,2,,Via Cappuccini,unclassified,False,False,46.903,"LINESTRING (13.9824627 42.4341395, 13.9823315 42.4340781, 13.9821742 42.4339794, 13.9820647 42.4338474)",
122909819,1,,Via Martiri Angolani,residential,True,False,162.03900000000002,"LINESTRING (13.9824627 42.4341395, 13.9824572 42.4340286, 13.9823677 42.4338997, 13.9823274 42.4337907, 13.9823453 42.4336619, 13.9824035 42.4335198, 13.9828959 42.4329351, 13.9829351 42.4329249, 13.9829824 42.4329126, 13.9830519 42.4328945)",
97818974,,,Via Risorgimento,residential,False,False,11.767,"LINESTRING (13.9848467 42.4330718, 13.9847415 42.4331437)",
"[97818969, 97818974]",,,Via Risorgimento,residential,False,True,122.434,"LINESTRING (13.9848467 42.4330718, 13.984984 42.4330072, 13.9851342 42.4329438, 13.9854346 42.4328805, 13.9857028 42.4328251, 13.9857994 42.4327934, 13.9858638 42.432738, 13.9857887 42.4326113, 13.9857028 42.4325004)",
97819020,1,,Via G. Rasetti,residential,False,True,98.20100000000001,"LINESTRING (13.9848467 42.4330718, 13.9848767 42.4329518, 13.9850055 42.4328567, 13.98522 42.4327617, 13.9854668 42.432635, 13.9857028 42.4325004)",
97819026,,,Strada Luna,residential,False,False,206.328,"LINESTRING (13.9869903 42.433126, 13.986765 42.4329755, 13.9865504 42.4330072, 13.9863144 42.4331022, 13.9860783 42.4331814, 13.9858638 42.4332368, 13.9856009 42.4332796, 13.9853273 42.4333635, 13.9850162 42.4334665, 13.9849304 42.4335536, 13.984933 42.4336103, 13.9849365 42.433689)",
844055939,,,Via Guglielmo Marconi,residential,True,False,88.239,"LINESTRING (13.9869903 42.433126, 13.9867435 42.4332131, 13.986368 42.4333398, 13.9860247 42.4334744)",
97818960,,,,residential,False,False,6.7,"LINESTRING (13.9856385 42.4330785, 13.9856706 42.4331339)",
97818956,,,Via Desolata,residential,False,False,32.775999999999996,"LINESTRING (13.9856385 42.4330785, 13.9854507 42.4331212, 13.985248 42.4331273)",
