osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,tunnel
159025323,2,Via San Francesco,primary,False,False,51.699,"LINESTRING (16.9297826 40.6289698, 16.9303878 40.6290419)",,,,
276183100,,,unclassified,False,True,45.852,"LINESTRING (16.9297826 40.6289698, 16.929649 40.6293695)",,,,
784870581,2,Via delle Spinelle,primary,False,True,26.778,"LINESTRING (16.9297826 40.6289698, 16.9298592 40.6287361)",,,,
274221470,2,Viale Giuseppe Verdi,residential,False,False,42.89,"LINESTRING (16.9316275 40.6299123, 16.9312516 40.6301719)",,,,
274221470,2,Viale Giuseppe Verdi,residential,False,True,67.278,"LINESTRING (16.9316275 40.6299123, 16.9322437 40.6295284)",,,,
"[276186168, 276186170]",,"['Piazza John Kennedy', 'Via Cesare Battisti']",unclassified,False,True,74.678,"LINESTRING (16.9316275 40.6299123, 16.9313497 40.6298552, 16.9307734 40.6297366)",,,,
274221470,2,Viale Giuseppe Verdi,residential,False,True,43.431,"LINESTRING (16.9308728 40.6304363, 16.9312516 40.6301719)",,,,
276183107,2,Viale Giuseppe Verdi,residential,False,True,43.139,"LINESTRING (16.9308728 40.6304363, 16.9304864 40.6306903)",,,,
1180185946,2,Via Fratelli Danisi,primary,True,False,61.441,"LINESTRING (16.9308728 40.6304363, 16.9310567 40.6305975, 16.931341 40.6308594)",,,,
158324511,,Via del Mercato,primary,False,False,46.956,"LINESTRING (16.9339095 40.6331996, 16.9342287 40.6328537)",,,,
276194184,2,Via del Mercato,primary,False,False,122.017,"LINESTRING (16.9339095 40.6331996, 16.9338231 40.6332948, 16.933529 40.6336123, 16.9331219 40.6341192)",,,,
919258105,2,Via delle Spinelle,primary,False,True,4.857,"LINESTRING (16.9301396 40.628372, 16.9301913 40.6283528)",,,,
158320041,,,secondary,True,False,19.537,"LINESTRING (16.9301396 40.628372, 16.9300745 40.6283573, 16.9300199 40.6283395, 16.9299793 40.6283196, 16.9299453 40.628286)",,,,
784870582,2,Via delle Spinelle,primary,False,False,26.481,"LINESTRING (16.9301396 40.628372, 16.9300483 40.6284316, 16.9299346 40.6285503)",,,,
158320041,,,secondary,True,False,10.587,"LINESTRING (16.9299453 40.628286, 16.9299324 40.6282408, 16.9299356 40.6281919)",,,,
158347633,,Via Fleming,unclassified,True,False,19.647,"LINESTRING (16.9344169 40.626143, 16.9344243 40.6259664)",SS7,50,,
274240469,,,unclassified,False,False,87.589,"LINESTRING (16.9344169 40.626143, 16.9344205 40.6266587, 16.9344189 40.6269307)",,50,,
274240470,,,unclassified,True,False,27.491999999999997,"LINESTRING (16.9344169 40.626143, 16.9345611 40.6260825, 16.934722 40.6260784)",,50,,
158314903,,Via Caduti 11 Settembre,unclassified,False,False,17.257,"LINESTRING (16.9324562 40.6281407, 16.9324368 40.6282952)",,,,
158315977,,Via Togliatti,unclassified,False,False,88.711,"LINESTRING (16.9324562 40.6281407, 16.9321792 40.6273711)",,,,
1219464359,2,Via delle Spinelle,primary,False,False,39.205,"LINESTRING (16.9324562 40.6281407, 16.9319933 40.6281705)",,50,,
1219464359,2,Via delle Spinelle,primary,False,True,166.041,"LINESTRING (16.9324562 40.6281407, 16.9342961 40.6278949, 16.9343939 40.6278818)",,50,,
158314899,,,tertiary,False,True,11.467,"LINESTRING (16.9323944 40.6294348, 16.9325262 40.6294599)",,,,
159025323,2,Via San Francesco,primary,False,True,29.963,"LINESTRING (16.9323944 40.6294348, 16.9320506 40.6293675)",,,,
