osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,tunnel,junction
100456526,2,SS28,Via della Cornice,primary,50,False,True,107.78099999999998,"LINESTRING (7.8183719 44.3927227, 7.8183407 44.3926807, 7.8182971 44.3926115, 7.8182627 44.3925376, 7.818244 44.3924787, 7.8182366 44.3924195, 7.8182384 44.3923629, 7.818252 44.392283, 7.8182737 44.392209, 7.8183007 44.3921436, 7.8183202 44.3921039, 7.8183526 44.3920482, 7.8183815 44.3919999, 7.8184287 44.3919308, 7.8184738 44.3918681, 7.8185163 44.3918107)",,,,
"[759853491, 1156957155]",2,,Via Pietro Delvecchio,residential,"['30', '50']",False,True,131.561,"LINESTRING (7.8183719 44.3927227, 7.8184143 44.3928877, 7.8184494 44.3929461, 7.8186495 44.393199, 7.8188528 44.3934561, 7.8188813 44.3934932, 7.8189065 44.3935325, 7.8189287 44.3935752, 7.8190378 44.3937968)",,,,
211098915,2,,Via Vittorio Veneto,secondary,50,False,False,640.5160000000001,"LINESTRING (7.8164991 44.3858182, 7.8164879 44.3859617, 7.8164814 44.3861022, 7.8164825 44.3862, 7.8164889 44.3863321, 7.8165085 44.3864858, 7.8165205 44.3865666, 7.8165353 44.3866444, 7.8165851 44.386799, 7.8166194 44.3868888, 7.816739 44.3871587, 7.8168062 44.3872889, 7.8168603 44.387384, 7.8169737 44.3875832, 7.8170069 44.3876416, 7.817039 44.3876979, 7.8170661 44.3877455, 7.8170872 44.3877796, 7.8171016 44.3878029, 7.8171808 44.3879307, 7.8173903 44.3882624, 7.8174709 44.38839, 7.8176477 44.3886714, 7.8180651 44.3893359, 7.8180848 44.3893708, 7.8180969 44.3894005, 7.8183381 44.3901747, 7.8183512 44.3902169, 7.8183775 44.3903055, 7.8184132 44.3904254, 7.8186483 44.3912152, 7.8186584 44.3912573, 7.8186662 44.3913108)",,,,
322201500,1,,Via Vittorio Veneto,secondary,50,True,False,21.209,"LINESTRING (7.8164991 44.3858182, 7.8165022 44.3857419, 7.816502 44.3856275)",,,,
97294971,2,,Piazza Monteregale,tertiary,50,False,False,32.382999999999996,"LINESTRING (7.8171515 44.3899564, 7.8171638 44.3899775, 7.8172066 44.3900521, 7.817248 44.3901365, 7.8172859 44.390231)",,,,
"[97294971, 764198742]",2,,"['Piazza Monteregale', 'Corso Europa']",tertiary,50,False,True,80.506,"LINESTRING (7.8171515 44.3899564, 7.8170767 44.3898433, 7.8170378 44.3897844, 7.8167237 44.3893001)",,,,
658125386,1,,Via dell'Arciprete,residential,20,True,False,25.533999999999995,"LINESTRING (7.8171515 44.3899564, 7.8172222 44.389926, 7.817239 44.3899145, 7.8172515 44.3898987, 7.8172541 44.3898808, 7.8172514 44.3898651, 7.817243 44.3898487, 7.8172321 44.3898306, 7.8172108 44.3897956, 7.8172016 44.3897806, 7.8171958 44.3897711)",,,,
755203300,2,,Piazza Monteregale,residential,50,False,True,44.807,"LINESTRING (7.8171515 44.3899564, 7.8169552 44.390037, 7.8169817 44.3901184, 7.8170317 44.3902719)",,,,
141514550,,,Via Mario Malfatti,unclassified,,False,False,51.176,"LINESTRING (7.8197394 44.3857166, 7.8196367 44.3857619, 7.8195303 44.3858087, 7.8194978 44.3858214, 7.8194484 44.3858387, 7.8193956 44.3858556, 7.8192747 44.3858903, 7.8192068 44.3859098, 7.8191652 44.3859221)",,,,
"[23209184, 23209185, 318217478]",2,,"['Via Francesco Perotti', 'Via Ponte della Madonnina']",secondary,50,False,False,69.868,"LINESTRING (7.8197394 44.3857166, 7.819763 44.3857421, 7.8201392 44.3861335, 7.8201551 44.3861478, 7.8202461 44.3862298)",yes,,,
"[23209184, 23209185, 318217478]",2,,"['Via Francesco Perotti', 'Via Ponte della Madonnina']",secondary,50,False,True,69.86800000000001,"LINESTRING (7.8202461 44.3862298, 7.8201551 44.3861478, 7.8201392 44.3861335, 7.819763 44.3857421, 7.8197394 44.3857166)",yes,,,
23210363,2,SS28,Corso Statuto,primary,50,False,False,174.25200000000004,"LINESTRING (7.8202461 44.3862298, 7.8202286 44.386275, 7.8201736 44.3864215, 7.8201445 44.3864989, 7.8201203 44.3865681, 7.820102 44.3866267, 7.8200838 44.386685, 7.8200548 44.3867966, 7.8200429 44.3868477, 7.82004 44.3868659, 7.8200342 44.3869022, 7.8200292 44.386956, 7.8200282 44.3869727, 7.8200328 44.3871468, 7.8200366 44.3872922, 7.8200396 44.3873149, 7.8200443 44.3873329, 7.8200532 44.3873619, 7.8200598 44.3873782, 7.8200991 44.3874747, 7.8201134 44.3875067, 7.8201278 44.3875309, 7.8201445 44.3875547, 7.8202869 44.3877408)",,,,
751912636,2,SS28,Via Guido Calleri,primary,50,False,True,111.24600000000001,"LINESTRING (7.8202461 44.3862298, 7.8202591 44.386217, 7.8202788 44.3862023, 7.8203011 44.3861899, 7.8204136 44.3861391, 7.8204689 44.3861166, 7.8205334 44.3860917, 7.8206141 44.3860655, 7.8209317 44.385988, 7.8211588 44.3859341, 7.8213721 44.3858835, 7.8214598 44.3858607, 7.8215229 44.38584)",,,,
23210195,2,,Via Enzo Tortora,secondary,50,False,False,165.916,"LINESTRING (7.8233436 44.3858266, 7.8233496 44.3861528, 7.8233501 44.3861826, 7.8233409 44.3868144, 7.8233408 44.3868537, 7.8233492 44.3869079, 7.823362 44.3869548, 7.8233795 44.3869949, 7.8234041 44.3870424, 7.8234981 44.3871734, 7.8235195 44.3871983, 7.8235431 44.3872204, 7.8235733 44.3872376, 7.823623 44.3872515)",,,,
