osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,ref,junction,bridge
24057808,True,Piazza San Francesco,residential,False,34.492,"LINESTRING (12.6557424 41.4570804, 12.6557192 41.45717, 12.6556608 41.4573845)",,,,,
30745397,True,Piazza San Francesco,primary,False,16.401,"LINESTRING (12.6557424 41.4570804, 12.655833 41.4570931, 12.6558811 41.4570986, 12.6559366 41.4571041)",50,,,,
30799927,True,Viale Giacomo Matteotti,primary,False,64.384,"LINESTRING (12.6611167 41.4573251, 12.6618861 41.4573777)",50,2,SP92a,,
30799927,True,Viale Giacomo Matteotti,primary,False,16.217,"LINESTRING (12.660923 41.4573111, 12.6611167 41.4573251)",50,2,SP92a,,
30647444,False,Via Giovanni Paolo II,residential,False,477.88499999999993,"LINESTRING (12.6608835 41.4571199, 12.6609377 41.4570746, 12.6610031 41.4570538, 12.6610386 41.4570552, 12.661069 41.4570567, 12.6611136 41.4570652, 12.6611759 41.4570806, 12.6612424 41.4571021, 12.6613072 41.4571262, 12.6613844 41.4571405, 12.661487 41.45715, 12.6618393 41.457172, 12.661918 41.4571759, 12.6620013 41.4571799, 12.6620206 41.4571808, 12.6620836 41.4571839, 12.662138 41.4571851, 12.6624042 41.457196, 12.6625086 41.4571956, 12.6626129 41.4571913, 12.662746 41.4571801, 12.6628779 41.4571625, 12.6632053 41.4570998, 12.6635466 41.4570518, 12.6637475 41.4570299, 12.663888 41.4570273, 12.6639754 41.45704, 12.6640589 41.4570664, 12.6642048 41.457138, 12.6643345 41.4572155, 12.6644053 41.4572531, 12.664471 41.4572832, 12.6645513 41.4573025, 12.6659919 41.4574935, 12.6661709 41.4575159, 12.6662203 41.4575217, 12.6664092 41.4575344)",,,,,
614533725,True,Via Giovanni Paolo II,residential,False,21.933999999999997,"LINESTRING (12.6608835 41.4571199, 12.6608808 41.4572176, 12.6608917 41.4572608, 12.6609053 41.4572859, 12.660923 41.4573111)",,,,,
30745402,True,Piazza San Francesco,primary,False,47.56099999999999,"LINESTRING (12.6561166 41.4575886, 12.6560485 41.457499, 12.6559743 41.4574359, 12.6556608 41.4573845)",50,,,,
30745435,True,Piazza San Francesco,tertiary,False,53.306,"LINESTRING (12.6561166 41.4575886, 12.6561389 41.4573028, 12.6561693 41.4572107, 12.6562104 41.457172, 12.6562623 41.4571426)",,,,,
30799800,False,Via dell'Olmata,residential,True,55.094,"LINESTRING (12.6560052 41.4580686, 12.656571 41.4578123)",,,,,
"[30799822, 630645711]",True,"['Via Sangallo', 'Piazza San Francesco']",primary,False,54.175,"LINESTRING (12.6560052 41.4580686, 12.6560911 41.4576959, 12.6561166 41.4575886)",50,,,,
30799787,True,Via Romana,residential,False,27.78,"LINESTRING (12.6579016 41.4572114, 12.6579259 41.4572414, 12.6579748 41.457319, 12.6580416 41.4574378)",,,,,
30799926,True,Viale Giacomo Matteotti,primary,False,45.065000000000005,"LINESTRING (12.6579016 41.4572114, 12.6579456 41.457209, 12.6583348 41.4571876, 12.658441 41.4571825)",50,2,SP92a,,
30799787,True,Via Romana,residential,False,106.71600000000001,"LINESTRING (12.6580416 41.4574378, 12.6580199 41.457467, 12.6580112 41.4574803, 12.6580014 41.4574961, 12.6579942 41.4575133, 12.6579875 41.4575305, 12.6579149 41.4577637, 12.6577462 41.4583693)",,,,,
30745405,True,Via Sangallo,tertiary,False,23.928,"LINESTRING (12.6559356 41.458646, 12.6559107 41.4587377, 12.6558836 41.4588576)",,,,,
30799822,True,Via Sangallo,primary,False,38.968,"LINESTRING (12.6559356 41.458646, 12.6559735 41.4583328, 12.6559803 41.4582972)",50,,,,
30799820,False,Vicolo Sangallo,residential,False,56.797,"LINESTRING (12.6559803 41.4582972, 12.6566589 41.4582496)",,,,,
30799822,True,Via Sangallo,primary,False,25.504,"LINESTRING (12.6559803 41.4582972, 12.6560052 41.4580686)",50,,,,
30799875,True,Via Mario Abruzzese,residential,False,106.78399999999999,"LINESTRING (12.6565752 41.4571829, 12.6565872 41.4569941, 12.6565897 41.4569838, 12.6565946 41.4569683, 12.6566089 41.4569522, 12.6566242 41.4569433, 12.6566501 41.4569373, 12.6572653 41.45687, 12.6573014 41.4568543, 12.6573225 41.4568241, 12.6573698 41.4568089, 12.6575292 41.4567906)",,,,,
630650856,True,Viale Giacomo Matteotti,primary,False,104.30799999999999,"LINESTRING (12.6565752 41.4571829, 12.6571326 41.4572024, 12.6575628 41.4572277, 12.6578244 41.4572151)",50,2,SP92a,,
259064284,False,Via della Resistenza Nettunese,residential,True,87.944,"LINESTRING (12.6566124 41.4567664, 12.6575088 41.4566783, 12.6575292 41.4567906)",,,,,
30799908,True,Piazza Giuseppe Mazzini,residential,False,77.263,"LINESTRING (12.657839 41.4570166, 12.658764 41.4569695)",,,,,
