osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,ref
1148218993,tertiary,roundabout,True,False,2.718,"LINESTRING (10.4259111 45.3608044, 10.4259446 45.3607978)",,,
33242100,tertiary,roundabout,True,False,14.662,"LINESTRING (10.4248717 45.3631621, 10.4249076 45.3631698, 10.4249396 45.3631835, 10.4249657 45.3632025, 10.4249842 45.3632254, 10.424994 45.3632509)",,,
590396046,tertiary,,False,True,99.253,"LINESTRING (10.4248717 45.3631621, 10.4249223 45.3630548, 10.4252713 45.3623148)",,,
33242100,tertiary,roundabout,True,False,5.868,"LINESTRING (10.4247862 45.3633608, 10.4247541 45.3633472, 10.4247278 45.3633283)",,,
33242102,tertiary,,False,False,60.289,"LINESTRING (10.4247862 45.3633608, 10.424732 45.3634681, 10.4246801 45.3635707, 10.4245208 45.3638699)",Viale De Gasperi,,
33242100,tertiary,roundabout,True,False,10.501,"LINESTRING (10.4247465 45.3631876, 10.4247839 45.3631702, 10.4248269 45.3631615, 10.4248717 45.3631621)",,,
107467014,residential,,False,False,76.804,"LINESTRING (10.4237359 45.3655981, 10.4236265 45.3658347, 10.4234382 45.3662428, 10.4234321 45.366255)",Viale De Gasperi,,
238824841,tertiary,roundabout,True,False,17.867,"LINESTRING (10.4237359 45.3655981, 10.4237015 45.3655915, 10.4236722 45.3655774, 10.4236513 45.3655571, 10.4236412 45.3655332, 10.423643 45.3655082, 10.4236565 45.3654851, 10.4236666 45.3654771)",,,
238824841,tertiary,roundabout,True,False,12.303,"LINESTRING (10.4238498 45.3655365, 10.42384 45.3655576, 10.4238218 45.3655756, 10.4237969 45.3655891, 10.4237673 45.3655968, 10.4237359 45.3655981)",,,
238824842,tertiary,,False,False,97.948,"LINESTRING (10.4238498 45.3655365, 10.424656 45.3658395, 10.4249544 45.3659532)",Via Antonio Gramsci,,
238824842,tertiary,,False,True,24.606,"LINESTRING (10.4271589 45.3671115, 10.4270929 45.367063, 10.4270326 45.3670195, 10.4269187 45.3669712)",Via Antonio Gramsci,,
677376459,secondary,roundabout,True,False,7.1579999999999995,"LINESTRING (10.4271589 45.3671115, 10.4272029 45.367102, 10.4272485 45.3671021)",,50,
"[677376458, 677376460]",secondary,roundabout,True,False,34.912,"LINESTRING (10.427339 45.367217, 10.427305 45.367251, 10.4272376 45.3672915, 10.4270872 45.3674731)",,50,
677376464,secondary,roundabout,True,False,5.881,"LINESTRING (10.4270872 45.3674731, 10.4270254 45.3675033)",,50,
164848213,residential,,False,False,149.186,"LINESTRING (10.4270872 45.3674731, 10.4286278 45.3680688, 10.4286585 45.3680843, 10.428682 45.3680998, 10.4287067 45.3681237, 10.428726 45.3681476)",Via Croce,,
677376462,secondary,,True,False,21.883,"LINESTRING (10.4270254 45.3675033, 10.4269609 45.3675559, 10.426885 45.3676098, 10.4268322 45.3676456)",,,
677376463,secondary,roundabout,True,False,11.082,"LINESTRING (10.4270254 45.3675033, 10.4269785 45.3675097, 10.4269385 45.367499, 10.4269 45.3674752)",,50,
164848214,secondary,,False,False,36.228,"LINESTRING (10.4320324 45.3671835, 10.4320968 45.3672374, 10.4321672 45.367277, 10.4322779 45.3673467, 10.4323831 45.3673938)",Via Deretti,50,
164848214,secondary,,False,True,204.657,"LINESTRING (10.4320324 45.3671835, 10.431992 45.3670784, 10.4318684 45.3668846, 10.4317326 45.3666931, 10.4310638 45.3660142, 10.4306725 45.3656211)",Via Deretti,50,
170810172,residential,,False,False,51.137,"LINESTRING (10.4320324 45.3671835, 10.4320062 45.3672279, 10.4319939 45.3672898, 10.4320149 45.3676388)",Via Verdi,,
202196046,secondary,,True,False,29.715,"LINESTRING (10.4323831 45.3673938, 10.4327454 45.3674752)",Via Deretti,,
164848214,secondary,,False,True,36.228,"LINESTRING (10.4323831 45.3673938, 10.4322779 45.3673467, 10.4321672 45.367277, 10.4320968 45.3672374, 10.4320324 45.3671835)",Via Deretti,50,
202196045,secondary,,True,False,20.656,"LINESTRING (10.4328484 45.3674787, 10.4331113 45.3674589)",Via Quattro Novembre,,SP69
33242107,secondary,roundabout,True,False,9.841000000000001,"LINESTRING (10.4328484 45.3674787, 10.432879 45.367496, 10.4328992 45.3675189, 10.432908 45.3675523)",,,
33242107,secondary,roundabout,True,False,8.370000000000001,"LINESTRING (10.432908 45.3675523, 10.4329011 45.3675778, 10.4328831 45.3676006, 10.4328591 45.3676166)",,,
164848215,tertiary,,True,False,17.986,"LINESTRING (10.4328591 45.3676166, 10.4329567 45.3677631)",Via Ercoliani,,
33242107,secondary,roundabout,True,False,5.968999999999999,"LINESTRING (10.4328591 45.3676166, 10.4328251 45.3676282, 10.4327868 45.3676316)",,,
33242109,secondary,,True,False,18.976,"LINESTRING (10.4331113 45.3674589, 10.432908 45.3675523)",Via Quattro Novembre,,SP69
202196048,secondary,,False,False,120.036,"LINESTRING (10.4331113 45.3674589, 10.434614 45.3672336)",Via Quattro Novembre,,SP69
202196051,tertiary,,False,True,178.24,"LINESTRING (10.434616 45.3688633, 10.4335525 45.3681526, 10.4329567 45.3677631)",Via Ercoliani,,
164959955,residential,,False,True,21.269,"LINESTRING (10.4265381 45.3632847, 10.4262662 45.3632942)",Via Dante Alighieri,,
164959955,residential,,False,False,73.696,"LINESTRING (10.4265381 45.3632847, 10.4266569 45.3632808, 10.4273485 45.3632581, 10.4274797 45.3632683)",Via Dante Alighieri,,
1154612318,residential,,True,False,83.129,"LINESTRING (10.4265381 45.3632847, 10.4264887 45.3625914, 10.4264861 45.362538)",Via 11 Febbraio,,
164959955,residential,,False,False,31.839999999999996,"LINESTRING (10.4274797 45.3632683, 10.4276788 45.3632841, 10.4277546 45.3632826, 10.4278251 45.3632764, 10.4278816 45.3632616)",Via Dante Alighieri,,
164959955,residential,,False,True,73.696,"LINESTRING (10.4274797 45.3632683, 10.4273485 45.3632581, 10.4266569 45.3632808, 10.4265381 45.3632847)",Via Dante Alighieri,,
164959955,residential,,False,True,65.1,"LINESTRING (10.4286513 45.3630476, 10.4286261 45.3630435, 10.4285987 45.3630468, 10.4284021 45.3631043, 10.4279085 45.3632545, 10.4278816 45.3632616)",Via Dante Alighieri,,
164959956,residential,,True,False,100.947,"LINESTRING (10.4286513 45.3630476, 10.4286701 45.3630555, 10.4286883 45.3630714, 10.4288994 45.3634056, 10.4292164 45.3638604)",Via De Amicis,,
164959952,residential,,True,False,75.921,"LINESTRING (10.4268411 45.3612869, 10.4265768 45.3611541, 10.4261616 45.3609633, 10.4260498 45.3608923)",Via Cesare Abba,,
677376053,secondary,,False,False,16.053,"LINESTRING (10.4316196 45.3608245, 10.431581 45.3609663)",Via Venti Settembre,50,
677376053,secondary,,False,True,22.225,"LINESTRING (10.4316196 45.3608245, 10.431612 45.3606247)",Via Venti Settembre,50,
1154626669,residential,,True,False,53.706,"LINESTRING (10.4316196 45.3608245, 10.4317404 45.3608418, 10.4318249 45.3608616, 10.4321467 45.3610171, 10.4321929 45.3610668)",,,
159642802,secondary,,False,True,15.633,"LINESTRING (10.4296 45.3643328, 10.4296496 45.3641966)",Via Amilcare Baronchelli,50,
164848214,secondary,,False,False,14.431,"LINESTRING (10.4296 45.3643328, 10.4295663 45.3644604)",Via Deretti,50,
165240467,residential,,False,False,112.71699999999998,"LINESTRING (10.4356999 45.3681037, 10.4356054 45.367519, 10.435562 45.3673553, 10.435521 45.3670982)",Via Olivelli,,
164848219,residential,,False,True,63.471,"LINESTRING (10.4328094 45.3649381, 10.4320265 45.3647856)",Via Santa Croce,,
164848220,residential,,False,False,177.804,"LINESTRING (10.4328094 45.3649381, 10.4333759 45.365049, 10.4341507 45.3652071, 10.4349236 45.3653654, 10.4349957 45.3653822)",Via Santa Croce,,
164848220,residential,,False,True,102.543,"LINESTRING (10.4328094 45.3649381, 10.4326337 45.3648766, 10.4323982 45.36476, 10.4322461 45.3646496, 10.4320778 45.3644901, 10.4319 45.3642974)",Via Santa Croce,,
164848214,secondary,,False,False,10.49,"LINESTRING (10.4305708 45.3655595, 10.4306725 45.3656211)",Via Deretti,50,
164848214,secondary,,False,True,64.122,"LINESTRING (10.4305708 45.3655595, 10.4303471 45.3653086, 10.4301484 45.3650652)",Via Deretti,50,
164848217,residential,,True,False,302.741,"LINESTRING (10.4305708 45.3655595, 10.430335 45.3659999, 10.4302398 45.3661693, 10.4300896 45.3664002, 10.4299959 45.3664938, 10.4298216 45.3666476, 10.4296463 45.3668616, 10.4295857 45.3669662, 10.4294413 45.3675368, 10.4293723 45.3676687, 10.4292199 45.3678369, 10.429037 45.3680225)",Via Lametta,,
170810115,residential,,False,True,67.566,"LINESTRING (10.4303626 45.3684834, 10.4294977 45.3684813)",Via D'Arezzo,,
170810115,residential,,False,False,82.44999999999999,"LINESTRING (10.4303626 45.3684834, 10.4309943 45.3684998, 10.4313243 45.368482, 10.431416 45.3684744)",Via D'Arezzo,,
170810115,residential,,False,True,41.263,"LINESTRING (10.4319407 45.3684318, 10.431772 45.3684465, 10.431416 45.3684744)",Via D'Arezzo,,
170872294,unclassified,,False,False,89.826,"LINESTRING (10.4319407 45.3684318, 10.4321796 45.3681428, 10.4325083 45.3677293)",Via Treccani,,
