osmid,oneway,lanes,name,highway,reversed,length,geometry,tunnel,ref,junction,maxspeed
318978693,True,2,Via Vittorio Emanuele,secondary,False,76.725,"LINESTRING (12.7937183 37.6800018, 12.7933188 37.6793885)",,,,
"[1147073361, 81238367]",True,,Via Vito Lipari,residential,False,110.46300000000001,"LINESTRING (12.7937183 37.6800018, 12.7947013 37.6796836, 12.7947386 37.6796715, 12.7948024 37.6796476, 12.7948671 37.6796074)",,,,
318978697,True,2,Piazza Giacomo Matteotti,secondary,False,13.79,"LINESTRING (12.7954463 37.6829943, 12.7953843 37.6828804)",,,,
219082992,True,,Piazza Giacomo Matteotti,residential,False,22.418,"LINESTRING (12.7954463 37.6829943, 12.7955811 37.6829583, 12.7956893 37.682934)",,,,
318978693,True,2,Via Vittorio Emanuele,secondary,False,88.259,"LINESTRING (12.7949911 37.6822036, 12.7945728 37.6814822)",,,,
219083105,True,,Via Vincenzo Gioberti,residential,False,131.22199999999998,"LINESTRING (12.7949911 37.6822036, 12.7946897 37.6822952, 12.7944475 37.6823425, 12.7942143 37.6823614, 12.7939422 37.6823614, 12.7935299 37.6823626)",,,,
35401079,True,2,Via Milazzo,secondary,False,95.971,"LINESTRING (12.7948148 37.6786068, 12.7948869 37.6789411, 12.7949075 37.6790364, 12.794979 37.6794599)",,,,
"[1147073358, 35401079]",True,2,Via Milazzo,secondary,False,15.604000000000001,"LINESTRING (12.794979 37.6794599, 12.7949865 37.6795139, 12.7950004 37.6795992)",,,,
995008964,True,,Via Marco Minghetti,residential,False,47.809,"LINESTRING (12.7954992 37.6820514, 12.7949911 37.6822036)",,,,
"[35401082, 318978691]",True,2,"['Piazza Giacomo Matteotti', ""Via Fra' Serafino Mannone""]",secondary,False,94.04599999999999,"LINESTRING (12.7954992 37.6820514, 12.7955898 37.6824678, 12.7956162 37.6826223, 12.7956534 37.6827601, 12.7956805 37.6828847)",,,,
332653822,False,,,unclassified,False,29.362,"LINESTRING (12.7983686 37.6819649, 12.7980427 37.6819083)",yes,,,
40636255,False,,Via Partanna,tertiary,False,47.369,"LINESTRING (12.7983686 37.6819649, 12.7984987 37.682022, 12.7988755 37.6821001)",,SP 4,,
219082977,False,,Via Quarto,residential,True,80.79499999999999,"LINESTRING (12.7983686 37.6819649, 12.7984796 37.6821161, 12.7985742 37.6822634, 12.7986638 37.6824239, 12.7986994 37.6824809, 12.7987508 37.6825254, 12.7988301 37.6825859)",,,,
1146320880,False,,Via Armando Diaz,tertiary,True,143.59300000000002,"LINESTRING (12.7983686 37.6819649, 12.7983525 37.6819221, 12.7982157 37.6815278, 12.7981257 37.6811913, 12.7980571 37.6808604, 12.7980139 37.6807056)",,,,
34716854,True,2,Via Seggio,tertiary,False,36.37,"LINESTRING (12.7976903 37.6785932, 12.7980743 37.6784723)",,,,
254368285,False,,,tertiary,True,21.768,"LINESTRING (12.7976903 37.6785932, 12.7974597 37.678664)",,,,
1146320880,False,,Via Armando Diaz,tertiary,False,239.212,"LINESTRING (12.7976903 37.6785932, 12.7976418 37.6790421, 12.7976343 37.6793265, 12.7976442 37.6794973, 12.7976687 37.6795937, 12.797705 37.6797407, 12.7977475 37.6798892, 12.7978297 37.6801117, 12.7978808 37.6803053, 12.7979632 37.6806108, 12.7980139 37.6807056)",,,,
332653822,False,,,unclassified,True,29.362,"LINESTRING (12.7980427 37.6819083, 12.7983686 37.6819649)",yes,,,
"[40636257, 1147849743]",False,,,residential,False,161.926,"LINESTRING (12.7980427 37.6819083, 12.798374 37.6827471, 12.7984648 37.6830167, 12.7984735 37.6832444, 12.7985004 37.6833117)",,,,
992045620,True,,,residential,False,66.832,"LINESTRING (12.7980427 37.6819083, 12.797963 37.6818934, 12.7973025 37.6817739)",,,,
318976366,False,,,residential,False,33.399,"LINESTRING (12.7985004 37.6833117, 12.798606 37.6836002)",,,,
318976369,False,,,residential,True,15.765,"LINESTRING (12.7985004 37.6833117, 12.7983291 37.6833532)",,,,
"[40636257, 1147849743]",False,,,residential,True,161.926,"LINESTRING (12.7985004 37.6833117, 12.7984735 37.6832444, 12.7984648 37.6830167, 12.798374 37.6827471, 12.7980427 37.6819083)",,,,
318976374,False,,Piazza Giovanni Amendola,residential,False,14.975,"LINESTRING (12.7987002 37.6838612, 12.7985365 37.683898)",,,,
318976366,False,,,residential,True,30.183,"LINESTRING (12.7987002 37.6838612, 12.7986482 37.6837171, 12.798606 37.6836002)",,,,
992055379,False,,,unclassified,False,43.16,"LINESTRING (12.7987002 37.6838612, 12.79873 37.6839438, 12.7987895 37.6841084, 12.7986313 37.6841471)",,,,
318976369,False,,,residential,False,28.297,"LINESTRING (12.7984745 37.6841804, 12.7983786 37.6839375)",,,,
992055379,False,,,unclassified,True,14.286,"LINESTRING (12.7984745 37.6841804, 12.7986313 37.6841471)",,,,
"[1147849744, 40636258]",False,,Viale Vittorio Veneto,unclassified,False,104.25800000000001,"LINESTRING (12.7984745 37.6841804, 12.7984983 37.6842279, 12.7985705 37.6843611, 12.7985989 37.6844051, 12.7986576 37.6845546, 12.7986619 37.6846195, 12.7986158 37.6846614, 12.7984628 37.6846968, 12.798108 37.6847649)",,,,
318978696,False,2,Viale Roma,secondary,True,27.855,"LINESTRING (12.7965835 37.6849876, 12.7964289 37.684769)",,,,
40636258,False,,Viale Vittorio Veneto,unclassified,True,107.839,"LINESTRING (12.7965835 37.6849876, 12.796858 37.6849404, 12.797234 37.6848925, 12.7977906 37.6848218)",,,,
1143852204,False,2,Viale Roma,secondary,False,42.451,"LINESTRING (12.7965835 37.6849876, 12.7966439 37.6850928, 12.796781 37.6853359)",,,,
40636258,False,,Viale Vittorio Veneto,unclassified,True,7.061,"LINESTRING (12.7977906 37.6848218, 12.7978696 37.6848107)",,,,
40636258,False,,Viale Vittorio Veneto,unclassified,False,107.839,"LINESTRING (12.7977906 37.6848218, 12.797234 37.6848925, 12.796858 37.6849404, 12.7965835 37.6849876)",,,,
1143980995,False,,Via Giorgio Sant'Angelo,tertiary,False,186.248,"LINESTRING (12.7977906 37.6848218, 12.7979692 37.6854812, 12.7980133 37.6856688, 12.7981279 37.6858873, 12.79825 37.6860588, 12.7983512 37.6861955, 12.7984876 37.6863848)",,,,
1146320880,False,,Via Armando Diaz,tertiary,False,143.59300000000002,"LINESTRING (12.7980139 37.6807056, 12.7980571 37.6808604, 12.7981257 37.6811913, 12.7982157 37.6815278, 12.7983525 37.6819221, 12.7983686 37.6819649)",,,,
1146320880,False,,Via Armando Diaz,tertiary,True,239.212,"LINESTRING (12.7980139 37.6807056, 12.7979632 37.6806108, 12.7978808 37.6803053, 12.7978297 37.6801117, 12.7977475 37.6798892, 12.797705 37.6797407, 12.7976687 37.6795937, 12.7976442 37.6794973, 12.7976343 37.6793265, 12.7976418 37.6790421, 12.7976903 37.6785932)",,,,
318978691,True,2,Piazza Giacomo Matteotti,secondary,False,5.536,"LINESTRING (12.7956805 37.6828847, 12.7956893 37.682934)",,,,
219083021,True,,Via Luciano Messina,residential,False,121.357,"LINESTRING (12.7956805 37.6828847, 12.7957316 37.6828851, 12.7961996 37.6828884, 12.7964666 37.6828903, 12.7967225 37.6828921, 12.7970595 37.6828945)",,,,
81238334,False,,Via Giallonghi,residential,True,10.51,"LINESTRING (12.7932062 37.6851451, 12.7931937 37.6852391)",,,,
219083135,True,,Via Gorizia,residential,False,95.40100000000001,"LINESTRING (12.7932062 37.6851451, 12.792987 37.6851375, 12.7921231 37.6851077)",,,,
1144475301,True,,Via Giuseppe Mazzini,residential,False,79.30600000000001,"LINESTRING (12.7932062 37.6851451, 12.7932338 37.6850274, 12.7933003 37.6847444, 12.7933709 37.6844439)",,,,
81238308,False,,Via Ruggero Settimo,tertiary,True,57.836,"LINESTRING (12.7905589 37.6795139, 12.7899091 37.6795917)",,,,
558573184,False,,Piazza Vittorio Alfieri,residential,True,16.592,"LINESTRING (12.7905589 37.6795139, 12.7905188 37.6793681)",,,,
558573185,False,,Piazza Vittorio Alfieri,tertiary,True,17.513,"LINESTRING (12.7905589 37.6795139, 12.7906012 37.6796678)",,,,
1144475301,True,,Via Giuseppe Mazzini,residential,False,57.95700000000001,"LINESTRING (12.7936038 37.6828796, 12.7935981 37.682711, 12.7935763 37.6825998, 12.7935299 37.6823626)",,,,
"[81238361, 81238293]",True,,"['Via Bartolomeo Amari', 'Via Gagini']",residential,False,98.098,"LINESTRING (12.7909881 37.6788885, 12.791107 37.6789154, 12.7914668 37.6789699, 12.7915245 37.6789866, 12.7914931 37.6790475, 12.7915829 37.6794208)",,,,
"[1145170172, 81238325]",False,,"['Via Bartolomeo Amari', 'Via Carlo Poerio']",residential,"[False, True]",70.47,"LINESTRING (12.7909881 37.6788885, 12.7906615 37.6788264, 12.7906063 37.6789868, 12.7905394 37.6791814)",,,,
81238374,False,,Via Biagio Militello,residential,False,61.176,"LINESTRING (12.7932632 37.6793034, 12.793145 37.6793079, 12.7927737 37.6792953, 12.792639 37.6792754, 12.7925742 37.6792587)",,,,
992045615,True,2,Via Vittorio Emanuele,secondary,False,55.16799999999999,"LINESTRING (12.7932632 37.6793034, 12.7930235 37.6789541, 12.7930056 37.67891, 12.7929995 37.6788579)",,,,
992045616,True,2,Via Vittorio Emanuele,secondary,False,10.653,"LINESTRING (12.7933188 37.6793885, 12.7932632 37.6793034)",,,,
1144910384,True,,Via Giacomo Leopardi,residential,False,63.369,"LINESTRING (12.79115 37.6809736, 12.7915785 37.6814316)",,,,
81238344,False,,Via Quattro Novembre,residential,False,138.09,"LINESTRING (12.79115 37.6809736, 12.7918827 37.6807151, 12.7926044 37.6805097)",,,,
558573184,False,,Piazza Vittorio Alfieri,residential,False,16.592,"LINESTRING (12.7905188 37.6793681, 12.7905589 37.6795139)",,,,
81238334,False,,Via Giallonghi,residential,False,37.44,"LINESTRING (12.7929441 37.6865402, 12.7930186 37.6862087)",,,,
219083070,False,,Via Nunzio Nasi,residential,False,41.147,"LINESTRING (12.7929441 37.6865402, 12.7924796 37.6864977)",,,,
81238334,False,,Via Giallonghi,residential,True,50.934,"LINESTRING (12.7929441 37.6865402, 12.7928509 37.6867968, 12.7927946 37.6869826)",,,,
81238335,True,,Via Agostino De Pretis,residential,False,76.304,"LINESTRING (12.7899098 37.6787608, 12.7899373 37.6788533, 12.7899998 37.6789409, 12.790156 37.6790218, 12.7905394 37.6791814)",,,,
"[177854507, 177854509]",True,2,Piazza Principe di Piemonte,secondary,False,39.580999999999996,"LINESTRING (12.7929995 37.6788579, 12.7927296 37.6786466, 12.7927129 37.6785927)",,,,
"[1146991948, 132195014]",True,,Via Guglielmo Marconi,residential,False,140.053,"LINESTRING (12.7929995 37.6788579, 12.7931568 37.6788926, 12.7934732 37.6790176, 12.7941718 37.6793078, 12.7943636 37.6793954, 12.7944209 37.6794181)",,,,
81238344,False,,Via Quattro Novembre,residential,True,5.064,"LINESTRING (12.7927907 37.6804509, 12.7927426 37.6804759)",,,,
81238380,True,,Via Francesco Crispi,residential,False,97.363,"LINESTRING (12.7927907 37.6804509, 12.7928463 37.6803711, 12.7931418 37.6802224, 12.7934402 37.6800952, 12.7937183 37.6800018)",,,,
1146991944,True,,Via Filippo Cordova,residential,False,128.03699999999998,"LINESTRING (12.7927907 37.6804509, 12.7927603 37.6803309, 12.7926126 37.6800587, 12.7925047 37.6799126, 12.7924186 37.6798303, 12.7923105 37.6797621, 12.7921732 37.6796004, 12.7920531 37.6794811)",,,,
81238308,False,,Via Ruggero Settimo,tertiary,False,57.836,"LINESTRING (12.7899091 37.6795917, 12.7905589 37.6795139)",,,,
81238334,False,,Via Giallonghi,residential,False,50.934,"LINESTRING (12.7927946 37.6869826, 12.7928509 37.6867968, 12.7929441 37.6865402)",,,,
1144475301,True,,Via Giuseppe Mazzini,residential,False,66.927,"LINESTRING (12.7935299 37.6823626, 12.7933253 37.6817829)",,,,
81238334,False,,Via Giallonghi,residential,False,56.895,"LINESTRING (12.7930186 37.6862087, 12.7930904 37.6857002)",,,,
81238334,False,,Via Giallonghi,residential,True,37.44,"LINESTRING (12.7930186 37.6862087, 12.7929441 37.6865402)",,,,
81238344,False,,Via Quattro Novembre,residential,False,12.73,"LINESTRING (12.7926044 37.6805097, 12.7927426 37.6804759)",,,,
219083019,False,,Via Stefano Saporito,residential,False,78.296,"LINESTRING (12.7926044 37.6805097, 12.7922617 37.6811595)",,,,
81238344,False,,Via Quattro Novembre,residential,True,138.09,"LINESTRING (12.7926044 37.6805097, 12.7918827 37.6807151, 12.79115 37.6809736)",,,,
81238374,False,,Via Biagio Militello,residential,True,61.176,"LINESTRING (12.7925742 37.6792587, 12.792639 37.6792754, 12.7927737 37.6792953, 12.793145 37.6793079, 12.7932632 37.6793034)",,,,
81238299,True,,Via Girolamo Savonarola,residential,False,36.386,"LINESTRING (12.7899153 37.6784336, 12.7899098 37.6787608)",,,,
1147079149,True,,Via Pietro Colletta,tertiary,False,90.709,"LINESTRING (12.7915829 37.6794208, 12.7905589 37.6795139)",,,,
