osmid,name,highway,oneway,reversed,length,lanes,maxspeed,width,geometry
158451042,Via Gaetano Marzotto,residential,False,True,112.635,,,,"LINESTRING (10.1379421 45.359152, 10.1371392 45.3599933)"
59312146,Via Giuseppe Verdi,tertiary,False,False,154.35100000000003,2,50,6,"LINESTRING (10.1379421 45.359152, 10.1367509 45.3586223, 10.1366099 45.3585738, 10.1364689 45.3585475, 10.1362502 45.3585232, 10.1362087 45.3585223)"
59312150,Via Giuseppe Verdi,tertiary,False,True,73.484,2,50,6,"LINESTRING (10.1379421 45.359152, 10.1386506 45.359472, 10.1387333 45.3595093)"
67243904,Piazza Aldo Moro,residential,False,False,77.57000000000001,,,,"LINESTRING (10.1379421 45.359152, 10.1381806 45.3588922, 10.1383351 45.3586778, 10.1384091 45.3585391)"
59312154,Via Moretto,tertiary,False,True,60.244,2,50,6,"LINESTRING (10.1299589 45.3569806, 10.1304412 45.3574033)"
59312154,Via Moretto,tertiary,False,False,15.594999999999999,2,50,6,"LINESTRING (10.1299589 45.3569806, 10.1299328 45.3569619, 10.1298191 45.3568805)"
158451076,Via Trieste,residential,False,False,189.42700000000002,,,,"LINESTRING (10.1299589 45.3569806, 10.1300824 45.3568976, 10.1301844 45.3568837, 10.1304513 45.3568913, 10.1316329 45.3569321, 10.1321549 45.3572592)"
59312154,Via Moretto,tertiary,False,False,16.835,2,50,6,"LINESTRING (10.1298191 45.3568805, 10.129682 45.3567637)"
158451035,,residential,False,False,21.605,,,,"LINESTRING (10.1298191 45.3568805, 10.1295429 45.3568897)"
59312154,Via Moretto,tertiary,False,True,15.594999999999999,2,50,6,"LINESTRING (10.1298191 45.3568805, 10.1299328 45.3569619, 10.1299589 45.3569806)"
158451041,,residential,False,True,109.28200000000001,,,,"LINESTRING (10.1298191 45.3568805, 10.129854 45.3568223, 10.129876 45.3567857, 10.1298643 45.3567112, 10.1291162 45.3561016)"
59312146,Via Giuseppe Verdi,tertiary,False,True,122.661,2,50,6,"LINESTRING (10.1320575 45.3587886, 10.1327902 45.3594112, 10.1329059 45.3594888, 10.1330678 45.3595564, 10.1331341 45.3595759)"
