osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,tunnel
23367546,Corso Italia,residential,False,False,102.857,"LINESTRING (14.3507348 40.8079757, 14.350939 40.8077763, 14.3514835 40.8072446)",,,
"[136096726, 23367599]",Piazza Trieste,residential,False,False,76.392,"LINESTRING (14.3525854 40.8061754, 14.3525419 40.8061445, 14.3525085 40.8061083, 14.3524892 40.8060759, 14.3524747 40.8060296, 14.3524873 40.8059345, 14.3525174 40.8058867, 14.3525459 40.8058614, 14.3525682 40.8058415, 14.3526745 40.8057961, 14.352746 40.8057868, 14.3528132 40.8057906, 14.3528828 40.805808, 14.3529416 40.8058366)",,,
136096709,Piazza Trieste,residential,False,True,35.522,"LINESTRING (14.3525854 40.8061754, 14.3526897 40.8062133, 14.3528058 40.8062167, 14.3528949 40.8061935, 14.3529704 40.8061487)",,,
136096709,Piazza Trieste,residential,False,False,35.522,"LINESTRING (14.3529704 40.8061487, 14.3528949 40.8061935, 14.3528058 40.8062167, 14.3526897 40.8062133, 14.3525854 40.8061754)",,,
136096709,Piazza Trieste,residential,False,True,38.604,"LINESTRING (14.3529704 40.8061487, 14.3530252 40.8060816, 14.3530444 40.8059936, 14.353015 40.805907, 14.3529416 40.8058366)",,,
136096709,Piazza Trieste,residential,False,False,38.604,"LINESTRING (14.3529416 40.8058366, 14.353015 40.805907, 14.3530444 40.8059936, 14.3530252 40.8060816, 14.3529704 40.8061487)",,,
"[136096726, 23367599]",Piazza Trieste,residential,False,True,76.392,"LINESTRING (14.3529416 40.8058366, 14.3528828 40.805808, 14.3528132 40.8057906, 14.352746 40.8057868, 14.3526745 40.8057961, 14.3525682 40.8058415, 14.3525459 40.8058614, 14.3525174 40.8058867, 14.3524873 40.8059345, 14.3524747 40.8060296, 14.3524892 40.8060759, 14.3525085 40.8061083, 14.3525419 40.8061445, 14.3525854 40.8061754)",,,
330535064,,residential,False,True,86.927,"LINESTRING (14.352935 40.8036889, 14.353008 40.8029091)",,,
189764091,Via Aldo Moro,unclassified,False,True,109.69099999999999,"LINESTRING (14.352935 40.8036889, 14.3524691 40.803636, 14.3523385 40.8036096, 14.3522088 40.8035688, 14.3521111 40.8035197, 14.3519004 40.8033812, 14.3518029 40.8033188, 14.3517808 40.8033008)",50,,
189764091,Via Aldo Moro,unclassified,False,False,109.691,"LINESTRING (14.3517808 40.8033008, 14.3518029 40.8033188, 14.3519004 40.8033812, 14.3521111 40.8035197, 14.3522088 40.8035688, 14.3523385 40.8036096, 14.3524691 40.803636, 14.352935 40.8036889)",50,,
189872881,Corso Resina,primary,False,True,30.86,"LINESTRING (14.3517808 40.8033008, 14.3518891 40.8032038, 14.3520114 40.8030851)",,SR ex SS18,
417023588,Corso Resina,primary,False,False,179.44400000000002,"LINESTRING (14.3517808 40.8033008, 14.3516831 40.8034019, 14.3509248 40.8041525, 14.3506014 40.8044799, 14.3504992 40.8045903)",,SR ex SS18,
189872881,Corso Resina,primary,False,False,100.09,"LINESTRING (14.3527298 40.8023678, 14.3526683 40.8024289, 14.3520114 40.8030851)",,SR ex SS18,
136096703,Via 4 Novembre,tertiary,False,True,80.469,"LINESTRING (14.3529273 40.8080702, 14.3527738 40.8079825, 14.3521644 40.807634)",,SP153,
330535061,,unclassified,False,False,92.681,"LINESTRING (14.3529273 40.8080702, 14.3525285 40.8086698, 14.3523979 40.8087984)",,,
341221126,Via Napoli,residential,True,False,100.483,"LINESTRING (14.3529772 40.8072041, 14.3528775 40.8072378, 14.3526793 40.8071306, 14.3525927 40.8072153, 14.3521644 40.807634)",,,
23367546,Corso Italia,residential,False,True,102.857,"LINESTRING (14.3514835 40.8072446, 14.350939 40.8077763, 14.3507348 40.8079757)",,,
136096703,Via 4 Novembre,tertiary,False,False,71.826,"LINESTRING (14.3514835 40.8072446, 14.3520687 40.8075792, 14.3521644 40.807634)",,SP153,
136096706,Corso Italia,residential,True,False,150.786,"LINESTRING (14.3514835 40.8072446, 14.3515801 40.807153, 14.3525238 40.8062347, 14.3525854 40.8061754)",,,
673416282,Via 4 Novembre,tertiary,False,True,43.799,"LINESTRING (14.3514835 40.8072446, 14.3513024 40.8071503, 14.3510592 40.8070166)",,SP153,
29733703,Via Alessandro Rossi,residential,False,True,87.479,"LINESTRING (14.3520114 40.8030851, 14.3522265 40.8030696, 14.3524112 40.802981, 14.3526359 40.8029474, 14.353008 40.8029091)",,,
189872881,Corso Resina,primary,False,False,30.86,"LINESTRING (14.3520114 40.8030851, 14.3518891 40.8032038, 14.3517808 40.8033008)",,SR ex SS18,
189872881,Corso Resina,primary,False,True,100.09,"LINESTRING (14.3520114 40.8030851, 14.3526683 40.8024289, 14.3527298 40.8023678)",,SR ex SS18,
417023588,Corso Resina,primary,False,False,15.847,"LINESTRING (14.3501927 40.804955, 14.3501227 40.8050873)",,SR ex SS18,
417023588,Corso Resina,primary,False,True,6.473,"LINESTRING (14.3501927 40.804955, 14.3502305 40.8049043)",,SR ex SS18,
330535053,,residential,False,False,106.44899999999998,"LINESTRING (14.3501927 40.804955, 14.3498973 40.8048327, 14.3494252 40.8046033, 14.3491999 40.8048226)",,,
417004938,Corso Resina,primary,False,False,50.452,"LINESTRING (14.3492888 40.8060203, 14.3492502 40.8061222, 14.3490683 40.8064415)",,SR ex SS18,
417023588,Corso Resina,primary,False,True,64.767,"LINESTRING (14.3492888 40.8060203, 14.3493845 40.8058823, 14.3496838 40.8055931, 14.3497311 40.8055459)",,SR ex SS18,
108160174,Via Fontana,residential,False,False,72.41,"LINESTRING (14.3478136 40.8083462, 14.3478698 40.8083728, 14.3482049 40.8084102, 14.3483125 40.8084091, 14.3484922 40.8083632, 14.3485522 40.8083351, 14.3486182 40.8082916)",,,
417004938,Corso Resina,primary,False,False,121.714,"LINESTRING (14.3478136 40.8083462, 14.347719 40.8083964, 14.3470219 40.8087845, 14.3466519 40.808998)",,SR ex SS18,
417004938,Corso Resina,primary,False,True,60.81,"LINESTRING (14.3478136 40.8083462, 14.3478717 40.8083046, 14.3481241 40.807953, 14.3481795 40.8078777)",,SR ex SS18,
24269742,Via Macello,residential,False,False,142.221,"LINESTRING (14.3430413 40.8023902, 14.3431707 40.8024861, 14.3433971 40.8026537, 14.3439962 40.8032247, 14.3440701 40.8032951, 14.3441384 40.8033602)",,,
24269647,Corso Umberto I,primary,False,False,9.168,"LINESTRING (14.3441384 40.8033602, 14.3442243 40.8033095)",,SP245,
24269647,Corso Umberto I,primary,False,True,116.788,"LINESTRING (14.3441384 40.8033602, 14.3437783 40.8035939, 14.3434218 40.8037938, 14.3430548 40.8040155)",,SP245,
24269742,Via Macello,residential,False,True,142.221,"LINESTRING (14.3441384 40.8033602, 14.3440701 40.8032951, 14.3439962 40.8032247, 14.3433971 40.8026537, 14.3431707 40.8024861, 14.3430413 40.8023902)",,,
417004938,Corso Resina,primary,False,False,4.113,"LINESTRING (14.3489376 40.8066806, 14.3489166 40.806714)",,SR ex SS18,
108160166,Via Dogana,residential,False,False,76.397,"LINESTRING (14.3489376 40.8066806, 14.348972 40.8067305, 14.3492885 40.807314)",,,
