osmid,oneway,name,highway,reversed,length,geometry,lanes,bridge,maxspeed,junction,ref,tunnel,access
10299181,True,Via Nino Bixio,residential,False,90.788,"LINESTRING (11.2777558 44.4786942, 11.2776538 44.4786941, 11.2766115 44.4786931)",,,,,,,
25704984,False,Via Giuseppe Garibaldi,unclassified,False,58.92,"LINESTRING (11.2777558 44.4786942, 11.2775836 44.4783368, 11.2775144 44.4781931)",2,,,,,,
26429637,True,Via Giuseppe Mazzini,residential,False,30.997999999999998,"LINESTRING (11.2777558 44.4786942, 11.2778068 44.4786817, 11.2781253 44.4786036)",,,,,,,
1223472273,False,Via Giuseppe Garibaldi,unclassified,True,39.583,"LINESTRING (11.2777558 44.4786942, 11.2777729 44.4787278, 11.2778734 44.4789258, 11.2779257 44.4790289)",,,,,,,
10299208,False,,residential,False,39.855,"LINESTRING (11.2749759 44.4788035, 11.2749019 44.4788252, 11.2745113 44.4789398)",,,,,,,
1223472272,True,Via Piave,unclassified,False,46.257,"LINESTRING (11.2749759 44.4788035, 11.2749308 44.4786949, 11.2749105 44.4786459, 11.2748628 44.4784853, 11.2748317 44.4784007)",,,,,,,
10299181,True,Via Nino Bixio,residential,False,57.316,"LINESTRING (11.2756813 44.4786967, 11.2753153 44.4787362, 11.2750563 44.4787876, 11.2749759 44.4788035)",,,,,,,
26429628,True,Via Camillo Cavour,residential,False,27.02,"LINESTRING (11.2756813 44.4786967, 11.275691 44.4788148, 11.2757119 44.4789386)",1,,,,,,
10299208,False,,residential,True,39.855,"LINESTRING (11.2745113 44.4789398, 11.2749019 44.4788252, 11.2749759 44.4788035)",,,,,,,
10299231,True,Via primo Maggio,residential,False,92.56099999999999,"LINESTRING (11.2745113 44.4789398, 11.2746004 44.479004, 11.2746642 44.479079, 11.2746907 44.479123, 11.2747143 44.4791825, 11.2747402 44.479344, 11.2747331 44.4794263, 11.2746972 44.4795198, 11.2746326 44.4796471, 11.274592 44.4797078)",,,,,,,
10299231,True,Via primo Maggio,residential,False,13.853,"LINESTRING (11.274592 44.4797078, 11.2744684 44.4797958)",,,,,,,
10299232,False,Via don Giovanni Minzoni,residential,False,9.745,"LINESTRING (11.2740924 44.4800685, 11.2739698 44.4800632)",,,,,,,
10299232,False,Via don Giovanni Minzoni,residential,True,105.463,"LINESTRING (11.2729622 44.4799311, 11.2730264 44.4801905, 11.2739698 44.4800632)",,,,,,,
10299232,False,Via don Giovanni Minzoni,residential,True,9.745,"LINESTRING (11.2739698 44.4800632, 11.2740924 44.4800685)",,,,,,,
10299232,False,Via don Giovanni Minzoni,residential,False,105.463,"LINESTRING (11.2739698 44.4800632, 11.2730264 44.4801905, 11.2729622 44.4799311)",,,,,,,
10299256,True,Via Gastone Sozzi,residential,False,188.69899999999998,"LINESTRING (11.2739698 44.4800632, 11.27374 44.4790785, 11.2737287 44.4790095, 11.2737305 44.4789874, 11.2737398 44.4789719, 11.2737524 44.4789605, 11.2737677 44.4789503, 11.2737941 44.47894, 11.2738767 44.4789163, 11.2740477 44.4788839, 11.2742389 44.4788709, 11.2743098 44.4788724, 11.27439 44.4788833, 11.2744326 44.4789001, 11.2744593 44.4789106, 11.2745113 44.4789398)",,,,,,,
10299448,False,Via Porrettana,primary,False,22.792,"LINESTRING (11.2748317 44.4784007, 11.2745578 44.4784625)",,,,,,,
18507806,True,Via Martiri della Libertà,unclassified,False,20.405,"LINESTRING (11.2748317 44.4784007, 11.2748074 44.4783263, 11.274782 44.4782472, 11.2747738 44.4782219)",,,,,,,
374283552,False,Via Porrettana,primary,True,70.479,"LINESTRING (11.2748317 44.4784007, 11.2749572 44.4783801, 11.2750396 44.4783665, 11.2752537 44.4783135, 11.2754095 44.4782718, 11.2755528 44.4782516, 11.2756857 44.4782314)",3,,,,,,
18507049,True,Via Porrettana,primary,False,26.935000000000002,"LINESTRING (11.2718759 44.4791277, 11.271817 44.4791622, 11.2717712 44.4792102, 11.2717193 44.4792646, 11.2716737 44.4793197)",,,,,,,
"[10299448, 38079193, 38079194]",False,Via Porrettana,primary,True,225.349,"LINESTRING (11.2718759 44.4791277, 11.2720938 44.4790578, 11.2744922 44.4784782, 11.2745578 44.4784625)",,yes,,,,,
18507047,True,Rotonda Biagi,primary,False,24.289,"LINESTRING (11.2715701 44.4794577, 11.2715067 44.4794882, 11.2714347 44.4795068, 11.2713585 44.4795121, 11.2712828 44.479504)",,,50,roundabout,,,
18507047,True,Rotonda Biagi,primary,False,17.023000000000003,"LINESTRING (11.2712828 44.479504, 11.2712166 44.4794847, 11.2711584 44.4794551, 11.2711112 44.4794167)",,,50,roundabout,,,
18508521,True,Via Bazzanese,secondary,False,25.208,"LINESTRING (11.2711112 44.4794167, 11.2709945 44.4793893, 11.2708004 44.4793769)",,,50,,SP569R,,
479678299,True,Rotonda Biagi,primary,False,19.169,"LINESTRING (11.2711112 44.4794167, 11.2710819 44.479379, 11.2710634 44.4793379, 11.2710564 44.4792951, 11.2710612 44.4792522)",,,50,roundabout,,,
479678298,True,Rotonda Biagi,primary,False,5.283,"LINESTRING (11.2710612 44.4792522, 11.2710799 44.4792066)",,,50,roundabout,,,
479678301,True,Rotonda Biagi,primary,False,18.477,"LINESTRING (11.271263 44.4790825, 11.2713389 44.4790708, 11.2714164 44.4790728, 11.2714909 44.4790885)",,,50,roundabout,,,
18507052,True,Via Porrettana,primary,False,31.320999999999998,"LINESTRING (11.2714909 44.4790885, 11.2715865 44.4791176, 11.2716277 44.479123, 11.2717086 44.4791307, 11.2718759 44.4791277)",,,,,,,
479678300,True,Rotonda Biagi,primary,False,31.594,"LINESTRING (11.2714909 44.4790885, 11.2715484 44.4791121, 11.2715977 44.4791439, 11.2716363 44.4791824, 11.2716625 44.4792259, 11.2716752 44.4792724, 11.2716737 44.4793197)",,,50,roundabout,,,
18507047,True,Rotonda Biagi,primary,False,17.768,"LINESTRING (11.2716737 44.4793197, 11.2716614 44.4793587, 11.2716396 44.4793955, 11.2716088 44.4794288, 11.2715701 44.4794577)",,,50,roundabout,,,
18507806,True,Via Martiri della Libertà,unclassified,False,238.782,"LINESTRING (11.274751 44.478113, 11.2747312 44.4779312, 11.2747182 44.4776845, 11.2747237 44.4774805, 11.2747247 44.4773168, 11.2747377 44.477126, 11.2747768 44.4768568, 11.2748322 44.4766198, 11.2749308 44.4763383, 11.2750505 44.4760772, 11.2750878 44.4759979)",,,,,,,
"[476692493, 476692492, 134218845]",False,"['Piazza Giacomo Matteotti', 'Via Giuseppe Verdi']",residential,False,174.78,"LINESTRING (11.274751 44.478113, 11.2746861 44.4781275, 11.2744553 44.4781793, 11.2745447 44.4783711, 11.273024 44.4787477)",,,,,,,
134133896,True,Via Guglielmo Marconi,secondary,False,27.538,"LINESTRING (11.2756782 44.4752178, 11.27589 44.475414)",,,,,,,
46343706,True,Via Camillo Ronzani,unclassified,False,42.297,"LINESTRING (11.2756782 44.4752178, 11.2758097 44.4751546, 11.2758753 44.4751358, 11.2759585 44.4751023, 11.2760309 44.4750397, 11.2761026 44.4749957)",,,,,,,
1009378975,False,Via Guglielmo Marconi,secondary,True,42.781000000000006,"LINESTRING (11.2756782 44.4752178, 11.2755011 44.4750665, 11.2753406 44.4749179)",,,,,,,
1205117458,False,Via Guglielmo Marconi,secondary,True,33.652,"LINESTRING (11.2743663 44.4741047, 11.2740755 44.4738844)",,,,,,,
"[133499408, 133498714]",False,"['Via Alfredo Testoni', 'Via V. Sandri']",residential,"[False, True]",184.65699999999998,"LINESTRING (11.2743663 44.4741047, 11.2745363 44.4740051, 11.2747173 44.4739354, 11.2750054 44.4738227, 11.2752976 44.4737088, 11.2756285 44.4735822, 11.27554 44.4734569, 11.2752342 44.4730331)",,,,,,,
1205117458,False,Via Guglielmo Marconi,secondary,False,118.965,"LINESTRING (11.2743663 44.4741047, 11.2749594 44.4745959, 11.2750988 44.4747136, 11.2751775 44.4747801, 11.2753406 44.4749179)",,,,,,,
134191570,True,Via Calzavecchio,unclassified,False,54.338,"LINESTRING (11.2738826 44.4736578, 11.2732426 44.4738317)",,,,,,,
1205117458,False,Via Guglielmo Marconi,secondary,False,29.481,"LINESTRING (11.2738826 44.4736578, 11.2740755 44.4738844)",,,,,,,
476046370,False,Via Guglielmo Marconi,secondary,True,12.881,"LINESTRING (11.2738826 44.4736578, 11.273877 44.4736504, 11.2738075 44.4735551)",,,,,,,
476046370,False,Via Guglielmo Marconi,secondary,False,12.881,"LINESTRING (11.2738075 44.4735551, 11.273877 44.4736504, 11.2738826 44.4736578)",,,,,,,
476046370,False,Via Guglielmo Marconi,secondary,True,86.514,"LINESTRING (11.2738075 44.4735551, 11.2733762 44.4729478, 11.2733146 44.4728611)",,,,,,,
