osmid,oneway,name,highway,reversed,length,geometry,access,ref,lanes,junction,bridge,tunnel
30193690,False,Via Aldo Moro e Vittime,tertiary,False,34.407,"LINESTRING (17.0081601 41.0102101, 17.0085316 41.0100791)",,,,,,
196202001,False,Via Mola,secondary,True,33.321,"LINESTRING (17.0081601 41.0102101, 17.0084863 41.010381)",,,,,,
215120821,True,Via Pietro Di Donna,tertiary,False,32.931,"LINESTRING (17.0081601 41.0102101, 17.0078017 41.0103308)",,,,,,
31048926,False,Via San Francesco d'Assisi,secondary,False,113.778,"LINESTRING (17.0035641 41.0092751, 17.0022847 41.0096141)",,,,,,
31048926,False,Via San Francesco d'Assisi,secondary,True,17.514,"LINESTRING (17.0035641 41.0092751, 17.0037558 41.0092128)",,,,,,
31299317,True,Via Saffi,unclassified,False,39.986,"LINESTRING (17.0035641 41.0092751, 17.0036031 41.0089167)",,,,,,
31299323,True,Via Pietro Debellis,residential,False,30.351,"LINESTRING (17.0065086 41.0094579, 17.0066376 41.0092029)",,,,,,
31048925,True,Via Mola,tertiary,False,109.226,"LINESTRING (17.0065086 41.0094579, 17.007156 41.0097611, 17.0076186 41.009971)",,,,,,
31048926,False,Via San Francesco d'Assisi,secondary,False,6.926,"LINESTRING (17.0018728 41.0097348, 17.0017932 41.0097183)",,,,,,
31298768,False,Via Poerio,secondary,False,21.435,"LINESTRING (17.0018728 41.0097348, 17.0021141 41.0097981)",,,,,,
31048926,False,Via San Francesco d'Assisi,secondary,True,37.077,"LINESTRING (17.0018728 41.0097348, 17.0020485 41.0096841, 17.0022847 41.0096141)",,,,,,
30193562,False,Via Noicattaro,secondary,False,90.592,"LINESTRING (17.0014383 41.0143692, 17.0018717 41.013623)",,,,,,
30193562,False,Via Noicattaro,secondary,True,6.616,"LINESTRING (17.0014383 41.0143692, 17.0014049 41.0144231)",,,,,,
30193562,False,Via Noicattaro,secondary,True,17.664,"LINESTRING (17.0027131 41.0121289, 17.0026271 41.0122739)",,,,,,
441640538,True,Via Noicattaro,secondary,False,11.858,"LINESTRING (17.0027131 41.0121289, 17.0027428 41.0120657, 17.0027469 41.0120485, 17.002751 41.0120266)",,,,,,
196967612,False,Via Leopoldo Tarantini,secondary,True,98.868,"LINESTRING (17.0039086 41.0112524, 17.0030622 41.011871)",,,,,,
196967622,False,Via Leopoldo Tarantini,unclassified,True,25.652,"LINESTRING (17.0039086 41.0112524, 17.0041273 41.0110912)",,,,,,
31048921,True,Corso Benedetto Cairoli,tertiary,False,31.689999999999998,"LINESTRING (17.0039086 41.0112524, 17.0038484 41.0112073, 17.0037053 41.0110145)",,,,,,
31048921,True,Corso Benedetto Cairoli,tertiary,False,64.847,"LINESTRING (17.0037053 41.0110145, 17.003607 41.0107575, 17.0035495 41.0105974, 17.0035456 41.0105866, 17.0034908 41.0104543)",,,,,,
196965015,True,Largo Pineta,unclassified,False,64.237,"LINESTRING (17.0034908 41.0104543, 17.0027253 41.010446)",,,,,,
31048921,True,Corso Benedetto Cairoli,tertiary,False,38.208,"LINESTRING (17.0034908 41.0104543, 17.003466 41.010249, 17.0034598 41.010198, 17.0034634 41.0101118)",,,,,,
31048926,False,Via San Francesco d'Assisi,secondary,False,17.514,"LINESTRING (17.0037558 41.0092128, 17.0035641 41.0092751)",,,,,,
1236093461,True,Corso Giuseppe Mazzini,tertiary,False,52.858999999999995,"LINESTRING (17.0037558 41.0092128, 17.0039992 41.0091434, 17.00435 41.0090552)",,,,,,
30193601,True,Corso Giuseppe Garibaldi,tertiary,False,72.448,"LINESTRING (17.0051695 41.0115364, 17.0048705 41.0115899, 17.0047855 41.0116004, 17.0047097 41.0116044, 17.0046517 41.0116041, 17.0045905 41.0115991, 17.0045269 41.0115871, 17.0044123 41.0115541, 17.0043378 41.0115213)",,,,,,
162560528,True,Via Felice Cavallotti,unclassified,False,75.353,"LINESTRING (17.0051695 41.0115364, 17.0052268 41.0116952, 17.0056091 41.0121195)",,,,,,
30193601,True,Corso Giuseppe Garibaldi,tertiary,False,138.387,"LINESTRING (17.0064149 41.0107832, 17.0063103 41.0109104, 17.0061911 41.0110478, 17.0060781 41.011138, 17.0057338 41.0113529, 17.0055744 41.0114378, 17.0054601 41.0114768, 17.0053575 41.0115027, 17.0051695 41.0115364)",,,,,,
31048922,True,,tertiary,False,6.131,"LINESTRING (17.007267 41.0104825, 17.0072009 41.010506)",,,,,,
162582014,True,Via Marsala,residential,False,64.072,"LINESTRING (17.007267 41.0104825, 17.0076186 41.009971)",,,,,,
162560528,True,Via Felice Cavallotti,unclassified,False,9.727,"LINESTRING (17.0056091 41.0121195, 17.0056705 41.0121937)",,,,,,
162560534,True,Via Ernesto Diomenda,residential,False,129.394,"LINESTRING (17.0056091 41.0121195, 17.0045523 41.01229, 17.0041011 41.0122169)",,,,,,
162560529,False,Via del Ciliegio,unclassified,False,53.492,"LINESTRING (17.0094384 41.0128316, 17.0100721 41.0127789)",,,,,,
162560529,False,Via del Ciliegio,unclassified,True,187.621,"LINESTRING (17.0094384 41.0128316, 17.0072134 41.0129999)",,,,,,
196206385,False,Via delle Querce,unclassified,True,84.67,"LINESTRING (17.0094384 41.0128316, 17.0088179 41.0122311)",,,,,,
31028954,False,Via del Melograno,unclassified,False,15.609,"LINESTRING (17.0111326 41.0126846, 17.011271 41.0125908)",,,,,,
31028954,False,Via del Melograno,unclassified,True,20.116,"LINESTRING (17.0111326 41.0126846, 17.0109603 41.0128104)",,,,,,
162560529,False,Via del Ciliegio,unclassified,True,16.779,"LINESTRING (17.0111326 41.0126846, 17.0109342 41.0127035)",,,,,,
196202001,False,Via Mola,secondary,True,24.624,"LINESTRING (17.0095816 41.0110689, 17.0098185 41.0111996)",,,,,,
196202001,False,Via Mola,secondary,False,54.052,"LINESTRING (17.0095816 41.0110689, 17.0094744 41.0110053, 17.0090857 41.0107587)",,,,,,
441635944,True,Via Due Pozzi,tertiary,False,34.661,"LINESTRING (17.0095816 41.0110689, 17.0096354 41.0110089, 17.0097538 41.0109116, 17.0098617 41.0108419)",,,,,,
197138522,False,Via Madonna delle Grazie,unclassified,True,13.482,"LINESTRING (17.008613 41.0139586, 17.0086345 41.0139813, 17.0086674 41.0140082, 17.008721 41.014048)",,,,,,
928443190,True,Via Madonna delle Grazie,residential,False,10.543,"LINESTRING (17.008613 41.0139586, 17.0085922 41.0139764, 17.0085649 41.0139882, 17.0085341 41.0139927, 17.008503 41.0139896)",,,,,,
928443189,False,Via Madonna delle Grazie,unclassified,False,6.234,"LINESTRING (17.0084396 41.0136973, 17.0083874 41.0136574)",,,,,,
928443191,True,Via Madonna delle Grazie,unclassified,False,22.394000000000002,"LINESTRING (17.0084396 41.0136973, 17.0084784 41.0137249, 17.008499 41.0137464, 17.0085485 41.0138134, 17.008589 41.0138626)",,,,,,
928443189,False,Via Madonna delle Grazie,unclassified,True,6.234,"LINESTRING (17.0083874 41.0136574, 17.0084396 41.0136973)",,,,,,
31028954,False,Via del Melograno,unclassified,False,161.765,"LINESTRING (17.0083874 41.0136574, 17.0085178 41.0135612, 17.0086172 41.0134911, 17.0087166 41.0134443, 17.0095228 41.0131822, 17.0097981 41.0131515, 17.0101301 41.0131111)",,,,,,
928443189,False,Via Madonna delle Grazie,unclassified,False,131.59300000000002,"LINESTRING (17.0083874 41.0136574, 17.0082175 41.0135576, 17.0073507 41.0132749, 17.0072713 41.0132273, 17.0072381 41.0131314, 17.0072134 41.0129999)",,,,,,
31048725,False,Via Giovanni Paisiello,unclassified,True,66.287,"LINESTRING (17.0079711 41.007916, 17.008727 41.0080892)",,,,,,
196573701,False,Via Francesco Saverio Mercadante,residential,False,65.605,"LINESTRING (17.0079711 41.007916, 17.0077084 41.0084717)",,,,,,
196573701,False,Via Francesco Saverio Mercadante,residential,True,11.369,"LINESTRING (17.0079711 41.007916, 17.0079863 41.0078144)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,False,33.583,"LINESTRING (17.009871 41.0085874, 17.0095674 41.0087842)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,True,25.281,"LINESTRING (17.009871 41.0085874, 17.0099197 41.0085183, 17.0099769 41.0083756)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,True,33.583,"LINESTRING (17.0095674 41.0087842, 17.009871 41.0085874)",,,,,,
165212553,True,Via Giosuè Carducci,residential,False,49.321,"LINESTRING (17.0095674 41.0087842, 17.0098109 41.0091879)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,False,49.617000000000004,"LINESTRING (17.0095674 41.0087842, 17.0093929 41.0088583, 17.009032 41.008972)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,False,22.776,"LINESTRING (17.0076702 41.0096951, 17.0077577 41.009889)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,True,53.418000000000006,"LINESTRING (17.0076702 41.0096951, 17.0077661 41.00955, 17.0079555 41.0093853, 17.0080542 41.0093183)",,,,,,
196573704,True,Via Cialdini,unclassified,False,102.894,"LINESTRING (17.0076702 41.0096951, 17.0070155 41.0094309, 17.0066376 41.0092029)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,True,12.694,"LINESTRING (17.0084262 41.009169, 17.0085658 41.009125)",,,,,,
31048741,False,Via Francesco Petrarca,unclassified,False,81.679,"LINESTRING (17.0084262 41.009169, 17.0078287 41.0085891)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,False,35.382,"LINESTRING (17.0084262 41.009169, 17.0083257 41.0092056, 17.0082512 41.0092327, 17.0081342 41.0092813, 17.0080542 41.0093183)",,,,,,
196573701,False,Via Francesco Saverio Mercadante,residential,False,91.101,"LINESTRING (17.0080448 41.0069963, 17.0079863 41.0078144)",,,,,,
196573707,False,Via Pietro Mascagni,unclassified,True,35.699,"LINESTRING (17.0080448 41.0069963, 17.0076606 41.0071342)",,,,,,
195268669,True,Viale Leonardo da Vinci,tertiary,False,135.654,"LINESTRING (17.0057655 41.0068473, 17.0044124 41.0075149)",,,,,,
196686486,True,Via Le More,residential,False,41.483,"LINESTRING (17.0057655 41.0068473, 17.0060922 41.0071273)",,,,,,
196686486,True,Via Le More,residential,False,7.861,"LINESTRING (17.0057092 41.0067908, 17.0057655 41.0068473)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,False,130.837,"LINESTRING (17.0103812 41.0072392, 17.0099769 41.0083756)",,,,,,
31048725,False,Via Giovanni Paisiello,unclassified,False,109.607,"LINESTRING (17.0099769 41.0083756, 17.008727 41.0080892)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,True,130.837,"LINESTRING (17.0099769 41.0083756, 17.0103812 41.0072392)",,,,,,
31048739,False,Via Dante Alighieri,tertiary,False,25.281,"LINESTRING (17.0099769 41.0083756, 17.0099197 41.0085183, 17.009871 41.0085874)",,,,,,
31297762,False,Via Filippo Turati,residential,True,44.892,"LINESTRING (17.0012792 41.0154843, 17.000746 41.0154506)",,,,,,
31297762,False,Via Filippo Turati,residential,False,89.563,"LINESTRING (17.0012792 41.0154843, 17.0018932 41.0155231, 17.0023431 41.0155503)",,,,,,
30193562,False,Via Noicattaro,secondary,False,40.174,"LINESTRING (17.000746 41.0154506, 17.0009616 41.015128)",,,,,,
31297762,False,Via Filippo Turati,residential,False,44.892,"LINESTRING (17.000746 41.0154506, 17.0012792 41.0154843)",,,,,,
31297763,False,Via Peucetia,residential,False,59.785,"LINESTRING (17.0023431 41.0155503, 17.0028997 41.0152146)",,,,,,
31297762,False,Via Filippo Turati,residential,True,89.563,"LINESTRING (17.0023431 41.0155503, 17.0018932 41.0155231, 17.0012792 41.0154843)",,,,,,
31297768,True,Via San Giovanni Bosco,residential,False,79.292,"LINESTRING (17.0050025 41.0125166, 17.0054392 41.0124386, 17.005616 41.0127885)",,,,,,
162551159,True,Via San Giovanni Bosco,residential,False,84.527,"LINESTRING (17.0050025 41.0125166, 17.0045987 41.0125696, 17.0043152 41.0125517, 17.0040094 41.0125011)",,,,,,
31297763,False,Via Peucetia,residential,False,66.437,"LINESTRING (17.0028997 41.0152146, 17.0035005 41.0148254)",,,,,,
31297763,False,Via Peucetia,residential,True,59.785,"LINESTRING (17.0028997 41.0152146, 17.0023431 41.0155503)",,,,,,
31297764,True,Via Giustino Fortunato,residential,False,53.46,"LINESTRING (17.0028997 41.0152146, 17.0027549 41.0147464)",,,,,,
31297764,True,Via Giustino Fortunato,residential,False,25.061,"LINESTRING (17.0027549 41.0147464, 17.0026653 41.0145314)",,,,,,
31297766,True,Via Puglia,residential,False,18.467,"LINESTRING (17.0026653 41.0145314, 17.0024642 41.0144639)",,,,,,
31297766,True,Via Puglia,residential,False,16.51,"LINESTRING (17.0028457 41.0145907, 17.0026653 41.0145314)",,,,,,
