osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,bridge,maxspeed
170729463,Via Giuseppe Garibaldi,residential,False,False,51.757,"LINESTRING (9.1486699 45.609982, 9.1480899 45.6100938, 9.1480281 45.6101048)",,,,
"[170729499, 170729463]","['Via Giuseppe Garibaldi', 'Via Enrico Toti']",residential,False,True,93.94500000000002,"LINESTRING (9.1486699 45.609982, 9.1493493 45.609847, 9.1494265 45.6098277, 9.1494588 45.6098157, 9.1494877 45.6097915, 9.1494916 45.609756, 9.1494958 45.6097056, 9.1495007 45.6095554)",,,,
170729463,Via Giuseppe Garibaldi,residential,False,True,59.098,"LINESTRING (9.1472952 45.6102448, 9.147415 45.61022, 9.1480281 45.6101048)",,,,
1094697766,Piazza Anselmo Quarto da Bovisio,tertiary,False,False,41.089,"LINESTRING (9.1472952 45.6102448, 9.1472388 45.6101663, 9.1470961 45.6099773, 9.147049 45.6099179)",2,,,
1094697766,Piazza Anselmo Quarto da Bovisio,tertiary,False,True,50.596999999999994,"LINESTRING (9.1472952 45.6102448, 9.1473444 45.6103135, 9.1475892 45.6106507)",2,,,
171253802,Corso Milano,tertiary,False,False,10.897,"LINESTRING (9.1456471 45.6068368, 9.1456471 45.6067388)",2,,,
170729426,Via Gaetana Agnesi,residential,True,False,88.041,"LINESTRING (9.1456471 45.6068368, 9.1457335 45.6068368, 9.1467776 45.6068006)",,,,
171253802,Corso Milano,tertiary,False,True,87.299,"LINESTRING (9.1456471 45.6068368, 9.1456474 45.6069375, 9.1456491 45.6076219)",2,,,
171253802,Corso Milano,tertiary,False,False,87.299,"LINESTRING (9.1456491 45.6076219, 9.1456474 45.6069375, 9.1456471 45.6068368)",2,,,
171253802,Corso Milano,tertiary,False,True,25.043,"LINESTRING (9.1456491 45.6076219, 9.1456502 45.6076345, 9.1456686 45.6078467)",2,,,
59359128,Via Giuseppe Parini,residential,True,False,61.492,"LINESTRING (9.1456686 45.6078467, 9.1455992 45.6078764, 9.1449661 45.6080999)",,,,
171253802,Corso Milano,tertiary,False,False,25.043,"LINESTRING (9.1456686 45.6078467, 9.1456502 45.6076345, 9.1456491 45.6076219)",2,,,
171253802,Corso Milano,tertiary,False,True,82.65899999999999,"LINESTRING (9.1456686 45.6078467, 9.1458412 45.6081595, 9.1460654 45.6084823, 9.1460985 45.6085257)",2,,,
59359131,Via Milite Ignoto,residential,True,False,192.77700000000002,"LINESTRING (9.1460985 45.6085257, 9.1461968 45.6085186, 9.1484652 45.6083963, 9.1485692 45.6083907)",,,,
171253802,Corso Milano,tertiary,False,False,82.65899999999999,"LINESTRING (9.1460985 45.6085257, 9.1460654 45.6084823, 9.1458412 45.6081595, 9.1456686 45.6078467)",2,,,
171253802,Corso Milano,tertiary,False,True,171.55700000000002,"LINESTRING (9.1460985 45.6085257, 9.1461975 45.6086709, 9.146303 45.6088228, 9.1469867 45.6098296, 9.147049 45.6099179)",2,,,
193407104,Piazza Aldo Moro,tertiary,True,False,18.221,"LINESTRING (9.1478877 45.61174, 9.1479477 45.6115816)",,,,
170729484,Piazza Aldo Moro,tertiary,True,False,18.34,"LINESTRING (9.1478877 45.61174, 9.1479269 45.6117124, 9.1479903 45.6116858, 9.1480201 45.6116782, 9.1480582 45.6116766, 9.1480941 45.6116806)",,,,
193407101,Corso Italia,tertiary,False,True,49.442,"LINESTRING (9.1472067 45.6143743, 9.147272 45.6140112, 9.1472868 45.6139332)",2,,,
27949009,Via Fiume,residential,True,False,77.92399999999999,"LINESTRING (9.1445934 45.613167, 9.1446593 45.6131678, 9.1455951 45.6131785)",,,,
171253838,Via Ventiquattro Maggio,residential,True,False,99.715,"LINESTRING (9.1445934 45.613167, 9.1445703 45.6126082, 9.1445492 45.6122708)",,,,
170729493,Corso Italia,tertiary,False,False,32.942,"LINESTRING (9.147447 45.6132089, 9.1474354 45.6132618, 9.1473825 45.6135017)",,,,
170729493,Corso Italia,tertiary,False,True,111.836,"LINESTRING (9.147447 45.6132089, 9.1475771 45.61259, 9.1476203 45.6123509, 9.1476548 45.6122138)",,,,
146385095,Via Comasinella,tertiary,False,False,60.49,"LINESTRING (9.1554329 45.6062969, 9.1553611 45.606399, 9.1553158 45.6064728, 9.1552556 45.6065711, 9.1551158 45.6067935)",,,,
146385095,Via Comasinella,tertiary,False,False,29.833,"LINESTRING (9.1542367 45.6079695, 9.15418 45.6080614, 9.154083 45.6082153)",,,,
146385095,Via Comasinella,tertiary,False,True,73.636,"LINESTRING (9.1542367 45.6079695, 9.1544773 45.607729, 9.1546321 45.6075502, 9.1547244 45.6074042)",,,,
146385095,Via Comasinella,tertiary,False,False,64.03699999999999,"LINESTRING (9.154083 45.6082153, 9.1540257 45.608316, 9.1539717 45.6084496, 9.1538915 45.6086713, 9.1538557 45.6087681)",,,,
146385095,Via Comasinella,tertiary,False,True,29.833,"LINESTRING (9.154083 45.6082153, 9.15418 45.6080614, 9.1542367 45.6079695)",,,,
171111399,Via Adige,residential,False,True,74.516,"LINESTRING (9.154083 45.6082153, 9.1541521 45.6082322, 9.1541983 45.60824, 9.1546703 45.6083288, 9.1550057 45.6083949)",,,,
146385095,Via Comasinella,tertiary,False,False,62.662000000000006,"LINESTRING (9.1534308 45.6115947, 9.1534256 45.611618, 9.1534137 45.6116719, 9.1534006 45.611708, 9.1533779 45.6117707, 9.1532737 45.6120616, 9.1532585 45.6120973, 9.1532395 45.6121417)",,,,
146385095,Via Comasinella,tertiary,False,True,81.5,"LINESTRING (9.1534308 45.6115947, 9.1534436 45.6115138, 9.15347 45.6112039, 9.153499 45.6108634)",,,,
1092017685,Via Tolmino,residential,False,True,89.594,"LINESTRING (9.1534308 45.6115947, 9.1535622 45.6116083, 9.1537551 45.6116274, 9.1540045 45.6116429, 9.1545718 45.6117032)",,,,
193407212,,tertiary,True,False,1.393,"LINESTRING (9.1529016 45.6130052, 9.1529139 45.6129961)",,roundabout,,
170729435,Via Desio,tertiary,False,True,90.774,"LINESTRING (9.1545747 45.6129896, 9.1543311 45.6129948, 9.154256 45.6129964, 9.1540119 45.6130074, 9.1534084 45.6130147)",2,,,
171038159,Via Venezia,residential,True,False,76.128,"LINESTRING (9.1545747 45.6129896, 9.1545695 45.6129483, 9.1545796 45.612581, 9.1545808 45.6123052)",,,,
"[168995076, 170660205]",Via Giacomo Matteotti,tertiary,False,False,165.398,"LINESTRING (9.1551874 45.605919, 9.1551175 45.605924, 9.1550303 45.605932, 9.1547985 45.6059796, 9.1542584 45.6060671, 9.1541889 45.6060791, 9.1536296 45.6061687, 9.1532693 45.6061825, 9.1531039 45.6061744)",,,yes,
59359146,Via Carlo Forlanini,residential,True,False,113.876,"LINESTRING (9.1494652 45.6057032, 9.149462 45.6057891, 9.1494239 45.6067269)",,,,
170660205,Via Giacomo Matteotti,tertiary,False,False,54.069,"LINESTRING (9.1494652 45.6057032, 9.1493556 45.6056916, 9.1489245 45.6056901, 9.1487714 45.6056896)",,,,
170660205,Via Giacomo Matteotti,tertiary,False,True,93.10499999999999,"LINESTRING (9.1494652 45.6057032, 9.1495868 45.6057187, 9.1503612 45.6058231, 9.1504905 45.6058377, 9.1506409 45.6058596)",,,,
170660205,Via Giacomo Matteotti,tertiary,False,True,104.087,"LINESTRING (9.1456699 45.605679, 9.145815 45.6056795, 9.1462816 45.6056811, 9.1469162 45.6056833, 9.1470079 45.6056836)",,,,
