osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,tunnel,junction
524995228,True,Via Giuseppe Garibaldi,residential,30,False,28.944000000000003,"LINESTRING (7.8283493 45.0157484, 7.8282007 45.0157082, 7.8281461 45.0156553, 7.8280786 45.0155882)",,,,
532562913,False,Via Andezeno,secondary,,True,32.159,"LINESTRING (7.8283493 45.0157484, 7.8285532 45.0158486, 7.8286852 45.0159135)",3,,,
592192194,False,Corso Bruno Buozzi,primary,,True,23.081,"LINESTRING (7.8283493 45.0157484, 7.828155 45.0157881, 7.8280672 45.015806)",2,SS10,,
48626168,False,Strada Valle Pasano,tertiary,,False,10.911,"LINESTRING (7.8270852 45.0159894, 7.8270981 45.0160871)",,,,
524519280,False,Corso Bruno Buozzi,primary,50,False,53.099,"LINESTRING (7.8270852 45.0159894, 7.8277394 45.0158704)",2,SS10,,
"[520161292, 520161293, 520161294, 520161295, 524519280, 524519281]",False,Corso Bruno Buozzi,primary,50,True,425.4459999999999,"LINESTRING (7.8270852 45.0159894, 7.8252469 45.0163085, 7.8250287 45.0163414, 7.8238696 45.0163771, 7.8234506 45.0163641, 7.8232813 45.0163496, 7.823161 45.0163394, 7.8228089 45.0163097, 7.8226679 45.0162978, 7.8217459 45.0162199)",2,SS10,yes,
46256340,False,Via Vittorio Emanuele II,residential,30,True,103.894,"LINESTRING (7.8231498 45.0137067, 7.8231157 45.0137326, 7.8230597 45.013773, 7.8229921 45.013841, 7.8229461 45.0138886, 7.8227894 45.013991, 7.8227588 45.014011, 7.822301 45.0142802, 7.8222008 45.0143277, 7.8221831 45.0143361)",,,,
46256341,False,Via Palazzo di Città,residential,30,False,58.635999999999996,"LINESTRING (7.8231498 45.0137067, 7.8231156 45.0136847, 7.8230409 45.0136375, 7.822591 45.0133574)",,,,
189696159,False,Via Vittorio Emanuele II,residential,30,False,50.53,"LINESTRING (7.8268208 45.0094006, 7.8268034 45.0094278, 7.8266352 45.0097405, 7.8265823 45.0098224)",,,,
189696160,True,Via delle Rosine,residential,30,False,91.19900000000001,"LINESTRING (7.8268208 45.0094006, 7.8268928 45.0094109, 7.8272062 45.0094637, 7.8279627 45.0095415)",,,,
