osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,junction,access,lanes
70214352,Viale dei Mille,tertiary,False,False,39.043,"LINESTRING (12.3538099 44.2606597, 12.3533493 44.2605394)",,,,,
70214352,Viale dei Mille,tertiary,False,True,56.168,"LINESTRING (12.3538099 44.2606597, 12.3544773 44.2608231)",,,,,
26159473,Viale Trieste,residential,False,False,96.42599999999999,"LINESTRING (12.3538099 44.2606597, 12.3537588 44.2607416, 12.3532887 44.2614424)",,,,,
31558289,Viale Roma,unclassified,False,True,120.679,"LINESTRING (12.3514396 44.2616681, 12.3527414 44.2621424, 12.3527903 44.2621602)",,,,,
42052934,Via Torre San Michele,unclassified,True,False,79.32199999999999,"LINESTRING (12.3514396 44.2616681, 12.351038 44.2622478, 12.351001 44.2623085)",,,,,
35205620,Viale della Stazione,unclassified,False,False,133.624,"LINESTRING (12.3491944 44.2592791, 12.347748 44.25867)",,,,,
495136881,Viale della Stazione,tertiary,False,False,99.498,"LINESTRING (12.3491944 44.2592791, 12.3502761 44.2597269)",,,,,
495136886,Circonvallazione Edoardo Sacchetti,tertiary,False,True,85.132,"LINESTRING (12.3491944 44.2592791, 12.3487409 44.2599724)",,,,,
31712683,Ponte San Giorgio,tertiary_link,True,False,9.89,"LINESTRING (12.3456367 44.2610928, 12.3455325 44.2611412)",,,,,
"[35398615, 35309911]",Ponte San Giorgio,tertiary,False,False,32.849000000000004,"LINESTRING (12.3456367 44.2610928, 12.3458344 44.2609723, 12.3459467 44.260898)",yes,,,,
158750550,Via Martiri Fantini,tertiary_link,True,False,48.142,"LINESTRING (12.3456367 44.2610928, 12.3456678 44.2612369, 12.3457494 44.261302, 12.3459702 44.2614239)",,,,,
27432396,Ponte San Giorgio,tertiary_link,True,False,19.568,"LINESTRING (12.3453912 44.2610852, 12.3456367 44.2610928)",,,,,
27432395,Rotonda Sandro Pertini,tertiary,True,False,13.001999999999999,"LINESTRING (12.3453912 44.2610852, 12.3454677 44.2611057, 12.3455325 44.2611412)",,SP254,roundabout,,
27432395,Rotonda Sandro Pertini,tertiary,True,False,36.704,"LINESTRING (12.3455802 44.2613716, 12.345525 44.2614244, 12.3454487 44.2614615, 12.3453597 44.2614787, 12.3452677 44.2614741, 12.3451829 44.2614482)",,SP254,roundabout,,
26159473,Viale Trieste,residential,False,True,89.139,"LINESTRING (12.3527903 44.2621602, 12.3532887 44.2614424)",,,,,
31558289,Viale Roma,unclassified,False,True,187.339,"LINESTRING (12.3527903 44.2621602, 12.3548998 44.262906)",,,,,
31558289,Viale Roma,unclassified,False,False,120.679,"LINESTRING (12.3527903 44.2621602, 12.3527414 44.2621424, 12.3514396 44.2616681)",,,,,
31879777,Via Martiri Fantini,tertiary,False,True,40.332,"LINESTRING (12.3441319 44.2604346, 12.3439645 44.2603463, 12.3437021 44.2602443)",,SP254,,,
170138809,Via Martiri Fantini,tertiary,True,False,57.816,"LINESTRING (12.3441319 44.2604346, 12.3444162 44.2605788, 12.3446129 44.260684, 12.3447152 44.2607439)",,SP254,,,
158750554,Via Martiri Fantini,tertiary_link,True,False,22.513,"LINESTRING (12.345033 44.2609593, 12.3452489 44.26109)",,SP254,,,
170138810,Via Martiri Fantini,tertiary,False,True,13.705,"LINESTRING (12.345033 44.2609593, 12.3449059 44.2608762)",,SP254,,,
42121644,Corso Giuseppe Mazzini,residential,False,False,26.764,"LINESTRING (12.3502761 44.2597269, 12.3501446 44.2599484)",,,,destination,
495136881,Viale della Stazione,tertiary,False,True,99.498,"LINESTRING (12.3502761 44.2597269, 12.3491944 44.2592791)",,,,,
26223702,Borgo Aurelio Saffi,tertiary,True,False,120.858,"LINESTRING (12.3502761 44.2597269, 12.3505073 44.2593561, 12.3505424 44.2593, 12.3509245 44.2587444)",,,,,
32037471,Ponte delle Paratoie,tertiary,False,False,19.975,"LINESTRING (12.3509444 44.2634516, 12.3508215 44.2636082)",movable,,,,
32037475,Via Tommaso Bonaldo,tertiary,False,True,63.925000000000004,"LINESTRING (12.3509444 44.2634516, 12.3509857 44.2634048, 12.3511514 44.2632058, 12.3513086 44.2629862, 12.3513354 44.2629499)",,,,,
31558289,Viale Roma,unclassified,False,False,187.339,"LINESTRING (12.3548998 44.262906, 12.3527903 44.2621602)",,,,,
31558291,Viale Volturno,tertiary,True,False,97.51599999999999,"LINESTRING (12.3548998 44.262906, 12.3549988 44.2627462, 12.3553965 44.2621044)",,,,,
26246432,Via Ospedale,tertiary,True,False,60.323,"LINESTRING (12.3475935 44.2616638, 12.3471284 44.2612356)",,,,,2
39236007,,residential,False,False,27.586999999999996,"LINESTRING (12.3475935 44.2616638, 12.3475414 44.2617407, 12.3474473 44.2618887)",,,,,
"[26246427, 32037476]","['Circonvallazione Edoardo Sacchetti', 'Via Ives Bertoni']",unclassified,True,False,327.786,"LINESTRING (12.3514045 44.2600326, 12.3513501 44.2601112, 12.3504989 44.2613412, 12.3499466 44.2621369, 12.3507122 44.2623775)",,,,,
70214352,Viale dei Mille,tertiary,False,True,164.808,"LINESTRING (12.3514045 44.2600326, 12.3521959 44.26024, 12.3533493 44.2605394)",,,,,
487130239,Viale dei Mille,tertiary,True,False,96.075,"LINESTRING (12.3514045 44.2600326, 12.3502943 44.2597318, 12.3502761 44.2597269)",,,,,
27432295,Via Camillo Benso di Cavour,tertiary,True,False,38.957,"LINESTRING (12.3486876 44.2620439, 12.3484829 44.2623621)",,,,,
495136882,Circonvallazione Edoardo Sacchetti,tertiary,True,False,75.272,"LINESTRING (12.3486876 44.2620439, 12.3478458 44.261736)",,,,,
33720215,Via Luigi Ganna,residential,False,False,69.98400000000001,"LINESTRING (12.3484829 44.2623621, 12.3484556 44.262356, 12.3481054 44.2621937, 12.3477434 44.2620234)",,,,,
"[43161291, 697608559]","['Ponte Guido Novello Da Polenta', 'Viale Giuseppe Di Vittorio']",tertiary,True,False,55.478,"LINESTRING (12.3484829 44.2623621, 12.3483455 44.2625758, 12.3481862 44.2628135)",yes,,,,
43161451,Viale Giuseppe Di Vittorio,tertiary,True,False,47.872,"LINESTRING (12.3476292 44.2636406, 12.3473782 44.2640318)",,,,,
"[35822275, 35822276]","['Via Monte Bianco', 'Via Cervino']",residential,False,True,211.981,"LINESTRING (12.3476292 44.2636406, 12.3475455 44.2636138, 12.3467025 44.2633266, 12.3459648 44.264373)",,,,,
697608559,Viale Giuseppe Di Vittorio,tertiary,True,False,49.823,"LINESTRING (12.3481862 44.2628135, 12.3479159 44.2632176)",,,,,
26246702,Via Monte Rosa,residential,False,False,81.843,"LINESTRING (12.3468901 44.2646934, 12.3468367 44.2646749, 12.3459648 44.264373)",,,,,
43161451,Viale Giuseppe Di Vittorio,tertiary,True,False,93.62899999999999,"LINESTRING (12.3468901 44.2646934, 12.3468501 44.2647529, 12.3467557 44.2648881, 12.3464201 44.2653855, 12.3463761 44.2654507)",,,,,
