osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,lanes,tunnel,junction
148004658,Via Torquato Tasso,residential,False,True,78.622,,40,"LINESTRING (11.2227686 44.4866452, 11.2225018 44.4861389, 11.2224175 44.485984)",,2,,
541013839,Via Torquato Tasso,residential,False,False,179.985,,,"LINESTRING (11.2227686 44.4866452, 11.2225954 44.4866923, 11.2222361 44.4867899, 11.2219058 44.4868796, 11.2216696 44.4869438, 11.221635 44.4869201, 11.2208809 44.4864041)",,2,,
541013839,Via Torquato Tasso,residential,False,True,179.985,,,"LINESTRING (11.2208809 44.4864041, 11.221635 44.4869201, 11.2216696 44.4869438, 11.2219058 44.4868796, 11.2222361 44.4867899, 11.2225954 44.4866923, 11.2227686 44.4866452)",,2,,
148004658,Via Torquato Tasso,residential,False,True,55.975,,40,"LINESTRING (11.2233227 44.4876968, 11.2230744 44.4872256)",,2,,
148004658,Via Torquato Tasso,residential,False,False,81.137,,40,"LINESTRING (11.2233227 44.4876968, 11.2233387 44.4877271, 11.2234278 44.4878956, 11.2234351 44.4879094, 11.2236838 44.4883795)",,2,,
541013840,Via Romita,residential,False,False,145.17400000000004,,,"LINESTRING (11.2233227 44.4876968, 11.2228265 44.4878172, 11.2227216 44.4878426, 11.222489 44.4876597, 11.2220847 44.4873419, 11.2219184 44.4872112)",,,,
541013840,Via Romita,residential,False,True,145.174,,,"LINESTRING (11.2219184 44.4872112, 11.2220847 44.4873419, 11.222489 44.4876597, 11.2227216 44.4878426, 11.2228265 44.4878172, 11.2233227 44.4876968)",,,,
739759296,Piazza G. di Vittorio,unclassified,True,False,66.839,,30,"LINESTRING (11.2200368 44.4921986, 11.2200071 44.4921576, 11.2199981 44.4921328, 11.2198199 44.4916518, 11.2198055 44.4916217)",,,,
"[739762130, 739762131, 173598589]","['Piazza G. di Vittorio', 'Via Goffredo Mameli', 'Piazza della Repubblica']","['unclassified', 'residential']",True,False,79.379,,30,"LINESTRING (11.2200368 44.4921986, 11.2200186 44.4922126, 11.2199603 44.4922311, 11.2197854 44.4922634, 11.2196481 44.4922884, 11.2194637 44.492322, 11.2192336 44.4923612, 11.2191697 44.4923473, 11.2191456 44.4923185, 11.2191214 44.4922897)",,,,
148004658,Via Torquato Tasso,residential,False,False,55.975,,40,"LINESTRING (11.2230744 44.4872256, 11.2233227 44.4876968)",,2,,
148004658,Via Torquato Tasso,residential,False,True,68.946,,40,"LINESTRING (11.2230744 44.4872256, 11.2227686 44.4866452)",,2,,
681377097,Via Torquato Tasso,residential,False,False,47.885999999999996,,,"LINESTRING (11.2230744 44.4872256, 11.2231106 44.4872166, 11.223644 44.487083)",,,,
681377097,Via Torquato Tasso,residential,False,True,47.885999999999996,,,"LINESTRING (11.223644 44.487083, 11.2231106 44.4872166, 11.2230744 44.4872256)",,,,
739609298,Via Vittorio Alfieri,residential,False,True,99.674,,,"LINESTRING (11.2203381 44.487835, 11.2207851 44.4879413, 11.2212893 44.4881525, 11.2214395 44.4882474)",,,,
112984029,Via Fratelli Bandiera,residential,False,False,88.288,,,"LINESTRING (11.2164078 44.4885356, 11.2153108 44.4886697)",,,,
112984029,Via Fratelli Bandiera,residential,False,True,59.138,,,"LINESTRING (11.2164078 44.4885356, 11.2171426 44.4884458)",,,,
"[1021373579, 682746229]",,residential,False,False,83.325,,,"LINESTRING (11.2164078 44.4885356, 11.2163844 44.4884666, 11.2163589 44.4883989, 11.2162896 44.4881141, 11.2162356 44.488095, 11.2158554 44.4881472)",,,,
107531362,Via Belvedere,residential,False,False,29.215,,,"LINESTRING (11.2134394 44.4858293, 11.2130715 44.4858411)",,,,
687786931,,residential,False,False,87.85,,,"LINESTRING (11.2134394 44.4858293, 11.2134807 44.4866188)",,,,
107531362,Via Belvedere,residential,False,True,30.612000000000002,,,"LINESTRING (11.2134394 44.4858293, 11.21357 44.4858251, 11.2137559 44.4858192, 11.2138169 44.4858423)",,,,
687786931,,residential,False,True,87.85,,,"LINESTRING (11.2134807 44.4866188, 11.2134394 44.4858293)",,,,
107531362,Via Belvedere,residential,False,True,29.215,,,"LINESTRING (11.2130715 44.4858411, 11.2134394 44.4858293)",,,,
687786932,,residential,False,False,89.765,,,"LINESTRING (11.2130715 44.4858411, 11.2131012 44.4866481)",,,,
687786932,,residential,False,True,89.765,,,"LINESTRING (11.2131012 44.4866481, 11.2130715 44.4858411)",,,,
687786933,,residential,False,False,10.049,,,"LINESTRING (11.2138169 44.4858423, 11.2138071 44.4859324)",,,,
107531362,Via Belvedere,residential,False,False,30.612000000000002,,,"LINESTRING (11.2138169 44.4858423, 11.2137559 44.4858192, 11.21357 44.4858251, 11.2134394 44.4858293)",,,,
107531362,Via Belvedere,residential,False,True,219.11600000000004,,,"LINESTRING (11.2138169 44.4858423, 11.2139001 44.4858739, 11.2139564 44.4859028, 11.2140099 44.4859302, 11.2141384 44.4860024, 11.2143271 44.4861085, 11.2145998 44.4862618, 11.2152881 44.4866487, 11.2153886 44.4867059, 11.2154782 44.4867671, 11.2155439 44.4868288, 11.2155696 44.4869034, 11.2155843 44.4872146)",,,,
687786933,,residential,False,True,10.049,,,"LINESTRING (11.2138071 44.4859324, 11.2138169 44.4858423)",,,,
740141878,Piazza della Repubblica,residential,False,False,56.153999999999996,,30,"LINESTRING (11.2191214 44.4922897, 11.219113 44.492263, 11.2191057 44.4922415, 11.2190898 44.4921913, 11.2190473 44.4920559, 11.2189909 44.4919034, 11.2189569 44.4918627, 11.2189407 44.4918302, 11.2189186 44.4918099)",,,,
148004658,Via Torquato Tasso,residential,False,False,18.884,,40,"LINESTRING (11.2236838 44.4883795, 11.2237678 44.4885384)",,2,,
729916355,Via Torquato Tasso,residential,False,False,40.115,,,"LINESTRING (11.2236838 44.4883795, 11.2241592 44.4882565)",,2,,
148004658,Via Torquato Tasso,residential,False,True,81.137,,40,"LINESTRING (11.2236838 44.4883795, 11.2234351 44.4879094, 11.2234278 44.4878956, 11.2233387 44.4877271, 11.2233227 44.4876968)",,2,,
729916355,Via Torquato Tasso,residential,False,True,40.115,,,"LINESTRING (11.2241592 44.4882565, 11.2236838 44.4883795)",,2,,
541013835,Via Risorgimento,residential,False,False,95.587,,30,"LINESTRING (11.2219432 44.4904507, 11.2218661 44.4903391, 11.221772 44.490203, 11.2214742 44.489772, 11.2213756 44.4897523, 11.2213343 44.4897574)",,1,,
739759295,Piazza G. di Vittorio,residential,True,False,20.664,,20,"LINESTRING (11.2200554 44.4915692, 11.2198055 44.4916217)",,,,
739759295,Piazza G. di Vittorio,residential,True,False,73.445,,20,"LINESTRING (11.2198055 44.4916217, 11.2193555 44.4917092, 11.2190279 44.4917787, 11.2189186 44.4918099)",,,,
740141878,Piazza della Repubblica,residential,False,False,118.111,,30,"LINESTRING (11.2189186 44.4918099, 11.2188789 44.4917808, 11.2188591 44.4917675, 11.2188183 44.4917636, 11.2187328 44.4917753, 11.2185299 44.4918363, 11.2184728 44.4918528, 11.2183883 44.4918772, 11.2182563 44.4919109, 11.2181747 44.49192, 11.2181099 44.49192, 11.21805 44.4918943, 11.2177538 44.4915669)",,,,
740141878,Piazza della Repubblica,residential,False,True,56.153999999999996,,30,"LINESTRING (11.2189186 44.4918099, 11.2189407 44.4918302, 11.2189569 44.4918627, 11.2189909 44.4919034, 11.2190473 44.4920559, 11.2190898 44.4921913, 11.2191057 44.4922415, 11.219113 44.492263, 11.2191214 44.4922897)",,,,
205755311,Vicolo Marzabotto,residential,False,False,88.221,,,"LINESTRING (11.2236632 44.491736, 11.2227687 44.4922075)",,,,
205755311,Vicolo Marzabotto,residential,False,True,46.132,,,"LINESTRING (11.2236632 44.491736, 11.224131 44.4914895)",,,,
977912244,,residential,False,False,45.052,,,"LINESTRING (11.2236632 44.491736, 11.2239112 44.4921005)",,,,
977912244,,residential,False,True,45.052,,,"LINESTRING (11.2239112 44.4921005, 11.2236632 44.491736)",,,,
"[1021373579, 682746229]",,residential,False,True,83.325,,,"LINESTRING (11.2158554 44.4881472, 11.2162356 44.488095, 11.2162896 44.4881141, 11.2163589 44.4883989, 11.2163844 44.4884666, 11.2164078 44.4885356)",,,,
129291055,Viale Vittorio Solmi,residential,True,False,19.174999999999997,,,"LINESTRING (11.2232886 44.491034, 11.2231717 44.4910836, 11.2230763 44.4911161)",,,,
1227757172,,residential,True,False,13.374,,,"LINESTRING (11.2232886 44.491034, 11.2232649 44.4910697, 11.2232542 44.4911032, 11.2232712 44.491148)",,,,
1227757389,Via Roma,unclassified,True,False,15.862,,,"LINESTRING (11.2232712 44.491148, 11.2230763 44.4911161)",,,,
26814687,Via Roma,unclassified,False,True,16.36,,,"LINESTRING (11.2232712 44.491148, 11.2233158 44.4911598, 11.2234636 44.491201)",,,,
