osmid,oneway,highway,reversed,length,geometry,ref,junction,name,lanes,maxspeed,access
901386787,True,unclassified,False,36.376000000000005,"LINESTRING (14.2924097 42.115288, 14.2924193 42.1153499, 14.2924366 42.1154274, 14.2924581 42.1155053, 14.29249 42.1156094)",,,,,,
901386774,False,primary,True,47.214999999999996,"LINESTRING (14.2961352 42.1181532, 14.2961647 42.118101, 14.2962403 42.1179861, 14.2962561 42.1179362, 14.2962555 42.1178777, 14.2962364 42.1178248, 14.2962107 42.1177939, 14.2961781 42.1177629)",SS84,,Strada Statale 84 Frentana,2,,
190106223,True,unclassified,False,9.478,"LINESTRING (14.2923833 42.1152099, 14.2924017 42.1152263, 14.2924128 42.1152459, 14.2924155 42.1152672, 14.2924097 42.115288)",,roundabout,,,,
607915462,False,residential,False,77.067,"LINESTRING (14.2924217 42.1181013, 14.2926463 42.1181794, 14.2928201 42.1182483, 14.2929613 42.1183096, 14.2930577 42.1183568, 14.293068 42.1183926, 14.2930594 42.118436, 14.2930198 42.1184462, 14.2929613 42.1184373)",,,via Roma,,,
1197172673,False,unclassified,False,112.91499999999999,"LINESTRING (14.2924217 42.1181013, 14.2926175 42.1181312, 14.2930064 42.1182645, 14.2935 42.1184594, 14.2936609 42.1185217)",,,,,,
1197172673,False,unclassified,True,154.36,"LINESTRING (14.2924217 42.1181013, 14.2922366 42.1180834, 14.2921052 42.1180595, 14.2917029 42.1178566, 14.2916063 42.1178049, 14.2915151 42.1176954, 14.291432 42.117582, 14.2913086 42.1173066, 14.291269 42.1171573)",,,,,,
190106222,False,unclassified,False,160.972,"LINESTRING (14.2950181 42.1178347, 14.2949484 42.117588, 14.2947177 42.117393, 14.2943127 42.1171523, 14.2938808 42.1169494, 14.2936797 42.1168638)",,,Via Monteniera,,,
1126083047,False,unclassified,True,97.30500000000002,"LINESTRING (14.2950181 42.1178347, 14.2951093 42.1178825, 14.2951871 42.1179242, 14.2952622 42.1179521, 14.2953534 42.117974, 14.2953936 42.117978, 14.2954619 42.1179669, 14.2954928 42.1179322, 14.2955083 42.1178949, 14.2955599 42.1177989, 14.2955863 42.1177631, 14.2956338 42.1177203, 14.2956823 42.1176803, 14.2957031 42.117658, 14.2957091 42.11764, 14.2957091 42.1176048, 14.2957102 42.117584, 14.2957154 42.1175616, 14.2957257 42.1175392, 14.2957422 42.117519)",,,Via Monteniera,,,
190106222,False,unclassified,True,182.339,"LINESTRING (14.29249 42.1156094, 14.2926229 42.1159884, 14.2927007 42.1162192, 14.2927677 42.1163624, 14.2927998 42.1164261, 14.2928588 42.1164818, 14.2929942 42.1165603, 14.2931888 42.1166549, 14.2936797 42.1168638)",,,Via Monteniera,,,
901386788,True,unclassified,False,34.558,"LINESTRING (14.29249 42.1156094, 14.2924575 42.1155408, 14.2924275 42.1154864, 14.2923893 42.1154307, 14.2923461 42.1153757, 14.2923038 42.1153328)",,,,,,
190106222,False,unclassified,False,182.339,"LINESTRING (14.2936797 42.1168638, 14.2931888 42.1166549, 14.2929942 42.1165603, 14.2928588 42.1164818, 14.2927998 42.1164261, 14.2927677 42.1163624, 14.2927007 42.1162192, 14.2926229 42.1159884, 14.29249 42.1156094)",,,Via Monteniera,,,
190106222,False,unclassified,True,160.972,"LINESTRING (14.2936797 42.1168638, 14.2938808 42.1169494, 14.2943127 42.1171523, 14.2947177 42.117393, 14.2949484 42.117588, 14.2950181 42.1178347)",,,Via Monteniera,,,
190106256,False,unclassified,True,194.445,"LINESTRING (14.2936797 42.1168638, 14.2937843 42.1168737, 14.2939103 42.1168976, 14.2942429 42.1169772, 14.2943663 42.1169911, 14.294487 42.1169951, 14.2947123 42.1169712, 14.2948438 42.1169712, 14.2950047 42.1170329, 14.2957048 42.1174943, 14.2957422 42.117519)",,,Via Monteniera,2,,
190106241,False,unclassified,True,412.775,"LINESTRING (14.2914776 42.1143131, 14.2915968 42.113914, 14.2918263 42.1130974, 14.2919389 42.1128666, 14.2921454 42.1124427, 14.2921467 42.1123382, 14.2921213 42.1122537, 14.2920367 42.1121511, 14.2918167 42.1119064, 14.2914788 42.1113791, 14.2914225 42.1112478, 14.2913983 42.1111602, 14.2914027 42.1108037)",,,,,,
190106244,False,unclassified,True,103.604,"LINESTRING (14.2914776 42.1143131, 14.2916224 42.1143668, 14.2918906 42.1145618, 14.2920836 42.1147857, 14.2921626 42.1149187, 14.292194 42.1150012, 14.2922045 42.1150366)",,,,,,
190106263,False,unclassified,False,182.314,"LINESTRING (14.2929217 42.1177979, 14.2929104 42.1177815, 14.2928509 42.1176954, 14.292808 42.1176238, 14.2923332 42.1173333, 14.2922769 42.1172577, 14.2922527 42.1171503, 14.2922259 42.1169553, 14.292183 42.1165017, 14.2921556 42.1163596)",,,Vico Monteniera,,30,
190106263,False,unclassified,True,106.921,"LINESTRING (14.2929217 42.1177979, 14.2929272 42.1178058, 14.2930842 42.118155, 14.2931727 42.1182107, 14.293567 42.1183958, 14.2936541 42.1184623, 14.2936609 42.1185217)",,,Vico Monteniera,,30,
190106256,False,unclassified,False,194.445,"LINESTRING (14.2957422 42.117519, 14.2957048 42.1174943, 14.2950047 42.1170329, 14.2948438 42.1169712, 14.2947123 42.1169712, 14.294487 42.1169951, 14.2943663 42.1169911, 14.2942429 42.1169772, 14.2939103 42.1168976, 14.2937843 42.1168737, 14.2936797 42.1168638)",,,Via Monteniera,2,,
901386776,True,unclassified,False,17.313000000000002,"LINESTRING (14.2957422 42.117519, 14.2958401 42.1175782, 14.2958568 42.1175907, 14.2958719 42.1176031, 14.2958931 42.1176259)",,,,,,
1126083047,False,unclassified,False,97.305,"LINESTRING (14.2957422 42.117519, 14.2957257 42.1175392, 14.2957154 42.1175616, 14.2957102 42.117584, 14.2957091 42.1176048, 14.2957091 42.11764, 14.2957031 42.117658, 14.2956823 42.1176803, 14.2956338 42.1177203, 14.2955863 42.1177631, 14.2955599 42.1177989, 14.2955083 42.1178949, 14.2954928 42.1179322, 14.2954619 42.1179669, 14.2953936 42.117978, 14.2953534 42.117974, 14.2952622 42.1179521, 14.2951871 42.1179242, 14.2951093 42.1178825, 14.2950181 42.1178347)",,,Via Monteniera,,,
190106240,True,unclassified,False,18.031,"LINESTRING (14.2922302 42.1152365, 14.2922158 42.1150747)",,,,,,
190106223,True,unclassified,False,8.438999999999998,"LINESTRING (14.2922302 42.1152365, 14.2922462 42.1152169, 14.2922698 42.1152021, 14.2922985 42.1151936, 14.2923081 42.1151932)",,roundabout,,,,
901386786,True,unclassified,False,14.726,"LINESTRING (14.2921337 42.1153958, 14.2922268 42.1152828)",,,,,,
190106263,False,unclassified,True,113.191,"LINESTRING (14.2921337 42.1153958, 14.2920221 42.1155009, 14.2919817 42.1155641, 14.2919609 42.1156266, 14.2919598 42.1156948, 14.2919709 42.115763, 14.292124 42.1161953, 14.2921556 42.1163596)",,,Vico Monteniera,,30,
190106223,True,unclassified,False,7.557,"LINESTRING (14.2922875 42.1153306, 14.2922606 42.1153198, 14.2922397 42.1153033, 14.2922268 42.1152828)",,roundabout,,,,
901386785,True,unclassified,False,14.841999999999999,"LINESTRING (14.2922875 42.1153306, 14.2922528 42.1153369, 14.2922055 42.1153537, 14.2921706 42.115371, 14.2921337 42.1153958)",,,,,,
75920902,False,unclassified,False,117.22000000000001,"LINESTRING (14.2896662 42.1152124, 14.2897277 42.1153411, 14.2899774 42.1156807, 14.2902428 42.115953, 14.2902951 42.1159932, 14.2903614 42.1160214, 14.2904205 42.1160343, 14.2904696 42.1160372)",,,via San Nicola,,,
75920902,False,unclassified,True,481.48500000000007,"LINESTRING (14.2896662 42.1152124, 14.2894515 42.114763, 14.289215 42.1142165, 14.2889441 42.1137628, 14.2887981 42.1135988, 14.2886491 42.1134504, 14.2882831 42.1131949, 14.2881636 42.1131361, 14.2880536 42.1130784, 14.2879746 42.1130377, 14.2878149 42.1130107, 14.2876754 42.1130008, 14.2874113 42.1129999, 14.2872316 42.1130098, 14.2866615 42.1131261, 14.2863975 42.1131511, 14.2863182 42.1131261, 14.2862553 42.1130834, 14.2862512 42.1130425, 14.2863116 42.1130118, 14.2864162 42.1129939, 14.2865316 42.11297, 14.286655 42.1129282, 14.2866684 42.1128606)",,,via San Nicola,,,
190109599,False,unclassified,True,213.413,"LINESTRING (14.2896662 42.1152124, 14.2894927 42.1152323, 14.289372 42.1152323, 14.289254 42.1152044, 14.289136 42.1151567, 14.2888088 42.1149677, 14.2886023 42.1149478, 14.2883957 42.1149378, 14.2879505 42.1148364, 14.2878244 42.1148204, 14.2877064 42.1148364, 14.287406 42.1149239, 14.2872746 42.1149478, 14.2872439 42.114952)",,,,,,
190109602,False,residential,True,76.127,"LINESTRING (14.2872439 42.114952, 14.2870466 42.1142832)",,,,,,
190109599,False,unclassified,False,213.413,"LINESTRING (14.2872439 42.114952, 14.2872746 42.1149478, 14.287406 42.1149239, 14.2877064 42.1148364, 14.2878244 42.1148204, 14.2879505 42.1148364, 14.2883957 42.1149378, 14.2886023 42.1149478, 14.2888088 42.1149677, 14.289136 42.1151567, 14.289254 42.1152044, 14.289372 42.1152323, 14.2894927 42.1152323, 14.2896662 42.1152124)",,,,,,
190109599,False,unclassified,True,71.612,"LINESTRING (14.2872439 42.114952, 14.2871136 42.1149697, 14.2868681 42.1149765, 14.2867167 42.1150035, 14.2864672 42.1151686)",,,,,,
190109600,False,unclassified,False,13.23,"LINESTRING (14.2910162 42.1182107, 14.2910858 42.1181035)",,,,,,
190109600,False,unclassified,True,109.591,"LINESTRING (14.2910162 42.1182107, 14.2908526 42.1183858, 14.2905066 42.1186365, 14.290394 42.1186942, 14.2900152 42.1188304)",,,,,,
607920519,False,residential,False,46.896,"LINESTRING (14.2910162 42.1182107, 14.2909754 42.1183247, 14.2909152 42.1186252)",,,via Maiella,,,
190109599,False,unclassified,False,71.612,"LINESTRING (14.2864672 42.1151686, 14.2867167 42.1150035, 14.2868681 42.1149765, 14.2871136 42.1149697, 14.2872439 42.114952)",,,,,,
75920902,False,unclassified,False,481.48499999999996,"LINESTRING (14.2866684 42.1128606, 14.286655 42.1129282, 14.2865316 42.11297, 14.2864162 42.1129939, 14.2863116 42.1130118, 14.2862512 42.1130425, 14.2862553 42.1130834, 14.2863182 42.1131261, 14.2863975 42.1131511, 14.2866615 42.1131261, 14.2872316 42.1130098, 14.2874113 42.1129999, 14.2876754 42.1130008, 14.2878149 42.1130107, 14.2879746 42.1130377, 14.2880536 42.1130784, 14.2881636 42.1131361, 14.2882831 42.1131949, 14.2886491 42.1134504, 14.2887981 42.1135988, 14.2889441 42.1137628, 14.289215 42.1142165, 14.2894515 42.114763, 14.2896662 42.1152124)",,,via San Nicola,,,
190109602,False,residential,False,76.127,"LINESTRING (14.2870466 42.1142832, 14.2872439 42.114952)",,,,,,
190109600,False,unclassified,False,101.118,"LINESTRING (14.2888329 42.1190503, 14.2892031 42.1190125, 14.2898185 42.118902, 14.2900152 42.1188304)",,,,,,
190109600,False,unclassified,True,113.475,"LINESTRING (14.291269 42.1171573, 14.2911676 42.1172029, 14.2911369 42.1172478, 14.2912308 42.1177193, 14.2912079 42.1179152, 14.2910858 42.1181035)",,,,,,
1197172673,False,unclassified,False,154.36,"LINESTRING (14.291269 42.1171573, 14.2913086 42.1173066, 14.291432 42.117582, 14.2915151 42.1176954, 14.2916063 42.1178049, 14.2917029 42.1178566, 14.2921052 42.1180595, 14.2922366 42.1180834, 14.2924217 42.1181013)",,,,,,
1197172673,False,unclassified,True,83.265,"LINESTRING (14.291269 42.1171573, 14.2912328 42.117021, 14.29114 42.116415)",,,,,,
75920882,False,primary,True,303.73699999999997,"LINESTRING (14.2900152 42.1188304, 14.2899509 42.1187662, 14.2899916 42.1185119, 14.2902995 42.1181772, 14.29053 42.1179329, 14.290592 42.1177792, 14.2906545 42.1172878, 14.2907042 42.1170587, 14.2907839 42.1168504, 14.2907954 42.1167526, 14.2907874 42.116663, 14.2907301 42.1165583, 14.2906781 42.1164649, 14.2906773 42.1164176, 14.290703 42.1163666, 14.2907213 42.1163261, 14.2907261 42.1162832)",SS84,,Strada Statale 84 Frentana,,,
190109600,False,unclassified,False,109.59099999999998,"LINESTRING (14.2900152 42.1188304, 14.290394 42.1186942, 14.2905066 42.1186365, 14.2908526 42.1183858, 14.2910162 42.1182107)",,,,,,
190109600,False,unclassified,True,101.118,"LINESTRING (14.2900152 42.1188304, 14.2898185 42.118902, 14.2892031 42.1190125, 14.2888329 42.1190503)",,,,,,
190106244,False,unclassified,False,4.338,"LINESTRING (14.2922158 42.1150747, 14.2922045 42.1150366)",,,,,,
465142773,True,unclassified,False,15.221,"LINESTRING (14.2922158 42.1150747, 14.2922671 42.115143, 14.2923081 42.1151932)",,,,,,
901386789,True,unclassified,False,21.269,"LINESTRING (14.2923393 42.1150221, 14.292339 42.1150489, 14.2923446 42.1150757, 14.2923639 42.1151334, 14.2923761 42.1151734, 14.2923833 42.1152099)",,,,,,
"[607915462, 607915463]",False,residential,False,31.552999999999997,"LINESTRING (14.2929613 42.1184373, 14.2929045 42.1184169, 14.2927857 42.1183556, 14.2927169 42.1183122, 14.2926325 42.1183134)",,,via Roma,,,
607915462,False,residential,True,77.06700000000001,"LINESTRING (14.2929613 42.1184373, 14.2930198 42.1184462, 14.2930594 42.118436, 14.293068 42.1183926, 14.2930577 42.1183568, 14.2929613 42.1183096, 14.2928201 42.1182483, 14.2926463 42.1181794, 14.2924217 42.1181013)",,,via Roma,,,
"[607915787, 607915892]",False,residential,False,63.356,"LINESTRING (14.2929613 42.1184373, 14.2930013 42.1184778, 14.2930717 42.1185108, 14.2931284 42.11853, 14.2931605 42.1185319, 14.2932617 42.1185492, 14.2933888 42.1185694, 14.2934777 42.1185895, 14.2935295 42.1186033, 14.2936221 42.1185987, 14.2936689 42.1185908)",,,via Borrelli,,,no
"[607915462, 607915463]",False,residential,True,31.552999999999997,"LINESTRING (14.2926325 42.1183134, 14.2927169 42.1183122, 14.2927857 42.1183556, 14.2929045 42.1184169, 14.2929613 42.1184373)",,,via Roma,,,
"[607916002, 607920517]",False,residential,False,101.214,"LINESTRING (14.2926325 42.1183134, 14.2925782 42.1183117, 14.2924572 42.1182814, 14.2923114 42.1182349, 14.2921963 42.1181841, 14.2921132 42.1181776, 14.2920062 42.118199, 14.2919025 42.1182804, 14.2917866 42.118404, 14.2916606 42.1185231)",,,"['via Centrale', 'via del Tempio']",,,
607916026,False,residential,True,43.985,"LINESTRING (14.2939753 42.1189, 14.2939016 42.1188516, 14.2938194 42.1187822, 14.2937315 42.1187086, 14.2936748 42.1186519, 14.2936689 42.1185908)",,,via Settentrione,,,
607920520,False,residential,False,93.501,"LINESTRING (14.2939753 42.1189, 14.2939762 42.1188366, 14.2940231 42.1187721, 14.2940834 42.1187025, 14.2940198 42.1186156, 14.2939729 42.1185411, 14.2939528 42.1184939, 14.2938959 42.1184442, 14.2938825 42.1183797, 14.2939227 42.1182952, 14.2939496 42.1181256)",,,via del Fiore,,,
"[607916002, 607920517]",False,residential,True,101.21400000000001,"LINESTRING (14.2916606 42.1185231, 14.2917866 42.118404, 14.2919025 42.1182804, 14.2920062 42.118199, 14.2921132 42.1181776, 14.2921963 42.1181841, 14.2923114 42.1182349, 14.2924572 42.1182814, 14.2925782 42.1183117, 14.2926325 42.1183134)",,,"['via Centrale', 'via del Tempio']",,,
607920518,False,residential,False,66.803,"LINESTRING (14.2916606 42.1185231, 14.291551 42.1184453, 14.2914502 42.1183474, 14.2913158 42.1182477, 14.2912005 42.118164, 14.2910858 42.1181035)",,,via Garibaldi,,,
190109600,False,unclassified,True,13.23,"LINESTRING (14.2910858 42.1181035, 14.2910162 42.1182107)",,,,,,
190109600,False,unclassified,False,113.47500000000001,"LINESTRING (14.2910858 42.1181035, 14.2912079 42.1179152, 14.2912308 42.1177193, 14.2911369 42.1172478, 14.2911676 42.1172029, 14.291269 42.1171573)",,,,,,
607920518,False,residential,True,66.803,"LINESTRING (14.2910858 42.1181035, 14.2912005 42.118164, 14.2913158 42.1182477, 14.2914502 42.1183474, 14.291551 42.1184453, 14.2916606 42.1185231)",,,via Garibaldi,,,
607920519,False,residential,True,46.896,"LINESTRING (14.2909152 42.1186252, 14.2909754 42.1183247, 14.2910162 42.1182107)",,,via Maiella,,,
190106234,True,unclassified,False,99.299,"LINESTRING (14.2939496 42.1181256, 14.2937199 42.1181292, 14.2934946 42.1181312, 14.2933644 42.1181161, 14.2933015 42.1180755, 14.2931525 42.117955, 14.2930263 42.1178691, 14.2929217 42.1177979)",,,Via Aventino,1,,
607920520,False,residential,True,93.501,"LINESTRING (14.2939496 42.1181256, 14.2939227 42.1182952, 14.2938825 42.1183797, 14.2938959 42.1184442, 14.2939528 42.1184939, 14.2939729 42.1185411, 14.2940198 42.1186156, 14.2940834 42.1187025, 14.2940231 42.1187721, 14.2939762 42.1188366, 14.2939753 42.1189)",,,via del Fiore,,,
1126083048,True,unclassified,False,95.573,"LINESTRING (14.2939496 42.1181256, 14.2939774 42.1181252, 14.2941222 42.1181073, 14.294566 42.1179729, 14.2948598 42.1178367, 14.294939 42.1178357, 14.2950181 42.1178347)",,,Via Aventino,1,,
607920521,False,residential,False,240.256,"LINESTRING (14.2944115 42.1187348, 14.2943981 42.1185982, 14.2943613 42.1184989, 14.2943345 42.1183697, 14.2943713 42.1182679, 14.2945086 42.1181512, 14.2946325 42.1180692, 14.29481 42.118017, 14.2949874 42.118017, 14.2951649 42.1180742, 14.2953122 42.1181437, 14.2953122 42.1182679, 14.295262 42.1184293, 14.2951816 42.1186553, 14.2951243 42.118894, 14.2951269 42.118927, 14.295144 42.1189538, 14.295176 42.1189746)",,,via G. Consalvi,,,
615935049,False,unclassified,True,31.279,"LINESTRING (14.2927998 42.1173015, 14.2927864 42.1172796, 14.292773 42.1172567, 14.2927502 42.1172209, 14.2927288 42.117202, 14.2926818 42.1171781, 14.2926402 42.1171433, 14.2926121 42.1171234, 14.2925933 42.1171025, 14.2925866 42.1170777)",,,,,,
615935048,False,unclassified,True,59.387,"LINESTRING (14.2925866 42.1170777, 14.2925651 42.1170349, 14.2925745 42.1169772, 14.2925785 42.1169294, 14.2925705 42.1168916, 14.2925504 42.1168568, 14.2925383 42.1168329, 14.2925316 42.1168001, 14.2925249 42.1167563, 14.2925249 42.1167225, 14.2925437 42.1166698, 14.2925732 42.1166051, 14.292596 42.1165614)",,,,,,
615935049,False,unclassified,True,58.554,"LINESTRING (14.2925866 42.1170777, 14.292592 42.1170508, 14.292604 42.1170269, 14.2926228 42.1169891, 14.2926335 42.1169533, 14.2926389 42.1169175, 14.2926322 42.1168837, 14.2926174 42.1168419, 14.2926027 42.1168051, 14.292592 42.1167723, 14.2925879 42.1167354, 14.2925879 42.1167026, 14.2925933 42.1166767, 14.2925933 42.1166409, 14.292596 42.1166071, 14.292596 42.1165614)",,,,,,
615935049,False,unclassified,False,31.278999999999996,"LINESTRING (14.2925866 42.1170777, 14.2925933 42.1171025, 14.2926121 42.1171234, 14.2926402 42.1171433, 14.2926818 42.1171781, 14.2927288 42.117202, 14.2927502 42.1172209, 14.292773 42.1172567, 14.2927864 42.1172796, 14.2927998 42.1173015)",,,,,,
615935047,False,unclassified,True,48.40899999999999,"LINESTRING (14.292596 42.1165614, 14.2925799 42.1165096, 14.2925531 42.1164639, 14.2925236 42.116436, 14.2924887 42.1164101, 14.2924324 42.1163823, 14.2923734 42.1163644, 14.2923143 42.1163564, 14.2922607 42.1163524, 14.2921556 42.1163596)",,,,,,
615935048,False,unclassified,False,59.38700000000001,"LINESTRING (14.292596 42.1165614, 14.2925732 42.1166051, 14.2925437 42.1166698, 14.2925249 42.1167225, 14.2925249 42.1167563, 14.2925316 42.1168001, 14.2925383 42.1168329, 14.2925504 42.1168568, 14.2925705 42.1168916, 14.2925785 42.1169294, 14.2925745 42.1169772, 14.2925651 42.1170349, 14.2925866 42.1170777)",,,,,,
615935049,False,unclassified,False,58.554,"LINESTRING (14.292596 42.1165614, 14.292596 42.1166071, 14.2925933 42.1166409, 14.2925933 42.1166767, 14.2925879 42.1167026, 14.2925879 42.1167354, 14.292592 42.1167723, 14.2926027 42.1168051, 14.2926174 42.1168419, 14.2926322 42.1168837, 14.2926389 42.1169175, 14.2926335 42.1169533, 14.2926228 42.1169891, 14.292604 42.1170269, 14.292592 42.1170508, 14.2925866 42.1170777)",,,,,,
190106263,False,unclassified,False,113.191,"LINESTRING (14.2921556 42.1163596, 14.292124 42.1161953, 14.2919709 42.115763, 14.2919598 42.1156948, 14.2919609 42.1156266, 14.2919817 42.1155641, 14.2920221 42.1155009, 14.2921337 42.1153958)",,,Vico Monteniera,,30,
190106263,False,unclassified,True,182.314,"LINESTRING (14.2921556 42.1163596, 14.292183 42.1165017, 14.2922259 42.1169553, 14.2922527 42.1171503, 14.2922769 42.1172577, 14.2923332 42.1173333, 14.292808 42.1176238, 14.2928509 42.1176954, 14.2929104 42.1177815, 14.2929217 42.1177979)",,,Vico Monteniera,,30,
615935047,False,unclassified,False,48.409,"LINESTRING (14.2921556 42.1163596, 14.2922607 42.1163524, 14.2923143 42.1163564, 14.2923734 42.1163644, 14.2924324 42.1163823, 14.2924887 42.1164101, 14.2925236 42.116436, 14.2925531 42.1164639, 14.2925799 42.1165096, 14.292596 42.1165614)",,,,,,
901386783,False,primary,False,66.237,"LINESTRING (14.2956767 42.1183837, 14.2956999 42.1183216, 14.2957089 42.1182588, 14.2957043 42.1181934, 14.2956737 42.1180959, 14.2956268 42.117993, 14.2956177 42.1179534, 14.2956147 42.1179157, 14.2956199 42.1178793, 14.2956372 42.1178443, 14.2956654 42.1178078)",SS84,,Strada Statale 84 Frentana,,,
901386784,True,primary,False,77.406,"LINESTRING (14.2956767 42.1183837, 14.2956272 42.11849, 14.2956073 42.1185227, 14.2955843 42.1185554, 14.2952459 42.1190004)",SS84,,Strada Statale 84 Frentana,,,
