osmid,oneway,name,highway,reversed,length,geometry,ref,junction,bridge,lanes
328739253,True,Via Gioanetti,residential,False,124.137,"LINESTRING (7.6347379 44.9492745, 7.6360321 44.9487218, 7.63609 44.9486996)",,,,
"[328739258, 328739246]",True,"['Piazza Marconi', 'Via Marconi']",residential,False,155.94299999999998,"LINESTRING (7.6347379 44.9492745, 7.6346489 44.9492658, 7.6345435 44.9492508, 7.6344158 44.949216, 7.6342603 44.9491529, 7.6340639 44.9490077, 7.6339003 44.9488495, 7.6337747 44.9487354, 7.6333866 44.9483701, 7.6333507 44.9483388)",,,,
42797779,True,,tertiary,False,12.735,"LINESTRING (7.6283853 44.9519736, 7.6283888 44.9519355, 7.6284079 44.9518998, 7.6284409 44.9518696)",SP143,roundabout,,
42797779,True,,tertiary,False,24.394999999999996,"LINESTRING (7.6284409 44.9518696, 7.6284923 44.9518451, 7.6285523 44.9518342, 7.6286141 44.9518381, 7.6286704 44.9518564, 7.6287148 44.9518871)",SP143,roundabout,,
68615515,True,,tertiary,False,63.736000000000004,"LINESTRING (7.6284409 44.9518696, 7.6284903 44.9518116, 7.6285118 44.9517658, 7.6285397 44.9516147, 7.6285845 44.9514979, 7.6286966 44.9513321)",SP143,,,
42797779,True,,tertiary,False,19.707,"LINESTRING (7.6287437 44.9519305, 7.6287487 44.9519747, 7.6287324 44.9520174, 7.6286966 44.9520538, 7.6286455 44.9520794)",SP143,roundabout,,
42797780,True,,tertiary,False,32.268,"LINESTRING (7.6287437 44.9519305, 7.6288567 44.9519994, 7.6290718 44.9521039)",,,,
318701878,True,,tertiary,False,33.732,"LINESTRING (7.6290718 44.9521039, 7.628805 44.9520788, 7.6286455 44.9520794)",,,,
561305088,False,Via Altina,residential,True,69.932,"LINESTRING (7.6372479 44.9503106, 7.6376758 44.9508618)",,,,
309728415,True,,residential,False,6.207000000000001,"LINESTRING (7.6372479 44.9503106, 7.6372357 44.9503215, 7.63722 44.95033, 7.6372018 44.9503354, 7.6371823 44.9503375)",,roundabout,,
135026259,False,Via Cottolengo,residential,False,75.453,"LINESTRING (7.63609 44.9486996, 7.6365335 44.9493012)",,,,
328739250,False,Via Cottolengo,residential,False,80.49,"LINESTRING (7.63609 44.9486996, 7.6369752 44.948337)",,,,
135026259,False,Via Cottolengo,residential,True,81.377,"LINESTRING (7.63609 44.9486996, 7.6356547 44.9480721, 7.6356339 44.9480428)",,,,
309037944,False,Via Padre Aliberti,tertiary,True,105.412,"LINESTRING (7.6383012 44.9478352, 7.6388891 44.948687)",,,,
328739269,False,,unclassified,True,99.961,"LINESTRING (7.6383012 44.9478352, 7.6371766 44.9482531)",,,,
309037944,False,Via Padre Aliberti,tertiary,False,74.359,"LINESTRING (7.6383012 44.9478352, 7.6381506 44.9474954, 7.6380314 44.9471944)",,,,
309037944,False,Via Padre Aliberti,tertiary,False,105.412,"LINESTRING (7.6388891 44.948687, 7.6383012 44.9478352)",,,,
309037944,False,Via Padre Aliberti,tertiary,True,78.12899999999999,"LINESTRING (7.6388891 44.948687, 7.6389179 44.9488039, 7.6390077 44.9493844)",,,,
1036284877,False,Via Quattro Novembre,residential,False,56.048,"LINESTRING (7.6388891 44.948687, 7.6389747 44.9485994, 7.639104 44.9484854, 7.639273 44.9483646, 7.6393581 44.9483099)",,,,
561305089,True,Via Altina,residential,False,64.506,"LINESTRING (7.6386927 44.951789, 7.6382878 44.9513572, 7.6382269 44.9513128)",,,,
42797779,True,,tertiary,False,5.3580000000000005,"LINESTRING (7.6287148 44.9518871, 7.6287321 44.9519078, 7.6287437 44.9519305)",SP143,roundabout,,
"[328590233, 59179612, 68615511]",True,Via Stupinigi,tertiary,False,110.495,"LINESTRING (7.6277986 44.9528715, 7.6278267 44.9528199, 7.6280979 44.9523292, 7.6281353 44.9522646, 7.6281899 44.9521908, 7.6283067 44.9520798, 7.6283133 44.9520735, 7.6283853 44.9519736)",SP143,,yes,
42797779,True,,tertiary,False,5.612,"LINESTRING (7.6286455 44.9520794, 7.628612 44.952088, 7.6285767 44.9520917)",SP143,roundabout,,
73581165,False,Via Primo Mazzolari,unclassified,True,85.673,"LINESTRING (7.6326582 44.946448, 7.6327558 44.9463767, 7.6331323 44.9461635, 7.633518 44.9459782)",,,,
309728414,False,Via Cottolengo,unclassified,True,108.30099999999999,"LINESTRING (7.6326582 44.946448, 7.6325825 44.9464189, 7.6323076 44.946267, 7.6318736 44.9460549, 7.6315438 44.945878)",,,,
561320119,True,Via Cottolengo,unclassified,False,156.136,"LINESTRING (7.6326582 44.946448, 7.6329593 44.9466001, 7.6332544 44.9467824, 7.6337968 44.9471191, 7.6341784 44.9473487)",,,,
59180487,False,Via Vidone,unclassified,False,58.284,"LINESTRING (7.637721 44.9460584, 7.637047 44.9462756)",,,,
59180487,False,Via Vidone,unclassified,True,94.205,"LINESTRING (7.637721 44.9460584, 7.638818 44.9457194)",,,,
309037944,False,Via Padre Aliberti,tertiary,False,62.566,"LINESTRING (7.637721 44.9460584, 7.6376354 44.945499)",,,,
309037944,False,Via Padre Aliberti,tertiary,True,129.00900000000001,"LINESTRING (7.637721 44.9460584, 7.6378007 44.9465133, 7.637908 44.946924, 7.6380314 44.9471944)",,,,
"[498822589, 388091247]",True,Via G. Mola,residential,False,122.548,"LINESTRING (7.6333507 44.9483388, 7.6330017 44.9485015, 7.6325841 44.9481175, 7.6324138 44.9480387, 7.6322401 44.9479103)",,,,
59180484,True,Via San Desiderio,residential,False,33.964,"LINESTRING (7.6356339 44.9480428, 7.6356235 44.9479581, 7.6355669 44.9478354, 7.6355527 44.9477446)",,,,
135026259,False,Via Cottolengo,residential,False,81.377,"LINESTRING (7.6356339 44.9480428, 7.6356547 44.9480721, 7.63609 44.9486996)",,,,
59180487,False,Via Vidone,unclassified,True,58.284,"LINESTRING (7.637047 44.9462756, 7.637721 44.9460584)",,,,
