osmid,oneway,ref,highway,reversed,length,name,geometry,lanes,bridge,maxspeed,tunnel,junction
"[281717978, 138468365, 138468366]",False,SP107,tertiary,True,186.2,,"LINESTRING (14.8391837 41.4841126, 14.8393141 41.4841444, 14.8394354 41.4840791, 14.8395181 41.4839656, 14.8397018 41.4836422, 14.8397886 41.4835866, 14.8398895 41.4835494, 14.8400646 41.4835486, 14.8401715 41.4835784, 14.8406234 41.4837008, 14.8409209 41.4837678)",2,yes,,,
281717959,False,,secondary,False,94.719,Via Circumvallazione,"LINESTRING (14.8391837 41.4841126, 14.8389669 41.4844244, 14.8386727 41.4848735)",2,,,,
281717980,False,,primary_link,True,205.779,,"LINESTRING (14.8391837 41.4841126, 14.8395705 41.4834894, 14.8397106 41.4832424, 14.83976 41.4831141, 14.8397905 41.4829433, 14.8397763 41.482799, 14.8397613 41.4826504, 14.8396766 41.4823619)",,,,,
4243985,False,,primary_link,True,155.062,,"LINESTRING (14.8396766 41.4823619, 14.8392805 41.4812617, 14.8391682 41.481021)",,,,,
281717980,False,,primary_link,False,205.779,,"LINESTRING (14.8396766 41.4823619, 14.8397613 41.4826504, 14.8397763 41.482799, 14.8397905 41.4829433, 14.83976 41.4831141, 14.8397106 41.4832424, 14.8395705 41.4834894, 14.8391837 41.4841126)",,,,,
281717943,True,,residential,False,130.704,Via Casale,"LINESTRING (14.8339337 41.4871178, 14.8338185 41.4871975, 14.833698 41.4873862, 14.833384 41.4878064, 14.8331072 41.4881095)",,,20,,
302043391,False,ex SS 212,secondary,True,98.195,Corso Carmine,"LINESTRING (14.8339337 41.4871178, 14.8340122 41.487002, 14.8341241 41.4868755, 14.8345255 41.4865639, 14.834591 41.4865434, 14.8346526 41.4865143, 14.8347245 41.4864863)",2,,,,
302043514,False,ex SS 212,secondary,False,95.612,Via Vittorio Emanuele III,"LINESTRING (14.8339337 41.4871178, 14.8337081 41.4876842, 14.8335947 41.4879392)",2,,,,
"[281717913, 108719301, 108719302]",False,SS212,primary,True,318.53099999999995,Strada Statale 212 della Val Fortore,"LINESTRING (14.8408928 41.4854489, 14.8409427 41.4850595, 14.8409572 41.484867, 14.8409547 41.484547, 14.8409235 41.4842503, 14.8408831 41.4840134, 14.8407273 41.4834414, 14.8405664 41.4830973, 14.8403518 41.4827385, 14.8402975 41.4826666)",2,viaduct,,,
72463174,True,,primary_link,False,84.42600000000002,,"LINESTRING (14.8402975 41.4826666, 14.8402193 41.482614, 14.8399625 41.4822724, 14.8399029 41.4822378, 14.8398154 41.4822433, 14.8397433 41.4822699, 14.8397008 41.4823112, 14.8396766 41.4823619)",,,,,
"[281717913, 108719301, 108719302]",False,SS212,primary,False,318.531,Strada Statale 212 della Val Fortore,"LINESTRING (14.8402975 41.4826666, 14.8403518 41.4827385, 14.8405664 41.4830973, 14.8407273 41.4834414, 14.8408831 41.4840134, 14.8409235 41.4842503, 14.8409547 41.484547, 14.8409572 41.484867, 14.8409427 41.4850595, 14.8408928 41.4854489)",2,viaduct,,,
281717916,False,SS212,primary,True,205.779,Strada Statale 212 della Val Fortore,"LINESTRING (14.8402975 41.4826666, 14.8398857 41.4820333, 14.8391682 41.481021)",2,,,,
4243988,True,ex SS 212,secondary,False,137.56,Via Roma,"LINESTRING (14.834426 41.4846258, 14.8345064 41.4846491, 14.8345918 41.4846959, 14.8347816 41.4847399, 14.8348853 41.4847709, 14.8354747 41.4849913, 14.8355545 41.4850236, 14.8358361 41.4851376, 14.8359122 41.4851548)",,,,,
"[302043664, 302043483, 302043480]",True,ex SS 212,"['secondary', 'tertiary']",False,76.517,Via Feudo,"LINESTRING (14.834426 41.4846258, 14.8343487 41.4846216, 14.8342655 41.4846178, 14.8339601 41.4845011, 14.8338326 41.4844368, 14.8337897 41.4844152, 14.8337796 41.4844045, 14.8336681 41.4842874)",2,,,,
302043666,False,,residential,True,9.675,,"LINESTRING (14.834426 41.4846258, 14.8343788 41.484664, 14.8343575 41.4846951)",,,,,
301020084,True,ex SS 212,secondary,False,34.269999999999996,,"LINESTRING (14.8360963 41.4859761, 14.8360828 41.4860491, 14.8360497 41.4861257, 14.8360148 41.486184, 14.835965 41.486266)",,,,,
302043422,False,ex SS 212,secondary,True,22.778,Piazza Giacomo Sedati,"LINESTRING (14.8360963 41.4859761, 14.8362668 41.4859355, 14.8362974 41.4859329, 14.8363298 41.4859338, 14.8363557 41.485947)",,,,,
302043404,False,,unclassified,True,26.209000000000003,Largo Casale,"LINESTRING (14.8328784 41.4882713, 14.8330384 41.4881582, 14.8331072 41.4881095)",,,,,
302043406,False,,tertiary,True,21.223,Largo Casale,"LINESTRING (14.8328784 41.4882713, 14.832769 41.4882074, 14.8326724 41.4881592)",2,,,,
"[302043456, 257687125]",True,ex SS 212,residential,False,112.455,"['Largo Airella', 'Via Airella']","LINESTRING (14.8351181 41.4824272, 14.835265 41.4824783, 14.8354248 41.4825339, 14.835538 41.4825733, 14.8355856 41.4825803, 14.8357313 41.4826093, 14.8358934 41.4826395, 14.8359731 41.4826544, 14.8361053 41.4826837, 14.8361228 41.4826797, 14.836396 41.4827332)",,,,,
300978626,False,,residential,True,171.39,Via Sabatella,"LINESTRING (14.8351181 41.4824272, 14.8351349 41.4822905, 14.8351931 41.4821945, 14.8352397 41.4820942, 14.8352306 41.4820056, 14.8352281 41.4819808, 14.8352193 41.4818052, 14.835199 41.4816625, 14.8351699 41.4815185, 14.8351291 41.4813572, 14.8350942 41.4811522, 14.8350539 41.4809111)",,,,,
302043398,False,,unclassified,True,59.335,Largo Airella,"LINESTRING (14.8351181 41.4824272, 14.8346984 41.4822799, 14.834496 41.4821715)",,,,,
302043483,True,,tertiary,False,5.932,Via Feudo,"LINESTRING (14.8336681 41.4842874, 14.8336256 41.4842446)",2,,,,
257687140,False,,residential,True,19.009999999999998,Largo Caduti,"LINESTRING (14.8364807 41.4825136, 14.8365381 41.4825029, 14.8365989 41.4824907, 14.8366359 41.4824701, 14.8366617 41.4824295)",,,,,
302043460,False,ex SS 212,secondary,False,25.493000000000002,Via Benevento,"LINESTRING (14.8364807 41.4825136, 14.8364716 41.4825634, 14.836396 41.4827332)",,,,,
302110975,False,ex SS 212,secondary,True,217.07,Via Benevento,"LINESTRING (14.8364807 41.4825136, 14.8364089 41.4824446, 14.8362059 41.4823683, 14.836111 41.4822533, 14.8359274 41.4820309, 14.8358067 41.4818979, 14.8357428 41.4818042, 14.8355967 41.4816303, 14.8355192 41.4815364, 14.8350539 41.4809111)",,,,,
"[281717978, 138468365, 138468366]",False,SP107,tertiary,False,186.20000000000002,,"LINESTRING (14.8409209 41.4837678, 14.8406234 41.4837008, 14.8401715 41.4835784, 14.8400646 41.4835486, 14.8398895 41.4835494, 14.8397886 41.4835866, 14.8397018 41.4836422, 14.8395181 41.4839656, 14.8394354 41.4840791, 14.8393141 41.4841444, 14.8391837 41.4841126)",2,yes,,,
257687140,False,,residential,False,19.009999999999998,Largo Caduti,"LINESTRING (14.8366617 41.4824295, 14.8366359 41.4824701, 14.8365989 41.4824907, 14.8365381 41.4825029, 14.8364807 41.4825136)",,,,,
302043469,False,,residential,False,39.716,Via Castelvetere,"LINESTRING (14.8366617 41.4824295, 14.8368191 41.482337, 14.8368974 41.4822722, 14.8370085 41.4821859)",,,,,
257687072,False,,residential,False,29.661,Vico Via Benevento,"LINESTRING (14.8367304 41.4828248, 14.8365116 41.482766, 14.836396 41.4827332)",,,,,
"[305390426, 257687092]",True,SP93,tertiary,False,374.32500000000005,"['Via Montecapello', 'Via Panichella']","LINESTRING (14.8326724 41.4881592, 14.8326295 41.4879783, 14.8324069 41.4872329, 14.8322701 41.486815, 14.8322057 41.4865638, 14.8321946 41.4864272, 14.8322557 41.4862577, 14.8323582 41.4861026, 14.8324821 41.4859308, 14.8325603 41.4858722, 14.8326336 41.4857964, 14.8327625 41.4857002, 14.8329836 41.4855351, 14.8330879 41.4854704, 14.8332947 41.4853422, 14.8334968 41.4852072)",2,,,,
302043406,False,,tertiary,False,21.223,Largo Casale,"LINESTRING (14.8326724 41.4881592, 14.832769 41.4882074, 14.8328784 41.4882713)",2,,,,
"[302043473, 302043474, 313713370]",False,,residential,"[False, True]",113.52300000000001,"['Via Collecroci', 'Via della Libertà']","LINESTRING (14.8334968 41.4852072, 14.8335299 41.485302, 14.8336402 41.4853641, 14.8337709 41.485394, 14.8342423 41.4855021, 14.834272 41.4855089, 14.8345931 41.4855825, 14.83468 41.4855804, 14.8346906 41.4855801)",,,,,
305390426,True,SP93,tertiary,False,104.58000000000001,Via Panichella,"LINESTRING (14.8334968 41.4852072, 14.8335096 41.4851929, 14.833546 41.4851375, 14.8335843 41.4850363, 14.8336434 41.4847976, 14.8336676 41.4846516, 14.8336943 41.4845123, 14.833691 41.4844844, 14.8336681 41.4842874)",2,,,,
257687072,False,,residential,True,29.661,Vico Via Benevento,"LINESTRING (14.836396 41.4827332, 14.8365116 41.482766, 14.8367304 41.4828248)",,,,,
302043460,False,ex SS 212,secondary,True,25.493000000000002,Via Benevento,"LINESTRING (14.836396 41.4827332, 14.8364716 41.4825634, 14.8364807 41.4825136)",,,,,
"[301029912, 302043461]",False,ex SS 212,secondary,"[False, True]",61.812,"['Via Benevento', 'Piazza Umberto I']","LINESTRING (14.836396 41.4827332, 14.8363856 41.4827461, 14.836297 41.4828546, 14.8360604 41.4831365, 14.836048 41.4831579, 14.8360328 41.4831756, 14.8360108 41.4832079)",,,,,
300978627,False,,residential,True,194.03500000000003,Traversa via Calemme,"LINESTRING (14.8329558 41.4804856, 14.8329026 41.4805388, 14.8328686 41.4805728, 14.8327795 41.4806913, 14.832704 41.4807918, 14.8326724 41.4808333, 14.8325846 41.4809491, 14.832518 41.4810807, 14.8324817 41.4811526, 14.8323499 41.48135, 14.8321976 41.4815751, 14.8320453 41.4818095, 14.8320104 41.4818496, 14.831963 41.4819082, 14.8318767 41.4820278)",,,,,
302043472,False,,residential,False,234.51399999999995,Via Colle della Macchia,"LINESTRING (14.8329558 41.4804856, 14.8333117 41.4806221, 14.8335746 41.480817, 14.833934 41.4814078, 14.8341084 41.4817635, 14.8342713 41.4819505, 14.8344356 41.4821392, 14.834496 41.4821715)",,,,,
302110975,False,ex SS 212,secondary,True,12.145,Via Benevento,"LINESTRING (14.8350539 41.4809111, 14.8349829 41.4808157)",,,,,
300978626,False,,residential,False,171.39,Via Sabatella,"LINESTRING (14.8350539 41.4809111, 14.8350942 41.4811522, 14.8351291 41.4813572, 14.8351699 41.4815185, 14.835199 41.4816625, 14.8352193 41.4818052, 14.8352281 41.4819808, 14.8352306 41.4820056, 14.8352397 41.4820942, 14.8351931 41.4821945, 14.8351349 41.4822905, 14.8351181 41.4824272)",,,,,
302110975,False,ex SS 212,secondary,False,217.07000000000002,Via Benevento,"LINESTRING (14.8350539 41.4809111, 14.8355192 41.4815364, 14.8355967 41.4816303, 14.8357428 41.4818042, 14.8358067 41.4818979, 14.8359274 41.4820309, 14.836111 41.4822533, 14.8362059 41.4823683, 14.8364089 41.4824446, 14.8364807 41.4825136)",,,,,
302043469,False,,residential,True,39.716,Via Castelvetere,"LINESTRING (14.8370085 41.4821859, 14.8368974 41.4822722, 14.8368191 41.482337, 14.8366617 41.4824295)",,,,,
"[281717959, 303203882, 302043505, 302043667, 302043636, 302043478, 302043418]",False,,secondary,False,720.192,"['Via Circumvallazione', 'Piazza Municipio', 'Viale Federico Ciccaglione', 'Via Piano della Corte']","LINESTRING (14.8386727 41.4848735, 14.8386503 41.4849077, 14.8385868 41.4853135, 14.8385123 41.4856734, 14.8384407 41.4858044, 14.8383493 41.4858837, 14.8377776 41.4863293, 14.8376906 41.4864951, 14.8376048 41.4867201, 14.8373151 41.4875078, 14.8371805 41.4878631, 14.8371155 41.4880101, 14.8370754 41.4881008, 14.837068 41.4881185, 14.8370539 41.4881378, 14.8369981 41.4882067, 14.8369726 41.4882315, 14.8369356 41.4882615, 14.8369093 41.4882925, 14.836864 41.48834, 14.8367851 41.4883998, 14.8366548 41.4884797, 14.8365992 41.4884933, 14.8365416 41.4885013, 14.8364854 41.4884976, 14.8363459 41.4884611, 14.8362518 41.4883658, 14.8362283 41.4883025, 14.8362219 41.4882149, 14.8362214 41.4880846, 14.8362443 41.4879468, 14.8362637 41.4877514, 14.8362424 41.4875711, 14.8362065 41.4874571, 14.8361909 41.487422, 14.8361582 41.4873807, 14.83613 41.4873536, 14.8360699 41.4872838, 14.8359814 41.4871183, 14.8359017 41.4869283, 14.8358797 41.4868439, 14.8358784 41.486755, 14.8358781 41.4867356, 14.8358865 41.486674, 14.8359083 41.4866194, 14.8359359 41.4865438, 14.8359441 41.486526, 14.8359633 41.4864656, 14.835972 41.4864299, 14.8359746 41.4864144, 14.8359759 41.486407, 14.8359773 41.4863693, 14.8359682 41.4863414)",2,,,,
281717959,False,,secondary,True,94.719,Via Circumvallazione,"LINESTRING (14.8386727 41.4848735, 14.8389669 41.4844244, 14.8391837 41.4841126)",2,,,,
"[302456379, 302456380, 301020085, 302456381]",True,ex SS 212,residential,False,181.97000000000003,Via Gabriele Pepe,"LINESTRING (14.8359122 41.4851548, 14.8360955 41.4850697, 14.8361677 41.4850924, 14.8362171 41.4851116, 14.8362268 41.4851186, 14.8362825 41.4851586, 14.8362938 41.4851653, 14.8363091 41.4851745, 14.8363381 41.4851919, 14.8363987 41.4852502, 14.8364258 41.4852665, 14.8364371 41.4852922, 14.8365419 41.4854034, 14.8365827 41.4854817, 14.8365942 41.4855037, 14.8366572 41.4856087, 14.836664 41.4856142, 14.8366903 41.4856651, 14.8367256 41.4857146, 14.8367907 41.4857871, 14.8368187 41.4857975, 14.8368824 41.4858461, 14.8369952 41.4859159, 14.837022 41.4859438, 14.8370406 41.4859689, 14.8370483 41.4859987, 14.8370496 41.4860438, 14.8370396 41.4860859, 14.8370305 41.4861032, 14.8370083 41.4861365, 14.8369716 41.486168, 14.8369277 41.4861958, 14.8368824 41.4862146)",,,,building_passage,
"[305370264, 302043419, 302043420, 305370263]",True,ex SS 212,secondary,False,106.36,"['Via Roma', 'Piazza Giacomo Sedati']","LINESTRING (14.8363557 41.485947, 14.836393 41.4859167, 14.8364375 41.485884, 14.836459 41.485853, 14.8364602 41.4858109, 14.8363897 41.4856927, 14.8363459 41.4856247, 14.836307 41.4855643, 14.8361203 41.4852798, 14.8361057 41.4852574, 14.8359122 41.4851548)",,,,,
302043422,False,ex SS 212,secondary,False,22.778,Piazza Giacomo Sedati,"LINESTRING (14.8363557 41.485947, 14.8363298 41.4859338, 14.8362974 41.4859329, 14.8362668 41.4859355, 14.8360963 41.4859761)",,,,,
"[302574955, 301020080, 302043640, 302043646, 302043487]",True,,residential,False,262.49600000000004,Via Gambatesa,"LINESTRING (14.8368824 41.4862146, 14.836943 41.4862787, 14.8369862 41.4863285, 14.8370135 41.4863558, 14.8370848 41.4863804, 14.8371939 41.4863912, 14.8372423 41.4863923, 14.8372922 41.4863932, 14.8373889 41.4863607, 14.8374966 41.4862582, 14.8375926 41.4861535, 14.83768 41.4860728, 14.8377527 41.486027, 14.8378663 41.4860052, 14.8379769 41.4859878, 14.838201 41.4858461, 14.8383262 41.4857021, 14.8383873 41.4856258, 14.8384164 41.4855408, 14.8384397 41.4854209, 14.8384601 41.4853271, 14.8384746 41.4852224, 14.8385037 41.4851156, 14.8385328 41.4849673, 14.8386727 41.4848735)",,,,,
"[302456380, 302043421]",True,ex SS 212,residential,False,61.278999999999996,"['Via Gabriele Pepe', 'Piazza Giacomo Sedati']","LINESTRING (14.8368824 41.4862146, 14.8368191 41.4862194, 14.8367522 41.4862166, 14.8366717 41.4862035, 14.8365945 41.4861827, 14.8365082 41.4861593, 14.8364373 41.4861337, 14.8364017 41.48611, 14.8363937 41.4860757, 14.8363819 41.4860332, 14.8363715 41.4859927, 14.8363557 41.485947)",,,,,
302043694,False,,residential,True,40.053,,"LINESTRING (14.836414 41.4862271, 14.8363926 41.486208, 14.8363563 41.4861962, 14.836334 41.4861899, 14.8363149 41.4861855, 14.8362687 41.4861819, 14.8362056 41.4861882, 14.8361663 41.4861945, 14.836114 41.4862086, 14.836072 41.4862376, 14.8359945 41.4862863)",,,,,
301020123,False,,residential,False,72.993,Largo Airella,"LINESTRING (14.834496 41.4821715, 14.8344378 41.4822252, 14.834411 41.4822638, 14.8344357 41.4823301, 14.8345119 41.4824103, 14.8345438 41.4824385, 14.8346045 41.482492, 14.8346868 41.4825567, 14.8347815 41.4826462, 14.8348389 41.4826959)",,,,,
302043398,False,,unclassified,False,59.335,Largo Airella,"LINESTRING (14.834496 41.4821715, 14.8346984 41.4822799, 14.8351181 41.4824272)",,,,,
302043472,False,,residential,True,234.51399999999998,Via Colle della Macchia,"LINESTRING (14.834496 41.4821715, 14.8344356 41.4821392, 14.8342713 41.4819505, 14.8341084 41.4817635, 14.833934 41.4814078, 14.8335746 41.480817, 14.8333117 41.4806221, 14.8329558 41.4804856)",,,,,
301020123,False,,residential,True,72.993,Largo Airella,"LINESTRING (14.8348389 41.4826959, 14.8347815 41.4826462, 14.8346868 41.4825567, 14.8346045 41.482492, 14.8345438 41.4824385, 14.8345119 41.4824103, 14.8344357 41.4823301, 14.834411 41.4822638, 14.8344378 41.4822252, 14.834496 41.4821715)",,,,,
302043399,True,ex SS 212,residential,False,38.435,Largo Airella,"LINESTRING (14.8348389 41.4826959, 14.8350217 41.4825681, 14.8351181 41.4824272)",,,,,
301024738,True,,residential,False,121.64100000000002,Piazza Umberto I,"LINESTRING (14.8360108 41.4832079, 14.8362344 41.4833111, 14.8363875 41.4833883, 14.8365366 41.4834603, 14.8366518 41.4835182, 14.8366653 41.4835365, 14.8366675 41.4835569, 14.8366694 41.4835813, 14.8366518 41.4836085, 14.8366297 41.4836341, 14.8366135 41.4836506, 14.8365922 41.4836725, 14.8365542 41.4837172, 14.8365128 41.4837622, 14.8364795 41.4837963, 14.8363292 41.4839593)",,,,,
301029909,True,ex SS 212,secondary,False,54.416000000000004,Piazza Umberto I,"LINESTRING (14.8360108 41.4832079, 14.8359327 41.4832979, 14.8356937 41.4835671, 14.8356503 41.483616)",,,,,
"[301029912, 302043461]",False,ex SS 212,secondary,"[False, True]",61.812000000000005,"['Via Benevento', 'Piazza Umberto I']","LINESTRING (14.8360108 41.4832079, 14.8360328 41.4831756, 14.836048 41.4831579, 14.8360604 41.4831365, 14.836297 41.4828546, 14.8363856 41.4827461, 14.836396 41.4827332)",,,,,
301029910,True,ex SS 212,secondary,False,31.295,Piazza Umberto I,"LINESTRING (14.8356503 41.483616, 14.835445 41.4838517)",,,,,
301024741,True,,residential,False,68.259,,"LINESTRING (14.8356503 41.483616, 14.8357004 41.4836408, 14.8362834 41.4839306, 14.8363292 41.4839593)",,,,,
"[257687114, 302043493, 302043494]",True,ex SS 212,secondary,False,124.255,Via Guglielmo Marconi,"LINESTRING (14.835445 41.4838517, 14.8353962 41.4839085, 14.8353667 41.4839136, 14.8351569 41.4838069, 14.8350901 41.4837729, 14.834967 41.4837133, 14.8348073 41.4836359, 14.8347378 41.4835911, 14.8346699 41.4835472, 14.8346375 41.4835194, 14.8345577 41.4834482, 14.8343326 41.483252)",,,,,
301024742,True,,residential,False,96.62200000000001,Piazza Umberto I,"LINESTRING (14.8363292 41.4839593, 14.8362652 41.4840339, 14.8362248 41.4840881, 14.8361656 41.4841477, 14.8361412 41.484166, 14.8361154 41.4841721, 14.8360734 41.484165, 14.8360477 41.4841518, 14.835445 41.4838517)",,,,,
302110975,False,ex SS 212,secondary,False,12.145,Via Benevento,"LINESTRING (14.8349829 41.4808157, 14.8350539 41.4809111)",,,,,
303270386,False,ex SS 212,secondary,True,10.257,Largo Calemme,"LINESTRING (14.8327927 41.4826936, 14.8328112 41.4826024)",,,,,
"[302043403, 302043491]",True,ex SS 212,secondary,False,167.792,"['Via Giuseppe Garibaldi', 'Largo Calemme']","LINESTRING (14.8327927 41.4826936, 14.8328133 41.4827144, 14.8328408 41.4827421, 14.8329898 41.4829258, 14.8331164 41.4830867, 14.8332288 41.4832504, 14.8333539 41.4834325, 14.8334689 41.4836001, 14.833584 41.4837676, 14.8336136 41.4838107, 14.8336674 41.4838439, 14.8336867 41.4838558, 14.8338544 41.4839576)",,,,,
302043666,False,,residential,False,9.675,,"LINESTRING (14.8343575 41.4846951, 14.8343788 41.484664, 14.834426 41.4846258)",,,,,
302043694,False,,residential,False,40.053000000000004,,"LINESTRING (14.8359945 41.4862863, 14.836072 41.4862376, 14.836114 41.4862086, 14.8361663 41.4861945, 14.8362056 41.4861882, 14.8362687 41.4861819, 14.8363149 41.4861855, 14.836334 41.4861899, 14.8363563 41.4861962, 14.8363926 41.486208, 14.836414 41.4862271)",,,,,
305485759,True,ex SS 212,secondary,False,7.202,Piazza Municipio,"LINESTRING (14.8359945 41.4862863, 14.8359999 41.486302, 14.8359968 41.486318, 14.8359857 41.4863319, 14.8359682 41.4863414)",2,,,,roundabout
"[302231194, 302043470]",True,ex SS 212,secondary,False,114.35899999999998,"['Viale Costanza di Chiaromonte', 'Piazza Municipio']","LINESTRING (14.8358939 41.4862905, 14.8357683 41.4862887, 14.835606 41.4863527, 14.8350429 41.4865859, 14.8349601 41.4866167, 14.8349144 41.4866246, 14.8348743 41.4866242, 14.8348454 41.4866127, 14.8348081 41.4865832, 14.8347245 41.4864863)",2,,,,
305485759,True,ex SS 212,secondary,False,7.215999999999999,Piazza Municipio,"LINESTRING (14.8358939 41.4862905, 14.8359051 41.4862766, 14.8359226 41.486267, 14.8359437 41.4862633, 14.835965 41.486266)",2,,,,roundabout
302043514,False,ex SS 212,secondary,True,95.612,Via Vittorio Emanuele III,"LINESTRING (14.8335947 41.4879392, 14.8337081 41.4876842, 14.8339337 41.4871178)",2,,,,
"[281717959, 303203882, 302043505, 302043667, 302043636, 302043478, 302043418]",False,,secondary,True,720.1919999999999,"['Via Piano della Corte', 'Viale Federico Ciccaglione', 'Piazza Municipio', 'Via Circumvallazione']","LINESTRING (14.8359682 41.4863414, 14.8359773 41.4863693, 14.8359759 41.486407, 14.8359746 41.4864144, 14.835972 41.4864299, 14.8359633 41.4864656, 14.8359441 41.486526, 14.8359359 41.4865438, 14.8359083 41.4866194, 14.8358865 41.486674, 14.8358781 41.4867356, 14.8358784 41.486755, 14.8358797 41.4868439, 14.8359017 41.4869283, 14.8359814 41.4871183, 14.8360699 41.4872838, 14.83613 41.4873536, 14.8361582 41.4873807, 14.8361909 41.487422, 14.8362065 41.4874571, 14.8362424 41.4875711, 14.8362637 41.4877514, 14.8362443 41.4879468, 14.8362214 41.4880846, 14.8362219 41.4882149, 14.8362283 41.4883025, 14.8362518 41.4883658, 14.8363459 41.4884611, 14.8364854 41.4884976, 14.8365416 41.4885013, 14.8365992 41.4884933, 14.8366548 41.4884797, 14.8367851 41.4883998, 14.836864 41.48834, 14.8369093 41.4882925, 14.8369356 41.4882615, 14.8369726 41.4882315, 14.8369981 41.4882067, 14.8370539 41.4881378, 14.837068 41.4881185, 14.8370754 41.4881008, 14.8371155 41.4880101, 14.8371805 41.4878631, 14.8373151 41.4875078, 14.8376048 41.4867201, 14.8376906 41.4864951, 14.8377776 41.4863293, 14.8383493 41.4858837, 14.8384407 41.4858044, 14.8385123 41.4856734, 14.8385868 41.4853135, 14.8386503 41.4849077, 14.8386727 41.4848735)",2,,,,
305485759,True,ex SS 212,secondary,False,10.608,Piazza Municipio,"LINESTRING (14.8359682 41.4863414, 14.8359477 41.4863452, 14.8359268 41.4863428, 14.8359086 41.4863345, 14.8358959 41.4863217, 14.8358908 41.4863062, 14.8358939 41.4862905)",2,,,,roundabout
303270386,False,ex SS 212,secondary,False,10.257,Largo Calemme,"LINESTRING (14.8328112 41.4826024, 14.8327927 41.4826936)",,,,,
