osmid,name,highway,oneway,reversed,length,geometry,junction,ref,tunnel
273193789,Via Antonio Pizzuto,tertiary,False,True,44.231,"LINESTRING (15.1261677 37.1763127, 15.1257989 37.1765808)",,,
81041382,,tertiary,True,False,41.25099999999999,"LINESTRING (15.1261677 37.1763127, 15.1261536 37.1763669, 15.126159 37.1764206, 15.1261865 37.1764592, 15.1262279 37.1764813, 15.1262823 37.1764957, 15.12636 37.1765008, 15.1264477 37.1765008)",,,
273193789,Via Antonio Pizzuto,tertiary,False,False,46.429,"LINESTRING (15.1245483 37.1759146, 15.1245767 37.1759534, 15.1246031 37.1759907, 15.1246386 37.1760781, 15.1246631 37.1762054, 15.1246791 37.1763138)",,,
273193789,Via Antonio Pizzuto,tertiary,False,True,149.818,"LINESTRING (15.1245483 37.1759146, 15.1244918 37.1758519, 15.1244093 37.1757944, 15.1243278 37.1757551, 15.1242288 37.1757214, 15.1240036 37.1756737, 15.123713 37.1756081, 15.1235687 37.175556, 15.1234524 37.1754997, 15.1233208 37.1754232, 15.123116 37.1752606)",,,
92268713,,tertiary,True,False,32.797,"LINESTRING (15.123116 37.1752606, 15.1229702 37.175171, 15.1228668 37.1751211, 15.1228042 37.1751067)",,,
273193789,Via Antonio Pizzuto,tertiary,False,False,149.818,"LINESTRING (15.123116 37.1752606, 15.1233208 37.1754232, 15.1234524 37.1754997, 15.1235687 37.175556, 15.123713 37.1756081, 15.1240036 37.1756737, 15.1242288 37.1757214, 15.1243278 37.1757551, 15.1244093 37.1757944, 15.1244918 37.1758519, 15.1245483 37.1759146)",,,
92268761,,tertiary,True,False,27.913,"LINESTRING (15.1225772 37.1748524, 15.1227097 37.1749086, 15.1227807 37.1749655, 15.122826 37.1750018)",,,
42813539,Via Martiri di Via Fani,tertiary,True,False,100.88900000000001,"LINESTRING (15.1276371 37.1822619, 15.127647 37.181686, 15.1276551 37.1813547)",,,
273300633,,residential,False,True,107.458,"LINESTRING (15.1276371 37.1822619, 15.1275944 37.1822477, 15.1275104 37.182208, 15.1275168 37.1813563)",,,
273300633,,residential,False,False,12.254000000000001,"LINESTRING (15.1276551 37.1813547, 15.127609 37.1813553, 15.1275168 37.1813563)",,,
334616929,Via Martiri di Via Fani,tertiary,False,True,97.454,"LINESTRING (15.1276551 37.1813547, 15.1276563 37.1813259, 15.1276643 37.1809487, 15.127682 37.1808779, 15.1277135 37.1808231, 15.1277579 37.1807636, 15.1278256 37.1807036, 15.1278957 37.1806459, 15.1280027 37.1805801)",,,
92268495,Via Trappeti,residential,False,True,53.397000000000006,"LINESTRING (15.1280027 37.1805801, 15.1279453 37.1805676, 15.127872 37.1805516, 15.1277689 37.1805291, 15.1275215 37.180475, 15.1274214 37.1804532)",,,
