osmid,lanes,name,highway,width,junction,oneway,reversed,length,geometry,maxspeed
75722080,2,Via Giordano Bruno,residential,6,,False,False,62.57099999999999,"LINESTRING (9.9246993 45.4052751, 9.9246714 45.4053054, 9.9246686 45.4053471, 9.9247592 45.4057182, 9.9247696 45.4057598, 9.9247701 45.4057975, 9.924755 45.4058239)",
75723293,2,Largo Montello,residential,7,,False,False,31.615,"LINESTRING (9.9246993 45.4052751, 9.9247899 45.4053102, 9.9249507 45.4053616, 9.9250669 45.4053936)",
75723295,2,Via Giordano Bruno,residential,6,,False,False,22.859,"LINESTRING (9.9246993 45.4052751, 9.9246548 45.4052448, 9.9246333 45.4052081, 9.9246159 45.4051412, 9.9245944 45.4051139, 9.9245679 45.4051001)",
75722073,1,Viale Montenero,secondary,4,roundabout,True,False,13.821,"LINESTRING (9.9211786 45.4057725, 9.9212 45.4057527, 9.9212287 45.4057381, 9.9212621 45.4057299, 9.9212975 45.4057289, 9.9213318 45.405735)",
550230945,,Viale Montenero,secondary,,,True,False,29.552,"LINESTRING (9.9211786 45.4057725, 9.921164 45.4057269, 9.9211559 45.4056487, 9.9211473 45.4055082)",
75722083,1,Via Francesca,secondary,3,,True,False,31.363,"LINESTRING (9.9258274 45.4066087, 9.9257864 45.406696, 9.925777 45.4067657, 9.9257895 45.4068855)",
75722090,2,Viale Adua,secondary,6,roundabout,True,False,17.725,"LINESTRING (9.9258274 45.4066087, 9.9257773 45.4066274, 9.9257219 45.4066361, 9.9256652 45.4066343, 9.9256112 45.406622)",
75722079,1,,secondary,3,,True,False,36.278,"LINESTRING (9.9255091 45.4065492, 9.9253501 45.4065006, 9.9250746 45.4064342)",
75722090,2,Viale Adua,secondary,6,roundabout,True,False,13.235999999999999,"LINESTRING (9.9255091 45.4065492, 9.9254926 45.4065112, 9.9254909 45.4064716, 9.9255041 45.406433)",
75722072,1,Viale Montenero,residential,4,,True,False,51.815,"LINESTRING (9.9253958 45.4057119, 9.925319 45.405726, 9.9248264 45.4058262, 9.924755 45.4058239)",
75722091,2,Via Francesca,tertiary,6,,True,False,14.889,"LINESTRING (9.9253958 45.4057119, 9.925388 45.4056466, 9.9254043 45.4055792)",
203884570,2,Viale Adua,secondary,8,,False,True,14.742,"LINESTRING (9.9250746 45.4064342, 9.9248894 45.4064083)",
75722076,1,,secondary,3,,True,False,33.541,"LINESTRING (9.9250746 45.4064342, 9.9253607 45.4064371, 9.9255041 45.406433)",
75722081,2,Viale Adua,secondary,8,,False,True,28.441,"LINESTRING (9.9269216 45.4067675, 9.9266071 45.4066384)",
75722074,1,Viale Adua,secondary,3,,True,False,123.50300000000001,"LINESTRING (9.9269216 45.4067675, 9.9266953 45.4067135, 9.9265916 45.4067039, 9.9265077 45.4067025, 9.9264337 45.4067081, 9.926335 45.4067207, 9.9262382 45.4067472, 9.9261475 45.4067882, 9.9260765 45.4068347, 9.9260098 45.4068937, 9.9259667 45.4069528, 9.9259189 45.4070506, 9.9259045 45.4071452, 9.9259 45.4072759)",
75722073,1,Viale Montenero,secondary,4,roundabout,True,False,13.848,"LINESTRING (9.9213318 45.405735, 9.9213605 45.4057469, 9.9213835 45.4057638, 9.9213991 45.4057845, 9.9214065 45.4058111, 9.9214014 45.4058381)",
550230932,,Viale Montenero,residential,,,True,False,26.822,"LINESTRING (9.9213318 45.405735, 9.9214255 45.405742, 9.9215207 45.4057429, 9.9216748 45.405745)",
75722671,2,Via Milano,tertiary,8,,True,False,28.538,"LINESTRING (9.9167813 45.4009458, 9.9171467 45.4009526)",
75722070,2,Via Trieste,secondary,6,,False,False,192.846,"LINESTRING (9.9167813 45.4009458, 9.9169646 45.4009839, 9.9171889 45.4010443, 9.9173904 45.401126, 9.9176067 45.401225, 9.9177682 45.4013333, 9.9178919 45.4014262, 9.9181333 45.4016384, 9.9185656 45.4020743)",
75722078,2,Viale Montenero,residential,6,,False,True,72.10900000000001,"LINESTRING (9.924755 45.4058239, 9.9247366 45.4058549, 9.9246982 45.405879, 9.9244489 45.4059191, 9.9243243 45.4059293, 9.9242434 45.4059275, 9.9241572 45.4059163, 9.9238944 45.4058606)",
75722080,2,Via Giordano Bruno,residential,6,,False,True,62.571000000000005,"LINESTRING (9.924755 45.4058239, 9.9247701 45.4057975, 9.9247696 45.4057598, 9.9247592 45.4057182, 9.9246686 45.4053471, 9.9246714 45.4053054, 9.9246993 45.4052751)",
75722073,1,Viale Montenero,secondary,4,roundabout,True,False,12.197,"LINESTRING (9.9211994 45.4058741, 9.9211765 45.405852, 9.9211647 45.4058258, 9.9211655 45.4057984, 9.9211786 45.4057725)",
550230939,,Via Antonio Meucci,unclassified,,,True,False,15.809999999999999,"LINESTRING (9.9211994 45.4058741, 9.9211278 45.4058709, 9.9210661 45.4058747, 9.9210008 45.40589)",
75722078,2,Viale Montenero,residential,6,,False,False,177.488,"LINESTRING (9.9216748 45.405745, 9.9224865 45.4056556, 9.9226403 45.4056444, 9.9227702 45.4056426, 9.9229002 45.4056575, 9.9231296 45.4056984, 9.9238944 45.4058606)",
550230935,,Viale Montenero,residential,,,True,False,24.606,"LINESTRING (9.9216748 45.405745, 9.9215314 45.4057655, 9.9214617 45.4057909, 9.9214014 45.4058381)",
75722090,2,Viale Adua,secondary,6,roundabout,True,False,5.348,"LINESTRING (9.925876 45.4065748, 9.9258274 45.4066087)",
75722090,2,Viale Adua,secondary,6,roundabout,True,False,6.890000000000001,"LINESTRING (9.9258174 45.4063604, 9.925852 45.4063796, 9.9258803 45.4064034)",
75722090,2,Viale Adua,secondary,6,roundabout,True,False,4.23,"LINESTRING (9.9255041 45.406433, 9.9255154 45.4064157, 9.9255298 45.4063996)",
203884570,2,Viale Adua,secondary,8,,False,False,14.742,"LINESTRING (9.9248894 45.4064083, 9.9250746 45.4064342)",
75722075,1,Via Francesca,tertiary,3,,True,False,70.106,"LINESTRING (9.9248894 45.4064083, 9.9250654 45.4064064, 9.9251697 45.4064048, 9.9252744 45.4063728, 9.9253544 45.4063345, 9.9254004 45.4063078, 9.9254581 45.4062485, 9.9254828 45.4061927, 9.9255015 45.4060801)",
75722086,2,Viale Adua,secondary,8,,False,True,27.865000000000002,"LINESTRING (9.9248894 45.4064083, 9.9247478 45.4063961, 9.9245351 45.4063779)",
75722090,2,Viale Adua,secondary,6,roundabout,True,False,11.568999999999999,"LINESTRING (9.9256112 45.406622, 9.9255694 45.4066036, 9.9255347 45.4065788, 9.9255091 45.4065492)",
"[686550842, 27003078]",2,Via Francesca,secondary,6,,False,False,44.260000000000005,"LINESTRING (9.9257895 45.4068855, 9.9258713 45.4071745, 9.9259 45.4072759)",
75722071,1,Via Francesca,secondary,3,,True,False,33.003,"LINESTRING (9.9257895 45.4068855, 9.9257399 45.4067583, 9.9256537 45.4066503, 9.9256112 45.406622)",
75722069,1,,secondary,3,,True,False,62.575,"LINESTRING (9.9258803 45.4064034, 9.9260499 45.4064716, 9.9263127 45.4065423, 9.9266071 45.4066384)",
75722090,2,Viale Adua,secondary,6,roundabout,True,False,20.244,"LINESTRING (9.9258803 45.4064034, 9.9259038 45.4064358, 9.9259154 45.4064713, 9.9259145 45.4065077, 9.9259011 45.4065429, 9.925876 45.4065748)",
75722090,2,Viale Adua,secondary,6,roundabout,True,False,25.145000000000003,"LINESTRING (9.9255298 45.4063996, 9.9255663 45.406372, 9.9256115 45.4063516, 9.9256625 45.4063398, 9.9257161 45.4063374, 9.9257688 45.4063444, 9.9258174 45.4063604)",
75722091,2,Via Francesca,tertiary,6,,True,False,35.695,"LINESTRING (9.9255298 45.4063996, 9.9255373 45.4063201, 9.9255314 45.406278, 9.9255265 45.4062466, 9.9255145 45.4061816, 9.9255015 45.4060801)",
203884555,2,Via Francesca,secondary,6,,False,False,55.849999999999994,"LINESTRING (9.9259 45.4072759, 9.9259525 45.40745, 9.9260474 45.4077674)",
"[686550842, 27003078]",2,Via Francesca,secondary,6,,False,True,44.260000000000005,"LINESTRING (9.9259 45.4072759, 9.9258713 45.4071745, 9.9257895 45.4068855)",
465912001,2,Via Milano,tertiary,8,,False,True,154.767,"LINESTRING (9.9197168 45.401022, 9.9177359 45.4009697)",
75722298,2,Via Vittorio Veneto,secondary,8,,False,True,52.114000000000004,"LINESTRING (9.9197168 45.401022, 9.9196678 45.4011178, 9.9194835 45.4014611)",
108149309,2,Viale Isonzo,secondary,8,,False,True,139.091,"LINESTRING (9.9197168 45.401022, 9.9197734 45.4009231, 9.9198872 45.4006384, 9.9202257 45.3999361, 9.9202738 45.3998344)",
75727669,2,Via Alessandro Manzoni,tertiary,6,,True,False,124.078,"LINESTRING (9.9202738 45.3998344, 9.9203216 45.3998373, 9.9216265 45.3999251, 9.921856 45.3999389)",
108149309,2,Viale Isonzo,secondary,8,,False,False,139.091,"LINESTRING (9.9202738 45.3998344, 9.9202257 45.3999361, 9.9198872 45.4006384, 9.9197734 45.4009231, 9.9197168 45.401022)",
465912001,2,Via Milano,tertiary,8,,False,False,46.041,"LINESTRING (9.9171467 45.4009526, 9.9177359 45.4009697)",
75727650,,Via Ventiquattro Maggio,residential,6,,False,True,43.649,"LINESTRING (9.9216425 45.4011079, 9.9216572 45.4010076, 9.9217105 45.4007183)",
75727672,2,Via Giacomo Matteotti,tertiary,8,,True,False,150.66199999999998,"LINESTRING (9.9216425 45.4011079, 9.9215676 45.4011052, 9.92151 45.4011026, 9.919855 45.401024, 9.9197168 45.401022)",
550231495,2,Via Venticinque Aprile,residential,6,,False,True,45.042,"LINESTRING (9.9216425 45.4011079, 9.9216265 45.4011923, 9.9215806 45.4015106)",
75723295,2,Via Giordano Bruno,residential,6,,False,True,22.859,"LINESTRING (9.9245679 45.4051001, 9.9245944 45.4051139, 9.9246159 45.4051412, 9.9246333 45.4052081, 9.9246548 45.4052448, 9.9246993 45.4052751)",
377989411,,Via Secondo Martinelli,residential,,,False,True,63.303000000000004,"LINESTRING (9.9245679 45.4051001, 9.9245314 45.4050875, 9.9244804 45.4050866, 9.923773 45.4051776)",
550230920,2,Via Giordano Bruno,residential,6,,False,False,88.674,"LINESTRING (9.9245679 45.4051001, 9.9245891 45.4050725, 9.9246004 45.4050304, 9.9244201 45.4043183)",
46579284,1,Largo Montello,tertiary,4,roundabout,True,False,18.642000000000003,"LINESTRING (9.9259175 45.4055317, 9.9259 45.4055695, 9.9258693 45.405603, 9.9258196 45.4056307, 9.9257644 45.4056505)",
166401625,,Via Ing. Bellometto,unclassified,,,True,False,26.173000000000002,"LINESTRING (9.9259175 45.4055317, 9.9259678 45.4056497, 9.9260655 45.4057385)",
46579284,1,Largo Montello,tertiary,4,roundabout,True,False,20.910999999999998,"LINESTRING (9.9253911 45.4055508, 9.9253858 45.4055153, 9.9253923 45.4054799, 9.9254101 45.4054465, 9.9254383 45.4054168, 9.9254868 45.4053869)",
75723296,1,Largo Montello,residential,3,,True,False,30.759999999999998,"LINESTRING (9.9253911 45.4055508, 9.9253134 45.4055134, 9.9252267 45.4054706, 9.9250669 45.4053936)",
550230920,2,Via Giordano Bruno,residential,6,,False,True,88.67399999999999,"LINESTRING (9.9244201 45.4043183, 9.9246004 45.4050304, 9.9245891 45.4050725, 9.9245679 45.4051001)",
75723292,1,Largo Montello,residential,3,,True,False,32.911,"LINESTRING (9.9250669 45.4053936, 9.9252405 45.4054033, 9.9253573 45.4053949, 9.9254868 45.4053869)",
75723293,2,Largo Montello,residential,7,,False,True,31.615,"LINESTRING (9.9250669 45.4053936, 9.9249507 45.4053616, 9.9247899 45.4053102, 9.9246993 45.4052751)",
75727650,,Via Ventiquattro Maggio,residential,6,,False,False,43.649,"LINESTRING (9.9217105 45.4007183, 9.9216572 45.4010076, 9.9216425 45.4011079)",
75727650,,Via Ventiquattro Maggio,residential,6,,False,True,87.443,"LINESTRING (9.9217105 45.4007183, 9.9217548 45.400469, 9.921808 45.4001599, 9.9218357 45.4, 9.921856 45.3999389)",
75727646,1,Via Gambara,residential,3,,True,False,39.911,"LINESTRING (9.9234594 45.4037321, 9.9239625 45.4036684)",
75727645,1,Piazza Torretta,residential,3,,True,False,56.785000000000004,"LINESTRING (9.9234594 45.4037321, 9.9234476 45.4037799, 9.9234756 45.4039494, 9.9235477 45.4042365)",
75727641,,Piazza Vittorio Emanuele II,tertiary,15,,False,False,33.551,"LINESTRING (9.9241136 45.4011745, 9.9241425 45.4012298, 9.9242075 45.4014683)",
75727666,,Via Roma,tertiary,5,,False,True,42.701,"LINESTRING (9.9241136 45.4011745, 9.9240935 45.401116, 9.9240482 45.4009228, 9.9240274 45.4007956)",
75727671,,Via Felice Cavallotti,tertiary,4,,True,False,76.001,"LINESTRING (9.9241136 45.4011745, 9.9239775 45.4011704, 9.9235243 45.4011648, 9.9233741 45.4011516, 9.9231416 45.4011476)",
215565497,,Via della Pace,residential,,,False,True,125.909,"LINESTRING (9.9198854 45.4033327, 9.9182993 45.4035377)",
550231136,2,Via Vittorio Veneto,secondary,8,,False,False,43.273,"LINESTRING (9.9198854 45.4033327, 9.9202039 45.4036512)",
550231136,2,Via Vittorio Veneto,secondary,8,,False,True,103.748,"LINESTRING (9.9198854 45.4033327, 9.9190984 45.4025809)",
75727642,,Via Palestro,residential,4,,True,False,34.56,"LINESTRING (9.9231528 45.4015488, 9.9231725 45.4018593)",
75727635,,Via Pier Maria Obici,residential,3,,True,False,84.36,"LINESTRING (9.9231528 45.4015488, 9.923268 45.4015547, 9.924233 45.4015566)",
75727633,,Via Felice Cavallotti,tertiary,4,,False,True,61.664,"LINESTRING (9.9264837 45.4011822, 9.9263203 45.4011853, 9.9259933 45.401186, 9.9256941 45.4011793)",
75727656,,Piazza Martiri di Nassirya,residential,6,,False,True,106.199,"LINESTRING (9.9264837 45.4011822, 9.9264317 45.4008585, 9.9263661 45.4007985, 9.9262588 45.4007766, 9.9255825 45.400795)",
75727636,2,Via Guglielmo Marconi,tertiary,6,,False,True,80.06,"LINESTRING (9.925725 45.4045938, 9.9259075 45.4053023)",
75727636,2,Via Guglielmo Marconi,tertiary,6,,False,False,56.379999999999995,"LINESTRING (9.925725 45.4045938, 9.9256131 45.4041758, 9.9255637 45.4041018)",
169381920,,Via Antonio Gramsci,residential,,,True,False,106.66299999999998,"LINESTRING (9.925725 45.4045938, 9.925831 45.4045885, 9.9269982 45.4044208, 9.9270654 45.4044111)",
75727644,2,Viale Francesco Crispi,residential,6,,True,False,69.166,"LINESTRING (9.9268023 45.4029524, 9.9267042 45.4023342)",
75727663,2,Viale Filippo Corridoni,residential,6,,False,True,42.22,"LINESTRING (9.9268023 45.4029524, 9.9268616 45.4033298)",
"[75727649, 75727658]",,"['Via Pastori', 'Piazza Giuseppe Garibaldi']",residential,,,False,True,59.138000000000005,"LINESTRING (9.9235477 45.4042365, 9.9241196 45.4041354, 9.9240906 45.4040194)",
75727657,1,Piazza Torretta,residential,3,,True,False,60.811,"LINESTRING (9.9235477 45.4042365, 9.9234451 45.404178, 9.9233226 45.4040205, 9.9232848 45.4039743, 9.9231383 45.4037783)",
129314693,,Via Eugenio Maestrazzi,residential,,,False,True,106.114,"LINESTRING (9.9235477 45.4042365, 9.9237615 45.4051288, 9.923773 45.4051776)",
75727633,,Via Felice Cavallotti,tertiary,4,,False,False,24.892,"LINESTRING (9.9253753 45.4011765, 9.9256941 45.4011793)",
75727671,,Via Felice Cavallotti,tertiary,4,,True,False,14.607,"LINESTRING (9.9253753 45.4011765, 9.9251883 45.4011724)",
550231314,,Via Arnaldo da Brescia,residential,,,True,False,62.288,"LINESTRING (9.923189 45.4021823, 9.9223927 45.4022169)",
550231316,,Via Arnaldo da Brescia,residential,,,False,True,93.474,"LINESTRING (9.923189 45.4021823, 9.9243828 45.4021184)",
75727642,,Via Palestro,residential,4,,True,False,42.812,"LINESTRING (9.923189 45.4021823, 9.9232078 45.4024972, 9.9232399 45.4025633)",
75727639,2,Via Dante Alighieri,tertiary,5,,False,False,44.014,"LINESTRING (9.9247298 45.4035777, 9.9246271 45.4031885)",
550231498,,Via Frà Gerolamo Savonarola,residential,,,True,False,41.347,"LINESTRING (9.9247298 45.4035777, 9.9252517 45.4035145)",
75727639,2,Via Dante Alighieri,tertiary,5,,False,True,25.519,"LINESTRING (9.9247298 45.4035777, 9.9247418 45.4036177, 9.924797 45.4038023)",
75727642,,Via Palestro,residential,4,,True,False,43.651,"LINESTRING (9.9232399 45.4025633, 9.923323 45.4029515)",
377989415,,Via Pier Maria Bagnadore,residential,,,True,False,96.776,"LINESTRING (9.9232399 45.4025633, 9.9244738 45.4024802)",
75727670,1,Via Grazio Cossali,residential,4,,True,False,27.314,"LINESTRING (9.9234704 45.4007809, 9.923121 45.4007686)",
75727658,,Piazza Giuseppe Garibaldi,residential,,,False,False,49.046,"LINESTRING (9.9247096 45.4039441, 9.9243251 45.4039909, 9.9240906 45.4040194)",
75727639,2,Via Dante Alighieri,tertiary,5,,False,True,44.014,"LINESTRING (9.9246271 45.4031885, 9.9247298 45.4035777)",
75727641,,Piazza Vittorio Emanuele II,tertiary,15,,False,True,39.538000000000004,"LINESTRING (9.9246271 45.4031885, 9.9246347 45.4031309, 9.924561 45.4028377)",
75727668,,Via Galileo Galilei,residential,4,,True,False,42.393,"LINESTRING (9.9246271 45.4031885, 9.9248117 45.4031742, 9.924911 45.403177, 9.9251656 45.4031481)",
75727642,,Via Palestro,residential,4,,True,False,44.682,"LINESTRING (9.923323 45.4029515, 9.9233966 45.40335)",
75727653,1,Via Giovanni Battista Corniani,residential,4,,True,False,124.685,"LINESTRING (9.923323 45.4029515, 9.9217457 45.4031273)",
550230922,,Piazza Giuseppe Garibaldi,residential,,,False,False,14.81,"LINESTRING (9.9240906 45.4040194, 9.9240556 45.4038885)",
"[75727649, 75727658]",,"['Via Pastori', 'Piazza Giuseppe Garibaldi']",residential,,,False,False,59.138000000000005,"LINESTRING (9.9240906 45.4040194, 9.9241196 45.4041354, 9.9235477 45.4042365)",
75727658,,Piazza Giuseppe Garibaldi,residential,,,False,True,49.046,"LINESTRING (9.9240906 45.4040194, 9.9243251 45.4039909, 9.9247096 45.4039441)",
46579286,,Viale Piave,tertiary,,,False,False,58.898,"LINESTRING (9.9272022 45.4050828, 9.9279348 45.4049563)",
46579286,,Viale Piave,tertiary,,,False,True,103.981,"LINESTRING (9.9272022 45.4050828, 9.9259075 45.4053023)",
75727663,2,Viale Filippo Corridoni,residential,6,,False,False,75.503,"LINESTRING (9.9272022 45.4050828, 9.9271819 45.4050318, 9.9270654 45.4044111)",
75727662,2,Via Venticinque Aprile,residential,6,,False,True,51.491,"LINESTRING (9.9214561 45.4022641, 9.9214396 45.4023408, 9.9214682 45.4025001, 9.9215536 45.4027169)",
550231495,2,Via Venticinque Aprile,residential,6,,False,False,41.726,"LINESTRING (9.9214561 45.4022641, 9.9214885 45.402086, 9.9215206 45.4018916)",
75727642,,Via Palestro,residential,4,,True,False,42.174,"LINESTRING (9.923121 45.4007686, 9.9231416 45.4011476)",
75727670,1,Via Grazio Cossali,residential,4,,True,False,110.27300000000001,"LINESTRING (9.923121 45.4007686, 9.9223853 45.4007407, 9.9222591 45.4007394, 9.9218171 45.4007225, 9.9217608 45.40072, 9.9217105 45.4007183)",
550230820,2,Via Vittorio Alfieri,tertiary,6,,False,True,40.97,"LINESTRING (9.9228296 45.3999925, 9.9233519 45.400028)",
550230820,2,Via Vittorio Alfieri,tertiary,6,,False,False,76.24799999999999,"LINESTRING (9.9228296 45.3999925, 9.92271 45.3999857, 9.921856 45.3999389)",
75727666,,Via Roma,tertiary,5,,False,False,66.215,"LINESTRING (9.9238798 45.4002092, 9.9240274 45.4007956)",
75727632,,Piazza Giuseppe Cantù,residential,,,False,True,36.763999999999996,"LINESTRING (9.9238798 45.4002092, 9.9239293 45.4002031, 9.9240057 45.4001947, 9.9241904 45.4002023, 9.9242766 45.4001968, 9.9243443 45.4001802)",
"[75727660, 550230822]",2,"['Via Roma', 'Via Vittorio Alfieri']",tertiary,"['5', '6']",,False,"[False, True]",38.647999999999996,"LINESTRING (9.9238798 45.4002092, 9.923837 45.4001185, 9.9237952 45.4000922, 9.9237536 45.40008, 9.9236437 45.4000662, 9.923501 45.4000443)",
75727641,,Piazza Vittorio Emanuele II,tertiary,15,,False,False,22.665,"LINESTRING (9.924233 45.4015566, 9.924289 45.4017566)",
75727641,,Piazza Vittorio Emanuele II,tertiary,15,,False,True,10.018,"LINESTRING (9.924233 45.4015566, 9.9242075 45.4014683)",
377989404,2,Via Giuseppe Zanardelli,residential,6,,False,True,117.359,"LINESTRING (9.9219753 45.4035337, 9.9205236 45.4038077)",
75727637,1,Via Giuseppe Zanardelli,residential,4,,True,False,112.827,"LINESTRING (9.9219753 45.4035337, 9.9221209 45.403514, 9.9233966 45.40335)",
75727662,2,Via Venticinque Aprile,residential,6,,False,False,48.708000000000006,"LINESTRING (9.9219753 45.4035337, 9.9219337 45.403484, 9.9217862 45.4032119, 9.9217457 45.4031273)",
75727642,,Via Palestro,residential,4,,True,False,44.62,"LINESTRING (9.9231416 45.4011476, 9.9231528 45.4015488)",
75727659,,Via Camillo Benso Conte di Cavour,tertiary,4,,True,False,46.915,"LINESTRING (9.9231416 45.4011476, 9.9225412 45.4011303)",
75727663,2,Viale Filippo Corridoni,residential,6,,False,False,62.426,"LINESTRING (9.9269616 45.4038868, 9.9268616 45.4033298)",
75727663,2,Viale Filippo Corridoni,residential,6,,False,True,58.86,"LINESTRING (9.9269616 45.4038868, 9.9270654 45.4044111)",
169381926,,Via Montagna,residential,,,False,False,81.665,"LINESTRING (9.9269616 45.4038868, 9.9268955 45.4038973, 9.9267619 45.4039187, 9.9259367 45.4040335)",
75727633,,Via Felice Cavallotti,tertiary,4,,False,True,24.892,"LINESTRING (9.9256941 45.4011793, 9.9253753 45.4011765)",
75727665,,Via Venti Settembre,residential,,,False,False,43.612,"LINESTRING (9.9256941 45.4011793, 9.9255825 45.400795)",
75727633,,Via Felice Cavallotti,tertiary,4,,False,False,61.664,"LINESTRING (9.9256941 45.4011793, 9.9259933 45.401186, 9.9263203 45.4011853, 9.9264837 45.4011822)",
75727646,1,Via Gambara,residential,3,,True,False,25.589,"LINESTRING (9.9231383 45.4037783, 9.9234594 45.4037321)",
75727648,,Via Gambara,residential,5,,True,False,113.41,"LINESTRING (9.9231383 45.4037783, 9.9224161 45.4039011, 9.9223682 45.403903, 9.922328 45.4038851, 9.9220746 45.4036089, 9.9219753 45.4035337)",
75727636,2,Via Guglielmo Marconi,tertiary,6,,False,True,56.379999999999995,"LINESTRING (9.9255637 45.4041018, 9.9256131 45.4041758, 9.925725 45.4045938)",
75727655,,Piazza Giuseppe Garibaldi,tertiary,,,False,False,71.528,"LINESTRING (9.9255637 45.4041018, 9.9254849 45.4040405, 9.9254016 45.4039898, 9.9253522 45.403967, 9.9252751 45.4039426, 9.9251564 45.4039246, 9.9250157 45.4039046, 9.9249029 45.4038842, 9.9248292 45.4038493, 9.9248232 45.4038406, 9.924797 45.4038023)",
169381926,,Via Montagna,residential,,,False,True,30.145,"LINESTRING (9.9255637 45.4041018, 9.9256124 45.4040876, 9.9256593 45.4040782, 9.9259367 45.4040335)",
75727665,,Via Venti Settembre,residential,,,False,True,43.612,"LINESTRING (9.9255825 45.400795, 9.9256941 45.4011793)",
348910718,,Via Cernaia,residential,,,True,False,39.527,"LINESTRING (9.9255825 45.400795, 9.9250763 45.400801)",50
75727656,,Piazza Martiri di Nassirya,residential,6,,False,False,106.19900000000001,"LINESTRING (9.9255825 45.400795, 9.9262588 45.4007766, 9.9263661 45.4007985, 9.9264317 45.4008585, 9.9264837 45.4011822)",
"[75727665, 550230825]",,"['Via Venti Settembre', 'Via Nazario Sauro']",residential,,,False,False,107.078,"LINESTRING (9.9255825 45.400795, 9.925553 45.4007049, 9.9254734 45.4004351, 9.9254206 45.4002307, 9.9254065 45.4001973, 9.9253894 45.4001793, 9.9253609 45.4001667, 9.9253361 45.4001629, 9.9249248 45.4001456)",
75727637,1,Via Giuseppe Zanardelli,residential,4,,True,False,97.731,"LINESTRING (9.9233966 45.40335, 9.9246271 45.4031885)",
75727642,,Via Palestro,residential,4,,True,False,43.043,"LINESTRING (9.9233966 45.40335, 9.9234717 45.4036947, 9.9234594 45.4037321)",
550231495,2,Via Venticinque Aprile,residential,6,,False,True,42.624,"LINESTRING (9.9215806 45.4015106, 9.9215206 45.4018916)",
75727635,,Via Pier Maria Obici,residential,3,,True,False,73.35499999999999,"LINESTRING (9.9215806 45.4015106, 9.9221671 45.4015189, 9.9225195 45.4015325)",
377989408,,Via Pier Maria Obici,residential,,,False,True,164.337,"LINESTRING (9.9215806 45.4015106, 9.9214949 45.4015146, 9.9195505 45.4014833, 9.9194835 45.4014611)",
550231495,2,Via Venticinque Aprile,residential,6,,False,False,45.042,"LINESTRING (9.9215806 45.4015106, 9.9216265 45.4011923, 9.9216425 45.4011079)",
550230820,2,Via Vittorio Alfieri,tertiary,6,,False,False,11.781,"LINESTRING (9.923501 45.4000443, 9.9233519 45.400028)",
"[75727660, 550230822]",2,"['Via Roma', 'Via Vittorio Alfieri']",tertiary,"['5', '6']",,False,"[False, True]",38.648,"LINESTRING (9.923501 45.4000443, 9.9236437 45.4000662, 9.9237536 45.40008, 9.9237952 45.4000922, 9.923837 45.4001185, 9.9238798 45.4002092)",
