osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,bridge,junction,maxspeed,tunnel
172321746,Via Cesare Frigiolini,tertiary,False,False,87.535,"LINESTRING (8.2618657 45.8126348, 8.261827 45.8125827, 8.2617719 45.8125085, 8.2617286 45.8124532, 8.2615879 45.8122734, 8.2615349 45.8122013, 8.2614664 45.8121315, 8.2613124 45.8120147, 8.2612603 45.8119761)",,,,,,
293674568,Via Brigate Garibaldi,tertiary,False,False,265.56,"LINESTRING (8.2618657 45.8126348, 8.2617349 45.8126689, 8.2616323 45.8126956, 8.2614699 45.8127337, 8.2613 45.8127666, 8.261105 45.8128028, 8.2610639 45.8128104, 8.2605804 45.8129, 8.2603305 45.8129402, 8.2602645 45.8129508, 8.260209 45.8129597, 8.2588299 45.8131814, 8.258548 45.8132242)",SP8,,,,,
293674568,Via Brigate Garibaldi,tertiary,False,True,102.065,"LINESTRING (8.2618657 45.8126348, 8.2620939 45.8125546, 8.2623232 45.8124739, 8.2628262 45.8123119, 8.2630508 45.8122348)",SP8,,,,,
241971700,Corso Roma,tertiary,False,False,140.05599999999998,"LINESTRING (8.2558033 45.8136476, 8.2556199 45.8136824, 8.2553528 45.8137655, 8.2550573 45.8138889, 8.2549028 45.8139608, 8.2547828 45.8140378, 8.2546709 45.8141237, 8.2545331 45.8142411, 8.2544621 45.814324, 8.2544321 45.8143653, 8.254413 45.8143915)",SP8,2,,,,
241971702,Via Quattro Novembre,residential,True,False,190.53099999999998,"LINESTRING (8.2558033 45.8136476, 8.2557685 45.8135928, 8.2558115 45.8135429, 8.2560133 45.8134685, 8.2563782 45.8133559, 8.2567909 45.8132308, 8.2573074 45.813078, 8.2577662 45.8129525, 8.2579136 45.8129138)",,,,,,
172323281,Via Chiara,residential,False,True,113.39399999999999,"LINESTRING (8.2531139 45.8141684, 8.2533072 45.8142258, 8.253373 45.8142156, 8.2535321 45.8141255, 8.2536026 45.8141104, 8.253664 45.8141294, 8.2539494 45.814251, 8.2539777 45.8142631, 8.2541832 45.8143481, 8.2543288 45.8144196, 8.2543737 45.8144416)",,,,,,
"[315667912, 315667911]",Via Don Bosco,residential,False,False,44.711999999999996,"LINESTRING (8.2531139 45.8141684, 8.253176 45.8141065, 8.2532854 45.8139988, 8.2533617 45.8138929, 8.2534312 45.8138342)",,,,,,
72789932,,primary,True,False,65.828,"LINESTRING (8.2547173 45.8128597, 8.2542119 45.8129891, 8.2540236 45.8130405, 8.2539288 45.8130776)",SP299,2,,,,
"[293674564, 259522614]",,primary,False,True,596.9909999999999,"LINESTRING (8.2547173 45.8128597, 8.2548784 45.8128319, 8.2559021 45.8126648, 8.2562458 45.8126024, 8.2565557 45.8125252, 8.2568138 45.8124381, 8.2571499 45.8123172, 8.257441 45.812187, 8.2576676 45.812072, 8.2582433 45.8117336, 8.2589715 45.8112933, 8.2599027 45.8107257, 8.2600099 45.8106611, 8.260748 45.8102352, 8.2610928 45.8100274)",SP299,2,yes,,,
72789936,,primary,True,False,65.239,"LINESTRING (8.2529124 45.8131027, 8.2531802 45.8130467, 8.2533699 45.8130225, 8.2534409 45.8130187, 8.2535265 45.8130205, 8.2535906 45.8130244, 8.2536335 45.8130243, 8.253732 45.8129985)",SP299,2,,,,
72789920,,primary,True,False,8.372,"LINESTRING (8.2538241 45.8131423, 8.2537881 45.8131409, 8.2537544 45.8131321, 8.253726 45.8131167)",SP299,,,roundabout,,
172321787,,unclassified,False,True,48.459999999999994,"LINESTRING (8.2538241 45.8131423, 8.2538249 45.8131821, 8.2538124 45.8132601, 8.2537937 45.8133209, 8.2537629 45.8133667, 8.253719 45.8134043, 8.2536769 45.8134242, 8.2535963 45.8134387, 8.2535072 45.8134482)",,,,,,
72789920,,primary,True,False,11.935,"LINESTRING (8.253732 45.8129985, 8.2537642 45.8129838, 8.2538015 45.812977, 8.2538399 45.8129789, 8.2538754 45.8129892)",SP299,,,roundabout,,
72789920,,primary,True,False,11.326,"LINESTRING (8.2538754 45.8129892, 8.2539031 45.8130058, 8.2539223 45.8130275, 8.2539311 45.8130522, 8.2539288 45.8130776)",SP299,,,roundabout,,
72789931,,primary,True,False,66.839,"LINESTRING (8.2538754 45.8129892, 8.2540114 45.8129683, 8.2542293 45.8129287, 8.2547173 45.8128597)",SP299,2,,,,
72789920,,primary,True,False,11.543999999999999,"LINESTRING (8.2539288 45.8130776, 8.2539152 45.8131017, 8.2538915 45.8131218, 8.2538601 45.8131358, 8.2538241 45.8131423)",SP299,,,roundabout,,
72789920,,primary,True,False,14.575000000000001,"LINESTRING (8.253726 45.8131167, 8.2537048 45.8130951, 8.2536943 45.8130699, 8.2536957 45.8130437, 8.2537087 45.8130191, 8.253732 45.8129985)",SP299,,,roundabout,,
72789935,,primary,True,False,63.912,"LINESTRING (8.253726 45.8131167, 8.2536542 45.8130932, 8.2535822 45.8130806, 8.253504 45.8130773, 8.2534243 45.8130816, 8.2530667 45.8130975, 8.2529124 45.8131027)",SP299,2,,,,
660220896,Via Sponda Destra del Sesia,tertiary,True,False,19.146,"LINESTRING (8.26225 45.8095649, 8.2623658 45.8096114, 8.2624701 45.8096424)",,,,,,
223430154,Viale Cesare Battisti,tertiary,False,False,112.86300000000001,"LINESTRING (8.2626751 45.8141704, 8.26321 45.8140723, 8.2636524 45.8139911, 8.2638476 45.8139479, 8.2639179 45.8139301, 8.2640692 45.8138824)",,,,,,
223430154,Viale Cesare Battisti,tertiary,False,True,95.534,"LINESTRING (8.2626751 45.8141704, 8.2624843 45.814199, 8.2621742 45.8142455, 8.2615231 45.8143431, 8.2614697 45.8143501)",,,,,,
223726110,Via Nazario Sauro,residential,False,True,197.65399999999997,"LINESTRING (8.2626751 45.8141704, 8.2627317 45.8142916, 8.2629776 45.8147426, 8.2630629 45.8148973, 8.2630785 45.8149257, 8.263094 45.8149906, 8.2630772 45.8150411, 8.2630423 45.815079, 8.2629633 45.815106, 8.2627503 45.8151664, 8.2626224 45.8152035, 8.2624923 45.8152413, 8.2621222 45.8153387, 8.2619643 45.8153775)",,,,,,
241971700,Corso Roma,tertiary,False,True,6.349,"LINESTRING (8.2543737 45.8144416, 8.254413 45.8143915)",SP8,2,,,,
172323279,Via Costantino Durio,tertiary,False,False,145.08100000000002,"LINESTRING (8.2543737 45.8144416, 8.2544904 45.814517, 8.2545066 45.8145248, 8.2545358 45.8145371, 8.254727 45.8146033, 8.2548698 45.8146334, 8.255077 45.8146682, 8.2552135 45.8146803, 8.2554416 45.8146926, 8.2556263 45.8147048, 8.2557693 45.8147176, 8.2558806 45.8147341, 8.2559874 45.8147541, 8.2560809 45.8147809, 8.2561351 45.8148014)",,,,,,
172323281,Via Chiara,residential,False,False,113.394,"LINESTRING (8.2543737 45.8144416, 8.2543288 45.8144196, 8.2541832 45.8143481, 8.2539777 45.8142631, 8.2539494 45.814251, 8.253664 45.8141294, 8.2536026 45.8141104, 8.2535321 45.8141255, 8.253373 45.8142156, 8.2533072 45.8142258, 8.2531139 45.8141684)",,,,,,
315668511,Corso Umberto Primo,tertiary,False,True,52.621,"LINESTRING (8.2543737 45.8144416, 8.254106 45.8147689, 8.2540359 45.8148521)",,2,,,30,
"[293674564, 259522614]",,primary,False,False,596.991,"LINESTRING (8.2610928 45.8100274, 8.260748 45.8102352, 8.2600099 45.8106611, 8.2599027 45.8107257, 8.2589715 45.8112933, 8.2582433 45.8117336, 8.2576676 45.812072, 8.257441 45.812187, 8.2571499 45.8123172, 8.2568138 45.8124381, 8.2565557 45.8125252, 8.2562458 45.8126024, 8.2559021 45.8126648, 8.2548784 45.8128319, 8.2547173 45.8128597)",SP299,2,yes,,,
"[172321744, 172321745, 172321747]","['Via Circonvallazione', 'Via Cesare Frigiolini']",tertiary,False,True,141.205,"LINESTRING (8.2585278 45.8099946, 8.2586529 45.8101181, 8.2596061 45.810796, 8.2597749 45.810918)",,,yes,,,
"[172321744, 172321745, 172321747]","['Via Circonvallazione', 'Via Cesare Frigiolini']",tertiary,False,False,141.205,"LINESTRING (8.2597749 45.810918, 8.2596061 45.810796, 8.2586529 45.8101181, 8.2585278 45.8099946)",,,yes,,,
172321746,Via Cesare Frigiolini,tertiary,False,True,164.613,"LINESTRING (8.2597749 45.810918, 8.2611985 45.8119303, 8.2612603 45.8119761)",,,,,,
172321782,,unclassified,False,True,43.408,"LINESTRING (8.2540442 45.8134171, 8.2539557 45.8134484, 8.2538525 45.8134787, 8.2537567 45.8135037, 8.2536648 45.8135139, 8.2535799 45.8135146, 8.2535122 45.8135068)",,,,,,
172321758,,unclassified,True,False,6.74,"LINESTRING (8.2535072 45.8134482, 8.2535176 45.813467, 8.2535194 45.8134872, 8.2535122 45.8135068)",,,,roundabout,,
172321787,,unclassified,False,False,48.459999999999994,"LINESTRING (8.2535072 45.8134482, 8.2535963 45.8134387, 8.2536769 45.8134242, 8.253719 45.8134043, 8.2537629 45.8133667, 8.2537937 45.8133209, 8.2538124 45.8132601, 8.2538249 45.8131821, 8.2538241 45.8131423)",,,,,,
172321758,,unclassified,True,False,10.484,"LINESTRING (8.2535122 45.8135068, 8.2534982 45.8135229, 8.2534781 45.8135356, 8.2534538 45.8135437, 8.2534271 45.8135468, 8.2534002 45.8135444)",,,,roundabout,,
172321782,,unclassified,False,False,43.408,"LINESTRING (8.2535122 45.8135068, 8.2535799 45.8135146, 8.2536648 45.8135139, 8.2537567 45.8135037, 8.2538525 45.8134787, 8.2539557 45.8134484, 8.2540442 45.8134171)",,,,,,
172321758,,unclassified,True,False,28.522000000000002,"LINESTRING (8.2534002 45.8135444, 8.2533713 45.8135348, 8.2533486 45.8135191, 8.2533347 45.813499, 8.2533313 45.8134768, 8.2533388 45.8134551, 8.2533562 45.8134364, 8.2533816 45.8134228, 8.2534088 45.8134163, 8.2534376 45.8134158, 8.2534652 45.8134214, 8.2534892 45.8134325, 8.2535072 45.8134482)",,,,roundabout,,
315667913,Via Geniani,residential,False,True,33.963,"LINESTRING (8.2534002 45.8135444, 8.253358 45.8136094, 8.2533561 45.8136913, 8.2534312 45.8138342)",,,,,,
172321746,Via Cesare Frigiolini,tertiary,False,False,164.613,"LINESTRING (8.2612603 45.8119761, 8.2611985 45.8119303, 8.2597749 45.810918)",,,,,,
172321746,Via Cesare Frigiolini,tertiary,False,True,87.535,"LINESTRING (8.2612603 45.8119761, 8.2613124 45.8120147, 8.2614664 45.8121315, 8.2615349 45.8122013, 8.2615879 45.8122734, 8.2617286 45.8124532, 8.2617719 45.8125085, 8.261827 45.8125827, 8.2618657 45.8126348)",,,,,,
223165436,,unclassified,False,False,59.40899999999999,"LINESTRING (8.2612603 45.8119761, 8.2616199 45.8117073, 8.2616892 45.8116282, 8.261708 45.8115553)",,,,,,
"[223301595, 223170911]","['Via Galletti', 'Via Gaudenzio Vietti']",residential,False,True,132.89000000000001,"LINESTRING (8.2538623 45.8150528, 8.2535994 45.8149512, 8.2535202 45.8149351, 8.253448 45.8149231, 8.2533737 45.8149174, 8.2532315 45.8149252, 8.253016 45.8151417, 8.2530847 45.8152227, 8.2532128 45.8153643, 8.2533959 45.8155181)",,,,,,
315668511,Corso Umberto Primo,tertiary,False,False,26.06,"LINESTRING (8.2538623 45.8150528, 8.2539949 45.8149008, 8.2540359 45.8148521)",,2,,,30,
315668511,Corso Umberto Primo,tertiary,False,True,54.387,"LINESTRING (8.2538623 45.8150528, 8.2536519 45.815261, 8.2535403 45.8153692, 8.2534991 45.8154189, 8.2534633 45.8154549)",,2,,,30,
315668511,Corso Umberto Primo,tertiary,False,False,9.574,"LINESTRING (8.2533062 45.8155773, 8.2533959 45.8155181)",,2,,,30,
315914384,Corso Umberto Primo,tertiary,False,True,1.343,"LINESTRING (8.2533062 45.8155773, 8.2532925 45.8155847)",,2,,,,
223301593,Via Camaschella,residential,False,False,16.544,"LINESTRING (8.2533062 45.8155773, 8.2533133 45.8155822, 8.2533585 45.8156553, 8.253356 45.8157175)",,,,,,
241971700,Corso Roma,tertiary,False,False,6.349,"LINESTRING (8.254413 45.8143915, 8.2543737 45.8144416)",SP8,2,,,,
223301596,Via Geniani,residential,False,False,107.89500000000001,"LINESTRING (8.254413 45.8143915, 8.2543763 45.8143671, 8.2541106 45.8141909, 8.2540626 45.8141225, 8.2539538 45.8139802, 8.2537901 45.8138687, 8.2537297 45.8138201, 8.2536868 45.8138191, 8.2536104 45.8138462, 8.253524 45.8138542, 8.2534312 45.8138342)",,,,,,
241971700,Corso Roma,tertiary,False,True,140.056,"LINESTRING (8.254413 45.8143915, 8.2544321 45.8143653, 8.2544621 45.814324, 8.2545331 45.8142411, 8.2546709 45.8141237, 8.2547828 45.8140378, 8.2549028 45.8139608, 8.2550573 45.8138889, 8.2553528 45.8137655, 8.2556199 45.8136824, 8.2558033 45.8136476)",SP8,2,,,,
